Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - American Addiction Centers,https://www.crunchbase.com/funding_round/american-addiction-centers-series-unknown--02335201,"Addiction Treatment, Health Care, Pharmaceutical","Brentwood, Tennessee, United States, North America",Venture - Series Unknown,6488000,USD,6488000,2013-03-29,American Addiction Centers,https://www.crunchbase.com/organization/american-addiction-centers,https://americanaddictioncenters.org/,,,,,American Addiction Centers is a national behavioral healthcare provider focused on addiction treatment and rehabilitation.,,Yes,$100M to $500M,124968717,USD,124968717,IPO,6,,,,"470,216"
Series C - Munchery,https://www.crunchbase.com/funding_round/munchery-series-c--97c1583e,"Consumer, Food and Beverage, Hospitality, Same Day Delivery","San Francisco, California, United States, North America",Series C,85000000,USD,85000000,2015-05-22,Munchery,https://www.crunchbase.com/organization/munchery,https://munchery.com,,,,"ACME Capital, Greycroft, Headline, Menlo Ventures, Mousse Partners, Northgate Capital, Shervin Pishevar",Munchery offers same-day food deliver services.,Late Stage Venture,Yes,$10M to $50M,125419000,USD,125419000,,9,Menlo Ventures,7,2,"470,234"
Venture Round - Shareholder InSite,https://www.crunchbase.com/funding_round/shareholder-insite-series-unknown--7fc7ec3c,"Analytics, Document Management, Information Technology, SaaS, Software","Nashville, Tennessee, United States, North America",Venture - Series Unknown,575002,USD,575002,2013-06-01,Shareholder InSite,https://www.crunchbase.com/organization/shareholder-insite,http://shareholderinsite.com,,,,Council & Enhanced Tennessee Fund,"Shareholder InSite provides SaaS-based solutions that enable companies and investors to track, manage and analyze shareholder data.",,Yes,$10M to $50M,7655002,USD,7655002,M&A,4,,1,,"470,246"
Venture Round - CathVision,https://www.crunchbase.com/funding_round/cathvision-series-unknown--e5689141,"Biotechnology, Health Care, Software","Copenhagen, Hovedstaden, Denmark, Europe",Venture - Series Unknown,,,,2017-07-07,CathVision,https://www.crunchbase.com/organization/cathvision,http://www.cathvision.com,,,,"Borean Innovation, Vaekstfonden","CathVision helps guide ablation therapy of cardiac arrhythmia with novel hardware, software and data science.",,Yes,,32604545,USD,32604545,,8,,2,1,"470,256"
Series A - Klikdaily,https://www.crunchbase.com/funding_round/klikdaily-series-a--92318d49,"Apps, Information Technology, Mobile Apps, Software","Serpong, Jawa Barat, Indonesia, Asia",Series A,,,,2020-05-11,Klikdaily,https://www.crunchbase.com/organization/klikdaily,http://www.klikdaily.com/,,,,Global Founders Capital,Klikdaily is a supply chain tech ecosystem with its mission to empower mom n pop store businesses by digitizing FMCG supply chain process,Early Stage Venture,Yes,,3000000,USD,3000000,Early Stage Venture,4,Global Founders Capital,1,,"470,282"
Seed Round - GetEat,https://www.crunchbase.com/funding_round/geteat-seed--8b92d38b,"Brand Marketing, Food and Beverage, Mobile Apps","Rehovot, HaMerkaz, Israel, Asia",Seed,1000000,USD,1000000,2015-07-07,GetEat,https://www.crunchbase.com/organization/geteat,http://geteat.co,,,,,GetEat is a food & resturant marketing platform.,Seed,Yes,,1000000,USD,1000000,Seed,1,,,,"470,295"
Seed Round - Kisameet,https://www.crunchbase.com/funding_round/kisameet-seed--891fafae,"Cosmetics, Health Care, Manufacturing, Mineral","Smithers, British Columbia, Canada, North America",Seed,226900,USD,226900,2021-11-30,Kisameet,https://www.crunchbase.com/organization/kisameet,https://www.kisameetclay.com,,,,,Kisameet is a cosmetic supplier company that manufactures mineral clay built for healthcare industries.,Seed,Yes,,251900,USD,251900,Seed,2,,,,"470,405"
Seed Round - Plezi,https://www.crunchbase.com/funding_round/plezi-seed--5372af99,"Analytics, Computer, Email Marketing, Marketing, Marketing Automation, SaaS, Software","Paris, Ile-de-France, France, Europe",Seed,1000000,EUR,1124367,2016-09-30,Plezi,https://www.crunchbase.com/organization/plezi,https://www.plezi.co/en/,,,,,NextGen marketing automation for B2B companies,Seed,Yes,$1M to $10M,4000000,EUR,4501886,Early Stage Venture,2,,,,"470,449"
Debt Financing - IlluminOss Medical,https://www.crunchbase.com/funding_round/illuminoss-medical-debt-financing--a9ec2337,"Health Care, Manufacturing, Medical, Medical Device","East Providence, Rhode Island, United States, North America",Debt Financing,4000000,USD,4000000,2011-11-29,IlluminOss Medical,https://www.crunchbase.com/organization/illuminoss-medical,http://www.illuminoss.com,,,,,IlluminOss Medical is a medical device company developing minimally invasive orthopedic systems for the treatment of bone fractures.,,No,$1M to $10M,58470640,USD,58470640,M&A,7,,,,"470,533"
Non Equity Assistance - Linkana,https://www.crunchbase.com/funding_round/linkana-non-equity-assistance--7c46cb16,"Compliance, Procurement, Risk Management, Software, Supply Chain Management","São Paulo, Sao Paulo, Brazil, South America",Non-equity Assistance,,,,2020-09-18,Linkana,https://www.crunchbase.com/organization/linkana,https://www.linkana.com/,,,,Google for Startups,Faster and better supplier information for LatAm.,,No,,250963,USD,250963,Seed,4,Google for Startups,1,,"470,535"
