Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Debt Financing - QuadFi,https://www.crunchbase.com/funding_round/quadfi-debt-financing--61654db7,"Education, Financial Services, FinTech, Internet","Toronto, Ontario, Canada, North America",Debt Financing,20000000,USD,20000000,2023-09-05,QuadFi,https://www.crunchbase.com/organization/quadfi,http://www.quadfi.com,,,,CWB Financial Group,QuadFi is a fintech firm providing underserved credit groups with fair and affordable loans.,,No,$1M to $10M,132037970,USD,132037970,Seed,8,CWB Financial Group,1,1,"44,402"
Grant - Gray Friesian Farm,https://www.crunchbase.com/funding_round/gray-friesian-farm-grant--825a29de,Farming,"Easton, Connecticut, United States, North America",Grant,11349,USD,11349,2023-09-01,Gray Friesian Farm,https://www.crunchbase.com/organization/gray-friesian-farm,,,,,U.S. Department of Agriculture,"Gray Friesian Farm is a premier horse boarding and training facility in Easton, Connecticut.",,No,,11349,USD,11349,,1,U.S. Department of Agriculture,1,,"44,428"
Secondary Market - Natural Gas Pipeline Company of America,https://www.crunchbase.com/funding_round/natural-gas-pipeline-company-of-america-secondary-market--b83fc67a,"Energy, Natural Resources, Oil and Gas","Chicago, Illinois, United States, North America",Secondary Market,,,,2023-06-15,Natural Gas Pipeline Company of America,https://www.crunchbase.com/organization/natural-gas-pipeline-company-of-america,https://pipeline2.kindermorgan.com/default.aspx?code=NGPL,,,,ArcLight Capital,Natural Gas Pipeline Company of America is the largest transporter of natural gas into the high-demand Chicago-area.,,No,,830000000,USD,830000000,,2,ArcLight Capital,1,1,"44,407"
Series C - Nature's Fynd,https://www.crunchbase.com/funding_round/sustainable-bioproducts-series-c--8e3be5fc,"Agriculture, AgTech, Food and Beverage, Food Processing, Sustainability","Chicago, Illinois, United States, North America",Series C,350000000,USD,350000000,2021-06-04,Nature's Fynd,https://www.crunchbase.com/organization/sustainable-bioproducts,https://www.naturesfynd.com,650000000,USD,650000000,"Balyasny Asset Management, BAM Elevate, Blackstone Group, EDBI, Hillhouse Investment, Hongkou, SK Holdings, SoftBank Vision Fund",Nature's Fynd is a food company that makes nutritional vegan protein from a microbe.,Late Stage Venture,Yes,,509559546,USD,509559546,Late Stage Venture,6,SoftBank Vision Fund,8,1,"44,496"
Seed Round - Propchain,https://www.crunchbase.com/funding_round/propchain-8f76-seed--e74517f6,"Asset Management, Blockchain, Real Estate","Dubai, Dubai, United Arab Emirates, Asia",Seed,,,,2022-10-09,Propchain,https://www.crunchbase.com/organization/propchain-8f76,https://propchain.com,,,,Alpha Ventures,Propchain provides a blockchain ecosystem for real-world asset and proptech solutions.,Seed,Yes,,,USD,,Seed,1,,1,,"44,528"
Series A - SmartClean Technologies,https://www.crunchbase.com/funding_round/smartclean-technologies-pte-ltd-series-a--9abbda5c,"Artificial Intelligence (AI), Big Data, Facilities Support Services, Internet of Things","Singapore, Central Region, Singapore, Asia",Series A,12000000,USD,12000000,2022-03-10,SmartClean Technologies,https://www.crunchbase.com/organization/smartclean-technologies-pte-ltd,https://www.smartclean.io,,,,,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,Early Stage Venture,Yes,$1M to $10M,18753550,USD,18753550,Early Stage Venture,10,,,,"44,459"
Series C - Neofect,https://www.crunchbase.com/funding_round/neofect-series-c--001b814c,"Health Care, Medical Device, Robotics, Software","San Francisco, California, United States, North America",Series C,6000000000,KRW,5513287,2017-11-30,Neofect,https://www.crunchbase.com/organization/neofect,http://www.neofect.com/,,,,"Company K Partners, DSC Investment, Hastings Asset Management, KOREA INVESTMENT & SECURITIES, NH Investment & Securities, Shinhan Financial Group",Neofect develops innovative home exercise device and software for stroke survivors' fast recovery and rehabilitation.,Late Stage Venture,Yes,Less than $1M,35600000000,KRW,31445580,IPO,7,,6,,"44,523"
Series B - Covalto,https://www.crunchbase.com/funding_round/covalto-series-b--7cff1c2f,"Banking, Commercial Lending, Credit, Credit Cards, Finance, Financial Services, FinTech, Small and Medium Businesses","Mexico City, Distrito Federal, Mexico, North America",Series B,104350000,USD,104350000,2019-07-15,Covalto,https://www.crunchbase.com/organization/covalto,http://www.covalto.com/,,,,"Argo Ventures, Broadhaven Capital Partners, FinRebel, Goldman Sachs, IGNIA, Kaszek, LIV Capital, New Residential Investment Corp, Point72 Ventures, QED Investors, Supernode Ventures, Third Lake Capital, Thomvest Ventures, Wolfson Group",Covalto is a leading digital banking and services platform for SMEs in Mexico.,Early Stage Venture,Yes,$1M to $10M,521323000,USD,521323000,Early Stage Venture,7,"Goldman Sachs, Point72 Ventures",14,4,"44,482"
Seed Round - Magnum Barbeque Company,https://www.crunchbase.com/funding_round/magnum-barbeque-company-seed--47d7c1ee,"Cooking, Food and Beverage, Restaurants","Littleton, Colorado, United States, North America",Seed,50000,USD,50000,2023-12-11,Magnum Barbeque Company,https://www.crunchbase.com/organization/magnum-barbeque-company,,,,,,Magnum Barbeque Company offers unique and luxury experience in Barbeque dining experience,Seed,Yes,,50000,USD,50000,Seed,1,,,,"44,500"
Grant - Analytical AI,https://www.crunchbase.com/funding_round/analytical-ai-grant--f9f0e559,"Analytics, Artificial Intelligence (AI), Security, Software","Birmingham, Alabama, United States, North America",Grant,1250000,USD,1250000,2023-06-12,Analytical AI,https://www.crunchbase.com/organization/analytical-ai,http://www.analyticalai.com/,,,,AFWERX,Analytical AI develops artificial intelligence products for financial transaction data and threats in checkpoint security.,,No,Less than $1M,3225000,USD,3225000,,5,AFWERX,1,,"44,447"
Seed Round - Autonoma Technologies,https://www.crunchbase.com/funding_round/autonoma-technologies-seed--0b0a0a68,Information Technology,"Linz, Oberosterreich, Austria, Europe",Seed,,,,2023-09-04,Autonoma Technologies,https://www.crunchbase.com/organization/autonoma-technologies,https://autonoma.cloud,,,,eQventure,Autonoma Technologies is an information technology company that specializes in the digitalization of customer platforms.,Seed,Yes,,,USD,,Seed,2,eQventure,1,,"44,481"
Venture Round - Swarmia,https://www.crunchbase.com/funding_round/swarmia-series-unknown--2af0bc68,"Business Development, Information Technology, Productivity Tools, SaaS","Helsinki, Southern Finland, Finland, Europe",Venture - Series Unknown,,,,2023-12-20,Swarmia,https://www.crunchbase.com/organization/swarmia,https://www.swarmia.com/,,,,Dig Ventures,"Swarmia develops a business management software that provides insights and tools to engineering leaders, managers, and teams.",,Yes,$1M to $10M,6700000,EUR,8091924,,3,Dig Ventures,1,2,"44,508"
Venture Round - Qualiti,https://www.crunchbase.com/funding_round/qualiti-series-unknown--1e53a1a4,"Artificial Intelligence (AI), Information Technology, Software","Salt Lake City, Utah, United States, North America",Venture - Series Unknown,2700000,USD,2700000,2023-12-13,Qualiti,https://www.crunchbase.com/organization/qualiti,https://qualiti.ai/,,,,,"Qualiti is an AI-managed test automation solution that creates, maintains, executes, and triages tests.",,Yes,$1M to $10M,14830886,USD,14830886,,5,,,,"44,453"
Venture Round - Coby Electronics Corporation,https://www.crunchbase.com/funding_round/coby-electronics-corporation-series-unknown--49aafd36,"Electronics, Manufacturing","New Hyde Park, New York, United States, North America",Venture - Series Unknown,,,,2019-01-01,Coby Electronics Corporation,https://www.crunchbase.com/organization/coby-electronics-corporation,https://cobyusa.com/,,,,Elsted Capital Partners,Coby Electronics Corporation is a manufacturer of consumer electronics products.,,Yes,,,USD,,,1,,1,,"44,422"
Private Equity Round - Applied Blockchain,https://www.crunchbase.com/funding_round/applied-blockchain-private-equity--e9d92d74,"Blockchain, Computer, Finance, Payments, Privacy, Shipping, Software, Transportation","London, England, United Kingdom, Europe",Private Equity,,,,2023-01-01,Applied Blockchain,https://www.crunchbase.com/organization/applied-blockchain,https://appliedblockchain.com/,,,,Centrecourt Asset Management,Applied Blockchain builds private and secure business applications,Private Equity,Yes,$1M to $10M,3500000,GBP,4568269,Private Equity,6,,1,,"44,417"
Seed Round - Une Femme Wines,https://www.crunchbase.com/funding_round/une-femme-wines-seed--0ce87d92,"Consumer Goods, Food and Beverage, Internet, Wine And Spirits","San Francisco, California, United States, North America",Seed,2000000,USD,2000000,2021-07-30,Une Femme Wines,https://www.crunchbase.com/organization/une-femme-wines,https://www.unefemmewines.com/,,,,"Natalie Diggins, TBD Angels",Une Femme Wines makes women-made wines for celebrating life's big wins.,Seed,Yes,$1M to $10M,16600000,USD,16600000,Early Stage Venture,3,,2,,"44,431"
Private Equity Round - Recruiter.com,https://www.crunchbase.com/funding_round/recruiter-com-private-equity--caa8c061,"Career Planning, Employment, Human Resources, Recruiting","New York, New York, United States, North America",Private Equity,,,,2021-01-01,Recruiter.com,https://www.crunchbase.com/organization/recruiter-com,https://www.recruiter.com,,,,Centrecourt Asset Management,Recruiter.com is a leading on-demand recruiting platform that provides flexible talent acquisition solutions for startups to the Fortune 100,Private Equity,Yes,Less than $1M,2600000,USD,2600000,IPO,4,,1,,"44,473"
