Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - Thuzio,https://www.crunchbase.com/funding_round/thuzio-series-b--e7600c57,"Brand Marketing, Enterprise Software, Events, Media and Entertainment","New York, New York, United States, North America",Series B,7000000,USD,7000000,2015-10-01,Thuzio,https://www.crunchbase.com/organization/thuzio,http://www.thuzio.com,,,,"East Asset Management, Prudence, RSE Ventures, Vanterra Capital",Thuzio is a client entertainment platform for b-to-b sales organizations and professionals.,Early Stage Venture,Yes,Less than $1M,16332773,USD,16332773,M&A,6,Prudence,4,4,"148,200"
Seed Round - LeaveLogic,https://www.crunchbase.com/funding_round/leavelogic-seed--f54d9698,"Family, Human Resources","Seattle, Washington, United States, North America",Seed,900000,USD,900000,2016-05-25,LeaveLogic,https://www.crunchbase.com/organization/leavelogic,http://leavelogic.com/,,,,Alliance of Angels,LeaveLogic is a technology company that offers the premier employee leave education and planning solution to Fortune 1000 companies.,Seed,Yes,$1M to $10M,900000,USD,900000,M&A,1,Alliance of Angels,1,,"148,201"
Seed Round - Getpaid,https://www.crunchbase.com/funding_round/getpaid-928b-seed--6de9447e,Payments,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",Seed,1000000,EUR,1018674,2022-07-08,Getpaid,https://www.crunchbase.com/organization/getpaid-928b,https://getpaid.io/,,,,Picus Capital,Getpaid is a payfac-as-a-service provider.,Seed,Yes,Less than $1M,6700000,EUR,7030178,Seed,2,,1,1,"148,202"
Convertible Note - Aligned Carbon,https://www.crunchbase.com/funding_round/aligned-carbon-convertible-note--49ca2d46,"Advanced Materials, Computer, Information Technology, Manufacturing, Nanotechnology, Satellite Communication, Semiconductor, Sensor, Wireless","Santa Clara, California, United States, North America",Convertible Note,,,,2022-01-01,Aligned Carbon,https://www.crunchbase.com/organization/aligned-carbon,https://www.alignedcarbon.com/,,,,Sand Hill Angels,"Aligned Carbon is the first company to provide semiconductor-pure, aligned carbon nanotubes on industry standard wafers for manufacturing",,No,$1M to $10M,1272000,USD,1272000,Seed,6,,1,,"148,203"
Pre Seed Round - Kepler,https://www.crunchbase.com/funding_round/kepler-a0cf-pre-seed--cba39964,"Information Technology, Software","Brooklyn, New York, United States, North America",Pre-Seed,2075000,USD,2075000,2022-02-28,Kepler,https://www.crunchbase.com/organization/kepler-a0cf,,,,,,Working to make science more open,Seed,Yes,,9634999,USD,9634999,Seed,2,,,,"148,205"
Pre Seed Round - ReDev,https://www.crunchbase.com/funding_round/redev-545a-pre-seed--c99d0b9f,"Artificial Intelligence (AI), Recruiting, SaaS","Vienna, Wien, Austria, Europe",Pre-Seed,100000,EUR,99518,2022-09-01,ReDev,https://www.crunchbase.com/organization/redev-545a,https://redev.jobs/companies,2000000,USD,2000000,"Christoph Drescher, Kambis Kohansal Vajargah, Raiffeisen Bank International, Renata Fourmanova",Next-Generation Human Resources - ReDev AI-Powered Recruiting Platform,Seed,Yes,,700000,EUR,757896,Private Equity,6,,4,,"148,207"
Angel Round - 4Matt Tecnologia,https://www.crunchbase.com/funding_round/4matt-tecnologia-angel--85667af2,"Business Intelligence, Enterprise Software, Information Technology, IT Management","São Paulo, Sao Paulo, Brazil, South America",Angel,,,,2019-07-01,4Matt Tecnologia,https://www.crunchbase.com/organization/4matt-tecnologia,http://www.4matt.com.br/,,,,"Bruno Ferreira Costa, Marcelo Theophilo",Intelligent IT Spend Management - Single source of information about IT spending,Seed,Yes,,,USD,,Seed,1,,2,,"148,208"
Grant - Center for Research and Education in Advanced Transportation Engineering Systems,https://www.crunchbase.com/funding_round/center-for-research-and-education-in-advanced-transportation-engineering-systems-grant--6945161a,"Education, Product Research","Mullica Hill, New Jersey, United States, North America",Grant,5200000,USD,5200000,2021-10-27,Center for Research and Education in Advanced Transportation Engineering Systems,https://www.crunchbase.com/organization/center-for-research-and-education-in-advanced-transportation-engineering-systems,https://rowancreates.org/,,,,U.S. Army Corps of Engineers,"CREATEs conduct cutting edge, applied, and readily implementable research in transportation engineering.",,No,,5200000,USD,5200000,,1,U.S. Army Corps of Engineers,1,,"148,209"
Seed Round - Listen Edition,https://www.crunchbase.com/funding_round/listen-edition-seed--1fee9ad0,"Association, Education, Internet Radio, Service Industry","Boston, Massachusetts, United States, North America",Seed,18000,USD,18000,2013-06-01,Listen Edition,https://www.crunchbase.com/organization/listen-edition,http://www.listenedition.com,,,,LearnLaunch Fund + Accelerator,Listen Edition curates public radio stories and builds custom lesson plans.,Seed,Yes,$1M to $10M,18000,USD,18000,Seed,1,,1,,"148,210"
Seed Round - SoChatti,https://www.crunchbase.com/funding_round/sochatti-seed--41d2d4bb,Snack Food,"Indianapolis, Indiana, United States, North America",Seed,188478,USD,188478,2016-08-29,SoChatti,https://www.crunchbase.com/organization/sochatti,https://www.sochatti.com/,,,,,SoChatti brings you chocolate from around the world.,Seed,Yes,$10M to $50M,8588478,USD,8588478,Early Stage Venture,4,,,,"148,212"
