Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - American Heart Association,https://www.crunchbase.com/funding_round/american-heart-association-grant--d31607b6,"Association, Fitness, Health Care, mHealth, Personal Health","Dallas, Texas, United States, North America",Grant,5000,USD,5000,2023-07-12,American Heart Association,https://www.crunchbase.com/organization/american-heart-association,http://www.heart.org,,,,MassMutual Foundation,The American Heart Association is the nation’s oldest and largest voluntary health organization.,,No,,1125000,USD,1125000,,3,MassMutual Foundation,1,,"43,222"
Seed Round - Vosbor,https://www.crunchbase.com/funding_round/vosbor-01fb-seed--64918784,"Information Services, Information Technology, Trading Platform","Amsterdam, Noord-Holland, The Netherlands, Europe",Seed,,,,2023-05-01,Vosbor,https://www.crunchbase.com/organization/vosbor-01fb,https://www.vosbor.com/,,,,7percent Ventures,Vosbor is a digital grain & oilseed trading platform providing a spot and forward market to reconcile trade data & securely share documents.,Seed,Yes,$1M to $10M,7891752,USD,7891752,Seed,4,,1,2,"43,223"
Seed Round - HoyTrabajas,https://www.crunchbase.com/funding_round/hoy-trabajas-seed--c5b7b8d3,"Human Resources, Recruiting","Bogotá, Distrito Especial, Colombia, South America",Seed,5000000,USD,5000000,2022-10-13,HoyTrabajas,https://www.crunchbase.com/organization/hoy-trabajas,https://hoytrabajas.com,25000000,USD,25000000,"Alan Rutledge, AngelHub, Arash Ferdowsi, Centauri Capital, Daniel Bilbao, Dragon Capital, Flucas Ventures, James Park, K20 Fund, Kube VC, MAGIC Fund, New Ventures Capital, Newtype Ventures, Owl Ventures, Rebel Fund, Roger Dickey, SCM Advisors, Share Capital, Solid Ventures, Starling Ventures, Y Combinator",The LinkedIn for the low-skilled workers in LATAM,Seed,Yes,$1M to $10M,5493300,USD,5493300,Seed,5,,21,,"43,261"
Non Equity Assistance - SPORTOPIA,https://www.crunchbase.com/funding_round/sportopia-non-equity-assistance--31d54f37,,"Sheung Wan, Hong Kong Island, Hong Kong, Asia",Non-equity Assistance,,,,2022-04-01,SPORTOPIA,https://www.crunchbase.com/organization/sportopia,,,,,Eurasante,"Développement d'équipements textiles techniques pour les sportifs pour restaurer l'équilibre physiologique, prévenir des blessures",,No,,,USD,,,2,,1,,"43,255"
Non Equity Assistance - Built Accounting,https://www.crunchbase.com/funding_round/built-accounting-623c-non-equity-assistance--f02d8e18,"Accounting, Financial Services, Service Industry","Accra, Greater Accra, Ghana, Africa",Non-equity Assistance,100000,USD,100000,2022-09-01,Built Accounting,https://www.crunchbase.com/organization/built-accounting-623c,https://builtaccounting.com,,,,Google for Startups,"Built Accounting is chartered accountants, financial analysts, developers, and marketers passionate about the prosperity of SMEs in Africa.",,No,,100000,USD,100000,,1,Google for Startups,1,,"43,233"
Seed Round - earKART,https://www.crunchbase.com/funding_round/earkart-seed--bdcb109a,"Health Care, Health Diagnostics","Noida, Uttar Pradesh, India, Asia",Seed,,,,2023-05-12,earKART,https://www.crunchbase.com/organization/earkart,https://earkart.in/,,,,"Agility Ventures, Ashneer seth Grover, Blume Ventures",earKART focuses on offering remote administration and smart diagnosis of hearing aids.,Seed,Yes,,,USD,,Seed,2,Agility Ventures,3,1,"43,246"
Grant - Catch People Care,https://www.crunchbase.com/funding_round/catch-people-care-grant--6c1a6b05,"Health Care, Medical, Mental Health, Wellness","Philadelphia, Pennsylvania, United States, North America",Grant,222348,USD,222348,2023-07-13,Catch People Care,https://www.crunchbase.com/organization/catch-people-care,https://catchinc.com,,,,Pennsylvania Housing Finance Agency,"Catch People Care is a healthcare firm that offers mental health, intellectual disabilities, fitness, and transportation services.",,No,,222348,USD,222348,,1,Pennsylvania Housing Finance Agency,1,1,"43,277"
Seed Round - KeborMed,https://www.crunchbase.com/funding_round/kebormed-seed--7c473f27,"mHealth, Software","Cleveland, Ohio, United States, North America",Seed,1925000,USD,1925000,2022-05-13,KeborMed,https://www.crunchbase.com/organization/kebormed,https://kebormed.com,,,,Third Act Ventures,"KeborMed provides a plug-n-play solution to cloud connectivity needs, allowing users to develop and maintain a scalable and secure solution.",Seed,Yes,,1925000,USD,1925000,Seed,1,,1,,"43,279"
Seed Round - Algorithmic Intuition,https://www.crunchbase.com/funding_round/algorithmic-intuition-seed--5f823447,"Health Care, Software","Reno, Nevada, United States, North America",Seed,,,,2019-04-30,Algorithmic Intuition,https://www.crunchbase.com/organization/algorithmic-intuition,http://www.algorithmicintuition.com,,,,"Connecticut Innovations, Upward",Algorithmic systems for remote patient monitoring,Seed,Yes,Less than $1M,4250000,USD,4250000,Early Stage Venture,3,"Connecticut Innovations, Upward",2,,"43,210"
Venture Round - Lyst,https://www.crunchbase.com/funding_round/lyst-series-unknown--ea3e87b5,"E-Commerce, Fashion, Search Engine, Shopping","London, England, United Kingdom, Europe",Venture - Series Unknown,85000000,USD,85000000,2021-05-12,Lyst,https://www.crunchbase.com/organization/lyst,https://www.lyst.com,615000000,USD,615000000,"14W, Accel, AMK Investment Office, Balderton Capital, C4 Ventures, Carmen Busquets, Fidelity International, Giano Capital, LVMH, Molten Ventures, Novator, Venrex",Lyst is a global fashion search platform that allows users to browse through thousands of online fashion stores.,,Yes,Less than $1M,144000000,USD,144000000,,9,,12,8,"43,234"
Post-IPO Debt - Star Housing Finance,https://www.crunchbase.com/funding_round/akme-star-housing-finance-limi-post-ipo-debt--edb3cbfb,"Consumer Lending, Financial Services, Residential","Udaipur, Rajasthan, India, Asia",Post-IPO Debt,100000000,INR,1218281,2023-07-20,Star Housing Finance,https://www.crunchbase.com/organization/akme-star-housing-finance-limi,https://www.starhfl.com/,,,,IDBI Bank,Star Housing Finance is a financial services company that fulfils the EWS target's home ownership needs.,,No,$1M to $10M,100000000,INR,1218281,IPO,1,IDBI Bank,1,,"43,250"
