Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Netero,https://www.crunchbase.com/funding_round/netero-seed--a921f242,Payments,"Dallas, Texas, United States, North America",Seed,150000,USD,150000,2014-09-15,Netero,https://www.crunchbase.com/organization/netero,http://www.netero.com,,,,,Netero offers its customers a better way to support their families living abroad.,Seed,Yes,Less than $1M,150000,USD,150000,Seed,1,,,,"359,801"
Seed Round - Cheers,https://www.crunchbase.com/funding_round/cheers-888d-seed--c0b94737,E-Commerce,"Houston, Texas, United States, North America",Seed,2100000,USD,2100000,2018-07-27,Cheers,https://www.crunchbase.com/organization/cheers-888d,https://cheershealth.com/,,,,"Fitz Gate Ventures, Founder Collective, NextView Ventures","Cheers is a startup promoting fun, responsible, & health-conscious alcohol consumption through its nutraceutical & OTC drug products.",Seed,Yes,,4050000,USD,4050000,Early Stage Venture,3,NextView Ventures,3,4,"359,802"
Series A - Koinearth,https://www.crunchbase.com/funding_round/koinearth-series-a--10392843,"Blockchain, Product Design, Software","Singapore, Central Region, Singapore, Asia",Series A,1800000,USD,1800000,2021-03-05,Koinearth,https://www.crunchbase.com/organization/koinearth,https://koinearth.com/,,,,"Athera Venture Partners, Lumis Partners, YourNest Venture Capital","Koinearth is a blockchain startup that offers supply chain solutions for invoice financing, contract enforcement, and inventory visibility.",Early Stage Venture,Yes,$1M to $10M,1800000,USD,1800000,Early Stage Venture,3,YourNest Venture Capital,3,2,"359,804"
Seed Round - TapZilla,https://www.crunchbase.com/funding_round/tapzilla-seed--19ee889f,"iOS, Mobile, Venture Capital","San Francisco, California, United States, North America",Seed,,,,2010-08-02,TapZilla,https://www.crunchbase.com/organization/tapzilla,http://tapzilla.com,,,,Y Combinator,"TapZilla offers daily deals for paid mobile apps, giving users the chance to get paid apps for free.",Seed,Yes,,,USD,,Seed,1,,1,,"359,806"
Pre Seed Round - YooDrive,https://www.crunchbase.com/funding_round/yoodrive-pre-seed--329acaec,"Automotive, Education, Marketplace, Tutoring","Glasgow, Glasgow City, United Kingdom, Europe",Pre-Seed,,GBP,,2021-06-10,YooDrive,https://www.crunchbase.com/organization/yoodrive,https://www.yoodrive.co.uk/,3300000,GBP,4676294,,Online Driving School Marketplace with payment/booking system.,Seed,Yes,,,GBP,,Seed,1,,,,"359,811"
Seed Round - Precision AI,https://www.crunchbase.com/funding_round/pricision-ai-seed--f2d6487a,"Aerospace, Agriculture, AgTech, Artificial Intelligence (AI), Drones","Regina, Saskatchewan, Canada, North America",Seed,20000000,USD,20000000,2021-05-04,Precision AI,https://www.crunchbase.com/organization/pricision-ai,https://www.precision.ai/,,,,"At One Ventures, Business Development Bank of Canada, Fulcrum Global Capital, Golden Opportunities Fund","Precision AI is on a mission to accelerate AI-based farming practices to create healthier, happier, and more profitable farms.",Seed,Yes,Less than $1M,21500000,USD,21500000,Seed,5,"At One Ventures, Business Development Bank of Canada",4,3,"359,820"
Venture Round - TOP MEDICINE,https://www.crunchbase.com/funding_round/top-medicine-series-unknown--18769101,"Biotechnology, Health Care, Medical, Pharmaceutical","Deqing, Zhejiang, China, Asia",Venture - Series Unknown,50000000,CNY,6472074,2007-04-08,TOP MEDICINE,https://www.crunchbase.com/organization/top-medicine,http://www.top-medicine.com/,,,,Zhejiang Deqing Keji Chuangye Touzi Youxian Gongsi,TOP MEDICINE is a pharmaceutical and raw material medicine production company.,,Yes,,60565000,CNY,8134467,IPO,2,,1,,"359,828"
Seed Round - Heelium,https://www.crunchbase.com/funding_round/heelium-seed--ec305640,"Fitness, Health Care, Sporting Goods, Sports","Pune, Maharashtra, India, Asia",Seed,,,,2018-09-04,Heelium,https://www.crunchbase.com/organization/heelium,http://heelium.in/,,,,CIIE | Centre for Innovation Incubation and Entrepreneurship,"Heelium is a health & fitness solutions company with primary focus on safety, performance and sustainability.",Seed,Yes,$1M to $10M,,USD,,Seed,1,,1,,"359,832"
"Seed Round - Cadex Genomics, Corp.",https://www.crunchbase.com/funding_round/cadex-genomics-corp-seed--2edd8ea6,"Big Data, Biotechnology, Genetics, Health Care, Health Diagnostics, Oncology","Redwood City, California, United States, North America",Seed,1500000,USD,1500000,2019-02-15,"Cadex Genomics, Corp.",https://www.crunchbase.com/organization/cadex-genomics-corp,http://cadexgenomics.com,,,,,Cadex Genomics develops molecular diagnostic tests to guide cancer treatment.,Seed,Yes,,1500000,USD,1500000,Seed,1,,,,"359,854"
Series A - Carnegie Foundry,https://www.crunchbase.com/funding_round/carnegie-foundry-series-a--e4f2d8a7,"Artificial Intelligence (AI), Biometrics, Industrial Automation, Machine Learning, Robotics","Pittsburgh, Pennsylvania, United States, North America",Series A,10000000,USD,10000000,2021-06-11,Carnegie Foundry,https://www.crunchbase.com/organization/carnegie-foundry,http://carnegiefoundry.com,,,,"Oshkosh, United States Steel",Carnegie Foundry is a Robotics and AI venture studio accelerating and scaling industrial automation driven by advanced robotics and AI.,Early Stage Venture,Yes,,10000000,USD,10000000,Early Stage Venture,2,,2,,"359,912"
Series A - Active,https://www.crunchbase.com/funding_round/active-361e-series-a--6a893b8f,"Electronics, Hardware, Manufacturing, Security","Wuxi Shi, Jiangsu, China, Asia",Series A,3000000,CNY,463492,2018-06-20,Active,https://www.crunchbase.com/organization/active-361e,http://www.activecctv.cn/,,,,,Active is a closed-circuit monitoring equipment research and development company.,Early Stage Venture,Yes,,6000000,CNY,932752,Early Stage Venture,2,,,,"359,913"
Venture Round - Arpeggi Labs,https://www.crunchbase.com/funding_round/arpeggi-711e-series-unknown--298de39c,"Blockchain, Cryptocurrency, Music, Web3","San Francisco, California, United States, North America",Venture - Series Unknown,9189992,USD,9189992,2023-01-27,Arpeggi Labs,https://www.crunchbase.com/organization/arpeggi-711e,https://arpeggi.io,,,,,Arpeggi Labs develops an online music creation tool that leverages web3 to build an open-source music creation.,,Yes,,14289992,USD,14289992,,2,,,,"359,914"
Private Equity Round - Intapp,https://www.crunchbase.com/funding_round/intapp-private-equity--044e2976,"Business Development, Consulting, Data Integration, Financial Services, Legal, Professional Services, Risk Management, Software","Palo Alto, California, United States, North America",Private Equity,,,,2013-02-05,Intapp,https://www.crunchbase.com/organization/intapp,http://www.intapp.com,,,,Great Hill Partners,"Intapp is a provider of industry-specific, cloud-based software solutions that enable connected professional and financial services.",Private Equity,Yes,$50M to $100M,,USD,,IPO,2,,1,,"359,918"
