Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Post-IPO Debt - Nordic Mining,https://www.crunchbase.com/funding_round/nordic-mining-post-ipo-debt--8282fe44,"Mineral, Mining, Precious Metals, Sustainability","Oslo, Oslo, Norway, Europe",Post-IPO Debt,50000000,USD,50000000,2023-02-23,Nordic Mining,https://www.crunchbase.com/organization/nordic-mining,http://nordicmining.com,,,,Orion Resource Partners,Nordic Mining is a mining company.,,No,$50M to $100M,64553986,USD,64553986,IPO,3,Orion Resource Partners,1,,"118,904"
Series B - Meraki,https://www.crunchbase.com/funding_round/meraki-series-b--876eaec2,"Cloud Computing, Network Security, Software, Wireless","San Francisco, California, United States, North America",Series B,20000000,USD,20000000,2008-01-01,Meraki,https://www.crunchbase.com/organization/meraki,https://meraki.cisco.com/,,,,"DAG Ventures, Felicis, Northgate Capital, Sequoia Capital","Meraki provides Cisco-based, cloud-controlled Wi-Fi and routing and security products for distributed wired and wireless networks.",Early Stage Venture,Yes,$10M to $50M,80000000,USD,80000000,M&A,5,,4,2,"118,843"
Seed Round - Right Now Response,https://www.crunchbase.com/funding_round/right-now-response-seed--78ebde17,"Apps, Service Industry, Transportation","Durban, NA - South Africa, South Africa, Africa",Seed,10000000,ZAR,559306,2023-02-14,Right Now Response,https://www.crunchbase.com/organization/right-now-response,https://rightnowresponse.com,,,,"Capaci.Tech, HAVAÍC",Right Now Response is a breakdown management platform.,Seed,Yes,,10000000,ZAR,559306,Seed,1,HAVAÍC,2,1,"118,910"
Grant - Doriot,https://www.crunchbase.com/funding_round/doriot-grant--09e3eeec,"FinTech, Venture Capital","Bloomington, Indiana, United States, North America",Grant,,,,2021-10-21,Doriot,https://www.crunchbase.com/organization/doriot,https://doriot.com/,,,,FinTech Frontier,Doriot is a entrepreneurs and investors with educational tools.,,No,,,USD,,,1,FinTech Frontier,1,,"118,936"
Series A - PeakStream,https://www.crunchbase.com/funding_round/peakstream-series-a--2bfe5e81,"Apps, Developer APIs, GPU, Software","Redwood City, California, United States, North America",Series A,5000000,USD,5000000,2005-05-01,PeakStream,https://www.crunchbase.com/organization/peakstream,http://Pakstreaminc.com,,,,"Kleiner Perkins, Sequoia Capital",PeakStream provides a software application platform for the high-performance computing market.,Early Stage Venture,Yes,,22000000,USD,22000000,M&A,2,,2,2,"118,912"
Pre Seed Round - Sarna,https://www.crunchbase.com/funding_round/sarna-finance-llc-pre-seed--6cb88980,Financial Services,"Chicago, Illinois, United States, North America",Pre-Seed,950000,USD,950000,2021-03-10,Sarna,https://www.crunchbase.com/organization/sarna-finance-llc,https://www.sarnafinance.com/,,,,"Motivate Venture Capital, Wedbush Securities, Wedbush Ventures",Mobile Investment App,Seed,Yes,,2525000,USD,2525000,Seed,2,Motivate Venture Capital,3,2,"118,899"
Venture Round - VEGA Chargers,https://www.crunchbase.com/funding_round/vega-chargers-series-unknown--0f6af3e8,"Electric Vehicle, Industrial Manufacturing, Manufacturing","Santa Perpetua De Moguda, Catalonia, Spain, Europe",Venture - Series Unknown,2500000,EUR,2717875,2023-01-27,VEGA Chargers,https://www.crunchbase.com/organization/vega-chargers,https://vegachargers.com/en/,,,,"Centre for the Development of Industrial Technology (CDTI), Enion Partners",VEGA Chargers is a manufacturing and production company that develops sustainable DC quick chargers for electric vehicles.,,Yes,,7500000,EUR,8256876,,2,Enion Partners,2,,"118,941"
Series A - 0x,https://www.crunchbase.com/funding_round/0x-project-series-a--d9b1c1fc,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Ethereum","San Francisco, California, United States, North America",Series A,14999960,USD,14999960,2021-02-05,0x,https://www.crunchbase.com/organization/0x-project,https://0x.org,,,,"Alliance DAO, Blockchain.com Ventures, Coinbase Ventures, IOSG Ventures, Nascent, Nima Capital, Pantera Capital, Platinum Capital",0x is an open protocol that enables peer-to-peer trading of assets.,Early Stage Venture,Yes,$1M to $10M,108999960,USD,108999960,Early Stage Venture,9,Pantera Capital,8,1,"118,800"
Venture Round - Textual,https://www.crunchbase.com/funding_round/textual-relations-series-unknown--279faf16,"Advertising, Artificial Intelligence (AI), Big Data, E-Commerce, Machine Learning, SaaS, Social Media","Gothenburg, Vastra Gotaland, Sweden, Europe",Venture - Series Unknown,12000000,SEK,1294151,2019-02-10,Textual,https://www.crunchbase.com/organization/textual-relations,http://www.textual.ai,,,,Wellstreet,Textual provides automated text generation for ecommerce and brands. Provided as a Saas service. PIM-systems.,,Yes,$1M to $10M,12000000,SEK,1294151,,1,,1,,"118,802"
Series A - Retool,https://www.crunchbase.com/funding_round/retool-series-a--2e764926,"Enterprise Software, Productivity Tools, Software, Software Engineering","San Francisco, California, United States, North America",Series A,25000000,USD,25000000,2019-04-01,Retool,https://www.crunchbase.com/organization/retool,https://retool.com,,,,"Daniel Gross, Elad Gil, John Collison, Josh Reeves, Nat Friedman, Patrick Collison, Peter Reinhardt, Sequoia Capital, SVA",Build internal software fast.,Early Stage Venture,Yes,Less than $1M,141000000,USD,141000000,Late Stage Venture,5,Sequoia Capital,9,2,"118,849"
