Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Convertible Note - Umoja Labs,https://www.crunchbase.com/funding_round/umoja-labs-convertible-note--cd4d5b90,"Blockchain, Cryptocurrency, Financial Services, FinTech, Information Technology, Payments","Lewes, Delaware, United States, North America",Convertible Note,,,,2021-09-09,Umoja Labs,https://www.crunchbase.com/organization/umoja-labs,https://umoja.money/,,,,K Street Capital,Umoja is a blockchain-enabled payments platform purpose-built for informal markets.,,No,,1625000,USD,1625000,,5,,1,,"51,228"
Private Equity Round - Newman Executive Talent Acquisition Partnerships,https://www.crunchbase.com/funding_round/newman-executive-talent-acquisition-partnerships-private-equity--865e0db6,"Media and Entertainment, Social Media Management, Sports","Century City, California, United States, North America",Private Equity,15864000,USD,15864000,2021-02-10,Newman Executive Talent Acquisition Partnerships,https://www.crunchbase.com/organization/newman-executive-talent-acquisition-partnerships,,,,,Endeavor,Entertainment Company,Private Equity,Yes,,15864000,USD,15864000,M&A,1,Endeavor,1,1,"51,269"
Series B - Blameless,https://www.crunchbase.com/funding_round/blameless-series-b--ca595c3b,"Analytics, Information Technology","San Mateo, California, United States, North America",Series B,30000000,USD,30000000,2021-07-27,Blameless,https://www.crunchbase.com/organization/blameless,https://blameless.com/,,,,"Accel, Decibel Partners, Lightspeed Venture Partners, Product Co-op, Third Point Ventures",The complete site reliability engineering (SRE) platform.,Early Stage Venture,Yes,$1M to $10M,50100000,USD,50100000,Early Stage Venture,3,Third Point Ventures,5,4,"51,034"
Seed Round - The Goodsprout Company,https://www.crunchbase.com/funding_round/the-goodsprout-company-seed--59ff669a,"Beauty, Children, Wellness","Fort Worth, Texas, United States, North America",Seed,50000,USD,50000,2023-11-09,The Goodsprout Company,https://www.crunchbase.com/organization/the-goodsprout-company,https://www.good-sprout.com/,,,,,The Goodsprout Company is a beauty company that offers science based skincare products for children.,Seed,Yes,,50000,USD,50000,Seed,1,,,,"51,125"
Grant - MommyKidz,https://www.crunchbase.com/funding_round/mommykidz-grant--63fd0878,"E-Commerce, Health Care, Parenting, Social Network","Dhaka, Dhaka, Bangladesh, Asia",Grant,10000,USD,10000,2023-06-17,MommyKidz,https://www.crunchbase.com/organization/mommykidz,https://www.mommykidz.com,,,,Innovation Design and Entrepreneurship Academy- IDEA,"Building a well-being community to grow together, empowering safer motherhood and healthier parenthood.",,No,,40000,USD,40000,Seed,2,,1,,"51,004"
Seed Round - Rybbon,https://www.crunchbase.com/funding_round/rybbon-seed--dd4a4486,"Gift Card, Loyalty Programs, Market Research, Marketing Automation, Wellness","Mclean, Virginia, United States, North America",Seed,,,,2018-01-01,Rybbon,https://www.crunchbase.com/organization/rybbon,http://www.rybbon.net,,,,K Street Capital,"Digital gifting for marketers and market researchers. Buy, send & track gifts via email. Works with Marketo, HubSpot & SurveyMonkey.",Seed,Yes,Less than $1M,,USD,,Seed,2,,1,,"51,010"
Seed Round - Getaround,https://www.crunchbase.com/funding_round/getaround-seed--69ef605d,"Car Sharing, Marketplace, Peer to Peer, Transportation","San Francisco, California, United States, North America",Seed,3400000,USD,3400000,2011-09-09,Getaround,https://www.crunchbase.com/organization/getaround,https://www.getaround.com,,,,"Audrey Capital, Barney Pell, Bruno Bowden, General Catalyst, Hinge Capital, Marc Randolph, Matt Mullenweg, Redpoint, Rodrigo Sepulveda Schulz, Signatures Capital, SOSV, Tuesday Capital",Getaround is a peer-to-peer car sharing marketplace that enables car owners to rent out their cars.,Seed,Yes,$10M to $50M,763024999,USD,763024999,IPO,19,SOSV,12,3,"51,238"
Pre Seed Round - Super Capital VC,https://www.crunchbase.com/funding_round/super-capital-vc-pre-seed--182d6b9b,Financial Services,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,,2020-09-28,Super Capital VC,https://www.crunchbase.com/organization/super-capital-vc,https://www.supercapital.vc/,,,,BLUE GREEN CAPITAL,Super Capital VC company provides finance and support to high potential startups.,Seed,Yes,,,USD,,Seed,1,,1,,"51,170"
Seed Round - Creative Market,https://www.crunchbase.com/funding_round/creativemarket-seed--6e80754b,"E-Commerce Platforms, Graphic Design, Marketplace","San Francisco, California, United States, North America",Seed,1000000,USD,1000000,2011-03-01,Creative Market,https://www.crunchbase.com/organization/creativemarket,https://creativemarket.com,,,,"500 Global, Audrey Capital, CRV, Founder Collective",Creative Market is a marketplace for ready-to-use design assets from independent creators around the world.,Seed,Yes,$1M to $10M,11650000,USD,11650000,M&A,5,,4,,"51,175"
Series B - Coinbase,https://www.crunchbase.com/funding_round/coinbase-series-b--392e8db1,"Bitcoin, Blockchain, Cryptocurrency, FinTech, Trading Platform","San Francisco, California, United States, North America",Series B,25000000,USD,25000000,2013-12-12,Coinbase,https://www.crunchbase.com/organization/coinbase,http://www.coinbase.com,,,,"Andreessen Horowitz, Daniel Gross, Emagen Investment Group Inc., IdeaLab Capital Partners, QueensBridge Venture Partners, Union Square Ventures","Coinbase is a cryptocurrency exchange and cryptocurrency wallet platform that allows users to buy, sell, and store various cryptocurrencies.",Early Stage Venture,Yes,$1B to $10B,678684825,USD,678684825,IPO,19,Andreessen Horowitz,6,4,"51,249"
