Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series D - Amplitude,https://www.crunchbase.com/funding_round/amplitude-series-d--1fd76abd,"Analytics, Big Data, Enterprise Software, Information Technology, Product Management, SaaS, Scheduling, Software","San Francisco, California, United States, North America",Series D,80000000,USD,80000000,2018-12-05,Amplitude,https://www.crunchbase.com/organization/amplitude,http://amplitude.com,770000000,USD,770000000,"Battery Ventures, Benchmark Capital Advisory UK, IVP, Lead Edge Capital, Meritech Capital Partners, Sequoia Capital",Amplitude is a product intelligence platform that provides digital product tools that help teams run and grow their businesses.,Late Stage Venture,Yes,$10M to $50M,311500000,USD,311500000,M&A,14,Sequoia Capital,6,6,"502,624"
Venture Round - Stackify,https://www.crunchbase.com/funding_round/stackify-series-unknown--49c9c06b,"Cloud Computing, Developer Tools, Enterprise Software, Information Technology, SaaS, Software","Huntington Beach, California, United States, North America",Venture - Series Unknown,1501733,USD,1501733,2017-10-16,Stackify,https://www.crunchbase.com/organization/stackify,http://stackify.com,,,,,Stackify integrates application performance management with error and log management.,,Yes,$1M to $10M,22383854,USD,22383854,M&A,7,,,,"502,628"
Venture Round - Crunchsters,https://www.crunchbase.com/funding_round/crunchsters-series-unknown--217697e2,Food and Beverage,"Boulder, Colorado, United States, North America",Venture - Series Unknown,2581829,USD,2581829,2018-06-19,Crunchsters,https://www.crunchbase.com/organization/crunchsters,https://www.crunchsters.com,,,,,Crunchsters satisfy your salty snack cravings with savory sprouted plant protein and fiber goodness.,,Yes,Less than $1M,2581829,USD,2581829,,3,,,,"502,639"
Venture Round - Green Hedge,https://www.crunchbase.com/funding_round/green-hedge-o-m-services-series-unknown--0c0b34b7,"Renewable Energy, Solar","London, England, United Kingdom, Europe",Venture - Series Unknown,30000000,GBP,38840985,2017-07-13,Green Hedge,https://www.crunchbase.com/organization/green-hedge-o-m-services,http://www.green-hedge.com,,,,Zouk Capital,Green Hedge is a leading developer and operator of low carbon electricity generation and storage projects.,,Yes,$1M to $10M,30000000,GBP,38840985,,2,Zouk Capital,1,1,"502,649"
Private Equity Round - Cyberoad.com,https://www.crunchbase.com/funding_round/cyberoad-com-private-equity--47d3708a,"Cyber Security, Internet","Miami, Florida, United States, North America",Private Equity,2270000,USD,2270000,1999-11-22,Cyberoad.com,https://www.crunchbase.com/organization/cyberoad-com,http://www.cyberoad.com/,,,,,Cyberoad.com is an Internet technology company that specializes in providing online turnkey betting systems.,Private Equity,Yes,,2270000,USD,2270000,Private Equity,1,,,,"502,664"
Initial Coin Offering - Sirin Labs,https://www.crunchbase.com/funding_round/sirin-mobile-technologies-initial-coin-offering--adea1d37,"Consumer Electronics, Manufacturing, Mobile, Mobile Devices","London, England, United Kingdom, Europe",Initial Coin Offering,158000000,USD,158000000,2017-12-27,Sirin Labs,https://www.crunchbase.com/organization/sirin-mobile-technologies,https://sirinlabs.com/,,,,JaMes Sowers,Sirin Labs is a high-end smartphone manufacturer.  ,,Yes,$1M to $10M,255000000,USD,255000000,,3,,1,,"502,675"
Non Equity Assistance - Reazent,https://www.crunchbase.com/funding_round/reazent-non-equity-assistance--2fc5b57c,"Agriculture, AgTech, Biotechnology, CleanTech","Halifax, Nova Scotia, Canada, North America",Non-equity Assistance,,,,2021-05-17,Reazent,https://www.crunchbase.com/organization/reazent,http://reazent.com/,,,,MassChallenge Switzerland,"Reazent is an agtech company that makes more economically viable, sustainable, and safer alternatives to synthetic agrochemicals.",,No,,450000,CAD,327432,Seed,8,MassChallenge Switzerland,1,1,"502,682"
Seed Round - Sikernes Risk Management,https://www.crunchbase.com/funding_round/sikernes-risk-management-seed--aa3d350d,"Analytics, Cyber Security, Risk Management","Bozeman, Montana, United States, North America",Seed,25000,USD,25000,2013-09-26,Sikernes Risk Management,https://www.crunchbase.com/organization/sikernes-risk-management,http://sikernes.com,,,,MACH37,Sikernes Risk Management provides analytics for business security experts to assess and optimize cybersecurity effectiveness.,Seed,Yes,$10M to $50M,155200,USD,155200,Seed,2,,1,,"502,717"
Private Equity Round - Navix Oy,https://www.crunchbase.com/funding_round/navix-oy-private-equity--72c77815,"Consumer Electronics, Manufacturing","Paimio, Western Finland, Finland, Europe",Private Equity,,,,2021-01-01,Navix Oy,https://www.crunchbase.com/organization/navix-oy,https://www.navix.fi/,,,,Saari Partners,Navix Oy business was focused on boat electronics.,Private Equity,Yes,$10M to $50M,,USD,,Private Equity,2,,1,,"502,727"
Pre Seed Round - Urban Farms,https://www.crunchbase.com/funding_round/urban-farms-inc-pre-seed--2ac1b7ac,"AgTech, Hydroponics, Robotics","Boulder, Colorado, United States, North America",Pre-Seed,123000,USD,123000,2021-08-01,Urban Farms,https://www.crunchbase.com/organization/urban-farms-inc,https://urban.ag,,,,,Urban Farms is a technology company that provides indoor robotic services.,Seed,Yes,,658000,USD,658000,Seed,4,,,,"502,733"
Equity Crowdfunding - Pointvoucher | Games & Rewards,https://www.crunchbase.com/funding_round/pointvoucher-equity-crowdfunding--d2ab907d,"Advertising, Advertising Platforms, Affiliate Marketing, Casual Games, E-Commerce, Mobile Advertising, Online Games, Online Portals, Video Games","Copenhagen, Hovedstaden, Denmark, Europe",Equity Crowdfunding,639904,GBP,838081,2019-05-06,Pointvoucher | Games & Rewards,https://www.crunchbase.com/organization/pointvoucher,https://www.pointvoucher.com,11340379,GBP,14852487,,Play fun online games and earn real-life rewards from great brands.,,Yes,$1M to $10M,1856808,GBP,2421528,,3,,,,"502,770"
Secondary Market - OpenX,https://www.crunchbase.com/funding_round/openx-secondary-market--6656a666,"Ad Exchange, Advertising, Advertising Platforms, Enterprise Software, Internet","Pasadena, California, United States, North America",Secondary Market,,,,2015-06-01,OpenX,https://www.crunchbase.com/organization/openx,http://www.openx.com,,,,SharesPost Investment Management,OpenX provides digital and advertising technologies that optimize a company's advertising revenue.,,No,$100M to $500M,70511200,USD,70511200,,7,,1,1,"502,833"
Seed Round - Cloudanix,https://www.crunchbase.com/funding_round/cloudanix-seed--7b9cb0eb,"SaaS, Software","Pune, Maharashtra, India, Asia",Seed,,,,2021-05-23,Cloudanix,https://www.crunchbase.com/organization/cloudanix,https://www.cloudanix.com,,,,peercheque,"Collaborative Dashboard For Compliance, Remediation, RealTime, Drift, Inventory, IAM management, Cloud Operations",Seed,Yes,,,USD,,Seed,2,,1,,"502,902"
Grant - HelpMum,https://www.crunchbase.com/funding_round/helpmum-grant--358f4aa3,Health Care,"Ibadan, Oyo, Nigeria, Africa",Grant,55000,USD,55000,2021-07-05,HelpMum,https://www.crunchbase.com/organization/helpmum,https://helpmum.org/,,,,Meta,"HelpMum is a mobile healthcare service to reduce maternal and infant mortality e-learning, vaccination tracker, and AI.",,No,,885000,USD,885000,,9,Meta,1,,"502,906"
Angel Round - BRRRN,https://www.crunchbase.com/funding_round/brrrn-angel--54c9b4bc,Health Care,"New York, New York, United States, North America",Angel,1300000,USD,1300000,2018-08-08,BRRRN,https://www.crunchbase.com/organization/brrrn,https://shop.thebrrrn.com/,,,,,Brrrn is a subscription based fitness platform.,Seed,Yes,,1300000,USD,1300000,,2,,,,"502,922"
Series A - Conformity,https://www.crunchbase.com/funding_round/conformity-series-a--d2ab4af2,"Cloud Computing, Enterprise Software, Identity Management, SaaS","Austin, Texas, United States, North America",Series A,3000000,USD,3000000,2009-01-28,Conformity,https://www.crunchbase.com/organization/conformity,http://www.conformity-inc.com,,,,Alara Capital,Conformity is a provider of an enterprise-class management and governance platform for cloud applications.,Early Stage Venture,Yes,$10M to $50M,3000000,USD,3000000,Early Stage Venture,1,Alara Capital,1,,"502,982"
Debt Financing - iScreen Vision,https://www.crunchbase.com/funding_round/iscreen-vision-debt-financing--d00f34e6,"Biotechnology, Health Care, Health Diagnostics, Medical Device","Cordova, Tennessee, United States, North America",Debt Financing,110000,USD,110000,2016-02-25,iScreen Vision,https://www.crunchbase.com/organization/iscreen-vision,http://www.iscreenvision.com,,,,Innova Memphis,iScreen Vision is a medical device company that offers photoscreening devices and analysis for pediatric vision problems.,,No,$1M to $10M,10979668,USD,10979668,,17,,1,1,"503,081"
