Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - Okticket,https://www.crunchbase.com/funding_round/okticket-series-unknown--fd72d451,Mobile Apps,"Gijón, Asturias, Spain, Europe",Venture - Series Unknown,700000,EUR,846299,2021-04-27,Okticket,https://www.crunchbase.com/organization/okticket,http://www.okticket.es,,,,"Encomenda VC, Sociedad Regional de Promocion del Principado de Asturias, Successful Ventures",Okticket is a consulting company for managing professional travel expenses.,,Yes,,2500000,EUR,2801075,Seed,2,"Encomenda VC, Successful Ventures",3,,"376,166"
Non Equity Assistance - Vaxess Technologies,https://www.crunchbase.com/funding_round/vaxess-technologies-non-equity-assistance--e451d5d6,"Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States, North America",Non-equity Assistance,1000000,USD,1000000,2015-02-03,Vaxess Technologies,https://www.crunchbase.com/organization/vaxess-technologies,http://www.vaxess.com,,,,Verizon,Vaxess Technologies engages in developing biomedical innovations with a focus on improving access to vaccines.,,No,$1M to $10M,74868856,USD,74868856,,19,,1,,"376,167"
Series B - Aquapharm Biodiscovery,https://www.crunchbase.com/funding_round/aquapharm-biodiscovery-series-b--b1aa6101,"Biotechnology, Chemical, Pharmaceutical","Newyork, Argyll and Bute, United Kingdom, Europe",Series B,1610000,USD,1610000,2005-08-16,Aquapharm Biodiscovery,https://www.crunchbase.com/organization/aquapharm-biodiscovery,http://www.aquapharm.co.uk,,,,"E-Synergy, Scottish Investment Bank",Aquapharm Biodiscovery is a drug discovery company developing products based on the chemical diversity of marine microorganisms.,Early Stage Venture,Yes,,16200813,USD,16200813,Late Stage Venture,3,,2,,"376,168"
Series D - WeWork,https://www.crunchbase.com/funding_round/wework-series-d--7f833aaa,"Commercial Real Estate, Coworking, Property Development, PropTech, Real Estate","New York, New York, United States, North America",Series D,355000000,USD,355000000,2014-10-15,WeWork,https://www.crunchbase.com/organization/wework,https://www.wework.com,4645000000,USD,4645000000,"Benchmark, Goldman Sachs, Harvard Management Company, JP Morgan Chase, T. Rowe Price, Wellington Management","WeWork is a platform for creators that transforms buildings into dynamic environments for creativity, focus, and collaboration.",Late Stage Venture,Yes,$100M to $500M,21745784331,USD,21745784331,IPO,23,"Goldman Sachs, T. Rowe Price, Wellington Management",6,1,"376,169"
Pre Seed Round - Menutech,https://www.crunchbase.com/funding_round/menutech-pre-seed--b10ee5f4,"Health Care, Information Technology, Machine Learning, Nursing and Residential Care, Nutrition, Personalization, Procurement, SaaS, Software","Berlin, Berlin, Germany, Europe",Pre-Seed,225000,EUR,270242,2018-01-01,Menutech,https://www.crunchbase.com/organization/menutech,https://menutech.com/,,,,igel.tech,AI-powered menu planning personalisation software for professionals,Seed,Yes,,325000,EUR,384234,Seed,3,,1,,"376,172"
Pre Seed Round - Ovalsec,https://www.crunchbase.com/funding_round/oval-security-pre-seed--b9ad3e7e,"Cyber Security, Software","Tel Aviv, Tel Aviv, Israel, Asia",Pre-Seed,3000000,USD,3000000,2021-09-01,Ovalsec,https://www.crunchbase.com/organization/oval-security,https://www.ovalsec.com,,,,,Ovalsec is a cybersecurity company that helps companies effectively manage their external attack surface.,Seed,Yes,,3000000,USD,3000000,Seed,1,,,,"376,173"
Venture Round - Brooke & Shoals,https://www.crunchbase.com/funding_round/brooke-shoals-series-unknown--5a725486,Retail,"Greystones, Wicklow, Ireland, Europe",Venture - Series Unknown,,,,2016-07-07,Brooke & Shoals,https://www.crunchbase.com/organization/brooke-shoals,http://www.brookeandshoals.ie/,,,,Enterprise Ireland,"Brooke & Shoals creates premium fragrance products focusing on natural ingredient, awareness of the environment.",,Yes,$1M to $10M,,USD,,,1,,1,1,"376,175"
Angel Round - Aoshuo Tech,https://www.crunchbase.com/funding_round/aoshuo-tech-angel--ba924353,"Artificial Intelligence (AI), Automotive","Putuo, Shanghai, China, Asia",Angel,3000000,CNY,470277,2015-08-31,Aoshuo Tech,https://www.crunchbase.com/organization/aoshuo-tech,http://www.aoshuotec.com,,,,SAIC Capital,Aoshuo Tech specializes in the research and development of intelligent voice application technology.,Seed,Yes,,12900000,CNY,1923571,Early Stage Venture,2,,1,,"376,176"
Venture Round - Alio,https://www.crunchbase.com/funding_round/graftworx-series-unknown--90785c87,"Health Care, Health Diagnostics, mHealth","Broomfield, Colorado, United States, North America",Venture - Series Unknown,,,,2016-09-09,Alio,https://www.crunchbase.com/organization/graftworx,https://alio.ai,,,,Dreamit Ventures,Alio develops a remote patient monitoring technology to facilitate better care and reduce avoidable hospitalizations.,,Yes,Less than $1M,46006646,USD,46006646,Late Stage Venture,6,,1,,"376,177"
Series A - Atmos Corp.,https://www.crunchbase.com/funding_round/atmos-corp-series-a--a284e11f,"Intellectual Property, Semiconductor, Wireless","Kanata, Ontario, Canada, North America",Series A,10000000,USD,10000000,2001-07-09,Atmos Corp.,https://www.crunchbase.com/organization/atmos-corp,http://www.atmoscorp.com/,,,,"BDC Venture Capital, Conversant Intellectual Property Management, Virage Logic Corporation",Atmos Corp. provider of embedded dynamic random access memory (DRAM) intellectual property (IP).,Early Stage Venture,Yes,,20000000,USD,20000000,M&A,3,Virage Logic Corporation,3,,"376,178"
