Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - Zinwave,https://www.crunchbase.com/funding_round/zinwave-series-b--15848efa,"Business Development, Communications Infrastructure, Information Technology, Mobile, Public Safety, Service Industry, Software, Wireless","Cambridge, Cambridgeshire, United Kingdom, Europe",Series B,4967000,GBP,9972193,2008-03-06,Zinwave,https://www.crunchbase.com/organization/zinwave,https://www.zinwave.com/,,,,"GP Bullhound, Scottish Equity Partners",Zinwave UK is a global provider of wideband active distributed antenna systems for in-building wireless coverage.,Early Stage Venture,Yes,$1M to $10M,21351770,USD,21351770,M&A,4,Scottish Equity Partners,2,1,"141,008"
Pre Seed Round - Grip Invest,https://www.crunchbase.com/funding_round/grip-invest-pre-seed--2b6d6ce5,"Financial Services, FinTech, Funding Platform, Leasing","Gurgaon, Haryana, India, Asia",Pre-Seed,70000,USD,70000,2020-06-20,Grip Invest,https://www.crunchbase.com/organization/grip-invest,https://gripinvest.in,,,,,Grip is an investment platform that allows retail investors to diversify their portfolio with asset backed investment opportunities.,Seed,Yes,$1M to $10M,14645736,USD,14645736,Early Stage Venture,7,,,,"141,013"
Venture Round - Medsphere Systems,https://www.crunchbase.com/funding_round/medsphere-systems-series-unknown--3985cbe0,"Electronic Health Record (EHR), Health Care, Hospital, Information Technology, Software","Carlsbad, California, United States, North America",Venture - Series Unknown,8676152,USD,8676152,2009-05-05,Medsphere Systems,https://www.crunchbase.com/organization/medsphere-systems,http://www.medsphere.com,,,,,Medsphere Systems provides open-source software for the healthcare industry.,,Yes,$1M to $10M,164211578,USD,164211578,Private Equity,13,,,,"141,031"
Series B - Kobalt,https://www.crunchbase.com/funding_round/kobalt-music-group-series-b--be6fc6e7,"Independent Music, Information Technology, Marketing, Music, Music Label","New York, New York, United States, North America",Series B,40000000,USD,40000000,2013-10-01,Kobalt,https://www.crunchbase.com/organization/kobalt-music-group,http://www.kobaltmusic.com,,,,"Balderton Capital, MSD Capital",Kobalt is a music artist management company that offers alternatives to traditional music business models.,Early Stage Venture,Yes,$500M to $1B,755000000,USD,755000000,M&A,6,,2,1,"141,036"
Series B - Mobeewave,https://www.crunchbase.com/funding_round/mobeewave-series-b--d44cfc2b,"Internet, Payments, Transaction Processing","Montréal, Quebec, Canada, North America",Series B,22000000,CAD,16607797,2018-11-14,Mobeewave,https://www.crunchbase.com/organization/mobeewave,http://www.mobeewave.com,,,,"Forestay Capital, Mastercard, NewAlpha Asset Management VC",Mobeewave is a Canadian-based startup that allows any mobile app to accept in-person payments with no extra hardware.,Early Stage Venture,Yes,Less than $1M,26607797,USD,26607797,M&A,4,"Forestay Capital, Mastercard, NewAlpha Asset Management VC",3,3,"141,092"
Pre Seed Round - Trqk,https://www.crunchbase.com/funding_round/trqk-pre-seed--d8758480,"Business Intelligence, Music","San Francisco, California, United States, North America",Pre-Seed,1080000,USD,1080000,2019-05-29,Trqk,https://www.crunchbase.com/organization/trqk,https://www.trqk.io,,,,Security Leadership Capital,Music Royalty Intelligence platform for publishers and creators,Seed,Yes,,1080000,USD,1080000,Seed,1,Security Leadership Capital,1,1,"141,125"
Venture Round - Kenzie Academy Brasil,https://www.crunchbase.com/funding_round/kenzie-academy-brasil-series-unknown--2a979589,"E-Learning, EdTech, Training","Paraná, Espirito Santo, Brazil, South America",Venture - Series Unknown,30000000,BRL,5768897,2023-01-10,Kenzie Academy Brasil,https://www.crunchbase.com/organization/kenzie-academy-brasil,https://kenzie.com.br/,,,,SRM Asset,Kenzie Academy Brasil is an education institution that teach programming languages.,,Yes,,38000000,BRL,7221647,,2,SRM Asset,1,1,"141,147"
Seed Round - Speed Clouds,https://www.crunchbase.com/funding_round/speed-clouds-seed--0b2ee87b,Cloud Computing,"Hangzhou, Zhejiang, China, Asia",Seed,,,,2017-06-21,Speed Clouds,https://www.crunchbase.com/organization/speed-clouds,http://www.speed-clouds.com/,,,,CrestValue,Speed Clouds is a computing acceleration technology solution provider.,Seed,Yes,,,USD,,Seed,1,,1,,"141,170"
Seed Round - ExactBuyer,https://www.crunchbase.com/funding_round/exactbuyer-seed--f8a356b6,"B2B, SaaS, Software","Portland, Oregon, United States, North America",Seed,,,,2022-01-01,ExactBuyer,https://www.crunchbase.com/organization/exactbuyer,https://www.exactbuyer.com,,,,Chasella,"ExactBuyer is an internet company that delivers B2B intelligence to identify prospects, personalize marketing, and sales conversations.",Seed,Yes,,,USD,,Seed,1,,1,,"141,171"
Grant - Arbor Day Foundation,https://www.crunchbase.com/funding_round/arbor-day-foundation-grant--e0817140,"Education, Non Profit","Nebraska City, Nebraska, United States, North America",Grant,,,,2022-04-12,Arbor Day Foundation,https://www.crunchbase.com/organization/arbor-day-foundation,http://arborday.org,,,,Salesforce,"This is the mission statement of the Arbor Day Foundation, a 501(c)3 nonprofit conservation and education organization.",,No,Less than $1M,,USD,,,1,Salesforce,1,1,"141,217"
