Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - QuickFrame,https://www.crunchbase.com/funding_round/quickfra-me-seed--e88a8ec8,"Content, Video on Demand","New York, New York, United States, North America",Seed,,,,2016-04-04,QuickFrame,https://www.crunchbase.com/organization/quickfra-me,http://www.quickframe.com,,,,Paul Olliver,QuickFrame is changing the way organizations use video to communicate.,Seed,Yes,$1M to $10M,,USD,,M&A,4,,1,,"377,800"
Pre Seed Round - Regroup,https://www.crunchbase.com/funding_round/regroup-therapy-pre-seed--44af0add,"Health Care, Mental Health, Outpatient Care, Psychology","Chicago, Illinois, United States, North America",Pre-Seed,1300000,USD,1300000,2016-05-10,Regroup,https://www.crunchbase.com/organization/regroup-therapy,https://regrouptelehealth.com,,,,"Grant Newlin, Harvard Business School Angels Chicago, Hyde Park Angels, Impact Engine, Lon Chow, M25, Mark Agnew, Mike Evans, New Stack Ventures, OCA Ventures",Regroup provides telemental health and telepsychiatry services to health care entities and their patients.,Seed,Yes,$10M to $50M,13942500,USD,13942500,M&A,9,Hyde Park Angels,10,,"377,801"
Series C - SustainLane,https://www.crunchbase.com/funding_round/sustainlane-series-c--ab0a7991,Internet,"San Francisco, California, United States, North America",Series C,3500000,USD,3500000,2008-01-28,SustainLane,https://www.crunchbase.com/organization/sustainlane,http://www.sustainlane.com/,,,,,"SustainLane, a leading internet and media company dedicated to bringing green to the mainstream through 3 key offerings.",Late Stage Venture,Yes,,7000000,USD,7000000,Late Stage Venture,2,,,,"377,802"
Series B - Tevel,https://www.crunchbase.com/funding_round/tevel-aerobotics-technologies-series-b--d7695be0,"Agriculture, Autonomous Vehicles, Drones, Farming","Tel Aviv, Tel Aviv, Israel, Asia",Series B,20000000,USD,20000000,2020-10-28,Tevel,https://www.crunchbase.com/organization/tevel-aerobotics-technologies,https://tevel-tech.com,25000000,USD,25000000,"AgFunder, Amichai Steimberg, Club degli Investitori, Hubei Forbon Technology, Kubota, Maverick Ventures Israel, OurCrowd, Ziv Aviram",Tevel is solving the global shortage in fruit-picking labor using Flying Autonomous Robots driven by A.I.,Early Stage Venture,Yes,$10M to $50M,32140000,USD,32140000,,4,,8,1,"377,803"
Post-IPO Equity - Atlas Technical Consultants,https://www.crunchbase.com/funding_round/atlas-technical-consultants-post-ipo-equity--7d1f5cf9,"Construction, Consulting, Delivery, Environmental Consulting, Environmental Engineering, Information Technology","Austin, Texas, United States, North America",Post-IPO Equity,145000000,USD,145000000,2020-02-18,Atlas Technical Consultants,https://www.crunchbase.com/organization/atlas-technical-consultants,https://www.oneatlas.com,,,,Blackstone Credit,"Atlas Technical Consultants is a provider of professional testing, inspection engineering and consulting services.",,Yes,$500M to $1B,145000000,USD,145000000,M&A,1,Blackstone Credit,1,,"377,804"
Convertible Note - Yellowdig,https://www.crunchbase.com/funding_round/yellowdig-convertible-note--96e8ed68,"E-Learning, EdTech, Education, Higher Education, Knowledge Management, SaaS, Software","Philadelphia, Pennsylvania, United States, North America",Convertible Note,80000,USD,80000,2020-08-08,Yellowdig,https://www.crunchbase.com/organization/yellowdig,https://www.yellowdig.co,,,,Robin Hood Ventures,"Yellowdig is an online learning experience driven by peer collaboration, gamification, and data science.",,No,Less than $1M,4730000,USD,4730000,,8,,1,,"377,805"
Series A - Diablo Technologies,https://www.crunchbase.com/funding_round/diablo-technologies-series-a--e078d007,"Hardware, Semiconductor, Software","Gatineau, Quebec, Canada, North America",Series A,,,,2005-03-01,Diablo Technologies,https://www.crunchbase.com/organization/diablo-technologies,http://www.diablo-technologies.com,,,,"BDC Venture Capital, Celtic House Venture Partners, Dell Technologies Capital, GTI Capital",Diablo Technologies develops solid-state storage devices for data-intensive applications.,Early Stage Venture,Yes,$10M to $50M,104108349,USD,104108349,Late Stage Venture,7,Celtic House Venture Partners,4,3,"377,806"
Venture Round - Nordkap,https://www.crunchbase.com/funding_round/nordkap-series-unknown--ef4c5396,"Finance, Financial Services, FinTech","Stockholm, Stockholms Lan, Sweden, Europe",Venture - Series Unknown,4000000,SEK,470281,2015-10-27,Nordkap,https://www.crunchbase.com/organization/nordkap,https://nordkap.se,,,,NFT Ventures,Nordkap is a cloud-based treasury platform.,,Yes,,9000000,SEK,1016459,,3,NFT Ventures,1,,"377,807"
Series C - Avant,https://www.crunchbase.com/funding_round/avant-credit-series-c--22d3eba9,"Consumer Lending, Finance, Financial Services, FinTech, Lending","Chicago, Illinois, United States, North America",Series C,75000000,USD,75000000,2014-07-23,Avant,https://www.crunchbase.com/organization/avant-credit,https://www.avant.com,,,,Tiger Global Management,Avant is an online lending platform that offers alternatives to its clients with safe financial products.,Late Stage Venture,Yes,$50M to $100M,2079000000,USD,2079000000,Private Equity,13,Tiger Global Management,1,,"377,808"
Pre Seed Round - Pickmeup,https://www.crunchbase.com/funding_round/pickmeup-a7b6-pre-seed--bfda4bcc,"Mobile Apps, Ride Sharing, Transportation","San Francisco, California, United States, North America",Pre-Seed,360000,USD,360000,2021-01-18,Pickmeup,https://www.crunchbase.com/organization/pickmeup-a7b6,https://www.pickmeup.ng,,,,,"Pickmeup designs, markets, and operates a mobile application that allows passengers to book a safe and affordable ride in minutes.",Seed,Yes,$1M to $10M,820000,USD,820000,Seed,3,,,,"377,809"
