Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Altay Therapeutics,https://www.crunchbase.com/funding_round/altay-therapeutics-seed--1b3e66cf,"Biotechnology, Health Care, Life Science, Therapeutics","San Francisco, California, United States, North America",Seed,,,,2022-05-23,Altay Therapeutics,https://www.crunchbase.com/organization/altay-therapeutics,https://www.altaytherapeutics.com/,,,,Tachyon Ventures,Altay Therapeutics is a biotech company focused on finding and discovering small molecule therapies for chronic inflammatory conditions.,Seed,Yes,$1M to $10M,3235000,USD,3235000,Seed,6,Tachyon Ventures,1,,"232,200"
Seed Round - Taaz,https://www.crunchbase.com/funding_round/taaz-seed--376c5dc8,"Fashion, Photography, Social Network","San Diego, California, United States, North America",Seed,,,,2007-07-27,Taaz,https://www.crunchbase.com/organization/taaz,http://taaz.com,,,,,Taaz is a virtual makeover website allowing users to 'try on' different looks by uploading their photographs.,Seed,Yes,$1M to $10M,,USD,,Early Stage Venture,2,,,,"232,201"
Seed Round - ActOnMagic,https://www.crunchbase.com/funding_round/actonmagic-seed--dd75af42,"Cloud Infrastructure, Cloud Management, Predictive Analytics","Bangalore, Karnataka, India, Asia",Seed,,,,2016-02-12,ActOnMagic,https://www.crunchbase.com/organization/actonmagic,http://www.actoncloud.com/,,,,Jayabalan Subramanian,Helps Enterprises and MSPs to achieve infinite scale without infinite cost.,Seed,Yes,,,USD,,M&A,1,Jayabalan Subramanian,1,,"232,203"
Series C - Mockuai,https://www.crunchbase.com/funding_round/mockuai-series-c--eb9c5008,"E-Commerce, SaaS, Software","Hangzhou, Zhejiang, China, Asia",Series C,,,,2020-04-05,Mockuai,https://www.crunchbase.com/organization/mockuai,https://www.mockuai.com/,,,,"Gaorong Capital, Zhongyuan Capital",Mockuai is a company positioned itself as an e-commerce Software-as-a-Service (SaaS) provider for key accounts.,Late Stage Venture,Yes,,,USD,,Late Stage Venture,2,Zhongyuan Capital,2,,"232,204"
Grant - Utility Survey Exchange Ltd,https://www.crunchbase.com/funding_round/utility-survey-exchange-ltd-grant--6a906049,Information Technology,"London, England, United Kingdom, Europe",Grant,,,,2017-10-01,Utility Survey Exchange Ltd,https://www.crunchbase.com/organization/utility-survey-exchange-ltd,http://www.utilitysurveyexchange.com/,,,,Geovation,Utility Survey Exchange Ltd is a platform unlocks high-accuracy utility survey data to improve asset mapping data quality.,,No,,,USD,,,1,,1,,"232,205"
Series A - Homesome,https://www.crunchbase.com/funding_round/homesome-series-a--f2bbf664,"E-Commerce, E-Commerce Platforms, Grocery, Mobile Apps","San Jose, California, United States, North America",Series A,6700000,USD,6700000,2020-09-24,Homesome,https://www.crunchbase.com/organization/homesome,http://www.gethomesome.com/,,,,"Itai Tsiddon, Julien Codorniou, Ran Makavy, Sebastian Mejia, Simon Borrero, Stephane Kurgan",Homesome is an e-commerce platform for grocery stores and supermarkets.,Early Stage Venture,Yes,,6934000,USD,6934000,Early Stage Venture,2,Itai Tsiddon,6,,"232,208"
Pre Seed Round - Hoof,https://www.crunchbase.com/funding_round/hoof-pre-seed--4c7df952,"Apps, Financial Services, FinTech, Payments, Software","Cardiff, Cardiff, United Kingdom, Europe",Pre-Seed,150000,GBP,196270,2019-02-01,Hoof,https://www.crunchbase.com/organization/hoof,https://hoofpay.com,,,,,We drive commerce through the power of digital payments.,Seed,Yes,,150000,GBP,196271,Seed,1,,,,"232,209"
Seed Round - LiquidTalent,https://www.crunchbase.com/funding_round/liquidtalent-seed--4d617fd2,"Human Resources, Internet, Marketplace","New York, New York, United States, North America",Seed,,,,2014-12-11,LiquidTalent,https://www.crunchbase.com/organization/liquidtalent,http://www.LiquidTalent.com,,,,Andrew Mitchell,LiquidTalent is a new-generation mobile job platform revolutionizing how professionals match and get hired.,Seed,Yes,Less than $1M,1025000,USD,1025000,Seed,3,,1,,"232,210"
Venture Round - Cold Fusion Foods,https://www.crunchbase.com/funding_round/cold-fusion-foods-series-unknown--ff0da8e1,"Manufacturing, Nutrition, Retail","Culver City, California, United States, North America",Venture - Series Unknown,,,,2002-01-01,Cold Fusion Foods,https://www.crunchbase.com/organization/cold-fusion-foods,http://www.coldfusionfoods.com/,,,,Tech Coast Angels,Cold Fusion Foods proud to offer you unbelievably delicious frozen protein bars with outstanding nutritional value.,,Yes,,,USD,,,1,,1,,"232,211"
Angel Round - CELL AG TECH,https://www.crunchbase.com/funding_round/cell-ag-tech-angel--96739655,"AgTech, Biotechnology","Toronto, Ontario, Canada, North America",Angel,375000,USD,375000,2019-12-06,CELL AG TECH,https://www.crunchbase.com/organization/cell-ag-tech,https://cellagtech.com/,,,,,CELL AG TECH's mission is to become the global leader in the development and production of sustainable cell-cultured seafood.,Seed,Yes,,1625939,USD,1625939,,8,,,,"232,212"
