Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series C - ReViral,https://www.crunchbase.com/funding_round/reviral-series-c--66cf72ac,"Biotechnology, Health Care, Medical, Therapeutics","Stevenage, Herefordshire, United Kingdom, Europe",Series C,44000000,USD,44000000,2020-08-25,ReViral,https://www.crunchbase.com/organization/reviral,http://www.reviral.co.uk,,,,"Andera Partners, Brace Pharma, CR-CP Life Science Fund, Green Sands Equity, New Leaf Venture Partners, Novo Holdings, OrbiMed, Perceptive Advisors",ReViral is a biotechnology company that develops and offers antiviral therapies for patients.,Late Stage Venture,Yes,$1M to $10M,121000000,USD,121000000,M&A,4,CR-CP Life Science Fund,8,3,"215,401"
Series A - pingcoo,https://www.crunchbase.com/funding_round/pingcoo-series-a--7ef79a28,"Advertising, Marketing, Service Industry","Xuhui, Shanghai, China, Asia",Series A,10000000,CNY,1634534,2014-11-06,pingcoo,https://www.crunchbase.com/organization/pingcoo,http://www.pingcoo.com/,,,,"Haowangjiao Touzi, Zhongmi Capital",pingcoo is an omni-channel marketing and mobile advertising platform.,Early Stage Venture,Yes,,111000000,CNY,16848714,Late Stage Venture,5,,2,,"215,403"
Grant - MIDA Biotech,https://www.crunchbase.com/funding_round/mida-biotech-grant--1f78d1f2,Biotechnology,"Amsterdam, Noord-Holland, The Netherlands, Europe",Grant,4000000,EUR,4210176,2022-05-03,MIDA Biotech,https://www.crunchbase.com/organization/mida-biotech,https://midabiotech.com/,,,,European Innovation Coouncil Pathfinder,MIDA Biotech is creating an innovation platform to develop game challenging stem cell therapies.,,No,$1M to $10M,4000000,EUR,4210176,,1,European Innovation Coouncil Pathfinder,1,,"215,405"
Venture Round - Over60,https://www.crunchbase.com/funding_round/over60-series-unknown--7700cf5c,"Communities, Elderly, Social Network","San Francisco, California, United States, North America",Venture - Series Unknown,,,,2014-06-01,Over60,https://www.crunchbase.com/organization/over60,http://www.oversixty.com.au,,,,Fairfax Digital Ventures,Over60 brings Australian seniors together in one place to share ideas and experiences and to support each other.,,Yes,Less than $1M,,USD,,,1,,1,,"215,406"
Non Equity Assistance - Koinz,https://www.crunchbase.com/funding_round/koinz-non-equity-assistance--85dfb3f1,"E-Commerce, Food and Beverage, Restaurants, Software","Riyadh, Ar Riyad, Saudi Arabia, Asia",Non-equity Assistance,,,,2016-12-01,Koinz,https://www.crunchbase.com/organization/koinz,http://www.getKoinz.com,,,,AUC Venture Lab,"Next Gen platform for F&B industry, merging online and offline worlds, Koinz helps the brands gain and retain customers online and offline.",,No,,4800000,USD,4800000,Seed,2,,1,,"215,408"
Venture Round - VILLAGE,https://www.crunchbase.com/funding_round/village-7c0e-series-unknown--cc81dbea,"Adventure Travel, Travel","Shimoda, Shizuoka, Japan, Asia",Venture - Series Unknown,,,,2020-07-22,VILLAGE,https://www.crunchbase.com/organization/village-7c0e,https://villageinc.jp/,,,,JR East Start Up,VILLAGE is a private campsite.,,Yes,,,USD,,,1,JR East Start Up,1,,"215,409"
Debt Financing - SIA SCANDIVAC,https://www.crunchbase.com/funding_round/sia-scandivac-debt-financing--9930e03b,"Agriculture, Consumer Electronics, Consumer Goods, Food and Beverage, Machinery Manufacturing, Manufacturing, Pharmaceutical","Marupe, Rigas, Latvia, Europe",Debt Financing,150000,EUR,208036,2014-05-01,SIA SCANDIVAC,https://www.crunchbase.com/organization/sia-scandivac,http://www.scandivac.com,,,,ZGI Capital,"SIA SCANDIVAC manufactures thermoforming machines and vacuum equipment for packing food products, medicines, pharmacy products.",,No,$1M to $10M,150000,EUR,208037,,1,ZGI Capital,1,,"215,412"
Seed Round - Seal Agreements,https://www.crunchbase.com/funding_round/seal-agreements-seed--5a8f84bc,Mobile,"New York, New York, United States, North America",Seed,20000,USD,20000,2016-04-18,Seal Agreements,https://www.crunchbase.com/organization/seal-agreements,http://sealagreements.com/,,,,"Startupbootcamp, Startupbootcamp Fintech New York",Seal is a service to create quick legally binding agreements on your mobile.,Seed,Yes,$1M to $10M,20000,USD,20000,Seed,1,,2,,"215,413"
"Convertible Note - Common Form, Inc.",https://www.crunchbase.com/funding_round/common-form-inc-convertible-note--c92ce6d8,"FinTech, Personal Finance, Software","San Diego, California, United States, North America",Convertible Note,100000,USD,100000,2014-06-17,"Common Form, Inc.",https://www.crunchbase.com/organization/common-form-inc,http://common-form.com,,,,Right Side Capital Management,Do your taxes in minutes from your phone or computer,,No,Less than $1M,218000,USD,218000,Seed,2,,1,,"215,414"
Series B - Roundbox,https://www.crunchbase.com/funding_round/roundbox-series-b--cdefc7fd,"Mobile, Software","Florham Park, New Jersey, United States, North America",Series B,15000000,USD,15000000,2006-04-19,Roundbox,https://www.crunchbase.com/organization/roundbox,http://www.roundbox.com,,,,"Core Capital Partners, Polaris Partners, RRE Ventures",Roundbox is a provider of mobile broadcast software solutions for mobile operators and handset manufacturers.,Early Stage Venture,Yes,,43000000,USD,43000000,M&A,3,Polaris Partners,3,3,"215,415"
Seed Round - MJN Neuroservices,https://www.crunchbase.com/funding_round/mjn-neuroserveis-seed--0b0cb5e2,"Health Care, Medical, Medical Device, Pharmaceutical","Girona, Catalonia, Spain, Europe",Seed,150000,EUR,185890,2018-01-24,MJN Neuroservices,https://www.crunchbase.com/organization/mjn-neuroserveis,http://mjn.cat/,,,,ENISA,MJN develops high-technology innovative devices to predict epileptic seizures,Seed,Yes,Less than $1M,2857015,EUR,3449626,,5,ENISA,1,,"215,416"
Series B - PresenceLearning,https://www.crunchbase.com/funding_round/presencelearning-series-b--2d098363,"Education, Health Care, Special Education, Therapeutics, Video Conferencing","New York, New York, United States, North America",Series B,8000000,USD,8000000,2013-04-26,PresenceLearning,https://www.crunchbase.com/organization/presencelearning,http://www.presencelearning.com,,,,"Allen & Company, Birchmere Ventures, Blue Heron Capital, Calvert Social Venture Partners, Catamount Ventures, New Markets Venture Partners","PresenceLearning makes live, online special education related services available to K-12 students.",Early Stage Venture,Yes,$10M to $50M,414156092,USD,414156092,Private Equity,6,"Blue Heron Capital, New Markets Venture Partners",6,2,"215,417"
Venture Round - Ribbon Display Japan,https://www.crunchbase.com/funding_round/ribbon-display-japan-series-unknown--0eb0178a,3D Technology,"Tokyo, Tokyo, Japan, Asia",Venture - Series Unknown,10200000,JPY,95941,2016-11-10,Ribbon Display Japan,https://www.crunchbase.com/organization/ribbon-display-japan,http://www.ribbon-display.jp/,,,,Future Venture Capital,"Ribbon Display Japan is a professional group of LCD drivers. Design, sales and consulting.",,Yes,,210200000,JPY,1746153,,3,Future Venture Capital,1,,"215,418"
Venture Round - MarketShare,https://www.crunchbase.com/funding_round/marketshare-series-unknown--7fcd3362,"Analytics, Big Data, Enterprise Software, Marketing, SaaS, Software","Los Angeles, California, United States, North America",Venture - Series Unknown,3000000,USD,3000000,2012-03-19,MarketShare,https://www.crunchbase.com/organization/marketshare,http://www.marketshare.com,,,,Silver Lake,MarketShare is an advanced analytics company that helps businesses grow efficiently by uncovering which actions really drive results.,,Yes,Less than $1M,104000001,USD,104000001,M&A,7,,1,1,"215,419"
Grant - Best Corp. Hospitality Training Center,https://www.crunchbase.com/funding_round/best-corp-hospitality-training-center-grant--570c3feb,"Career Planning, Hospitality, Non Profit","Medford, Massachusetts, United States, North America",Grant,35000,USD,35000,2018-12-14,Best Corp. Hospitality Training Center,https://www.crunchbase.com/organization/best-corp-hospitality-training-center,http://besthtc.org,,,,The Boston Foundation,Best Corp. Hospitality Training Center is a non-profit workforce development program .,,No,$10M to $50M,35000,USD,35000,,1,The Boston Foundation,1,,"215,420"
Seed Round - Zhizhi,https://www.crunchbase.com/funding_round/zhizhi-seed--cb25e2bb,E-Commerce,"Shanghai, Shanghai, China, Asia",Seed,,,,2019-04-18,Zhizhi,https://www.crunchbase.com/organization/zhizhi,,,,,Ventech China,Zhizhi is a Bouquet design brand.,Seed,Yes,,,USD,,Seed,1,Ventech China,1,,"215,421"
Series B - Cheddar,https://www.crunchbase.com/funding_round/cheddar-tv-series-b--4b64a758,"Media and Entertainment, Video, Video Streaming","New York, New York, United States, North America",Series B,10000000,USD,10000000,2016-09-06,Cheddar,https://www.crunchbase.com/organization/cheddar-tv,http://cheddar.com/,,,,"Comcast Ventures, Lightspeed Venture Partners","Cheddar is a live video news network focused on covering products, technologies, and services.",Early Stage Venture,Yes,$10M to $50M,54500000,USD,54500000,M&A,5,Lightspeed Venture Partners,2,,"215,422"
Angel Round - AMOtech,https://www.crunchbase.com/funding_round/amotech-angel--6a099f78,"Apps, Mobile","Lehavim, HaDarom, Israel, Asia",Angel,300000,USD,300000,2011-04-01,AMOtech,https://www.crunchbase.com/organization/amotech,http://www.amotech.co,,,,,AMOtech manufactures and markets core components for the IT and electronic appliance industries.,Seed,Yes,,400000,USD,400000,Seed,2,,,,"215,423"
Series A - Vitreoretinal Technologies,https://www.crunchbase.com/funding_round/vitreoretinal-technologies-series-a--c4d118cf,"Biotechnology, Health Care, Therapeutics","Irvine, California, United States, North America",Series A,12000000,USD,12000000,2007-10-30,Vitreoretinal Technologies,https://www.crunchbase.com/organization/vitreoretinal-technologies,http://www.vitreoretinaltech.com/,,,,DeNovo Ventures,Vitreoretinal Technologies an biopharmaceutical company of therapeutic compounds for the treatment of ophthalmic diseases.,Early Stage Venture,Yes,,12000000,USD,12000000,Early Stage Venture,1,DeNovo Ventures,1,,"215,424"
Pre Seed Round - Job Protocol,https://www.crunchbase.com/funding_round/job-protocol-pre-seed--d19828a3,"Recruiting, Staffing Agency","London, England, United Kingdom, Europe",Pre-Seed,1300000,GBP,1501629,2022-11-08,Job Protocol,https://www.crunchbase.com/organization/job-protocol,https://www.jobprotocol.xyz/,6000000,USD,6000000,"Christopher Grilhault des Fontaines, Portal Ventures, Rudy Kadoch, Syndicate One, Tioga Capital Partners",Job Protocol operates as a digital recruitment platform.,Seed,Yes,,1300000,GBP,1501630,Seed,1,Tioga Capital Partners,5,,"215,425"
Seed Round - Raw Apothecary,https://www.crunchbase.com/funding_round/raw-apothecary-seed--e8c01cdf,Beauty,"Mexico City, Distrito Federal, Mexico, North America",Seed,,,,2018-09-20,Raw Apothecary,https://www.crunchbase.com/organization/raw-apothecary,https://www.rawapothecary.mx/,,,,500 Global,"Raw Apothecary is 100% natural products for skin care, born of their passion to rediscover natural beauty.",Seed,Yes,,,USD,,Seed,1,,1,,"215,426"
