Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Debt Financing - Car Capital Technologies,https://www.crunchbase.com/funding_round/car-capital-technologies-debt-financing--ef576081,"Consulting, Facilities Support Services, Facility Management, Financial Services","Grapevine, Texas, United States, North America",Debt Financing,20000000,USD,20000000,2021-04-13,Car Capital Technologies,https://www.crunchbase.com/organization/car-capital-technologies,https://carcapital.com,,,,Medalist Partners,Car Capital Technologies provides car dealers with capital and technology to support regulatory and compliance requirements and servicing.,,No,$1M to $10M,210375000,USD,210375000,Early Stage Venture,7,Medalist Partners,1,1,"597,415"
Seed Round - Cardiotrack,https://www.crunchbase.com/funding_round/uber-diagnostics-seed--782ea45b,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, mHealth","Bangalore, Karnataka, India, Asia",Seed,350000,USD,350000,2016-10-01,Cardiotrack,https://www.crunchbase.com/organization/uber-diagnostics,http://www.cardiotrack.io,2000000,USD,2000000,,Cardiotrack is an AI based diagnostics company that is improving heart health outcomes through early diagnosis,Seed,Yes,$1M to $10M,1000000,USD,1000000,Seed,4,,,,"597,422"
Seed Round - Persp3ctive,https://www.crunchbase.com/funding_round/persp3ctive-seed--0702ace3,"Augmented Reality, DSP, Music, Software, Software Engineering, Virtual Reality","Los Angeles, California, United States, North America",Seed,250000,USD,250000,2019-01-18,Persp3ctive,https://www.crunchbase.com/organization/persp3ctive,https://persp3ctive.com/,,,,,Next gen VR/AR tools for creative professionals.,Seed,Yes,,750000,USD,750000,Seed,2,,,,"597,434"
Seed Round - Yooya,https://www.crunchbase.com/funding_round/yooya-seed--d66d90fb,"Advertising, Content Delivery Network, Marketplace, Video Advertising","Shanghai, Shanghai, China, Asia",Seed,,,,2016-01-15,Yooya,https://www.crunchbase.com/organization/yooya,https://www.yooya.com,,,,"Dream Incubator, FastForward","Yooya is an independent video advertising marketplace, enabling advertisers and publishers to buy and sell advertising space.",Seed,Yes,,3000000,USD,3000000,Seed,2,,2,,"597,450"
Series A - Teal Bio,https://www.crunchbase.com/funding_round/teal-bio-series-a--d704372b,"Health Care, Medical, Medical Device","Somerville, Massachusetts, United States, North America",Series A,3000000,USD,3000000,2021-11-22,Teal Bio,https://www.crunchbase.com/organization/teal-bio,https://teal-bio.com/,,,,"Caligan Partners, Innocreative Capital",Teal Bio offers a respirator system that is designed to be reusable and easily disinfected.,Early Stage Venture,Yes,,3575000,USD,3575000,Early Stage Venture,2,Caligan Partners,2,1,"597,882"
Grant - Cichorium,https://www.crunchbase.com/funding_round/cichorium-grant--c8b2bf82,Consulting,"Tudela, Navarra, Spain, Europe",Grant,71429,EUR,83346,2018-06-01,Cichorium,https://www.crunchbase.com/organization/cichorium,http://cichorium.com,,,,EASME - EU Executive Agency for SMEs,"Cichorium is an international consulting company for the growing of endives, biological or conventional.",,No,,71429,EUR,83347,,1,,1,,"597,889"
Series A - Realytics,https://www.crunchbase.com/funding_round/realytics-series-a--033d09d0,"Advertising, Analytics, Artificial Intelligence (AI), Machine Learning, Real Time, Software, TV","Paris, Ile-de-France, France, Europe",Series A,2500000,EUR,2689696,2017-03-29,Realytics,https://www.crunchbase.com/organization/realytics,https://www.realytics.io,,,,"BNP Paribas Développement, Elaia, Newsinvest",Realytics is a real-time TV ads analytics platform for online brands.,Early Stage Venture,Yes,$1M to $10M,3140000,EUR,3416000,M&A,5,,3,2,"597,893"
Seed Round - Editlite,https://www.crunchbase.com/funding_round/editlite-seed--6b384de9,Software,"Preston, Lancashire, United Kingdom, Europe",Seed,600000,USD,600000,2007-08-25,Editlite,https://www.crunchbase.com/organization/editlite,http://www.yourview.tv,,,,Merseyside Special Investment Fund,"Editlite is a software company developing YourView, a software solution that offers simple graphic icons to edit video footage.",Seed,Yes,,600000,USD,600000,Seed,1,,1,,"597,895"
Venture Round - Fuel For Fire,https://www.crunchbase.com/funding_round/fuel-for-fire-series-unknown--f5e746b1,"Food and Beverage, Fruit, Fuel","Natick, Massachusetts, United States, North America",Venture - Series Unknown,463145,USD,463145,2017-01-31,Fuel For Fire,https://www.crunchbase.com/organization/fuel-for-fire,https://www.fuelforfire.com/,,,,,Fuel For Fire makes real foods to fill the void in the sports nutrition market for fueling sources.,,Yes,$1M to $10M,3825158,USD,3825158,Seed,5,,,,"597,897"
Venture Round - Bearabill,https://www.crunchbase.com/funding_round/bearabill-series-unknown--6ab1919c,Health Care,"Cuyahoga Falls, Ohio, United States, North America",Venture - Series Unknown,100000,USD,100000,2021-09-20,Bearabill,https://www.crunchbase.com/organization/bearabill,https://www.bearabill.com,1000000,USD,1000000,Right Side Capital Management,Bearabill analyzes medical bills and provide a error report.,,Yes,,100000,USD,100000,,1,,1,,"597,907"
