Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - SPS Commerce,https://www.crunchbase.com/funding_round/sps-commerce-series-unknown--58d9c899,"Information Services, Information Technology, SaaS, Software","Minneapolis, Minnesota, United States, North America",Venture - Series Unknown,18000000,USD,18000000,2003-05-19,SPS Commerce,https://www.crunchbase.com/organization/sps-commerce,http://spscommerce.com,,,,"Adams Street Partners, Axiom Venture Partners, CID Equity Partners, Granite Partners, RC Capital, St. Paul Venture Capital, Svoboda Capital",SPS Commerce gives retail trading partners an intelligent way to manage and fulfill orders.,,Yes,$50M to $100M,50500000,USD,50500000,IPO,5,RC Capital,7,,"18,601"
Grant - Urban League of Central Carolinas,https://www.crunchbase.com/funding_round/urban-league-of-central-carolinas-grant--aa344d97,"CivicTech, Social","Charlotte, North Carolina, United States, North America",Grant,,,,2023-09-15,Urban League of Central Carolinas,https://www.crunchbase.com/organization/urban-league-of-central-carolinas,https://www.urbanleaguecc.org/,,,,Charter Communications,"Urban League of Central Carolinas is a multi-service, non-profit agency.",,No,,10000,USD,10000,,2,Charter Communications,1,,"18,631"
Post-IPO Equity - Carbeeza,https://www.crunchbase.com/funding_round/carbeeza-post-ipo-equity--7ac4fc11,"Automotive, E-Commerce, Mobile Apps","Edmonton, Alberta, Canada, North America",Post-IPO Equity,200000,USD,200000,2023-08-30,Carbeeza,https://www.crunchbase.com/organization/carbeeza,https://www.carbeeza.com/,,,,,Carbeeza offers is an online platform that connects consumers and dealers to facilitate a fully informed interaction.,,Yes,$1M to $10M,1450000,USD,1450000,IPO,2,,,,"18,633"
Venture Round - Biobot Surgical Pte Ltd,https://www.crunchbase.com/funding_round/biobot-surgical-pte-ltd-series-unknown--1e8a653c,"Finance, Health Care, Medical Device","Singapore, Central Region, Singapore, Asia",Venture - Series Unknown,5200000,USD,5200000,2023-12-07,Biobot Surgical Pte Ltd,https://www.crunchbase.com/organization/biobot-surgical-pte-ltd,https://biobotsurgical.com,,,,"Tony Tan Choon Keat, ZIG Ventures",Biobot Surgical is a global technology provider in minimally-invasive robotic healthcare solutions.,,Yes,$1M to $10M,5200000,USD,5200000,,1,"Tony Tan Choon Keat, ZIG Ventures",2,,"18,658"
Seed Round - Gridmo,https://www.crunchbase.com/funding_round/gridmo-seed--0c4b1864,"Energy, Software","Melbourne, Victoria, Australia, Oceania",Seed,500000,AUD,318450,2023-10-05,Gridmo,https://www.crunchbase.com/organization/gridmo,https://www.gridmo.io/,,,,Grok Ventures,Gridmo is a renewable energy connection platform that aims to speed up the connecting of power generation to the grid.,Seed,Yes,,500000,AUD,318450,Seed,1,Grok Ventures,1,1,"18,609"
Debt Financing - Recruiter.com,https://www.crunchbase.com/funding_round/recruiter-com-debt-financing--0a05d037,"Career Planning, Employment, Human Resources, Recruiting","New York, New York, United States, North America",Debt Financing,2250000,USD,2250000,2022-10-20,Recruiter.com,https://www.crunchbase.com/organization/recruiter-com,https://www.recruiter.com,,,,Montage Capital,Recruiter.com is a leading on-demand recruiting platform that provides flexible talent acquisition solutions for startups to the Fortune 100,,No,Less than $1M,2600000,USD,2600000,IPO,4,,1,1,"18,615"
Seed Round - Shur,https://www.crunchbase.com/funding_round/invest-america-ventures-seed--9206f960,"Financial Services, FinTech, InsurTech","New York, New York, United States, North America",Seed,100000,USD,100000,2023-10-09,Shur,https://www.crunchbase.com/organization/invest-america-ventures,https://www.shur.co,,,,Northwestern Mutual Black Founder Accelerator,Shur is a B2B2C InsurTech and FinTech building solutions for America's student loan borrowers.,Seed,Yes,,1125000,USD,1125000,Seed,3,Northwestern Mutual Black Founder Accelerator,1,1,"18,616"
Seed Round - iMin Technology,https://www.crunchbase.com/funding_round/imin-technology-seed--5bba661b,"Food and Beverage, Hardware, Point of Sale","Singapore, Central Region, Singapore, Asia",Seed,5000000,USD,5000000,2023-08-24,iMin Technology,https://www.crunchbase.com/organization/imin-technology,https://www.imin.sg/,,,,Yonghua Capital,Global Smart POS Hardware Provider,Seed,Yes,$1M to $10M,8100000,USD,8100000,Seed,5,Yonghua Capital,1,1,"18,617"
Seed Round - IQ Biozoom,https://www.crunchbase.com/funding_round/iq-biozoom-seed--1c15c863,"Health Care, Market Research, Medical","Stalowa Wola, Podkarpackie, Poland, Europe",Seed,,,,2023-10-05,IQ Biozoom,https://www.crunchbase.com/organization/iq-biozoom,https://iqbiozoom.com/,,,,VCLink,IQ Biozoom introduces game-changing medical advances.,Seed,Yes,,,USD,,Seed,1,VCLink,1,1,"18,606"
Non Equity Assistance - Slice,https://www.crunchbase.com/funding_round/slice-af25-non-equity-assistance--5a6cdfbd,"Apps, Commercial, Real Estate","Dubai, Dubai, United Arab Emirates, Asia",Non-equity Assistance,,,,2023-10-04,Slice,https://www.crunchbase.com/organization/slice-af25,http://getsliceapp.com/,,,,Gruhas aspire accelorator,Slice is a digital investing platform where consumers can invest in real estate assets.,,No,,,USD,,,1,Gruhas aspire accelorator,1,,"18,613"
