Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Nicer,https://www.crunchbase.com/funding_round/nicer-279a-pre-seed--280f8bf6,"Software, Travel Agency",,Pre-Seed,2000000,USD,2000000,2024-02-08,Nicer,https://www.crunchbase.com/organization/nicer-279a,https://nicer.travel/,,,,Trip Ventures,Nicer transforms the way of travel by connecting travel advisors and well-known brands to discerning travels.,Seed,Yes,,2000000,USD,2000000,Seed,1,Trip Ventures,1,0,605
Seed Round - Mr. Herbal,https://www.crunchbase.com/funding_round/mr-herbal-seed--65e4c32e,"Health Care, Wellness","Guangzhou, Guangdong, China, Asia",Seed,,,,2024-01-29,Mr. Herbal,https://www.crunchbase.com/organization/mr-herbal,,,,,Gaozhang Capital,Mr. Herbal is a company that provides middle-aged men's health products.,Seed,Yes,,,USD,,Seed,1,Gaozhang Capital,1,1,608
Series A - Device Authority,https://www.crunchbase.com/funding_round/cryptosoft-ltd-series-a--9aaca215,"Computer, Cyber Security, Information Services, Information Technology, Internet of Things, Network Security, Security, Software","Reading, Reading, United Kingdom, Europe",Series A,9000000,USD,9000000,2024-02-07,Device Authority,https://www.crunchbase.com/organization/cryptosoft-ltd,https://www.deviceauthority.com,,,,"Mercato Partners, Ten Eleven Ventures",Device Authority is a global leader in Identity and Access Management (IAM) for the Internet of Things (IoT) and Blockchain.,Early Stage Venture,Yes,$1M to $10M,11900000,USD,11900000,M&A,6,Ten Eleven Ventures,2,1,610
Series B - Comanche Biopharma,https://www.crunchbase.com/funding_round/comanche-biopharma-series-b--1d9c9f70,"Biopharma, Biotechnology, Pharmaceutical","Concord, Massachusetts, United States, North America",Series B,75000000,USD,75000000,2024-01-17,Comanche Biopharma,https://www.crunchbase.com/organization/comanche-biopharma,https://comanchebiopharma.com,,,,"Atlas Venture, F-Prime Capital, Google Ventures, Lilly Asia Ventures, Longview Ventures, New Enterprise Associates",Comanche Biopharma is a biopharmaceutical company that develops siRNA therapy for the treatment of preeclampsia.,Early Stage Venture,Yes,$1M to $10M,111100007,USD,111100007,Early Stage Venture,2,New Enterprise Associates,6,2,600
Post-IPO Equity - Tenaya Therapeutics,https://www.crunchbase.com/funding_round/tenaya-therapeutics-post-ipo-equity--de4c65aa,"Biopharma, Biotechnology, Health Care, Therapeutics","San Francisco, California, United States, North America",Post-IPO Equity,50000000,USD,50000000,2024-02-08,Tenaya Therapeutics,https://www.crunchbase.com/organization/tenaya-therapeutics,http://www.tenayatherapeutics.com/,,,,"Armistice Capital, Integral Health Asset Management, Octagon Capital Advisors, PFM Health Sciences, RA Capital Management, Soleus Capital, The Column Group, Venrock Healthcare Capital Partners",Tenaya Therapeutics is a developer of novel therapies designed to offer treatment for heart disease.,,Yes,$1M to $10M,373000000,USD,373000000,IPO,5,,8,,602
Venture Round - Platform Accounting Group,https://www.crunchbase.com/funding_round/platform-accounting-group-series-unknown--e6b1c33c,"Accounting, Advice, Consulting, Financial Services","Salt Lake City, Utah, United States, North America",Venture - Series Unknown,85000000,USD,85000000,2024-02-06,Platform Accounting Group,https://www.crunchbase.com/organization/platform-accounting-group,https://platformag.com,,,,"Peery Partners, The Cynosure Group","Platform Accounting Group specializes in accounting, mergers, acquisitions, tax advisory, and business consulting services.",,Yes,,85000000,USD,85000000,,1,The Cynosure Group,2,1,603
Seed Round - EtherealX,https://www.crunchbase.com/funding_round/etherealx-seed--5bc4dce2,"Manufacturing, Space Travel","Bangalore, Karnataka, India, Asia",Seed,,,,2024-02-05,EtherealX,https://www.crunchbase.com/organization/etherealx,https://www.etherealx.space,,,,"Bluehill Capital, Campus Fund, Riceberg Ventures","EtherealX designs develops, and manufactures next-generation launch vehicles and spacecraft.",Seed,Yes,,,USD,,Seed,1,"Bluehill Capital, Campus Fund, Riceberg Ventures",3,,604
Seed Round - LightLink,https://www.crunchbase.com/funding_round/lightlink-05c2-seed--98dcc20d,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Ethereum, Metaverse, Non-Fungible Token (NFT), Web3","Singapore, Central Region, Singapore, Asia",Seed,4500000,USD,4500000,2024-02-06,LightLink,https://www.crunchbase.com/organization/lightlink-05c2,https://lightlink.io/,,,,"Aweh Ventures, B3V, Big Kid Ventures, Blue7, Gandel Invest, JellyC, MQDC, Organik, T&B Media Global","LightLink’s Layer 2 blockchain is secured by Ethereum, purposefully built for DeFi, Metaverse, NFT and Gaming applications.",Seed,Yes,,10200000,USD,10200000,Seed,2,"MQDC, T&B Media Global",9,,602
Seed Round - einwert,https://www.crunchbase.com/funding_round/einwert-seed--c7320d12,"Property Management, Real Estate, Software","München, Bayern, Germany, Europe",Seed,4000000,EUR,4372707,2024-01-09,einwert,https://www.crunchbase.com/organization/einwert,https://einwert.com/,,,,"468 Capital, Anne Bosch, Auxxo, Infinitas Capital, Juergen Roth, Martin Linder, Oliver Manojlovic, Peter Bosch, Stephan Rohr, Ulrich Gros, Ventech, Wecken & Cie.",Hybrid appraiser reimagining real estate valuation as a whole new ESG-compliant value experience,Seed,Yes,$1M to $10M,6000000,EUR,6527288,Seed,2,Ventech,12,2,606
Series B - airfocus,https://www.crunchbase.com/funding_round/airfocus-series-b--2995d367,"Internet, Product Management, SaaS, Software","Hamburg, Hamburg, Germany, Europe",Series B,7500000,USD,7500000,2024-01-10,airfocus,https://www.crunchbase.com/organization/airfocus,https://airfocus.com,,,,"Nauta Capital, Newion, Picea Capital, Riverside Acceleration Capital, XAnge",airfocus is a modular product management software.,Early Stage Venture,Yes,$1M to $10M,14887436,USD,14887436,Early Stage Venture,4,Newion,5,3,614
