Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - Pushpendra City,https://www.crunchbase.com/funding_round/pushpendra-city-series-unknown--d2adbb9f,Real Estate,"Pune, Maharashtra, India, Asia",Venture - Series Unknown,,,,2016-03-01,Pushpendra City,https://www.crunchbase.com/organization/pushpendra-city,https://pushpendracity.com/,,,,Brand Capital,Pushpendra City - A magnificent township spread over 16 acres.,,Yes,,,USD,,,1,,1,,"274,201"
Venture Round - bettermarks,https://www.crunchbase.com/funding_round/bettermarks-series-unknown--73a3e86a,"E-Learning, EdTech, Education, Internet, Primary Education, Secondary Education, Tutoring","Berlin, Berlin, Germany, Europe",Venture - Series Unknown,5000000,EUR,6107825,2010-05-26,bettermarks,https://www.crunchbase.com/organization/bettermarks,http://bettermarks.com,,,,KfW,Bettermarks is an online mathematics platform enabling students to consolidate their math skills and achieve improved marks.,,Yes,Less than $1M,22799999,EUR,29600480,,5,,1,,"274,212"
Grant - Generation West Virginia,https://www.crunchbase.com/funding_round/generation-west-virginia-grant--44f0ed29,"Non Profit, Social","Charleston, West Virginia, United States, North America",Grant,523253,USD,523253,2022-03-17,Generation West Virginia,https://www.crunchbase.com/organization/generation-west-virginia,https://generationwv.org/,,,,Appalachian Regional Commission,"Generation West Virginia provides people with the tools, resources, and connections needed to make a home for their dreams here.",,No,,523253,USD,523253,,1,Appalachian Regional Commission,1,2,"274,217"
Venture Round - Zuri,https://www.crunchbase.com/funding_round/zuri-c2c7-series-unknown--0252e01f,"Aerospace, Electronics","Prague, Hlavni mesto Praha, Czech Republic, Europe",Venture - Series Unknown,1300000,EUR,1507812,2021-10-27,Zuri,https://www.crunchbase.com/organization/zuri-c2c7,https://zuri.com/,,,,"Jakub Nesetril, Jan Habermann, Jaroslav Beck, Rasty Turek",Zuri is a company that builds a hybrid-electric VTOL for inter-city travel.,,Yes,,2400000,EUR,2784830,,4,,4,,"274,221"
Grant - Thetis Pharmaceuticals,https://www.crunchbase.com/funding_round/thetis-pharmaceuticals-grant--75bb01c6,"Biotechnology, Clinical Trials, Medical, Pharmaceutical","Ridgefield, Connecticut, United States, North America",Grant,1900000,USD,1900000,2018-05-23,Thetis Pharmaceuticals,https://www.crunchbase.com/organization/thetis-pharmaceuticals,http://thetispharma.com,,,,National Institutes of Health,Thetis Pharmaceuticals is a biopharmaceutical company.,,No,Less than $1M,22873581,USD,22873581,,9,National Institutes of Health,1,,"274,224"
Pre Seed Round - HairRemoval.co.uk,https://www.crunchbase.com/funding_round/epilove-pre-seed--30238a5d,Health Care,"London, England, United Kingdom, Europe",Pre-Seed,520000,EUR,586311,2016-08-16,HairRemoval.co.uk,https://www.crunchbase.com/organization/epilove,https://hairremoval.co.uk,,,,,HairRemoval UK is an international recognized company that is specialized in laser hair removal treatments.,Seed,Yes,,1720000,EUR,1985812,Seed,2,,,,"274,225"
Series C - Contessa,https://www.crunchbase.com/funding_round/contessa-health-series-c--3ad1dce2,"Health Care, Home Health Care, Wellness","Nashville, Tennessee, United States, North America",Series C,16348847,USD,16348847,2018-04-19,Contessa,https://www.crunchbase.com/organization/contessa-health,https://www.contessahealth.com,,,,"Health Velocity Capital, Noro-Moseley Partners, Sandbox Industries, The Blue Venture Fund","Contessa operates Home Recovery Care, combining all the essential elements of inpatient hospital care in the comfort of patients’ homes. ",Late Stage Venture,Yes,$1M to $10M,59848806,USD,59848806,M&A,4,Health Velocity Capital,4,1,"274,226"
Grant - Court and Main,https://www.crunchbase.com/funding_round/court-and-main-grant--1823736d,Restaurants,"Cincinnati, Ohio, United States, North America",Grant,,,,2021-12-20,Court and Main,https://www.crunchbase.com/organization/court-and-main,,,,,Next Street,Court and Main provides restaurant services.,,No,,,USD,,,1,Next Street,1,,"274,234"
Grant - Metalcraft,https://www.crunchbase.com/funding_round/metalcraft-grant--fe92cdc3,"Manufacturing, RFID","Mason City, Iowa, United States, North America",Grant,347625,USD,347625,2022-03-07,Metalcraft,https://www.crunchbase.com/organization/metalcraft,http://www.idplate.com,,,,Iowa Dept of Economic Development,Metalcraft provides property identification solutions.,,No,$10M to $50M,347625,USD,347625,,1,Iowa Dept of Economic Development,1,,"274,246"
Seed Round - NextMart,https://www.crunchbase.com/funding_round/nextmart-seed--281d3a4d,"E-Commerce, Internet, Marketplace, Shopping","Dubai, Dubai, United Arab Emirates, Asia",Seed,30000,USD,30000,2015-02-01,NextMart,https://www.crunchbase.com/organization/nextmart,http://www.nextmart.ae/,,,,TURN8,NextMart allows people to shop online in the UAE from their local supermarkets.,Seed,Yes,,110000,USD,110000,Seed,2,,1,,"274,249"
Pre Seed Round - Champions Round,https://www.crunchbase.com/funding_round/champions-round-pre-seed--f701c3fb,"Android, Digital Entertainment, eSports, Fantasy Sports, iOS, Mobile, Mobile Apps, Online Games, Sports, Video Games","Los Angeles, California, United States, North America",Pre-Seed,970000,USD,970000,2019-09-01,Champions Round,https://www.crunchbase.com/organization/champions-round,http://www.championsround.com,,,,"Carter Russ, leAD Sports & Health Tech Partners, Tom Medrek","Champions Round is a sports media, and consumer technology business focused on redefining the relationship between live sports and Gen Z.",Seed,Yes,$1M to $10M,10745000,USD,10745000,Early Stage Venture,5,,3,,"274,255"
Pre Seed Round - Globacap,https://www.crunchbase.com/funding_round/globacap-pre-seed--50fd7202,"Blockchain, Financial Services, FinTech, Software","London, England, United Kingdom, Europe",Pre-Seed,300000,USD,300000,2018-02-02,Globacap,https://www.crunchbase.com/organization/globacap,http://www.globacap.com,,,,,"We enable freedom through automation. We’re driving the evolution of capital markets by making processes frictionless, on a global scale.",Seed,Yes,$1M to $10M,37238006,USD,37238006,Early Stage Venture,6,,,,"274,268"
