Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Debt Financing - MPOWER Financing,https://www.crunchbase.com/funding_round/mpower-financing-debt-financing--fd0b3ddb,"Finance, Financial Services, FinTech, Lending","Washington, District of Columbia, United States, North America",Debt Financing,,,,2023-11-07,MPOWER Financing,https://www.crunchbase.com/organization/mpower-financing,http://www.mpowerfinancing.com,,,,"Deutsche Bank, Goldman Sachs, Värde Partners",MPOWER Financing is fintech company that provides educational loans to domestic and international students.,,No,$50M to $100M,525000000,USD,525000000,,20,,3,,"7,802"
Series C - Trigo,https://www.crunchbase.com/funding_round/trigo-0711-series-c--865c50cd,"Artificial Intelligence (AI), Infrastructure, Retail","Hertsliyah, Tel Aviv, Israel, Asia",Series C,100000000,USD,100000000,2022-10-26,Trigo,https://www.crunchbase.com/organization/trigo-0711,https://www.trigoretail.com,,,,"83North, Hetz Ventures, Red Dot Capital Partners, Rewe Group, SAP, Temasek Holdings, Vertex Ventures Israel, Viola Growth",Trigo is a technology company that builds AI-powered infrastructure for retail stores.,Late Stage Venture,Yes,,199000000,USD,199000000,Late Stage Venture,6,"83North, Temasek Holdings",8,3,"7,811"
Seed Round - Aqua Helpers,https://www.crunchbase.com/funding_round/aqua-helpers-seed--dd0212c5,"Advanced Materials, Artificial Intelligence (AI), Manufacturing","Chaoyang, Liaoning, China, Asia",Seed,,,,2023-12-06,Aqua Helpers,https://www.crunchbase.com/organization/aqua-helpers,https://www.aquahelpers.cn,,,,Shandong Leading Industrial Investment,Aqua Helpers is a full-service R&D and manufacturing company for intelligent unmanned ships.,Seed,Yes,,,USD,,Seed,1,Shandong Leading Industrial Investment,1,1,"7,801"
Private Equity Round - Bond Vet,https://www.crunchbase.com/funding_round/bond-vet-private-equity--bca3a121,"Health Care, Pet, Primary and Urgent Care, Veterinary","New York, New York, United States, North America",Private Equity,50000000,USD,50000000,2023-10-16,Bond Vet,https://www.crunchbase.com/organization/bond-vet,https://bondvet.com,,,,"Lukas Keindl, Mo Punjani, Talisman Capital Partners, Warburg Pincus, Zay Satchu","Bond Vet operates a network of vet clinics that offer a range of veterinary services, from routine check-ups to urgent care.",Private Equity,Yes,$10M to $50M,245000000,USD,245000000,Private Equity,5,"Talisman Capital Partners, Warburg Pincus",5,2,"7,807"
Series A - Altis Biosystems,https://www.crunchbase.com/funding_round/altis-biosystems-llc-series-a--0b02f1e2,"Biotechnology, Health Care, Life Science","Durham, North Carolina, United States, North America",Series A,,,,2024-01-09,Altis Biosystems,https://www.crunchbase.com/organization/altis-biosystems-llc,https://www.altisbiosystems.com/,,,,Triangle Tweener Fund,Altis Biosystems is a biotechnology company developing research tools for the pharma and biotech industries.,Early Stage Venture,Yes,$1M to $10M,4538658,USD,4538658,Early Stage Venture,7,,1,1,"7,805"
Venture Round - Fuego,https://www.crunchbase.com/funding_round/fuego-8b48-series-unknown--99ea2c82,"Consumer Goods, E-Commerce, Fashion, Retail, Shoes","Miami, Florida, United States, North America",Venture - Series Unknown,2500000,USD,2500000,2024-01-09,Fuego,https://www.crunchbase.com/organization/fuego-8b48,https://fuegodance.com/,,,,New World Angels,Fuego is a global dance-inspired athleisure & lifestyle brand with a line of patented dance sneakers worn in 120 countries around the world.,,Yes,$10M to $50M,5670000,USD,5670000,,5,New World Angels,1,,"7,806"
Pre Seed Round - belong.ly,https://www.crunchbase.com/funding_round/belong-ly-pre-seed--7d73c3a0,"Health Care, Information Technology, Mental Health, mHealth, Software","Cary, North Carolina, United States, North America",Pre-Seed,,,,2024-01-09,belong.ly,https://www.crunchbase.com/organization/belong-ly,https://www.belongly.com,,,,Triangle Tweener Fund,Belong.ly is a HIPAA-compliant network for mental health professionals.,Seed,Yes,,,USD,,Seed,2,,1,1,"7,807"
Series A - Holy,https://www.crunchbase.com/funding_round/holy-5ea0-series-a--28e57423,"E-Commerce, Food and Beverage, Retail","Berlin, Berlin, Germany, Europe",Series A,10500000,EUR,11338982,2023-08-24,Holy,https://www.crunchbase.com/organization/holy-5ea0,https://de.weareholy.com,,,,"Bela Seebach, Benjamin Kremer, FoodLabs, Left Lane Capital, Noel Bollmann, OMR, Simon Capital, V3 ventures",Holy is the soft drink revolution to get great taste and keep a clear conscience.,Early Stage Venture,Yes,$10M to $50M,10500000,EUR,11338983,Early Stage Venture,1,Left Lane Capital,8,1,"7,811"
Private Equity Round - Resource Consulting Group,https://www.crunchbase.com/funding_round/resource-consulting-group-private-equity--aa54fff9,"Financial Services, Retirement, Wealth Management","Orlando, Florida, United States, North America",Private Equity,,,,2023-11-07,Resource Consulting Group,https://www.crunchbase.com/organization/resource-consulting-group,https://www.resourceconsulting.com/,,,,HighTower Advisors,"Resource Consulting Group renders financial planning, investment advice, wealth management and retirement planning services.",Private Equity,Yes,$1M to $10M,,USD,,Private Equity,1,HighTower Advisors,1,1,"7,808"
Seed Round - 1inch,https://www.crunchbase.com/funding_round/1inch-seed--b53b29e0,"Artificial Intelligence (AI), Content Delivery Network, Non Profit","Grand Cayman, Midland, Cayman Islands, North America",Seed,2800000,USD,2800000,2020-08-11,1inch,https://www.crunchbase.com/organization/1inch,https://1inch.io/foundation/,,,,"Binance Labs, Divergence Ventures, Dragonfly Capital, FTX, Galaxy Digital, Genblock Capital, Greenfield, Illia Polosukhin, IOSG Ventures, LAUNCHub Ventures, Libertus Capital, Loi Luu",1inch customer service,Seed,Yes,,2800000,USD,2800000,Early Stage Venture,3,"Binance Labs, Galaxy Digital",12,,"7,810"
