Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - Pierce Conservation District,https://www.crunchbase.com/funding_round/pierce-conservation-district-grant--a56eb3ca,"Agriculture, Environmental Consulting, Non Profit","Puyallup, Washington, United States, North America",Grant,75000,USD,75000,2023-12-06,Pierce Conservation District,https://www.crunchbase.com/organization/pierce-conservation-district,https://www.piercecd.org,,,,The Russell Family Foundation,Pierce Conservation District works with landowners and public agencies to conserve natural resources.,,No,$1M to $10M,75000,USD,75000,,1,The Russell Family Foundation,1,2,"14,435"
Private Equity Round - COMAT Servizi Energetici SpA,https://www.crunchbase.com/funding_round/comat-servizi-energetici-spa-private-equity--e9762e76,"Energy Efficiency, Industrial, Solar","Rivoli, Toscana, Italy, Europe",Private Equity,,,,2023-10-17,COMAT Servizi Energetici SpA,https://www.crunchbase.com/organization/comat-servizi-energetici-spa,https://comatservizi.it/,,,,Pioneer Point Partners,Energy Redevelopment Condo Building Cladding Boiler Change Operation and Maintenance Energy Service Energy Systems.,Private Equity,Yes,,,USD,,Private Equity,1,Pioneer Point Partners,1,,"14,420"
Seed Round - EarthGrid PBC,https://www.crunchbase.com/funding_round/earthgrid-seed--d5795ab6,"GreenTech, Infrastructure, Power Grid, Renewable Energy","Richmond, California, United States, North America",Seed,27000000,USD,27000000,2023-10-18,EarthGrid PBC,https://www.crunchbase.com/organization/earthgrid,https://www.earthgrid.io,,,,,EarthGrid revolutionizes grid infrastructure with tunneling and trenching solutions through the power of plasma.,Seed,Yes,$1M to $10M,30000000,USD,30000000,Seed,6,,,,"14,441"
Equity Crowdfunding - EarthGrid PBC,https://www.crunchbase.com/funding_round/earthgrid-equity-crowdfunding--8b22f3ef,"GreenTech, Infrastructure, Power Grid, Renewable Energy","Richmond, California, United States, North America",Equity Crowdfunding,3000000,USD,3000000,2023-10-18,EarthGrid PBC,https://www.crunchbase.com/organization/earthgrid,https://www.earthgrid.io,,,,,EarthGrid revolutionizes grid infrastructure with tunneling and trenching solutions through the power of plasma.,,Yes,$1M to $10M,30000000,USD,30000000,Seed,6,,,,"14,405"
Series B - Replit,https://www.crunchbase.com/funding_round/replit-series-b--f5ec1fae,"Artificial Intelligence (AI), Cloud Computing, Developer Tools, Information Technology, Software","San Francisco, California, United States, North America",Series B,97400000,USD,97400000,2023-04-25,Replit,https://www.crunchbase.com/organization/replit,https://replit.com,1062600000,USD,1062600000,"Andreessen Horowitz, ARK Ventures, Bloomberg Beta, Coatue, Hamilton Helmer, Khosla Ventures, Naval Ravikant, SVA, Y Combinator",Replit is a browser-based integrated development environment for cross-platform collaborative coding.,Early Stage Venture,Yes,$1M to $10M,222020000,USD,222020000,,9,Andreessen Horowitz,9,2,"14,456"
Pre Seed Round - Strada,https://www.crunchbase.com/funding_round/strada-dffc-pre-seed--cfa7218d,"Artificial Intelligence (AI), Digital Media",,Pre-Seed,1900000,USD,1900000,2023-09-14,Strada,https://www.crunchbase.com/organization/strada-dffc,https://strada.tech,,,,"Glenn Ficarra, Jason Fotter, John Requa",Strada is a marketplace and workflow builder to empower creative professional to deliver higher quality content faster.,Seed,Yes,,1900000,USD,1900000,Seed,1,,3,,"14,406"
Series B - TeamApt,https://www.crunchbase.com/funding_round/teamapt-series-b--cd87fb94,"Banking, Financial Services, FinTech, Payments","Lekki, Lagos, Nigeria, Africa",Series B,,,,2021-07-02,TeamApt,https://www.crunchbase.com/organization/teamapt,https://teamapt.com/,,,,"CDC Group, Endeavor Catalyst, FMO, Global Ventures, Kepple Africa Ventures, Novastar Ventures, Oui Capital, Soma Capital",TeamApt is a financial technology company that develops digital banking and payment platform for financial transactions.,Early Stage Venture,Yes,,85500000,USD,85500000,Late Stage Venture,5,Novastar Ventures,8,1,"14,429"
Seed Round - CipherStash,https://www.crunchbase.com/funding_round/cipherstash-seed--257b11fc,"Big Data, Cyber Security, Information Technology","Sydney, New South Wales, Australia, Oceania",Seed,3000000,USD,3000000,2023-10-18,CipherStash,https://www.crunchbase.com/organization/cipherstash,https://cipherstash.com,,,,"SixThirty, Skip Capital",Data protection platform using encryption-in-use and advanced key management,Seed,Yes,$1M to $10M,6029317,USD,6029317,Seed,3,Skip Capital,2,,"14,426"
Pre Seed Round - Ledyer,https://www.crunchbase.com/funding_round/ledyer-pre-seed--53dc5d2e,"B2B, E-Commerce, Financial Services, FinTech, Transaction Processing","Stockholm, Stockholms Lan, Sweden, Europe",Pre-Seed,7900000,SEK,935251,2021-04-15,Ledyer,https://www.crunchbase.com/organization/ledyer,https://ledyer.com/,,,,"DevCode Group, Made People, Maja Ernelli, Thoren Tillväxt",Let's revolutionize the way we buy and sell commodities online.,Seed,Yes,,20900000,SEK,2100076,Seed,2,DevCode Group,4,,"14,427"
Series A - CNPC POWDER,https://www.crunchbase.com/funding_round/cnpc-powder-series-a--f9e87e16,"Manufacturing, Mining, Precious Metals","Charlottetown, Prince Edward Island, Canada, North America",Series A,100000000,CNY,13671474,2023-10-18,CNPC POWDER,https://www.crunchbase.com/organization/cnpc-powder,http://www.cnpcpowder.net,,,,"Dunhong Capital Management, Shunwei Capital","CNPC POWDER is research, develop, market and manufacture powdery materials.",Early Stage Venture,Yes,$1M to $10M,100000000,CNY,13671474,Early Stage Venture,2,Shunwei Capital,2,2,"14,431"
