Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - Lewiston Auburn Metropolitan Chamber of Commerce,https://www.crunchbase.com/funding_round/lewiston-auburn-metropolitan-chamber-of-commerce-grant--34de6f66,"Business Development, Education, Network Security","Lewiston, Maine, United States, North America",Grant,440378,USD,440378,2023-08-23,Lewiston Auburn Metropolitan Chamber of Commerce,https://www.crunchbase.com/organization/lewiston-auburn-metropolitan-chamber-of-commerce,https://lametrochamber.com,,,,Northern Border Regional Commission,Lewiston Auburn Metropolitan Chamber of Commerce is a group of community-minded businesses that works to boost economic vitality.,,No,,440378,USD,440378,,1,Northern Border Regional Commission,1,,"30,063"
Grant - Canton Potsdam Hospital,https://www.crunchbase.com/funding_round/canton-potsdam-hospital-grant--192a5604,"Health Care, Non Profit","New York, New York, United States, North America",Grant,500000,USD,500000,2023-08-23,Canton Potsdam Hospital,https://www.crunchbase.com/organization/canton-potsdam-hospital,https://www.cphospital.org/,,,,Northern Border Regional Commission,"Canton-Potsdam Hospital is a voluntary, private, not-for-profit, general, acute-care community healthcare organization.",,No,$100M to $500M,500000,USD,500000,,1,Northern Border Regional Commission,1,,"30,029"
Seed Round - Qualifi,https://www.crunchbase.com/funding_round/qualifi-seed--2d67e10f,"Artificial Intelligence (AI), Human Resources, Machine Learning, Recruiting, Software","Indianapolis, Indiana, United States, North America",Seed,4499998,USD,4499998,2023-01-11,Qualifi,https://www.crunchbase.com/organization/qualifi,https://qualifi.hr,,,,"Armory Square Ventures, Converge Ventures, Debut Capital, Elevate Ventures, m]x[v Capital, Rally Ventures, Sixty8 Capital, Techstars","Qualifi is a software company enabling on-demand phone interviews with AI, machine learning, and automation.",Seed,Yes,$1M to $10M,7744998,USD,7744998,Seed,7,"m]x[v Capital, Rally Ventures",8,4,"30,058"
Grant - Lake Champlain - Lake George Regional Planning Board,https://www.crunchbase.com/funding_round/lake-champlain-lake-george-regional-planning-board-grant--48c4ce14,"Business Development, Consulting, Financial Services, Government","Lake George, New York, United States, North America",Grant,500000,USD,500000,2023-08-23,Lake Champlain - Lake George Regional Planning Board,https://www.crunchbase.com/organization/lake-champlain-lake-george-regional-planning-board,https://www.lclgrpb.org/,,,,Northern Border Regional Commission,"Lake Champlain - Lake George Regional Planning Board aims to assist with financial, planning, economic, and regional development.",,No,,500000,USD,500000,,1,Northern Border Regional Commission,1,,"30,032"
Pre Seed Round - Crew,https://www.crunchbase.com/funding_round/crew-69a5-pre-seed--aa155841,"Career Planning, Information Services, Training","Los Angeles, California, United States, North America",Pre-Seed,,,,2022-08-31,Crew,https://www.crunchbase.com/organization/crew-69a5,https://www.joinacrew.com,,,,"Garuda Ventures, Goodwater Capital, Tristan Walker",Crew is a career development solution for early and mid-career employees,Seed,Yes,,,USD,,Seed,1,,3,,"30,059"
Seed Round - Volumetric,https://www.crunchbase.com/funding_round/volumetric-bio-seed--9d31246e,"3D Printing, Advanced Materials, Biotechnology","Houston, Texas, United States, North America",Seed,,,,2020-07-20,Volumetric,https://www.crunchbase.com/organization/volumetric-bio,https://volumetricbio.com/,,,,"Bioverge, Harmonix Fund, Joyance Partners, Network VC Syndicate Fund, Sand Hill Angels, Silicon Valley Syndicate Club, Social Starts",Volumetric is an advanced biomaterials and biofabrication company.,Seed,Yes,$1M to $10M,1830000,USD,1830000,M&A,3,,7,,"30,081"
Private Equity Round - AltamarCAM Partners,https://www.crunchbase.com/funding_round/altamarcam-partners-private-equity--e4c23ab3,"Asset Management, Financial Services, Real Estate Investment, Venture Capital","Madrid, Madrid, Spain, Europe",Private Equity,,,,2023-07-28,AltamarCAM Partners,https://www.crunchbase.com/organization/altamarcam-partners,https://www.altamarcam.com,,,,Permira,"AltamarCAM Partners is an asset management firm that offers private equity, real estate, and venture capital access to various investors.",Private Equity,Yes,$10M to $50M,,USD,,Private Equity,1,Permira,1,,"30,094"
Grant - Hard Training Club,https://www.crunchbase.com/funding_round/hard-training-club-grant--0874a160,"Fitness, Health Care, Wellness","Washington, District of Columbia, United States, North America",Grant,10000,USD,10000,2021-08-28,Hard Training Club,https://www.crunchbase.com/organization/hard-training-club,https://www.hardtrainingclub-dc.com,,,,Comcast RISE,Hard Training Club is a Fitness club.,,No,,10000,USD,10000,,1,Comcast RISE,1,,"30,022"
Seed Round - BosonQ Psi,https://www.crunchbase.com/funding_round/bosonq-psi-seed--8faf4e76,"Aerospace, Automotive, Quantum Computing, Software","New York, New York, United States, North America",Seed,457000,USD,457000,2023-04-30,BosonQ Psi,https://www.crunchbase.com/organization/bosonq-psi,https://www.bosonqpsi.com/,,,,"Alchemist Accelerator, iSeed, Paradigm Shift Capital",Simulation software startup ​leveraging Quantum computing to accelerate advanced simulations for highly-engineered products.,Seed,Yes,$1M to $10M,1707000,USD,1707000,Seed,5,,3,1,"30,048"
Seed Round - Ukma,https://www.crunchbase.com/funding_round/ukma-seed--c9268e2d,"Manufacturing, Product Design","Mexico City, Distrito Federal, Mexico, North America",Seed,,,,2023-09-07,Ukma,https://www.crunchbase.com/organization/ukma,https://ukma.mx,,,,CANVAS Partners,Ukma designs and manufactures sculptures as decorative elements for people and businesses that want to enhance spaces.,Seed,Yes,,,USD,,Seed,1,CANVAS Partners,1,,"30,030"
Post-IPO Equity - Magnis Energy Technologies,https://www.crunchbase.com/funding_round/magnis-energy-technologies-post-ipo-equity--a3a0952d,"Energy, Renewable Energy, Transportation","Sydney, New South Wales, Australia, Oceania",Post-IPO Equity,,,,2023-09-08,Magnis Energy Technologies,https://www.crunchbase.com/organization/magnis-energy-technologies,http://magnis.com.au/,,,,Evolution Capital,Magnis Energy Technologies is a producer of green-credentialed lithium-ion battery cells.,,Yes,$1M to $10M,45000000,AUD,31423406,IPO,3,Evolution Capital,1,,"30,031"
Non Equity Assistance - LGN,https://www.crunchbase.com/funding_round/lgn-non-equity-assistance--f33b0997,"Artificial Intelligence (AI), Hardware, Information Technology, Sensor","London, England, United Kingdom, Europe",Non-equity Assistance,,,,2023-09-07,LGN,https://www.crunchbase.com/organization/lgn,https://lgn.ai/,,,,Intel Ignite,"LGN builds the worlds most advanced Edge AI deployment software, automatically detecting anomalies at the edge for instant fine-tuning.",,No,$1M to $10M,2903054,USD,2903054,Seed,6,Intel Ignite,1,,"30,047"
Private Equity Round - ECORBIT,https://www.crunchbase.com/funding_round/ecorbit-e5eb-private-equity--19c6d09d,"Environmental Consulting, Waste Management, Water","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Private Equity,,,,2021-11-05,ECORBIT,https://www.crunchbase.com/organization/ecorbit-e5eb,http://www.ecorbit.com/en/index?home,,,,Kohlberg Kravis Roberts,"ECORBIT is a waste management company that offers sewage, soil cleansing, recycling services, wastewater processing, and treatment.",Private Equity,Yes,,,USD,,Private Equity,1,,1,,"30,056"
Venture Round - AnyMind Group,https://www.crunchbase.com/funding_round/adasia-holdings-pte-ltd-series-unknown--1b2de1e4,"Advertising Platforms, E-Commerce, Human Resources, Manufacturing, Marketing Automation, Mobile Advertising","Singapore, Central Region, Singapore, Asia",Venture - Series Unknown,,,,2021-10-26,AnyMind Group,https://www.crunchbase.com/organization/adasia-holdings-pte-ltd,https://anymindgroup.com/,,,,Endeavor,"AnyMind Group is a commerce enablement company with software for brand building, manufacturing and e-commerce, to marketing and logistics",,Yes,,112725148,USD,112725148,IPO,10,Endeavor,1,,"30,020"
Non Equity Assistance - Micronic Technologies,https://www.crunchbase.com/funding_round/micronic-technologies-non-equity-assistance--02070492,"Waste Management, Water, Water Purification","Bristol, Virginia, United States, North America",Non-equity Assistance,,,,2012-01-01,Micronic Technologies,https://www.crunchbase.com/organization/micronic-technologies,https://www.micronictechnologies.com,,,,Cleantech Open,Micronic Technologies is a developer of a water treatment system that removes all contaminants from any water source.,,No,$1M to $10M,3000000,USD,3000000,Seed,2,,1,,"30,009"
Non Equity Assistance - Skippr,https://www.crunchbase.com/funding_round/skippr-non-equity-assistance--ea4da92e,"Artificial Intelligence (AI), Machine Learning, Product Design, Software, UX Design","London, England, United Kingdom, Europe",Non-equity Assistance,,,,2023-09-07,Skippr,https://www.crunchbase.com/organization/skippr,https://skippr.com,,,,Intel Ignite,Skippr is an augmented design platform that makes digital product designs for managers and other stakeholders.,,No,,,USD,,,1,Intel Ignite,1,,"30,021"
Grant - Qgdensburg Bridge & Port Authority,https://www.crunchbase.com/funding_round/qgdensburg-bridge-port-authority-grant--79690fd7,"Public Relations, Real Estate, Transportation","Ogdensburg, New York, United States, North America",Grant,100000,USD,100000,2023-08-23,Qgdensburg Bridge & Port Authority,https://www.crunchbase.com/organization/qgdensburg-bridge-port-authority,http://ogdensport.com/,,,,Northern Border Regional Commission,Qgdensburg Bridge & Port Authority is a self-supporting public benefit corporation that focuses on the economic development of the city.,,No,,100000,USD,100000,,1,Northern Border Regional Commission,1,,"30,049"
Non Equity Assistance - Vaultree,https://www.crunchbase.com/funding_round/vaultree-non-equity-assistance--d9fc3c61,Cyber Security,"Cork, Cork, Ireland, Europe",Non-equity Assistance,,,,2023-09-07,Vaultree,https://www.crunchbase.com/organization/vaultree,https://www.vaultree.com,,,,Intel Ignite,Vaultree develops a fully functional data-in-use encryption solution that solves persistent data encryption.,,No,$1M to $10M,16100000,USD,16100000,Early Stage Venture,5,Intel Ignite,1,,"30,014"
