Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - CompScience,https://www.crunchbase.com/funding_round/kinetic-eye-series-a--fee0f6d7,"Artificial Intelligence (AI), Commercial Insurance, Computer Vision, Industrial, Insurance, InsurTech, Internet of Things, Machine Learning, Software","San Francisco, California, United States, North America",Series A,10000000,USD,10000000,2023-07-27,CompScience,https://www.crunchbase.com/organization/kinetic-eye,http://www.compscience.com,,,,"Four More Capital, Valor Equity Partners",CompScience makes your workplace safer and lowers your rates with the only AI-powered workers' comp policy on the market.,Early Stage Venture,Yes,$1M to $10M,20000000,USD,20000000,Early Stage Venture,4,Valor Equity Partners,2,1,"16,800"
Seed Round - Brilliant Labs,https://www.crunchbase.com/funding_round/brilliant-labs-15c9-seed--ba10ea98,"Artificial Intelligence (AI), Augmented Reality, Electronics, Generative AI, Information Technology","Hong Kong, Hong Kong Island, Hong Kong, Asia",Seed,3000000,USD,3000000,2023-10-31,Brilliant Labs,https://www.crunchbase.com/organization/brilliant-labs-15c9,https://brilliant.xyz,,,,"Coho Deeptech, Wayfarer Foundation",Brilliant Labs is a web for technology-based data transformation that offers services for digital and physical use.,Seed,Yes,$1M to $10M,6050000,USD,6050000,,4,"Coho Deeptech, Wayfarer Foundation",2,,"16,817"
Angel Round - Eight Cows,https://www.crunchbase.com/funding_round/eight-cows-angel--5f0f64a5,"Catering, Food and Beverage, Food Processing, Restaurants","Nanjing, Jiangsu, China, Asia",Angel,,,,2023-07-24,Eight Cows,https://www.crunchbase.com/organization/eight-cows,http://www.bazhiniu.com/,,,,"Weiai Investment, Xinyuan Capital",Eight Cows specializes in fresh soft beef jerky.,Seed,Yes,,,USD,,Seed,2,,2,,"16,837"
Debt Financing - Healthcare Funding Partners,https://www.crunchbase.com/funding_round/healthcare-funding-partners-debt-financing--b777be63,"Financial Services, Health Insurance, Insurance","Palm Beach Gardens, Florida, United States, North America",Debt Financing,100000000,USD,100000000,2023-09-18,Healthcare Funding Partners,https://www.crunchbase.com/organization/healthcare-funding-partners,https://www.healthcarefundingpartners.com,,,,Post Road Group,Healthcare Funding Partners (HFP) invests solely in the Health Insurance Marketplace.,,No,,100000000,USD,100000000,,1,Post Road Group,1,,"16,842"
Grant - Diatech Diabetes,https://www.crunchbase.com/funding_round/diatech-diabetes-grant--04a85f9d,"Diabetes, Health Care, Medical, Medical Device","Memphis, Tennessee, United States, North America",Grant,,,,2023-06-22,Diatech Diabetes,https://www.crunchbase.com/organization/diatech-diabetes,https://diatechdiabetes.com/,,,,JDRF (The Juvenile Diabetes Research Foundation),Diatech Diabetes is a developer of monitoring systems to personalize insulin delivery for patients with diabetes.,,No,,250000,USD,250000,Seed,4,JDRF (The Juvenile Diabetes Research Foundation),1,1,"16,843"
Seed Round - Layup,https://www.crunchbase.com/funding_round/layup-e6d8-seed--bb4368e4,"Apps, Finance, Financial Services","New York, New York, United States, North America",Seed,2300000,USD,2300000,2023-09-19,Layup,https://www.crunchbase.com/organization/layup-e6d8,https://www.trylayup.com/,,,,"(ERA) Entrepreneurs Roundtable Accelerator, Chicago Venture Partners, Continental Investment Partners",Layup is a savings account that provides prizes based on the outcomes of sporting events.,Seed,Yes,,2300000,USD,2300000,Seed,1,Continental Investment Partners,3,,"16,805"
Seed Round - Scout Distribution,https://www.crunchbase.com/funding_round/scout-distribution-seed--e4bbdcdd,"Food and Beverage, Wholesale, Wine And Spirits","San Diego, California, United States, North America",Seed,1499995,USD,1499995,2020-12-31,Scout Distribution,https://www.crunchbase.com/organization/scout-distribution,https://scoutdist.com/,,,,Canter Capital,Scout Distribution is a craft beer and wine distributor that provides excellent customer service.,Seed,Yes,,3501273,USD,3501273,Seed,2,,1,,"16,800"
Pre Seed Round - Groundwork,https://www.crunchbase.com/funding_round/bestquote-pre-seed--6f629153,"3D Technology, Construction, Virtual Reality","Indianapolis, Indiana, United States, North America",Pre-Seed,1000000,USD,1000000,2023-07-24,Groundwork,https://www.crunchbase.com/organization/bestquote,https://hellogroundwork.com/,,,,"Beyond Capital, I2BF Global Ventures, LAUNCH",Groundwork helps contractors save time in the quoting process and connect with their prospects.,Seed,Yes,,1000000,USD,1000000,Seed,5,"I2BF Global Ventures, LAUNCH",3,,"16,801"
Post-IPO Debt - BHP,https://www.crunchbase.com/funding_round/bhp-billiton-petroleum-post-ipo-debt--24ed5531,"Human Resources, Natural Resources, Oil and Gas","Melbourne, Victoria, Australia, Oceania",Post-IPO Debt,4750000000,AUD,3031130669,2023-09-06,BHP,https://www.crunchbase.com/organization/bhp-billiton-petroleum,https://www.bhp.com,,,,,BHP is an Anglo-Australian multinational mining and petroleum company headquartered in Melbourne and based in Australia.,,No,Less than $1M,4750000000,AUD,3031130669,M&A,1,,,,"16,803"
Private Equity Round - Singtel,https://www.crunchbase.com/funding_round/singtel-private-equity--8040ff73,"Communications Infrastructure, Enterprise Applications, Internet, Mobile, Telecommunications","Singapore, Central Region, Singapore, Asia",Private Equity,807000000,USD,807000000,2023-09-18,Singtel,https://www.crunchbase.com/organization/singtel,https://www.singtel.com,,,,Kohlberg Kravis Roberts,"Singtel is a telecommunications company that provides mobile, fixed-line, broadband internet, and television services.",Private Equity,Yes,$1B to $10B,1206944681,USD,1206944681,IPO,2,Kohlberg Kravis Roberts,1,,"16,804"
