Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Non Equity Assistance - Opalux,https://www.crunchbase.com/funding_round/opalux-non-equity-assistance--b2568ccf,"Consumer Goods, Manufacturing, Service Industry","Toronto, Ontario, Canada, North America",Non-equity Assistance,100000,USD,100000,2018-11-16,Opalux,https://www.crunchbase.com/organization/opalux,https://opalux.com/,,,,Luminate,Opalux is a developer of photogenic color-changing materials and coatings.,,No,,100000,USD,100000,,1,Luminate,1,1,"33,033"
Grant - Aspire! Afterschool Learning,https://www.crunchbase.com/funding_round/aspire-afterschool-learning-grant--afe74af9,Non Profit,"Arlington, Virginia, United States, North America",Grant,15000,USD,15000,2023-08-16,Aspire! Afterschool Learning,https://www.crunchbase.com/organization/aspire-afterschool-learning,https://www.aspireafterschool.org/,,,,NBCUniversal,Aspire Afterschool Learning offers afterschool and summer learning programs.,,No,,15000,USD,15000,,2,NBCUniversal,1,1,"33,066"
Grant - AIA|DC,https://www.crunchbase.com/funding_round/washington-architectural-foundation-grant--b944467f,"Architecture, Interior Design, Non Profit","Washington, District of Columbia, United States, North America",Grant,10000,USD,10000,2023-08-16,AIA|DC,https://www.crunchbase.com/organization/washington-architectural-foundation,https://www.aiadc.com,,,,NBCUniversal,AIA|DC shares the power of architecture to transform the community.,,No,,10000,USD,10000,,1,NBCUniversal,1,1,"33,071"
Grant - Prophecy Instruments,https://www.crunchbase.com/funding_round/prophecy-instruments-grant--28c9e704,"Art, Product Design","Baltimore, Maryland, United States, North America",Grant,5000,USD,5000,2023-08-23,Prophecy Instruments,https://www.crunchbase.com/organization/prophecy-instruments,https://prophecyinstruments.com,,,,Comcast RISE,"Prophecy Instruments specializes in ergonomic optimization and extended-range instruments, prioritizing cutting-edge features.",,No,,5000,USD,5000,,1,Comcast RISE,1,,"33,042"
Grant - Jerry's On Front,https://www.crunchbase.com/funding_round/jerry-s-on-front-grant--6c3e0842,Retail,"Philadelphia, Pennsylvania, United States, North America",Grant,5000,USD,5000,2023-08-22,Jerry's On Front,https://www.crunchbase.com/organization/jerry-s-on-front,https://jerrysfashions.com,,,,Comcast RISE,Jerry's on Front is a project space in Philadelphia's Kensington district.,,No,,5000,USD,5000,,1,Comcast RISE,1,,"33,024"
Non Equity Assistance - Wisy,https://www.crunchbase.com/funding_round/wisyapp-non-equity-assistance--0bd36f6e,"Artificial Intelligence (AI), Consumer Goods, E-Commerce, Enterprise Software, Fast-Moving Consumer Goods, Grocery, SaaS, Sales","San Francisco, California, United States, North America",Non-equity Assistance,150000,USD,150000,2023-07-13,Wisy,https://www.crunchbase.com/organization/wisyapp,https://wisy.ai/,,,,Google for Startups Latino Founders Fund,Image recognition platform to revolutionize new ways to see retail,,No,,2150000,USD,2150000,Seed,3,Google for Startups Latino Founders Fund,1,,"33,026"
Grant - University of Michigan,https://www.crunchbase.com/funding_round/university-of-michigan-grant--968770db,"E-Learning, Education, Higher Education, Universities","Ann Arbor, Michigan, United States, North America",Grant,1422772,USD,1422772,2019-01-01,University of Michigan,https://www.crunchbase.com/organization/university-of-michigan,https://www.umich.edu,,,,Alfred P. Sloan Foundation,"The University of Michigan is a public research university that offers undergraduate, graduate, and professional degree programs.",,No,$1B to $10B,285282652,USD,285282652,,23,Alfred P. Sloan Foundation,1,,"33,052"
Grant - Pennsylvania State University - College of Medicine,https://www.crunchbase.com/funding_round/pennsylvania-state-university-college-of-medicine-grant--c64e318a,"Education, Hospital, Medical","Hershey, Pennsylvania, United States, North America",Grant,1820394,USD,1820394,2022-01-01,Pennsylvania State University - College of Medicine,https://www.crunchbase.com/organization/pennsylvania-state-university-college-of-medicine,http://www.pennstatehershey.org/web/college/home,,,,Alfred P. Sloan Foundation,Penn State Health is a multi-hospital health system serving patients and communities across central Pennsylvania.,,No,,2120394,USD,2120394,,2,Alfred P. Sloan Foundation,1,,"33,098"
Grant - Dartmouth College,https://www.crunchbase.com/funding_round/dartmouth-college-2-grant--13aa622a,"Education, Higher Education, Universities","Hanover, New Hampshire, United States, North America",Grant,1199471,USD,1199471,2012-01-01,Dartmouth College,https://www.crunchbase.com/organization/dartmouth-college-2,http://dartmouth.edu,,,,Alfred P. Sloan Foundation,"Founded in 1769, Dartmouth is a member of the Ivy League and consistently ranks among the world's greatest academic institutions.",,No,$100M to $500M,61199471,USD,61199471,,5,Alfred P. Sloan Foundation,1,,"33,064"
Debt Financing - Auto Warehouse,https://www.crunchbase.com/funding_round/auto-warehouse-b9ca-debt-financing--21165d00,"Automotive, Finance, Retail","Chicago, Illinois, United States, North America",Debt Financing,550000,USD,550000,2023-10-23,Auto Warehouse,https://www.crunchbase.com/organization/auto-warehouse-b9ca,https://carfect.com/,,,,,Auto Warehouse is a car dealership that sells used cars and vehicles and offers auto financing services.,,No,$1M to $10M,8070000,USD,8070000,,4,,,,"33,089"
Post-IPO Equity - Versarien,https://www.crunchbase.com/funding_round/versarien-post-ipo-equity--d4b81fbc,"Information Technology, Innovation Management, Manufacturing, Oil and Gas","Cheltenham, Gloucestershire, United Kingdom, Europe",Post-IPO Equity,650000,GBP,850980,2023-07-14,Versarien,https://www.crunchbase.com/organization/versarien,http://www.versarien.com/,,,,"Christopher Leigh, Dr Stephen Hodge","Versarien is an engineering materials company, provides engineering solutions for various industry sectors.",,Yes,$1M to $10M,8953984,USD,8953984,IPO,5,"Christopher Leigh, Dr Stephen Hodge",2,,"33,084"
Grant - GBH,https://www.crunchbase.com/funding_round/wgbh-2-grant--98892261,"Broadcasting, Content, Digital Media, Education, Podcast","Boston, Massachusetts, United States, North America",Grant,2500000,USD,2500000,2009-01-01,GBH,https://www.crunchbase.com/organization/wgbh-2,http://www.wgbh.org/,,,,Alfred P. Sloan Foundation,"GBH is making sure you have our content when and where you choose: on air, online, and on the go — with TV and radio broadcasts, podcasts.",,No,$100M to $500M,25900000,USD,25900000,,14,Alfred P. Sloan Foundation,1,,"33,094"
Grant - GBH,https://www.crunchbase.com/funding_round/wgbh-2-grant--00fcbeda,"Broadcasting, Content, Digital Media, Education, Podcast","Boston, Massachusetts, United States, North America",Grant,1000000,USD,1000000,2020-01-01,GBH,https://www.crunchbase.com/organization/wgbh-2,http://www.wgbh.org/,,,,Alfred P. Sloan Foundation,"GBH is making sure you have our content when and where you choose: on air, online, and on the go — with TV and radio broadcasts, podcasts.",,No,$100M to $500M,25900000,USD,25900000,,14,Alfred P. Sloan Foundation,1,,"33,025"
Grant - Bookclubs,https://www.crunchbase.com/funding_round/bookclubz-grant--ab6a5313,"Apps, EBooks, Mobile Apps, Software","Richmond, Virginia, United States, North America",Grant,50000,USD,50000,2023-10-25,Bookclubs,https://www.crunchbase.com/organization/bookclubz,https://bookclubs.com/,,,,Gorham Savings Bank's LaunchPad,"Bookclubs is an application that allows users to create clubs, schedule meetings, and choose books.",,No,,4616000,USD,4616000,,6,Gorham Savings Bank's LaunchPad,1,,"33,016"
