Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - EdgeWave,https://www.crunchbase.com/funding_round/edgewave-inc-series-a--aa49ca3f,"Email, Security, Software","San Diego, California, United States, North America",Series A,2000000,USD,2000000,2014-12-17,EdgeWave,https://www.crunchbase.com/organization/edgewave-inc,http://www.edgewave.com,,,,,"EdgeWave, based out of San Diego, California, is a computer security company specialized in email and web security.",Early Stage Venture,Yes,$10M to $50M,23445695,USD,23445695,M&A,8,,,,"270,603"
Series A - WorldByNET,https://www.crunchbase.com/funding_round/worldbynet-series-a--98292058,"Communities, E-Commerce","Houston, Texas, United States, North America",Series A,7500000,USD,7500000,2000-04-18,WorldByNET,https://www.crunchbase.com/organization/worldbynet,http://www.WorldByNET.com,,,,"Dhunn-Carr Management & Research, PSINet Ventures, Seneca Capital","WorldByNET.com, a network of vertical community sites targeting country-specific affinity groups.",Early Stage Venture,Yes,,7500000,USD,7500000,Early Stage Venture,1,,3,,"270,618"
Non Equity Assistance - CauseEDU,https://www.crunchbase.com/funding_round/causeedu-non-equity-assistance--08c88cbf,"Crowdfunding, Education, Financial Services, FinTech, Higher Education, Personal Finance","Boston, Massachusetts, United States, North America",Non-equity Assistance,25000,USD,25000,2020-10-21,CauseEDU,https://www.crunchbase.com/organization/causeedu,https://www.CauseEDU.com,,,,MassChallenge,CauseEDU is a crowdfunding and college financial literacy platform.,,No,Less than $1M,42000,USD,42000,,2,MassChallenge,1,,"270,628"
Series B - Lingyi Zhihui,https://www.crunchbase.com/funding_round/zuoshouyisheng-series-b--86bb94e4,"Artificial Intelligence (AI), Health Care","Beijing, Beijing, China, Asia",Series B,100000000,CNY,15441630,2021-08-25,Lingyi Zhihui,https://www.crunchbase.com/organization/zuoshouyisheng,https://www.zuoshouyisheng.com/,,,,"Haier Capital, Hunan Hi-Tech Venture Capital, Qiming Venture Partners",Zuoshouyisheng is an AI healthcare system developer.,Early Stage Venture,Yes,,100000000,CNY,15441631,Early Stage Venture,1,Qiming Venture Partners,3,1,"270,630"
Pre Seed Round - Lightdash,https://www.crunchbase.com/funding_round/hubble-e65f-pre-seed--f8354035,"Analytics, Business Intelligence, Data Visualization, Open Source, SaaS, Software","San Francisco, California, United States, North America",Pre-Seed,,,,2020-08-24,Lightdash,https://www.crunchbase.com/organization/hubble-e65f,https://www.lightdash.com,,,,"Bradley Horowitz, Moonfire Ventures, Y Combinator",Lightdash turns a dbt project into a full-stack BI platform.,Seed,Yes,,10800000,USD,10800000,Seed,3,"Moonfire Ventures, Y Combinator",3,,"270,642"
Seed Round - Virtual Graphics,https://www.crunchbase.com/funding_round/virtual-graphics-seed--f8bd9370,Commercial,"Easton, Pennsylvania, United States, North America",Seed,1125000,USD,1125000,2017-06-30,Virtual Graphics,https://www.crunchbase.com/organization/virtual-graphics,https://www.virtualgraphicsllc.com/,,,,,"Virtual Graphics is dedicated to delivering best of class technology, quality and innovation to our customers.",Seed,Yes,$1M to $10M,1125000,USD,1125000,Seed,1,,,,"270,670"
Series A - Moxo,https://www.crunchbase.com/funding_round/moxo-series-a--28600edf,"Apps, Collaboration, CRM, InsurTech, Mobile, Mobile Apps","Cupertino, California, United States, North America",Series A,,,,2014-09-01,Moxo,https://www.crunchbase.com/organization/moxo,https://www.moxtra.com,,,,Sinovation Ventures,Moxo is a digital interaction platform that offers digital automation for client interaction.,Early Stage Venture,Yes,$1M to $10M,20000000,USD,20000000,Early Stage Venture,3,,1,1,"270,680"
Seed Round - Hello Dating,https://www.crunchbase.com/funding_round/hello-dating-seed--b97a10fa,"Dating, Mobile Apps","Melbourne, Victoria, Australia, Oceania",Seed,1200000,AUD,771998,2020-05-05,Hello Dating,https://www.crunchbase.com/organization/hello-dating,https://hellodating.com.au,,,,,Hello Dating is a free Dating App on iOS and Android that filters out inappropriate messages.,Seed,Yes,,3100000,AUD,2028386,Seed,2,,,,"270,686"
Equity Crowdfunding - Betterpath,https://www.crunchbase.com/funding_round/betterpath-inc-equity-crowdfunding--b6224a22,"Big Data, Data Integration, Data Mining, Health Care, mHealth, Personal Health","Brooklyn, New York, United States, North America",Equity Crowdfunding,19152,USD,19152,2018-10-09,Betterpath,https://www.crunchbase.com/organization/betterpath-inc,https://betterpath.com,,,,,Betterpath’s fundamental goal is to unlock the value of complete health data.,,Yes,Less than $1M,8758802,USD,8758802,M&A,5,,,,"270,695"
Venture Round - FNEX,https://www.crunchbase.com/funding_round/fnex-series-unknown--d60707f5,"Finance, Financial Services, FinTech","Indianapolis, Indiana, United States, North America",Venture - Series Unknown,1000228,USD,1000228,2014-03-19,FNEX,https://www.crunchbase.com/organization/fnex,https://www.fnex.com,,,,,FNEX is an alternative investment marketplace connecting accredited and institutional investors to investment opportunities.,,Yes,$10M to $50M,1000228,USD,1000228,,1,,,,"270,712"
Debt Financing - KOHO Financial,https://www.crunchbase.com/funding_round/koho-financial-debt-financing--047c8f11,"Finance, Financial Services, FinTech, Mobile Payments, Payments","Toronto, Ontario, Canada, North America",Debt Financing,20000000,CAD,15954179,2021-03-11,KOHO Financial,https://www.crunchbase.com/organization/koho-financial,http://www.koho.ca/,,,,,KOHO is an online financial services provider that offers an application-based banking platform to simplify financial products.,,No,$100M to $500M,407116018,USD,407116018,Late Stage Venture,12,,,,"270,722"
