Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Till Financial,https://www.crunchbase.com/funding_round/till-financial-seed--2ecdd2c7,"Banking, Financial Services, FinTech, Information Services","Nantucket, Massachusetts, United States, North America",Seed,1199996,USD,1199996,2019-12-03,Till Financial,https://www.crunchbase.com/organization/till-financial,https://www.tillfinancial.io,,,,"Bantam Group, Inovia Capital, Luge Capital",Till Financial is a collaborative financial platform built for families and the communities that support them.,Seed,Yes,$1M to $10M,6199996,USD,6199996,,5,,3,,"35,409"
Seed Round - Golden,https://www.crunchbase.com/funding_round/golden-2cb6-seed--a755a5ca,"Artificial Intelligence (AI), Blockchain, Machine Learning, Natural Language Processing, Software","San Francisco, California, United States, North America",Seed,5000000,USD,5000000,2019-05-01,Golden,https://www.crunchbase.com/organization/golden-2cb6,https://golden.com,,,,"Andreessen Horowitz, Aston Motes, Augusto ""Aghi"" Marietti, Christina Brodbeck, DCVC, Founders Fund, Gigafund, Howie Liu, Immad Akhund, Jack Smith, James Smith, James Tamplin, John R. Adler, Josh Buckley, Lee Linden, Lionheart Ventures, Liquid 2 Ventures, Mike Einziger, Paul Mckellar, Sumon Sadhu, SVA, The Tribe, UpHonest Capital, Wally Wang",Golden is a developer of a self-constructing knowledge database used to accelerate discovery and education.,Seed,Yes,$10M to $50M,59500000,USD,59500000,Early Stage Venture,6,,24,3,"35,403"
Non Equity Assistance - DEX Insight,https://www.crunchbase.com/funding_round/dex-insight-non-equity-assistance--6c08a8d2,Software,"Chicago, Illinois, United States, North America",Non-equity Assistance,,,,2023-07-26,DEX Insight,https://www.crunchbase.com/organization/dex-insight,https://www.dexinsight.com,,,,MassChallenge,Digital Employee Experience Insights,,No,,,USD,,,1,MassChallenge,1,1,"35,422"
Venture Round - Placemark Investments,https://www.crunchbase.com/funding_round/placemark-series-unknown--1603726f,"Finance, Financial Services, Wealth Management","Addison, Texas, United States, North America",Venture - Series Unknown,,,,2005-05-05,Placemark Investments,https://www.crunchbase.com/organization/placemark,http://placemark.com,,,,"Ascent Venture Partners, North Hill Ventures, RBC Ventures","Placemark Investments develops, implements, and supports wealth solutions,",,Yes,$10M to $50M,52000000,USD,52000000,M&A,7,RBC Ventures,3,1,"35,410"
Seed Round - Upswing Health,https://www.crunchbase.com/funding_round/upswing-health-seed--3c772678,"Artificial Intelligence (AI), Health Care, Medical, Rehabilitation, Therapeutics","Stamford, Connecticut, United States, North America",Seed,5000000,USD,5000000,2022-05-02,Upswing Health,https://www.crunchbase.com/organization/upswing-health,https://upswinghealth.com,,,,"Connecticut Innovations, Ikigai Asset Management, Montage Ventures, Sidecar Angels, World Trading Inovation WTI GmbH",Upswing Health provides a new way to conveniently deliver orthopedic care.,Seed,Yes,,5000000,USD,5000000,Seed,2,Connecticut Innovations,5,1,"35,414"
Series A - Roots Automation,https://www.crunchbase.com/funding_round/roots-automation-series-a--6ba9a913,"Information Technology, Robotics, SaaS","New York, New York, United States, North America",Series A,10000000,USD,10000000,2022-11-01,Roots Automation,https://www.crunchbase.com/organization/roots-automation,http://www.rootsautomation.com,,,,"CRV, Liberty Mutual Strategic Ventures, MissionOG, PBJ Capital, Vestigo Ventures",Roots Automation is a cognitive process automation platform supporting daily operations and reducing time spent on low-value tasks.,Early Stage Venture,Yes,$1M to $10M,21750000,USD,21750000,Early Stage Venture,5,MissionOG,5,2,"35,426"
Non Equity Assistance - electronRx,https://www.crunchbase.com/funding_round/electronrx-non-equity-assistance--7932e681,"Health Care, Medical, Therapeutics","Cambridge, Cambridgeshire, United Kingdom, Europe",Non-equity Assistance,,,,2023-07-26,electronRx,https://www.crunchbase.com/organization/electronrx,https://www.electronrx.com,,,,MassChallenge,electronRx provides development of novel chronic disease and hospital patient management solutions.,,No,,,USD,,,1,MassChallenge,1,1,"35,459"
Seed Round - Tavus,https://www.crunchbase.com/funding_round/tavus-seed--bdd960ce,"Artificial Intelligence (AI), Developer Platform, Generative AI, Software, Video","San Francisco, California, United States, North America",Seed,6100000,USD,6100000,2023-03-20,Tavus,https://www.crunchbase.com/organization/tavus,https://www.tavus.io/,,,,"Accel, GTMfund, Guillaume ""G"" Cabane, Hack VC, Index Ventures, Lightspeed Venture Partners, Liquid 2 Ventures, MANTIS Venture Capital, REMUS Capital, Sequoia Capital, Soma Capital, SVA, Y Combinator Continuity Fund, Zillionize",Tavus is a developer of a video personalization platform.,Seed,Yes,$1M to $10M,30200000,USD,30200000,Seed,5,Sequoia Capital,14,1,"35,447"
Private Equity Round - Fortitech,https://www.crunchbase.com/funding_round/fortitech-private-equity--87f17bd0,"Biotechnology, Food and Beverage, Manufacturing","Schenectady, New York, United States, North America",Private Equity,,,,2010-09-24,Fortitech,https://www.crunchbase.com/organization/fortitech,http://www.fortitechpremixes.com/,,,,Trilantic Capital Partners,"Fortitech, Inc. develops and manufactures custom nutrient premixes for food, beverage, and pharmaceutical industries.",Private Equity,Yes,,,USD,,M&A,1,Trilantic Capital Partners,1,1,"35,417"
Grant - TaiSan,https://www.crunchbase.com/funding_round/taisan-grant--8c67d8d6,"Automotive, Energy, Energy Storage, Manufacturing","London, England, United Kingdom, Europe",Grant,50000,GBP,63532,2023-07-01,TaiSan,https://www.crunchbase.com/organization/taisan,https://www.taisan.co.uk/,,,,Royal Academy of Engineering,Sustainable and Low-Cost Battery Energy Storage,,No,,220000,GBP,270457,,5,Royal Academy of Engineering,1,,"35,447"
