Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Post-IPO Debt - Sandoz International,https://www.crunchbase.com/funding_round/sandoz-international-post-ipo-debt--79875032,"Manufacturing, Medical, Pharmaceutical","Holzkirchen, Bayern, Germany, Europe",Post-IPO Debt,2650000000,CHF,2947398392,2023-11-08,Sandoz International,https://www.crunchbase.com/organization/sandoz-international,https://www.sandoz.com,,,,,"Sandoz International develops, manufactures, and markets generic pharmaceutical products to customers.",,No,$1B to $10B,2650000000,CHF,2947398393,IPO,1,,,,"28,899"
Series B - Vivvi,https://www.crunchbase.com/funding_round/vivvi-series-b--7c297dd8,"CRM, Education, Health Care, Information Technology","New York, New York, United States, North America",Series B,15000000,USD,15000000,2022-01-16,Vivvi,https://www.crunchbase.com/organization/vivvi,https://vivvi.com,,,,"Able Partners, CityRock Venture Partners, Conversion Ventures, Dan Sommer, Eastward Capital Partners, Everywhere Ventures (The Fund), Hither Creek Ventures, John Fontein, Rethink Education, Tribeca Venture Partners","Vivvi provides child care and early learning services for families and tools for recruitment, retention, and productivity to employers.",Early Stage Venture,Yes,Less than $1M,25253276,USD,25253276,Early Stage Venture,6,Tribeca Venture Partners,10,3,"28,868"
Grant - Arctura,https://www.crunchbase.com/funding_round/arctura-grant--d6de0810,"Energy, Energy Efficiency, Renewable Energy","Wakefield, Rhode Island, United States, North America",Grant,1150000,USD,1150000,2023-09-14,Arctura,https://www.crunchbase.com/organization/arctura,https://www.arcturawind.com/,,,,US Department of Energy,"Arctura is dedicated to securing a sustainable energy future that is affordable, healthy, and accessible.",,No,,10106000,USD,10106000,,3,US Department of Energy,1,,"28,871"
Pre Seed Round - NearRound,https://www.crunchbase.com/funding_round/nearround-pre-seed--c85d5c47,Food and Beverage,"Jeju, Cheju-do, South Korea, Asia",Pre-Seed,200080000,KRW,155258,2023-06-20,NearRound,https://www.crunchbase.com/organization/nearround,http://www.nearound.co/,,,,Antler,NearRound is a cafe select shop tailored to everyone's taste and a place where new coffee lifestyle can be experienced.,Seed,Yes,,200080000,KRW,155258,Seed,1,,1,,"28,858"
Angel Round - Rise,https://www.crunchbase.com/funding_round/rise-5fee-angel--75ed5771,"Analytics, Apps, Scheduling, Software","Amsterdam, Noord-Holland, The Netherlands, Europe",Angel,3000000,USD,3000000,2022-01-28,Rise,https://www.crunchbase.com/organization/rise-5fee,https://risecalendar.com/,,,,"Adriaan Mol, Lachy Groom, Stewart Butterfield",Rise is a next-generation calendar that helps teams find time for what’s meaningful.,Seed,Yes,,6000000,USD,6000000,Seed,2,,3,,"28,865"
Grant - Prizmah,https://www.crunchbase.com/funding_round/prizmah-grant--6d7ac3a7,"Communities, Consulting, Non Profit","New York, New York, United States, North America",Grant,4500000,USD,4500000,2019-06-18,Prizmah,https://www.crunchbase.com/organization/prizmah,http://www.prizmah.org,,,,Jim Joseph Foundation,"Prizmah is a nonprofit center for Jewish day schools that offers professional development, coaching, and leadership search services.",,No,$1M to $10M,10340000,USD,10340000,,4,,1,,"28,931"
Post-IPO Equity - Disc Medicine,https://www.crunchbase.com/funding_round/disc-medicine-post-ipo-equity--52fef0a2,"Biotechnology, Health Care, Medical, Pharmaceutical, Therapeutics","Watertown, Massachusetts, United States, North America",Post-IPO Equity,63500000,USD,63500000,2023-02-04,Disc Medicine,https://www.crunchbase.com/organization/disc-medicine,https://www.discmedicine.com,,,,"Access Biotechnology, Bain Capital Life Sciences, OrbiMed",Disc Medicine is a biopharmaceutical company that develops therapies for hematologic diseases and rare blood disorders.,,Yes,$10M to $50M,414800000,USD,414800000,IPO,5,Bain Capital Life Sciences,3,1,"28,850"
Venture Round - CEBG Studio,https://www.crunchbase.com/funding_round/cebg-studio-series-unknown--13efb202,Gaming,"Singapore, Central Region, Singapore, Asia",Venture - Series Unknown,3000000,USD,3000000,2023-04-12,CEBG Studio,https://www.crunchbase.com/organization/cebg-studio,https://desktop.cebg.games/,,,,"A&T Capital, Bing Ventures, GSR Ventures, Hashkey Exchange, IGG, Kernel Ventures, Pepper Ventures, Welight, Youbi Capital",CEBG Studio is a gaming studio.,,Yes,,3000000,USD,3000000,,2,Youbi Capital,9,,"28,851"
Grant - The Helen Diller Institute for Jewish Law and Israel Studies,https://www.crunchbase.com/funding_round/the-helen-diller-institute-for-jewish-law-and-israel-studies-grant--c008c870,"Education, Higher Education, Religion, Universities","Berkeley, California, United States, North America",Grant,250000,USD,250000,2012-07-01,The Helen Diller Institute for Jewish Law and Israel Studies,https://www.crunchbase.com/organization/the-helen-diller-institute-for-jewish-law-and-israel-studies,https://www.helendillerinstitute.berkeley.edu/,,,,Jim Joseph Foundation,The Helen Diller Institute for Jewish Law and Israel Studies is an educational institute teaching subjects of Israel and Jewish topics.,,No,,19875000,USD,19875000,,6,Jim Joseph Foundation,1,,"28,966"
Grant - Birthright Israel Foundation,https://www.crunchbase.com/funding_round/birthright-israel-foundation-grant--c2b36b1f,"Charity, Education, Non Profit","New York, New York, United States, North America",Grant,2275000,USD,2275000,2007-04-16,Birthright Israel Foundation,https://www.crunchbase.com/organization/birthright-israel-foundation,https://birthrightisrael.foundation/,,,,Jim Joseph Foundation,Birthright Israel Foundation is a non profit organization that raise funds to provide financial support for the educational trip to Israel.,,No,,59925000,USD,59925000,,13,,1,,"28,807"
