Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - Braven,https://www.crunchbase.com/funding_round/braven-0ca9-grant--41267010,"Education, Higher Education, Non Profit","Chicago, Illinois, United States, North America",Grant,1000000,USD,1000000,2022-10-27,Braven,https://www.crunchbase.com/organization/braven-0ca9,https://bebraven.org,,,,Barclays Corporate Banking,Braven empowers promising young people on their way to college graduation and strong first jobs.,,No,,1000000,USD,1000000,Seed,3,Barclays Corporate Banking,1,2,"499,000"
Angel Round - CCFT Group,https://www.crunchbase.com/funding_round/ccft-group-angel--206e0f89,"Logistics, Retail, Wholesale","Beijing, Beijing, China, Asia",Angel,3000000,CNY,483419,2014-12-22,CCFT Group,https://www.crunchbase.com/organization/ccft-group,https://www.ccft.com.cn/,,,,"Guozheng Economic Development, Yintai Group","CCFT Group imports and exports grain, oil, sugar, tobacco, and wine products.",Seed,Yes,,3000000,CNY,483420,Seed,1,,2,,"499,005"
Venture Round - IV Diagnostics,https://www.crunchbase.com/funding_round/iv-diagnostics-series-unknown--7460459a,"Biotechnology, Developer Platform, Health Care, Health Diagnostics","Crown Point, Indiana, United States, North America",Venture - Series Unknown,1187674,USD,1187674,2012-06-21,IV Diagnostics,https://www.crunchbase.com/organization/iv-diagnostics,http://ivdiagnostics.com,,,,,"IV Diagnostics develops diagnostic tools for detecting, measuring and monitoring rare circulating tumor cells.",,Yes,Less than $1M,1187674,USD,1187674,Private Equity,3,,,,"499,024"
Private Equity Round - IsCool Entertainment,https://www.crunchbase.com/funding_round/iscool-entertainment-private-equity--472cbaf3,"Mobile, Video Games","Paris, Ile-de-France, France, Europe",Private Equity,,,,2005-01-01,IsCool Entertainment,https://www.crunchbase.com/organization/iscool-entertainment,https://www.iscoolentertainment.com,,,,Keensight Capital,IsCool Entertainment is a video game company focusing on mobile applications.,Private Equity,Yes,,,USD,,M&A,2,,1,,"499,029"
Corporate Round - Richmedia,https://www.crunchbase.com/funding_round/richmedia-corporate-round--914dbe45,"SEO, Social, Web Browsers","Meguro, Hokkaido, Japan, Asia",Corporate Round,37000000,JPY,379463,2013-10-03,Richmedia,https://www.crunchbase.com/organization/richmedia,http://www.rich.co.jp/,,,,SMS Japan,"Rich Media offers media portal, web creation, and search engine optimization services.",,Yes,$1M to $10M,247000000,JPY,2914499,,9,SMS Japan,1,,"499,030"
Venture Round - Babylist,https://www.crunchbase.com/funding_round/babylist-series-unknown--c2c6c572,"Baby, E-Commerce, Health Care, Internet, Marketplace, Parenting","Oakland, California, United States, North America",Venture - Series Unknown,,,,2018-02-15,Babylist,https://www.crunchbase.com/organization/babylist,http://babylist.com,,,,500 Global,Babylist is the leading marketplace and commerce destination for baby,,Yes,$100M to $500M,40650000,USD,40650000,Late Stage Venture,4,,1,,"499,034"
Series A - Whistic,https://www.crunchbase.com/funding_round/whistic-series-a--3edea8da,"Compliance, Cyber Security, Network Security, Risk Management, SaaS","Pleasant Grove, Utah, United States, North America",Series A,12000000,USD,12000000,2020-07-29,Whistic,https://www.crunchbase.com/organization/whistic,https://www.whistic.com,,,,"Album VC, Emergence, FJ Labs","Whistic is a vendor security network for users to assess, publish, and share vendor security information.",Early Stage Venture,Yes,$1M to $10M,51020000,USD,51020000,Early Stage Venture,4,,3,1,"499,039"
Pre Seed Round - Steer Protocol,https://www.crunchbase.com/funding_round/steer-protocol-pre-seed--37f6cd50,"Blockchain, Finance, Information Technology, Software","Singapore, Central Region, Singapore, Asia",Pre-Seed,1000000,USD,1000000,2022-01-01,Steer Protocol,https://www.crunchbase.com/organization/steer-protocol,https://steer.finance,10000000,USD,10000000,,Off-chain Scaling Solution for Data Driven Blockchain Orchestration,Seed,Yes,,1000000,USD,1000000,Seed,1,,,,"499,040"
Initial Coin Offering - Zenome Platform,https://www.crunchbase.com/funding_round/zenome-platform-initial-coin-offering--cc4d370d,"Bioinformatics, Biotechnology, Cryptocurrency, Data Storage, Genetics, Health Care","Moscow, Moscow City, Russian Federation, Europe",Initial Coin Offering,662000,USD,662000,2018-02-01,Zenome Platform,https://www.crunchbase.com/organization/zenome-platform,http://zenome.io,,,,,"Genomics distributed environment for storing, processing and exchanging of genetic information, that puts users in control of their data.",,Yes,Less than $1M,812000,USD,812000,Seed,2,,,,"499,046"
Seed Round - Flaneer,https://www.crunchbase.com/funding_round/flaneer-seed--9ec86db1,"Cloud Computing, SaaS, Software","La Celle-saint-cloud, Ile-de-France, France, Europe",Seed,,,,2021-09-27,Flaneer,https://www.crunchbase.com/organization/flaneer,https://www.flaneer.com,,,,FJ Labs,"VDI, DaaS, Work From Home",Seed,Yes,$1M to $10M,1200000,USD,1200000,Seed,4,,1,,"499,049"
