Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - hello energy,https://www.crunchbase.com/funding_round/hello-energy-seed--d1ff1299,"CleanTech, Energy, Enterprise Software, Property Development, Property Management, Real Estate, Real Estate Investment, Renewable Energy, Sustainability","Rotterdam, Zuid-Holland, The Netherlands, Europe",Seed,1000000,USD,1000000,2020-02-28,hello energy,https://www.crunchbase.com/organization/hello-energy,https://www.hello-energy.com/,,,,Enfuro Ventures,hello energy wants to create energy-positive buildings by connecting real estate stakeholders through actionable sustainability insights.,Seed,Yes,,1000000,USD,1000000,Seed,1,Enfuro Ventures,1,,"554,854"
Grant - OLE Health,https://www.crunchbase.com/funding_round/ole-health-grant--a8f94399,Health Care,"Napa, California, United States, North America",Grant,600000,USD,600000,2021-11-15,OLE Health,https://www.crunchbase.com/organization/ole-health,https://www.olehealth.org/,,,,Napa Valley Vintners,"OLE Health provides person-centered, high-quality health care for people.",,No,,600000,USD,600000,,1,Napa Valley Vintners,1,1,"554,876"
Series A - Qriyo Home Tuitions,https://www.crunchbase.com/funding_round/qriyo-infolabs-series-a--79e2a555,"Education, Edutainment, Language Learning","Jaipur, Rajasthan, India, Asia",Series A,,,,2017-04-28,Qriyo Home Tuitions,https://www.crunchbase.com/organization/qriyo-infolabs,http://www.qriyo.com,,,,NB Ventures,"Home Tutors For Academic, Fitness, Yoga, Music, Spoken English, Dance",Early Stage Venture,Yes,,160000,USD,160000,Early Stage Venture,2,NB Ventures,1,,"554,903"
Seed Round - Wine Awesomeness,https://www.crunchbase.com/funding_round/wine-awesomeness-seed--5608d4bb,"Retail, Shopping, Winery","New York, New York, United States, North America",Seed,,,,2015-01-01,Wine Awesomeness,https://www.crunchbase.com/organization/wine-awesomeness,http://wineawesomeness.com,,,,Innovation Department,"Company that sells wine as a monthly journey, curated for adventurous souls",Seed,Yes,Less than $1M,,USD,,,2,,1,,"554,922"
Series C - Feedzai,https://www.crunchbase.com/funding_round/feedzai-series-c--3c950b7a,"Analytics, Artificial Intelligence (AI), FinTech, Fraud Detection, Information Technology","Coimbra, Coimbra, Portugal, Europe",Series C,50000000,USD,50000000,2017-10-17,Feedzai,https://www.crunchbase.com/organization/feedzai,http://www.feedzai.com,,,,"Capital One Ventures, Omega Venture Partners, Sapphire Ventures",Feedzai develops risk management tools to prevent fraud and money laundering in transactions.,Late Stage Venture,Yes,$50M to $100M,277465392,USD,277465392,,8,,3,2,"554,929"
Venture Round - NuvoMed,https://www.crunchbase.com/funding_round/nuvomed-series-unknown--a1ece5f6,"Health Care, Medical Device, Pharmaceutical","Seattle, Washington, United States, North America",Venture - Series Unknown,535016,USD,535016,2014-01-22,NuvoMed,https://www.crunchbase.com/organization/nuvomed,http://www.nuvomed.com,,,,,"NuvoMed, a market medical device company, delivers technologies that improve patient outcomes and improve healthcare delivery.",,Yes,$1M to $10M,1425653,USD,1425653,M&A,3,,,,"554,934"
Angel Round - Umii Products,https://www.crunchbase.com/funding_round/umii-products-angel--818ef376,"Dietary Supplements, Enterprise Software","Las Vegas, Nevada, United States, North America",Angel,1000000,USD,1000000,2011-03-16,Umii Products,https://www.crunchbase.com/organization/umii-products,http://hilookup.com,,,,,"Umii Products develops a line of products in the health, fitness, and wellness fields.",Seed,Yes,,1000000,USD,1000000,Seed,1,,,,"554,940"
Series B - CoWare,https://www.crunchbase.com/funding_round/coware-series-b--e0a8b439,"Artificial Intelligence (AI), Cloud Data Services, Computer, Consulting, Cyber Security, Machine Learning, Software","San Jose, California, United States, North America",Series B,8000000,USD,8000000,1999-06-02,CoWare,https://www.crunchbase.com/organization/coware,http://www.coware.com,,,,"Gimv, Greylock, Needham Capital Partners","CoWare offers software and consulting services to IP, semiconductor and electronics companies.",Early Stage Venture,Yes,,56000000,USD,56000000,M&A,6,,3,1,"554,944"
Seed Round - Untap,https://www.crunchbase.com/funding_round/untap-d075-seed--1890caed,"Cloud Computing, Crowdsourcing, Enterprise Software, Innovation Management, SaaS, Software","Gîza, Al Jizah, Egypt, Africa",Seed,320000,USD,320000,2021-11-01,Untap,https://www.crunchbase.com/organization/untap-d075,https://untapcompete.com,,,,"Flat6Labs, Raed Ventures, Techstars","A competition management platform that enables innovation-driven organizations to plan, launch, manage, and assess open innovation programs.",Seed,Yes,,405000,USD,405000,Seed,3,Techstars,3,,"554,949"
Seed Round - Surebird,https://www.crunchbase.com/funding_round/surebird-seed--231872fd,"Insurance, InsurTech","Amsterdam, Noord-Holland, The Netherlands, Europe",Seed,,,,2022-03-16,Surebird,https://www.crunchbase.com/organization/surebird,https://surebird.nl,,,,EIT Digital,Insurance platform,Seed,Yes,,,USD,,Seed,2,,1,,"554,970"
