Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Angel Round - Kuvera.in,https://www.crunchbase.com/funding_round/kuvera-in-angel--0d222b90,"Commercial, Financial Services, FinTech, Wealth Management","Bangalore, Karnataka, India, Asia",Angel,250000,USD,250000,2018-03-05,Kuvera.in,https://www.crunchbase.com/organization/kuvera-in,https://kuvera.in/,,,,"Ankit Kesarwani, Baskar Subramanian, Gaurav Suri",An online platform for mutual fund investments.,Seed,Yes,Less than $1M,4750000,USD,4750000,M&A,2,,3,,"132,629"
Venture Round - Tommy's Diner,https://www.crunchbase.com/funding_round/tommy-s-diner-series-unknown--26cf934d,"Food and Beverage, Food Processing, Restaurants","France, Idaho, United States, North America",Venture - Series Unknown,,,,2013-09-13,Tommy's Diner,https://www.crunchbase.com/organization/tommy-s-diner,http://www.tommys-cafe.com/,,,,"Bpifrance, M Capital Partners, Multicroissance",Tommy's Diner is a operator of a chain of restaurants in France.,,Yes,Less than $1M,,USD,,,1,,3,,"132,659"
Private Equity Round - Liberty Midstream Services,https://www.crunchbase.com/funding_round/liberty-midstream-services-private-equity--40c1449a,"Energy, Energy Management, Industrial, Oil and Gas","Dallas, Texas, United States, North America",Private Equity,,,,2013-06-01,Liberty Midstream Services,https://www.crunchbase.com/organization/liberty-midstream-services,http://www.libertymidstream.com/,,,,Energy Spectrum Capital,"Liberty Midstream Services offers gathering, processing, compression, and transportation services to energy producers.",Private Equity,Yes,,,USD,,Private Equity,1,,1,,"132,674"
Venture Round - Transcel,https://www.crunchbase.com/funding_round/transcel-series-unknown--d9d28066,Software,"Kingston, Saint Andrew, Jamaica, North America",Venture - Series Unknown,,,,2013-01-01,Transcel,https://www.crunchbase.com/organization/transcel,http://transcel.com/,,,,Hartnamtemah Inc.,Transcel delivers intelligent mobile money to emerging markets.,,Yes,$1M to $10M,,USD,,,1,,1,,"132,702"
Post-IPO Equity - Ackroo,https://www.crunchbase.com/funding_round/ackroo-canada-post-ipo-equity--342feedb,"CRM, E-Commerce, Electronics, Gift Card, Information Technology, Internet, Marketing, SaaS, Software","Hamilton, Ontario, Canada, North America",Post-IPO Equity,1000000,USD,1000000,2016-11-18,Ackroo,https://www.crunchbase.com/organization/ackroo-canada,http://ackroo.com/,,,,,Ackroo offers loyalty programs that are helping businesses everywhere boost sales and retain customers.,,Yes,$1M to $10M,10005486,USD,10005486,IPO,5,,,,"132,724"
Seed Round - Accuvio Sustainability Software,https://www.crunchbase.com/funding_round/manageco2-seed--a1dd1b0a,"Oil and Gas, Software, Sustainability","Limerick, Limerick, Ireland, Europe",Seed,,,,2010-01-01,Accuvio Sustainability Software,https://www.crunchbase.com/organization/manageco2,https://accuvio.com/,,,,Hartnett Enterprise Acceleration Centre,Accuvio is a progressive and innovative developer of Sustainability Reporting software,Seed,Yes,$1M to $10M,,USD,,M&A,2,Hartnett Enterprise Acceleration Centre,1,,"132,725"
Seed Round - Kalido,https://www.crunchbase.com/funding_round/kalido-2-seed--2e6766bf,"Artificial Intelligence (AI), Collaboration, Employment, Human Resources, Information Technology, Machine Learning, Recruiting, SaaS","London, England, United Kingdom, Europe",Seed,5100000,USD,5100000,2016-12-06,Kalido,https://www.crunchbase.com/organization/kalido-2,https://www.kalido.me,,,,,"Kalido is an AI-powered platform that matches workforce skills to people, teams, projects, and jobs.",Seed,Yes,$1M to $10M,12100000,USD,12100000,,4,,,,"132,727"
Series A - Kidmadeto,https://www.crunchbase.com/funding_round/kidmadeto-series-a--23949c53,"E-Learning, Education, Information Services","Hongkou, Shanghai, China, Asia",Series A,10000000,CNY,1542950,2016-03-21,Kidmadeto,https://www.crunchbase.com/organization/kidmadeto,https://www.kidmadeto.com/,,,,"Hangzhou Meisheng Aibi Wenhua Fazhan Youxian Gongsi, Shuntai Industrial Group",Kidmadeto is an online community learning platform.,Early Stage Venture,Yes,,13000000,CNY,2026975,Early Stage Venture,2,,2,,"132,740"
Seed Round - PECA Labs,https://www.crunchbase.com/funding_round/peca-labs-seed--459fe8fd,"Health Care, Medical Device, Product Design","Pittsburgh, Pennsylvania, United States, North America",Seed,749986,USD,749986,2016-11-13,PECA Labs,https://www.crunchbase.com/organization/peca-labs,http://www.pecalabs.com/,,,,Innovation Works,PECA Labs is a developer of polymeric heart valves and vascular grafts for the treatment of cardiac defects.,Seed,Yes,$1M to $10M,4893122,USD,4893122,Seed,10,,1,,"132,767"
Private Equity Round - Youth To The People,https://www.crunchbase.com/funding_round/youth-to-the-people-private-equity--3aff5e3c,"Beauty, Cosmetics, Health Care, Lifestyle","Los Angeles, California, United States, North America",Private Equity,,,,2019-03-01,Youth To The People,https://www.crunchbase.com/organization/youth-to-the-people,https://www.youthtothepeople.com,,,,"Carisa Janes, Sandbridge Capital",Youth To The People is a provider of skincare products that helps to replenish and renew tired skin.,Private Equity,Yes,$1M to $10M,2000000,USD,2000000,M&A,2,"Carisa Janes, Sandbridge Capital",2,1,"132,791"
