Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - SiteAware,https://www.crunchbase.com/funding_round/dronomy-series-a--8cb55c56,"Construction, Drone Management, Drones, Information Technology, Robotics","Tel Aviv-yafo, Tel Aviv, Israel, Asia",Series A,10000000,USD,10000000,2020-10-08,SiteAware,https://www.crunchbase.com/organization/dronomy,https://www.siteaware.com/,,,,"Axon Ventures, Bosch Ventures, lool ventures, Oryzn Capital, Power Capital Venture, The Flying Object",SiteAware solves quality control for construction exterior by transforming physical inspections into digital cloud based automated processes,Early Stage Venture,Yes,$10M to $50M,26500000,USD,26500000,Early Stage Venture,4,"Axon Ventures, Bosch Ventures",6,4,"258,007"
Seed Round - truBrain,https://www.crunchbase.com/funding_round/trubrain-seed--0ce63a7a,"E-Commerce, Health Care, Subscription Service","Santa Monica, California, United States, North America",Seed,1400000,USD,1400000,2015-05-07,truBrain,https://www.crunchbase.com/organization/trubrain,http://trubrain.com,,,,"Blueberry Ventures, Brent Beckley, Brightstone Venture Capital, Howard Marks, Jackson Leung, Sherpa Capital, StartEngine",truBrain delivers a monthly cognitive nutrition treatment designed to improve cognitive performance in several areas.,Seed,Yes,Less than $1M,2469177,USD,2469177,,3,,7,,"258,012"
Seed Round - InsureScan,https://www.crunchbase.com/funding_round/insurescan-seed--82adc1a8,"Auto Insurance, Financial Services, Insurance, InsurTech, Property Insurance, Software","Auburn, Alabama, United States, North America",Seed,,,,2019-08-07,InsureScan,https://www.crunchbase.com/organization/insurescan,http://www.insurescan.com,20000000,USD,20000000,,InsureScan is an insurance company that sells automobile insurance products.,Seed,Yes,Less than $1M,1500000,USD,1500000,Seed,2,,,,"258,030"
"Grant - Symbios Technologies, Inc.",https://www.crunchbase.com/funding_round/symbios-technologies-inc-grant--75ca43e9,"Agriculture, Life Science, Renewable Energy, Water","Fort Collins, Colorado, United States, North America",Grant,450000,USD,450000,2017-01-01,"Symbios Technologies, Inc.",https://www.crunchbase.com/organization/symbios-technologies-inc,http://www.symbiosplasma.com/,,,,National Institutes of Health,"Aqueous plasma solutions for agriculture, water treatment, and life science.",,No,Less than $1M,4600643,USD,4600643,Seed,11,National Institutes of Health,1,,"258,038"
Series B - PlanGrid,https://www.crunchbase.com/funding_round/plangrid-series-b--19c69df5,"Building Maintenance, Collaboration, Construction, iOS, SaaS","San Francisco, California, United States, North America",Series B,50000000,USD,50000000,2015-11-18,PlanGrid,https://www.crunchbase.com/organization/plangrid,https://www.plangrid.com,369000000,USD,369000000,"Founders Fund, Google Ventures, Northgate Capital, S28 Capital, Sequoia Capital, Tenaya Capital, Y Combinator",PlanGrid is a provider of cloud-based construction document collaboration platform.,Early Stage Venture,Yes,$50M to $100M,69100000,USD,69100000,M&A,5,Tenaya Capital,7,2,"258,054"
Venture Round - Stan,https://www.crunchbase.com/funding_round/stan-9ee7-series-unknown--fe037bd7,"Apps, Non-Fungible Token (NFT), Social Network",,Venture - Series Unknown,,,,2021-02-22,Stan,https://www.crunchbase.com/organization/stan-9ee7,https://stan.win,,,,500 Global,Stan is a company incorporated in South Korea.,,Yes,,,USD,,,1,,1,,"258,057"
Grant - Deurion,https://www.crunchbase.com/funding_round/deurion-grant--7eaaff06,"Biotechnology, Information Technology","Seattle, Washington, United States, North America",Grant,542350,USD,542350,2013-09-18,Deurion,https://www.crunchbase.com/organization/deurion,http://www.deurion.com/,,,,National Science Foundation,Deurion is a privately held company founded in 2011 to operate in the life sciences sector.,,No,,542350,USD,542350,,1,National Science Foundation,1,,"258,102"
Seed Round - Dixper,https://www.crunchbase.com/funding_round/dixper-seed--ec93cbc8,"eSports, Gamification, Gaming, Online Games, Video Games, Video Streaming, Virtual Desktop","Madrid, Madrid, Spain, Europe",Seed,250000,USD,250000,2019-09-03,Dixper,https://www.crunchbase.com/organization/dixper,https://dixper.gg,,,,TheVentureCity,An interactive streaming platform for streamers & viewers.,Seed,Yes,,2850000,USD,2850000,Seed,5,,1,,"258,106"
Angel Round - Arcadia,https://www.crunchbase.com/funding_round/arcadia-power-2-angel--6b43277b,"Clean Energy, CleanTech, Database, Renewable Energy, Software","Washington, District of Columbia, United States, North America",Angel,500000,USD,500000,2014-09-01,Arcadia,https://www.crunchbase.com/organization/arcadia-power-2,https://www.arcadia.com,,,,"Chris Sang, Edward Kim, Eugene Goldberg, Luke Kupersmith, Tom McInerney, Wonder Ventures",Arcadia is a climate software and data company that specializes in decarbonizing the electric grid.,Seed,Yes,$100M to $500M,495500000,USD,495500000,,14,,6,,"258,107"
Pre Seed Round - AMKUPFashion,https://www.crunchbase.com/funding_round/amkupfashion-pre-seed--4d439d5e,,"San Francisco, California, United States, North America",Pre-Seed,,,,2019-07-04,AMKUPFashion,https://www.crunchbase.com/organization/amkupfashion,https://www.instagram.com/amkupfashion/,,,,DigitalCPR,"A positive, first-wave centered fashion brand for women",Seed,Yes,,,USD,,Seed,1,,1,,"258,115"
Seed Round - Polly Portfolio,https://www.crunchbase.com/funding_round/polly-portfolio-seed--32927664,"Financial Services, FinTech, Funding Platform","New York, New York, United States, North America",Seed,2052500,USD,2052500,2014-12-01,Polly Portfolio,https://www.crunchbase.com/organization/polly-portfolio,https://www.pollyport.com,,,,,Polly Portfolio is a digital investing platform.,Seed,Yes,Less than $1M,3147500,USD,3147500,Seed,3,,,,"258,129"
Seed Round - seedchange,https://www.crunchbase.com/funding_round/seedchange-seed--5a31cbfc,"Financial Services, FinTech, Funding Platform, Venture Capital","San Francisco, California, United States, North America",Seed,600000,USD,600000,2014-03-01,seedchange,https://www.crunchbase.com/organization/seedchange,http://www.seedchange.com,,,,,"seedchange combines analysis with an innovative platform to transform the way investors access, analyze, and invest in early-stage startups.",Seed,Yes,,975000,USD,975000,Seed,3,,,,"258,144"
Non Equity Assistance - défiderm,https://www.crunchbase.com/funding_round/défiderm-non-equity-assistance--1e6fcd23,"Beauty, Cosmetics, Health Care","Taipei, T'ai-pei, Taiwan, Asia",Non-equity Assistance,,,,2019-01-01,défiderm,https://www.crunchbase.com/organization/défiderm,http://www.defiderm.com/,,,,Taiwan Startup Stadium,défiderm is a skin condition and environmental analyzer device.,,No,,,USD,,,1,Taiwan Startup Stadium,1,,"258,154"
Secondary Market - 52toys,https://www.crunchbase.com/funding_round/52toys-secondary-market--b0551a18,"Gaming, Toys","Beijing, Beijing, China, Asia",Secondary Market,14000000,CNY,1981038,2020-07-02,52toys,https://www.crunchbase.com/organization/52toys,http://www.52toys.com/company/contact,,,,Qiming Venture Partners,Animation and Intellectual Property Operator based in Beijing.,,No,$1M to $10M,79032924,USD,79032924,Late Stage Venture,4,,1,1,"258,161"
Venture Round - Repeat,https://www.crunchbase.com/funding_round/repeat-series-unknown--ea577bc1,"Data Visualization, Industrial Design, Mechanical Design","Tokyo, Tokyo, Japan, Asia",Venture - Series Unknown,120000,USD,120000,2018-05-29,Repeat,https://www.crunchbase.com/organization/repeat,http://www.repeat.co.jp/,,,,Techstars,Repeat is a web production company.,,Yes,,270000,USD,270000,,2,Techstars,1,,"258,173"
Venture Round - DrivingSales,https://www.crunchbase.com/funding_round/driving-sales-series-unknown--f29c5f95,"Automotive, Communities, News, Publishing, Social Media Marketing, Transportation","Sandy, Utah, United States, North America",Venture - Series Unknown,2999999,USD,2999999,2014-01-16,DrivingSales,https://www.crunchbase.com/organization/driving-sales,http://drivingsales.com,,,,,DrivingSales is a Business Intelligence for Auto Dealers,,Yes,$1M to $10M,2999999,USD,2999999,,1,,,,"258,193"
Seed Round - Youbu,https://www.crunchbase.com/funding_round/youbu-seed--b7b32442,"Digital Media, Fashion, Manufacturing, Printing, Product Design","Guangzhou, Guangdong, China, Asia",Seed,,,,2022-05-09,Youbu,https://www.crunchbase.com/organization/youbu,http://www.youbu.pro/youbu/index/home/list,,,,UnityVC,Youbu offers clothing supply chain services based on digital printing technology.,Seed,Yes,,,USD,,Seed,2,UnityVC,1,2,"258,194"
Series A - Geolid,https://www.crunchbase.com/funding_round/geolid-series-a--5b181547,"Advertising, Internet, Search Engine, Social Network","Lyon, Rhone-Alpes, France, Europe",Series A,2220000,USD,2220000,2010-05-27,Geolid,https://www.crunchbase.com/organization/geolid,http://www.geolid.com,,,,A Plus Finance,Geolid is a search optimization website with a primary focus on french consumers.,Early Stage Venture,Yes,,36600345,USD,36600345,Late Stage Venture,5,,1,,"258,204"
