Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Hobbs,https://www.crunchbase.com/funding_round/hobbs-a4a9-seed--30bad8a1,"Cloud Computing, Database, SaaS","Mapo, Seoul-t'ukpyolsi, South Korea, Asia",Seed,,,,2021-07-07,Hobbs,https://www.crunchbase.com/organization/hobbs-a4a9,https://www.hopsoffice.com/,,,,"Kakao Ventures, Shinhan Capital",Hobbs develops data platform software Query Delivery.,Seed,Yes,,,USD,,Seed,1,,2,1,"77,411"
Non Equity Assistance - Mohala Eyewear,https://www.crunchbase.com/funding_round/mohala-eyewear-non-equity-assistance--f6ea275c,"Eyewear, Retail","Honolulu, Hawaii, United States, North America",Non-equity Assistance,,,,2019-08-09,Mohala Eyewear,https://www.crunchbase.com/organization/mohala-eyewear,https://mohalaeyewear.com,,,,Mana Up,"Mohala Eyewear, a women's fashion eyewear brand.",,No,,,USD,,,1,Mana Up,1,,"77,427"
Seed Round - SandGrain,https://www.crunchbase.com/funding_round/sandgrain-seed--5e9b1725,"Cloud Management, Electronics, Semiconductor","Delft, Zuid-Holland, The Netherlands, Europe",Seed,1300000,EUR,1436753,2023-04-13,SandGrain,https://www.crunchbase.com/organization/sandgrain,https://www.sandgrain.eu/,,,,DeepTechXL,"SandGrain specializes in the fields of SAAS, cloud, cyber security, and chip manufacturing.",Seed,Yes,,1300000,EUR,1436753,Seed,1,DeepTechXL,1,1,"77,428"
Grant - Reactive Technologies,https://www.crunchbase.com/funding_round/reactive-technologies-grant--18133cbb,"Energy, Renewable Energy","Oxford, Oxfordshire, United Kingdom, Europe",Grant,,,,2022-04-14,Reactive Technologies,https://www.crunchbase.com/organization/reactive-technologies,https://www.reactive-technologies.com/,,,,BloombergNEF,"Reactive Technologies delivers the world’s most accurate grid measurement tools, making renewable grids possible.",,No,Less than $1M,15969384,USD,15969384,,7,BloombergNEF,1,1,"77,429"
Non Equity Assistance - PillowSheets,https://www.crunchbase.com/funding_round/pillowsheets-non-equity-assistance--4e151912,"E-Commerce, Manufacturing, Wellness","Atlanta, Georgia, United States, North America",Non-equity Assistance,,,,2020-09-08,PillowSheets,https://www.crunchbase.com/organization/pillowsheets,https://www.pillowsheets.com,,,,Target Takeoff,PillowSheets is an e-commerce platform that offers a variety of bedding experiences by combining pillow and sheet to prevent loose bedding.,,No,,,USD,,,1,Target Takeoff,1,,"77,449"
Seed Round - GAZI Iab,https://www.crunchbase.com/funding_round/gazi-iab-seed--af185f97,"Fitness, Health Diagnostics, Personal Health, Wellness","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Seed,,,,2022-08-17,GAZI Iab,https://www.crunchbase.com/organization/gazi-iab,https://notion.gazilab.co/,,,,NAVER D2 Startup Factory,Design wellness experiences optimized for individuals through accurate and reliable diagnosis and solutions.,Seed,Yes,,1300000000,KRW,972450,Seed,3,NAVER D2 Startup Factory,1,,"77,456"
Non Equity Assistance - Square Baby,https://www.crunchbase.com/funding_round/square-foods-llc-non-equity-assistance--0d87bb54,"Baby, E-Commerce, Food and Beverage","Orinda, California, United States, North America",Non-equity Assistance,,,,2020-09-08,Square Baby,https://www.crunchbase.com/organization/square-foods-llc,https://squarebaby.com/,,,,Target Takeoff,Square Baby is a baby food brand that offers daily nutrition meal plans customized for kid's specific dietary needs.,,No,$1M to $10M,1800000,USD,1800000,Seed,2,Target Takeoff,1,,"77,422"
Grant - Cemvita,https://www.crunchbase.com/funding_round/cemvita-factory-inc-grant--86fc3dae,"Biotechnology, Energy, Life Science, Manufacturing, Mining Technology","Houston, Texas, United States, North America",Grant,,,,2021-04-08,Cemvita,https://www.crunchbase.com/organization/cemvita-factory-inc,https://www.cemvita.com,,,,BloombergNEF,"Cemvita uses synthetic biology to develop solutions inspired by nature, aiming to facilitate the transition towards sustainable energy.",,No,$1M to $10M,5000000,USD,5000000,,5,BloombergNEF,1,1,"77,406"
Pre Seed Round - Bookthesurprise,https://www.crunchbase.com/funding_round/bookthesurprise-pre-seed--b545413a,"Events, Gift","Hyderabad, Andhra Pradesh, India, Asia",Pre-Seed,50000000,INR,774517,2017-11-24,Bookthesurprise,https://www.crunchbase.com/organization/bookthesurprise,https://www.bookthesurprise.com/,300000000,USD,300000000,,A Surprise party is the simplest way to cherish the occasions for lifetime. Bookthesurprise is the best platform to celebrate moments.,Seed,Yes,,50000000,INR,774518,Seed,1,,,,"77,407"
Grant - Locus Energy,https://www.crunchbase.com/funding_round/locus-energy-grant--384b32eb,"Analytics, Asset Management, Energy, Renewable Energy, Solar","New York, New York, United States, North America",Grant,,,,2015-04-13,Locus Energy,https://www.crunchbase.com/organization/locus-energy,http://www.locusenergy.com,,,,BloombergNEF,Software monitoring and analytics for the solar industry.,,No,,246233,USD,246233,M&A,4,BloombergNEF,1,1,"77,434"
Grant - Stellarr,https://www.crunchbase.com/funding_round/stellarr-grant--33ff1130,,,Grant,,,,2023-05-09,Stellarr,https://www.crunchbase.com/organization/stellarr,,,,,Pear Competition,Stellarr is a talent acquisition platform that links the finest talent with the best opportunities in technology.,,No,,,USD,,,1,Pear Competition,1,,"77,436"
Grant - Booze Dogs,https://www.crunchbase.com/funding_round/booze-dogs-grant--28a04593,,"Greenville, North Carolina, United States, North America",Grant,7500,USD,7500,2018-05-03,Booze Dogs,https://www.crunchbase.com/organization/booze-dogs,https://boozedogs.com,,,,FedEx Small Business Grant,Booze Dogs is a rescue story that highlights the essential role that companions have in our lives.,,No,,7500,USD,7500,,1,FedEx Small Business Grant,1,,"77,409"
Grant - QLM Technology,https://www.crunchbase.com/funding_round/qlm-technology-grant--2f1aec7a,Sensor,"Bristol, Bristol, City of, United Kingdom, Europe",Grant,,,,2021-04-08,QLM Technology,https://www.crunchbase.com/organization/qlm-technology,https://www.qlmtec.com,,,,BloombergNEF,"Quantum Light Metrology (QLM) is a Bristol, UK- based startup developing ultra-compact, high-precision quantum optical sensors.",,No,$1M to $10M,15100000,GBP,18916482,Early Stage Venture,4,BloombergNEF,1,1,"77,413"
Seed Round - 1/3,https://www.crunchbase.com/funding_round/1-3-seed--959fa403,"E-Commerce, Electronics, Furniture","Seocho, Seoul-t'ukpyolsi, South Korea, Asia",Seed,500000000,KRW,441103,2017-06-26,1/3,https://www.crunchbase.com/organization/1-3,https://3boon1.com,,,,"Capstone Partners, D·CAMP","1/3 is an e-commerce platform that offers mattresses, topper, bed frame, pillow, and bedding.",Seed,Yes,$1M to $10M,12500000000,KRW,10921177,Early Stage Venture,3,,2,,"77,535"
Non Equity Assistance - Rebutton,https://www.crunchbase.com/funding_round/rebutton-non-equity-assistance--50a80325,"Computer, Information Technology, Internet","Germany, Georgia, United States, North America",Non-equity Assistance,,,,2015-11-01,Rebutton,https://www.crunchbase.com/organization/rebutton,,,,,VentureOut,Rebutton revolutionizes the Internet by enabling online and offline repurchases and activation of services on hardware and virtual devices.,,No,,,USD,,,1,VentureOut,1,,"77,561"
Series A - AMP,https://www.crunchbase.com/funding_round/the-commerce-co-series-a--51e35c59,"E-Commerce, SaaS","Singapore, Central Region, Singapore, Asia",Series A,,,,2023-05-04,AMP,https://www.crunchbase.com/organization/the-commerce-co,https://useamp.com,,,,"Jungle Ventures, Openspace",AMP up your eCommerce business,Early Stage Venture,Yes,,28500000,AUD,18324074,Early Stage Venture,2,Openspace,2,,"77,543"
