Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - Ormit Solutions,https://www.crunchbase.com/funding_round/ormit-solutions-grant--8c66e0ad,"Computer, Information Technology, Software, Web Development","Leyland, Lancashire, United Kingdom, Europe",Grant,200000,USD,200000,2023-11-06,Ormit Solutions,https://www.crunchbase.com/organization/ormit-solutions,https://ormit.co.uk,,,,Cisco,"Ormit Solutions provides web development, computer support, and bespoke application development services.",,No,$1M to $10M,200000,USD,200000,,1,Cisco,1,,"21,035"
Corporate Round - Mantra Pharma,https://www.crunchbase.com/funding_round/mantra-pharma-corporate-round--8cd776be,"Advice, Biotechnology, Health Care, Manufacturing, Medical, Pharmaceutical, Training","Brossard, Quebec, Canada, North America",Corporate Round,,,,2023-11-07,Mantra Pharma,https://www.crunchbase.com/organization/mantra-pharma,https://www.groupemantra.ca,,,,Marcan Pharmaceuticals,Mantra Pharma is a pharmaceutical manufacturing firm that offers pharmaceutical products.,,Yes,$10M to $50M,,USD,,,1,Marcan Pharmaceuticals,1,,"21,007"
Grant - All Stars Project Inc,https://www.crunchbase.com/funding_round/all-stars-project-inc-grant--84d0c190,"Education, Non Profit, Performing Arts","New York, New York, United States, North America",Grant,135000,USD,135000,2023-11-08,All Stars Project Inc,https://www.crunchbase.com/organization/all-stars-project-inc,https://allstars.org/,,,,Peg's Foundation,The All Stars Project is an innovative national youth development organization which implements a performance-based approach.,,No,,135000,USD,135000,,1,Peg's Foundation,1,,"21,021"
Series A - Footprint,https://www.crunchbase.com/funding_round/footprint-tech-series-a--0df18a71,"Environmental Consulting, Industrial, Manufacturing, Packaging Services","Gilbert, Arizona, United States, North America",Series A,276630530,USD,276630530,2018-10-31,Footprint,https://www.crunchbase.com/organization/footprint-tech,http://www.footprintus.com,,,,"Cleveland Avenue, Olympus Partners, S2G Ventures","Footprint is a materials science technology company that designs, develops, and manufactures solutions to replace single-use plastics.",Early Stage Venture,Yes,$50M to $100M,1277162107,USD,1277162107,,3,Olympus Partners,3,1,"21,028"
Venture Round - Necessary Ventures,https://www.crunchbase.com/funding_round/necessary-ventures-series-unknown--69e61094,"Financial Services, Venture Capital","San Francisco, California, United States, North America",Venture - Series Unknown,,,,2023-01-01,Necessary Ventures,https://www.crunchbase.com/organization/necessary-ventures,https://www.necessary.vc,,,,Ground Squirrel Ventures,Necessary Ventures focuses on investing in what the world needs.,,Yes,Less than $1M,,USD,,,1,,1,,"21,062"
Debt Financing - Seque Manufacturing Services,https://www.crunchbase.com/funding_round/seque-manufacturing-services-debt-financing--f8b49544,"Manufacturing, Virtual Reality","North Billerica, Massachusetts, United States, North America",Debt Financing,,,,2020-05-16,Seque Manufacturing Services,https://www.crunchbase.com/organization/seque-manufacturing-services,http://www.segue-mfg.com,,,,Massachusetts Capital Resource Company,"Segue provides high value, cost effective manufacturing solutions for highly engineered products.",,No,$10M to $50M,,USD,,M&A,1,Massachusetts Capital Resource Company,1,,"21,066"
Series D - Greenlight Biosciences,https://www.crunchbase.com/funding_round/greenlight-biosciences-series-d--b269b6ea,"Agriculture, AgTech, Biotechnology, Life Science","Medford, Massachusetts, United States, North America",Series D,102000000,USD,102000000,2020-06-16,Greenlight Biosciences,https://www.crunchbase.com/organization/greenlight-biosciences,https://www.greenlightbiosciences.com,,,,"AgFunder, Baird Capital, Continental Grain Company, Cormorant Asset Management, Fall Line Capital, Jeremy and Hannelore Grantham Environmental Trust, Lewis & Clark Ventures, Lupa Systems, MLS Capital Fund II, Morningside Venture Partners, S2G Ventures, Spruce Capital Partners, Tao Capital Partners",GreenLight Biosciences is a biotechnology company that develops an RNA platform for agriculture and human health.,Late Stage Venture,Yes,$10M to $50M,449500000,USD,449500000,M&A,10,Morningside Venture Partners,13,5,"21,086"
Venture Round - Clip Health,https://www.crunchbase.com/funding_round/clip-health-series-unknown--fdf5dc7d,"Health Care, Hospital, Manufacturing, Medical","Fremont, California, United States, North America",Venture - Series Unknown,,,,2018-01-01,Clip Health,https://www.crunchbase.com/organization/clip-health,https://cliphealth.com/,,,,Ground Squirrel Ventures,"Clip Health is a health-tech firm that designed, manufactured, and distributed products for decentralized health testing.",,Yes,$1M to $10M,53731183,USD,53731183,,17,,1,,"21,056"
Series A - Jianxin Medical,https://www.crunchbase.com/funding_round/jianxin-medical-series-a--8072dd41,Medical Device,"Qingdao Shi, Shandong, China, Asia",Series A,,,,2023-07-14,Jianxin Medical,https://www.crunchbase.com/organization/jianxin-medical,http://www.janesin.com/text_lists_532.html,,,,"Huatong Venture Capital., Youth Venture Capital",Jianxin Medical is a developer of intelligent dual-engine dynamic hybrid energy surgical systems.,Early Stage Venture,Yes,,30000000,CNY,4367575,Early Stage Venture,2,"Huatong Venture Capital., Youth Venture Capital",2,1,"21,110"
Post-IPO Equity - Evogene,https://www.crunchbase.com/funding_round/evogene-post-ipo-equity--d7c8d022,"Agriculture, Biotechnology, Genetics","Rehovot, HaMerkaz, Israel, Asia",Post-IPO Equity,8500000,USD,8500000,2023-07-17,Evogene,https://www.crunchbase.com/organization/evogene,http://www.evogene.com,,,,"Altium Capital, CVI Investments, SilverArc Capital",Evogene is a  biotechnology company developing novel products for life science markets through the use of a unique CPB platform.,,Yes,$1M to $10M,106315761,USD,106315761,IPO,8,,3,,"21,118"
