Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Non Equity Assistance - AZELIES,https://www.crunchbase.com/funding_round/azelies-non-equity-assistance--7949e774,"Logistics, Medical, Medical Device","Ramonville-saint-agne, Midi-Pyrenees, France, Europe",Non-equity Assistance,,,,2016-04-01,AZELIES,https://www.crunchbase.com/organization/azelies,https://azelies.com/,,,,Eurasante,Plateforme européenne qui combine un outil d’optimisation de flotte d´équipements médicaux et une marketplace de partage,,No,,,USD,,,1,,1,,"42,698"
Seed Round - Flurn,https://www.crunchbase.com/funding_round/flurn-seed--e7e8bf50,"E-Learning, EdTech, Education","Bengaluru, Karnataka, India, Asia",Seed,,,,2021-01-01,Flurn,https://www.crunchbase.com/organization/flurn,https://www.theflurn.com/,,,,Sprint Vc,Flurn is building a disruptive EdTech platform focuses on the communities for both online & offline classes.,Seed,Yes,,,USD,,Seed,1,,1,,"42,751"
Non Equity Assistance - NAOO,https://www.crunchbase.com/funding_round/naoo-cda5-non-equity-assistance--981d1235,"Clinical Trials, Medical, Pharmaceutical","Lille, Nord-Pas-de-Calais, France, Europe",Non-equity Assistance,,,,2021-04-01,NAOO,https://www.crunchbase.com/organization/naoo-cda5,https://www.naoo.fr/,,,,Eurasante,"Innovation permettant aux femmes de récupérér la légèreté de leurs jambes, en utilisant un cocon massant dans leur baignoire",,No,,,USD,,,2,,1,,"42,783"
Private Equity Round - Lightcast,https://www.crunchbase.com/funding_round/light-cast-private-equity--c52980d7,"Consulting, Information Technology, Software","Moscow, Idaho, United States, North America",Private Equity,,,,2019-01-01,Lightcast,https://www.crunchbase.com/organization/light-cast,https://lightcast.io,,,,Kohlberg Kravis Roberts,"Lightcast is an IT company that offers software, APIs, and consulting services for communities, businesses, and educational institutions.",Private Equity,Yes,$1M to $10M,,USD,,Private Equity,1,,1,,"42,651"
Non Equity Assistance - PROTECT'EAT,https://www.crunchbase.com/funding_round/protect-eat-non-equity-assistance--04f1433a,,,Non-equity Assistance,,,,2021-07-06,PROTECT'EAT,https://www.crunchbase.com/organization/protect-eat,,,,,Euralimentaire,Proposer aux entreprises et professionnels un service de restauration et livraison de plats frais au quotidien,,No,,,USD,,,1,,1,,"42,722"
Pre Seed Round - Tucker Carlson Network,https://www.crunchbase.com/funding_round/tucker-carlson-network-pre-seed--61110746,Media and Entertainment,"Reno, Nevada, United States, North America",Pre-Seed,,,,2023-12-21,Tucker Carlson Network,https://www.crunchbase.com/organization/tucker-carlson-network,https://tuckercarlson.com,,,,Uma Ventures,Tucker Carlson Network is the new streaming platform that is home to exclusive all-new content from Tucker Carlson. Join the movement!,Seed,Yes,,,USD,,Seed,2,Uma Ventures,1,1,"42,668"
Post-IPO Equity - Recro Pharma,https://www.crunchbase.com/funding_round/recro-pharma-inc-post-ipo-equity--579180b7,"Biotechnology, Clinical Trials, Health Care, Pharmaceutical","Malvern, Pennsylvania, United States, North America",Post-IPO Equity,40000000,USD,40000000,2017-12-29,Recro Pharma,https://www.crunchbase.com/organization/recro-pharma-inc,http://recropharma.com,,,,Cowen Investment Management,Recro Pharma is a pharmaceutical company developing non-opioid therapeutics for the treatment of pain.,,Yes,$10M to $50M,274800008,USD,274800008,IPO,7,,1,,"42,744"
Series B - AllPlants,https://www.crunchbase.com/funding_round/allplants-series-b--d426fec7,"Delivery, Food and Beverage, Food Delivery, Nutrition","London, England, United Kingdom, Europe",Series B,38000000,GBP,52195866,2021-10-18,AllPlants,https://www.crunchbase.com/organization/allplants,https://allplants.com,,,,"Athletico Ventures, Cassandra Stavrou, Chris Smalling, Felix Capital, Kieran Gibbs, Molten Ventures, Octopus Ventures, The Craftory, TriplePoint Capital",AllPlants is a VC-backed B-Corp on a mission to become Earth’s most forward-thinking food company.,Early Stage Venture,Yes,$10M to $50M,84444584,USD,84444584,,6,Molten Ventures,9,1,"42,600"
Pre Seed Round - Fret Zealot,https://www.crunchbase.com/funding_round/fret-zealot-pre-seed--9299da34,"Consumer Electronics, Music Education, Musical Instruments","Arlington, Virginia, United States, North America",Pre-Seed,500000,USD,500000,2021-10-29,Fret Zealot,https://www.crunchbase.com/organization/fret-zealot,http://fretzealot.com/,,,,43North,Fret Zealot  is a LED accessory for a guitar that shows where to put the fingers to play anything.,Seed,Yes,Less than $1M,850000,USD,850000,Seed,2,43North,1,,"42,760"
Non Equity Assistance - MES PETITS BOCAUX,https://www.crunchbase.com/funding_round/mes-petits-bocaux-non-equity-assistance--ab72dd02,"B2B, E-Commerce, Food and Beverage, Food Delivery, Manufacturing","Waziers, Nord-Pas-de-Calais, France, Europe",Non-equity Assistance,,,,2022-06-28,MES PETITS BOCAUX,https://www.crunchbase.com/organization/mes-petits-bocaux,https://mespetitsbocaux.wixsite.com/conserverie,,,,Euralimentaire,"Production et la vente de plats cuisinés, de tartinables et de desserts en bocaux apperitisés",,No,,,USD,,,1,,1,,"42,612"
Non Equity Assistance - Rezus,https://www.crunchbase.com/funding_round/rezus-non-equity-assistance--d1f111da,,"Siauliai, Siauliu Apskritis, Lithuania, Europe",Non-equity Assistance,,,,2023-03-30,Rezus,https://www.crunchbase.com/organization/rezus,,,,,Eurasenior,Projet R souhaite développer une plateforme de recrutement dédiée aux métiers de la santé et du médico-social.,,No,,,USD,,,1,,1,,"42,729"
Non Equity Assistance - CRAFT FACTORY,https://www.crunchbase.com/funding_round/craft-factory-non-equity-assistance--ad5bba3d,,,Non-equity Assistance,,,,2017-10-13,CRAFT FACTORY,https://www.crunchbase.com/organization/craft-factory,https://craftfactory.com/,,,,Eurasante,Imprimante 3D spécialisée dentaire pour répondre rapidement aux besoins en prototypage et fabrication des prothèses dentaires,,No,,,USD,,,1,,1,,"42,816"
