Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Secondary Market - 23andMe,https://www.crunchbase.com/funding_round/23andme-secondary-market--461fc14b,"Biotechnology, Genetics, Life Science","Sunnyvale, California, United States, North America",Secondary Market,,,,2018-04-15,23andMe,https://www.crunchbase.com/organization/23andme,http://23andme.com,,,,10X Capital,"23andMe is a DNA testing technology company that enables its users to access their ancestry, genealogy, and inherited traits.",,No,$100M to $500M,1118573609,USD,1118573609,IPO,19,,1,,"283,801"
Series B - m-Qube,https://www.crunchbase.com/funding_round/m-qube-series-b--c515a996,"Content, Messaging, Mobile","Watertown, Massachusetts, United States, North America",Series B,8000000,USD,8000000,2003-11-12,m-Qube,https://www.crunchbase.com/organization/m-qube,https://mqube.business.site,,,,"Bain Capital Ventures, General Catalyst, Sigma Partners","m-Qube develops, delivers, and bills mobile contents, messaging services, and applications in the United States.",Early Stage Venture,Yes,,42400000,USD,42400000,M&A,4,Sigma Partners,3,3,"283,802"
Seed Round - Agrible,https://www.crunchbase.com/funding_round/agrible-seed--0cc3def0,"Agriculture, Analytics, Big Data, Information Services, Product Design","Champaign, Illinois, United States, North America",Seed,,,,2014-04-23,Agrible,https://www.crunchbase.com/organization/agrible,http://www.agrible.com/,,,,Serra Ventures,Agrible develops products and analytical tools that deliver field-specific data to help with decision making in the agriculture industry.,Seed,Yes,$10M to $50M,13799999,USD,13799999,M&A,5,,1,,"283,803"
Seed Round - SwiftComply,https://www.crunchbase.com/funding_round/swiftcomply-ie-seed--f4b239d7,"Compliance, Government, GovTech","Dublin, Dublin, Ireland, Europe",Seed,1650000,USD,1650000,2019-03-14,SwiftComply,https://www.crunchbase.com/organization/swiftcomply-ie,http://www.swiftcomply.com,,,,Prefix Capital,SwiftComply helps water authorities protect human health and the environment,Seed,Yes,$1M to $10M,4797360,USD,4797360,Early Stage Venture,6,,1,,"283,804"
Series A - OCUS,https://www.crunchbase.com/funding_round/ocus-series-a--aa97164c,"Internet, Marketing, Software","Paris, Ile-de-France, France, Europe",Series A,,,,2018-06-29,OCUS,https://www.crunchbase.com/organization/ocus,https://www.ocus.com/en/,,,,"Evolem Start, Ring Capital, Sofiouest",OCUS is restoring confidence between brands and consumers by producing millions of high-quality always-on images across every sector.,Early Stage Venture,Yes,$10M to $50M,24000000,USD,24000000,Early Stage Venture,2,Ring Capital,3,1,"283,805"
Series A - Ionpath,https://www.crunchbase.com/funding_round/ionpath-series-a--5ccbfc86,"Biotechnology, Health Care, Health Diagnostics, Medical","Menlo Park, California, United States, North America",Series A,,,,2018-01-20,Ionpath,https://www.crunchbase.com/organization/ionpath,https://www.ionpath.com/,,,,Genoa Ventures,Ionpath is a developer of an ion beam imaging technology used to provide analysis of tissue biopsies.,Early Stage Venture,Yes,Less than $1M,18000000,USD,18000000,,4,,1,1,"283,806"
Seed Round - Fantom,https://www.crunchbase.com/funding_round/fantom-seed--244b3e8a,"Brand Marketing, Publishing","Dublin, Dublin, Ireland, Europe",Seed,30000,EUR,40121,2011-01-01,Fantom,https://www.crunchbase.com/organization/fantom,https://www.fantom.me/,650000,USD,650000,DCU Ryan Academy for Entrepreneurship,Development of social media applications in niche markets,Seed,Yes,Less than $1M,640121,USD,640121,Seed,2,,1,,"283,808"
Angel Round - Guojin Huangjin,https://www.crunchbase.com/funding_round/guojin-huangjin-angel--1bdcdf66,"Fashion, Jewelry, Manufacturing","Beijing, Beijing, China, Asia",Angel,3000000,CNY,488435,2014-02-28,Guojin Huangjin,https://www.crunchbase.com/organization/guojin-huangjin,http://www.guojingold.com/,,,,Xinxing Energy Technology,Guojin Huangjin produces gold jewelry products.,Seed,Yes,,13000000,CNY,2056279,Early Stage Venture,2,,1,,"283,809"
Series B - Umbel,https://www.crunchbase.com/funding_round/umbel-series-b--a26e927e,"Analytics, Big Data, Computer, Data Management, Digital Media, Media and Entertainment, Publishing, SaaS","Austin, Texas, United States, North America",Series B,25000000,USD,25000000,2015-11-18,Umbel,https://www.crunchbase.com/organization/umbel,http://umbel.com,,,,"Align Capital Partners, Cielo Private Equity, Sports Investment Partners",Umbel is a data management platform that empowers sports and entertainment companies to drive revenue with their most valuable asset—data.,Early Stage Venture,Yes,$10M to $50M,32871943,USD,32871943,M&A,5,Cielo Private Equity,3,,"283,810"
Seed Round - Glissner,https://www.crunchbase.com/funding_round/glisnner-seed--8e5053d2,"Customer Service, Internet of Things, Mobile Apps, Windows Phone","Waterloo, Ontario, Canada, North America",Seed,30000,CAD,21523,2020-05-19,Glissner,https://www.crunchbase.com/organization/glisnner,https://glissner.com,,,,Accelerator Centre,"Glissner offers fast, free phone sanitation in public places.",Seed,Yes,Less than $1M,40000,CAD,28697,Seed,2,Accelerator Centre,1,,"283,812"
