Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Meero,https://www.crunchbase.com/funding_round/meero-pre-seed--01197471,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Photography, Video","Paris, Ile-de-France, France, Europe",Pre-Seed,400000,EUR,434612,2016-03-01,Meero,https://www.crunchbase.com/organization/meero,https://www.meero.com,,,,"Eduardo Ronzano, INSEAD Business Angels Alumni France","Meero is a photo creation company that offers AI-powered photography production, quality check, and enhancement solutions.",Seed,Yes,$50M to $100M,293434612,USD,293434612,Late Stage Venture,5,,2,,"204,007"
Series A - BillGO,https://www.crunchbase.com/funding_round/billhero-series-a--3b32dcee,"Financial Services, FinTech, Payments","Fort Collins, Colorado, United States, North America",Series A,34000000,USD,34000000,2019-06-17,BillGO,https://www.crunchbase.com/organization/billhero,https://www.billgo.com,,,,"Commerce Ventures, Peter Kight, USAA",BillGO is changing the status quo with a modern bill managements and payments platform.,Early Stage Venture,Yes,Less than $1M,118673771,USD,118673771,Early Stage Venture,6,USAA,3,1,"204,031"
Series D - COYOTE,https://www.crunchbase.com/funding_round/coyote-77ed-series-d--b1b96d7a,"Biotechnology, Health Diagnostics, Medical","Changping, Beijing, China, Asia",Series D,50000000,CNY,7338803,2018-07-31,COYOTE,https://www.crunchbase.com/organization/coyote-77ed,http://www.coyotebio.com/,,,,Shanghai Real Estate Asset Management,COYOTE is a developer of molecular diagnostic information that provides users with customized health management solutions.,Late Stage Venture,Yes,,240000000,CNY,36505961,Late Stage Venture,5,Shanghai Real Estate Asset Management,1,,"204,036"
Series A - Neurable,https://www.crunchbase.com/funding_round/neurable-series-a--ca7f635e,"Augmented Reality, Human Computer Interaction, Software, Virtual Reality","Cambridge, Massachusetts, United States, North America",Series A,500000,USD,500000,2022-10-17,Neurable,https://www.crunchbase.com/organization/neurable,http://neurable.com/,40000000,USD,40000000,Hartmann Capital,Neurable creates brain-enabled control directed towards virtual and augmented reality.,Early Stage Venture,Yes,Less than $1M,9756543,USD,9756543,Early Stage Venture,12,,1,,"204,040"
Seed Round - MediRecords,https://www.crunchbase.com/funding_round/medirecords-seed--abaa85f2,"Health Care, Information Technology, Service Industry, Software","Sydney, New South Wales, Australia, Oceania",Seed,,,,2014-07-01,MediRecords,https://www.crunchbase.com/organization/medirecords,https://www.medirecords.com/,,,,,MediRecords is a clinical and practice management cloud software developed as a health service application.,Seed,Yes,,,USD,,Seed,1,,,,"204,046"
Private Equity Round - Borealis Wind,https://www.crunchbase.com/funding_round/borealis-wind-private-equity--c7ad1d4b,"Energy, Renewable Energy","Waterloo, Ontario, Canada, North America",Private Equity,,,,2022-01-16,Borealis Wind,https://www.crunchbase.com/organization/borealis-wind,http://www.borealiswind.com/,,,,,"Borealis Wind increases the reliability and efficiency of wind energy, by providing a de-icing retrofit for wind turbines.",Private Equity,Yes,Less than $1M,,USD,,M&A,5,,0,0,"204,050"
"Venture Round - Bloomz, Inc.",https://www.crunchbase.com/funding_round/bloomz-series-unknown--67e3f759,"Developer Tools, Education, Information Technology, Mobile","Redmond, Washington, United States, North America",Venture - Series Unknown,,,,2015-07-10,"Bloomz, Inc.",https://www.crunchbase.com/organization/bloomz,https://www.bloomz.com,,,,,"Bloomz is a free mobile and web app connecting teachers with parents in a secure, private, and easy to use environment.",,Yes,Less than $1M,5277000,USD,5277000,,5,,,,"204,054"
"Seed Round - MetaCraft, Inc.",https://www.crunchbase.com/funding_round/meta-craft-seed--db2c72dd,"Developer Platform, Industrial, Information Technology, Internet, Internet of Things","Seattle, Washington, United States, North America",Seed,35000,USD,35000,2014-07-15,"MetaCraft, Inc.",https://www.crunchbase.com/organization/meta-craft,http://www.metacraftcorp.com/,,,,9Mile Labs,MetaCraft offers a technology platform that enables individuals and the industry adapt to the evolving beer ecosystem.,Seed,Yes,$1M to $10M,35000,USD,35000,Seed,1,,1,,"204,060"
Venture Round - ReigNN,https://www.crunchbase.com/funding_round/reignn-series-unknown--610f404b,"E-Commerce, Internet","Tel Aviv, Tel Aviv, Israel, Asia",Venture - Series Unknown,,,,2019-04-02,ReigNN,https://www.crunchbase.com/organization/reignn,https://www.reignn.com/,,,,Intango Ventures,ReigNN helps online publishers and site owners actively balance user experience and increase website revenue.,,Yes,,,USD,,,1,Intango Ventures,1,,"204,065"
Non Equity Assistance - AceBot.ai,https://www.crunchbase.com/funding_round/acebot-ai-non-equity-assistance--9e012b13,"Artificial Intelligence (AI), Information Services, Information Technology, Mobile Apps","San Jose, California, United States, North America",Non-equity Assistance,,,,2017-06-08,AceBot.ai,https://www.crunchbase.com/organization/acebot-ai,http://acebot.ai/,,,,Microsoft Accelerator Bangalore,AceBot.ai specializes in the fields of the online conversational survey and advanced integration capabilities.,,No,$1M to $10M,650000,USD,650000,,3,,1,,"204,075"
