Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Private Equity Round - Evereden,https://www.crunchbase.com/funding_round/evereden-private-equity--70367f85,"Consumer Goods, E-Commerce, Health Care, Retail, Shopping","New York, New York, United States, North America",Private Equity,,,,2022-12-09,Evereden,https://www.crunchbase.com/organization/evereden,https://www.ever-eden.com/,,,,,Evereden is a webshop that offers organic skincare and hair products for both mothers and babies.,Private Equity,Yes,Less than $1M,32000000,USD,32000000,Private Equity,2,,,,"544,604"
Venture Round - OMG,https://www.crunchbase.com/funding_round/omg-series-unknown--2ab7cd5e,"Digital Media, Media and Entertainment, Web Hosting","Pyrmont, New South Wales, Australia, Oceania",Venture - Series Unknown,,,,2008-01-01,OMG,https://www.crunchbase.com/organization/omg,http://www.omg.com.au,,,,Right Click Capital,OMG is an online network that connects the right customers to the right businesses.,,Yes,,,USD,,M&A,1,,1,,"544,605"
Venture Round - Backspaces,https://www.crunchbase.com/funding_round/backspaces-series-unknown--13949993,"Content, Online Portals, Photography","New York, New York, United States, North America",Venture - Series Unknown,2999993,USD,2999993,2019-03-15,Backspaces,https://www.crunchbase.com/organization/backspaces,http://backspac.es,,,,,Backspaces is an application that enables users to create picture-based stories and topics online.,,Yes,Less than $1M,7962794,USD,7962794,,4,,,,"544,607"
Series B - Kopo Kopo,https://www.crunchbase.com/funding_round/kopo-kopo-series-b--c956136f,"Enterprise Software, Financial Services, FinTech, Information Technology, Mobile Payments, Payments, Social Entrepreneurship, Telecommunications","Nairobi, Nairobi Area, Kenya, Africa",Series B,2100000,USD,2100000,2015-10-14,Kopo Kopo,https://www.crunchbase.com/organization/kopo-kopo,https://kopokopo.co.ke,,,,,Kopo Kopo is a US-based company that offers solutions to help businesses grow and prosper through payments.,Early Stage Venture,Yes,$1M to $10M,5639923,USD,5639923,M&A,4,,,,"544,633"
Non Equity Assistance - Finanzmining,https://www.crunchbase.com/funding_round/cashbuzz-non-equity-assistance--3f169aef,"Analytics, Banking, Financial Services, FinTech, Internet","Berlin, Berlin, Germany, Europe",Non-equity Assistance,,,,2021-11-11,Finanzmining,https://www.crunchbase.com/organization/cashbuzz,https://finanzmining.de,,,,Catapult: Kickstarter,The leading platform for business insights derived from bank accounts,,No,,,USD,,,1,Catapult: Kickstarter,1,,"544,653"
Grant - Binee,https://www.crunchbase.com/funding_round/binee-grant--b8cba1e4,"Internet, Internet of Things, Mobile Apps, Recycling, Software, Waste Management","Leipzig, Sachsen, Germany, Europe",Grant,50000,EUR,55104,2015-11-01,Binee,https://www.crunchbase.com/organization/binee,https://www.binee.co/,,,,SpeedUP! Europe,Binee is a smart bins and mobile application for better recycling.,,No,,50000,EUR,55104,,2,SpeedUP! Europe,1,,"544,660"
Venture Round - Codeverse,https://www.crunchbase.com/funding_round/codeverse-series-unknown--c4a5e340,"E-Learning, EdTech, Education, Internet, Software, STEM Education","Chicago, Illinois, United States, North America",Venture - Series Unknown,,,,2018-01-01,Codeverse,https://www.crunchbase.com/organization/codeverse,http://www.codeverse.com,,,,"Revolution, Revolution’s Rise of the Rest Seed Fund","Codeverse is the world's first interactive coding studio & edtech platform, founded on the mission to teach a billion kids to code.",,Yes,$1M to $10M,10000000,USD,10000000,M&A,4,,2,,"544,663"
Seed Round - Cardpool,https://www.crunchbase.com/funding_round/cardpool-seed--0a0cc763,"E-Commerce, Gift Card, Marketplace","San Francisco, California, United States, North America",Seed,,,,2010-01-01,Cardpool,https://www.crunchbase.com/organization/cardpool,http://www.cardpool.com,,,,"Alfred Lin, Andrew Chen, Chris Sacca, David Samuel, Founder Collective, Great Oaks Venture Capital, James Hong, Josh Felser, Madison Angels, Matt Cutts, Max Levchin, Mitchell Kapor, Naval Ravikant, Nils Johnson, Paul Buchheit, Raj Sandhu, Ramit Sethi, Ronald Conway, SVA","Cardpool is a gift card exchange service for individuals to buy, sell and trade their new or pre-owned gift cards.",Seed,Yes,$10M to $50M,,USD,,M&A,3,,19,,"544,678"
Convertible Note - Kapsul,https://www.crunchbase.com/funding_round/kapsul-convertible-note--5a2e2160,"Product Design, Smart Home","Philadelphia, Pennsylvania, United States, North America",Convertible Note,1200000,USD,1200000,2018-03-01,Kapsul,https://www.crunchbase.com/organization/kapsul,http://www.kapsulair.com,,,,,Kapsul is reinventing home comfort with beautifully designed products that deliver better performance to both users and the grid.,,No,Less than $1M,5933413,USD,5933413,Early Stage Venture,7,,,,"544,693"
Grant - Wilson's Meats,https://www.crunchbase.com/funding_round/wilson-s-meats-grant--984f5d9e,Food Processing,"Philadelphia, Pennsylvania, United States, North America",Grant,200000,USD,200000,2021-11-24,Wilson's Meats,https://www.crunchbase.com/organization/wilson-s-meats,https://wilsonsmeats.com,,,,Michigan Department of Agriculture and Rural Development,"Wilson's Meats is a wholesale meat supply company. It also supplies beef, pork, sea food and Deli.",,No,$1M to $10M,200000,USD,200000,,1,,1,,"544,695"
Seed Round - Streaming Global,https://www.crunchbase.com/funding_round/streaming-global-seed--4d4e7add,"Information Technology, Video, Video Streaming","Atlanta, Georgia, United States, North America",Seed,8000000,USD,8000000,2021-08-31,Streaming Global,https://www.crunchbase.com/organization/streaming-global,https://streaming.global/,,,,,Streaming Global's software overlay for synchronized media and data delivery enabling real-time combined with unparalleled flexibility.,Seed,Yes,$1M to $10M,10000000,USD,10000000,Seed,2,,,,"544,701"
Venture Round - Family First,https://www.crunchbase.com/funding_round/family-first-inc-series-unknown--b34e3ec0,"Health Care, Hospital, InsurTech, Mental Health","East Boston, Massachusetts, United States, North America",Venture - Series Unknown,,,,2019-04-15,Family First,https://www.crunchbase.com/organization/family-first-inc,https://www.family-first.com,,,,Kli Capital,"Family First offers eldercare, child support, counseling, and mental health services their employees.",,Yes,$1M to $10M,16143950,USD,16143950,Early Stage Venture,6,,1,,"544,702"
