Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - EdenGrene,https://www.crunchbase.com/funding_round/edengrene-series-unknown--469229cf,"Logistics, Supply Chain Management","Leesport, Pennsylvania, United States, North America",Venture - Series Unknown,6080000,USD,6080000,2020-10-19,EdenGrene,https://www.crunchbase.com/organization/edengrene,https://www.edengreneinc.com/,,,,,EdenGrene is a Logistics & Supply Chain company.,,Yes,,6080000,USD,6080000,,1,,,,"541,635"
Pre Seed Round - Chiplytics,https://www.crunchbase.com/funding_round/chiplytics-pre-seed--a9b8cafc,"Electronics, Quality Assurance, Semiconductor","Albuquerque, New Mexico, United States, North America",Pre-Seed,,,,2022-02-15,Chiplytics,https://www.crunchbase.com/organization/chiplytics,https://www.chiplytics.io/,,,,Scout Ventures,Chiplytics provides data-driven inspection technology for deeper insights into the microelectronics supply chain.,Seed,Yes,,300000,USD,300000,Seed,2,Scout Ventures,1,,"541,683"
Seed Round - wikifolio,https://www.crunchbase.com/funding_round/wikifolio-seed--6d523f05,"Finance, FinTech, Online Portals, Stock Exchanges","Vienna, Wien, Austria, Europe",Seed,,,,2012-01-01,wikifolio,https://www.crunchbase.com/organization/wikifolio,http://www.wikifolio.com,,,,i5invest,wikifolio is an Austria-based online platform for investment strategies of traders and asset managers.,Seed,Yes,,6000000,EUR,8196665,Early Stage Venture,4,,1,,"541,687"
Venture Round - SETE MARES,https://www.crunchbase.com/funding_round/sete-mares-series-unknown--9fdea1fe,"Cloud Computing, Internet of Things, SEO, Software","Koto, Tokyo, Japan, Asia",Venture - Series Unknown,44000000,JPY,409513,2019-08-01,SETE MARES,https://www.crunchbase.com/organization/sete-mares,https://setemares.co/,,,,GxPartners,SETE MARES they combine smart ideas with rich internet technology to craft innovative solutions.,,Yes,,44000000,JPY,409514,,3,,1,,"541,690"
Debt Financing - Bioxiness Pharmaceuticals,https://www.crunchbase.com/funding_round/bioxiness-pharmaceuticals-debt-financing--8527ff10,"Biotechnology, Health Care, Pharmaceutical","Hercules, California, United States, North America",Debt Financing,302568,USD,302568,2011-01-20,Bioxiness Pharmaceuticals,https://www.crunchbase.com/organization/bioxiness-pharmaceuticals,http://www.bioxiness.com,,,,LaunchCapital,Bioxiness Pharmaceuticals develops novel antimicrobial compounds for the treatment of severe bacterial infections.,,No,Less than $1M,804568,USD,804568,,2,,1,,"541,695"
Non Equity Assistance - Nuvemshop,https://www.crunchbase.com/funding_round/nuvemshop-tiendanube-non-equity-assistance--6a03fe6a,"E-Commerce, E-Commerce Platforms, Marketing, Retail Technology, SaaS","São Paulo, Sao Paulo, Brazil, South America",Non-equity Assistance,50000,USD,50000,2016-11-22,Nuvemshop,https://www.crunchbase.com/organization/nuvemshop-tiendanube,https://www.nuvemshop.com.br,,,,Google Launchpad Accelerator,"Nuvemshop provides SMBs with the tools to setup, manage, and promote their online businesses.",,No,$100M to $500M,628382500,USD,628382500,Late Stage Venture,11,Google Launchpad Accelerator,1,,"542,031"
Series A - Pogoseat,https://www.crunchbase.com/funding_round/pogoseat-series-a--89c971a2,"Concerts, E-Commerce, Enterprise Software, Events, Messaging, Mobile, Sports, Ticketing","Venice, California, United States, North America",Series A,,,,2015-08-06,Pogoseat,https://www.crunchbase.com/organization/pogoseat,https://www.pogoseat.com/,,,,BluePointe Ventures,Pogoseat is an enterprise solution for sports teams & concert venues that enhances the fan experience and provides greater flexibility.,Early Stage Venture,Yes,$1M to $10M,4300000,USD,4300000,Seed,6,,1,,"542,083"
Seed Round - Figura Analytics,https://www.crunchbase.com/funding_round/figura-analytics-limited-seed--f400f8ad,Analytics,"Loughborough, Leicestershire, United Kingdom, Europe",Seed,,,,2023-01-26,Figura Analytics,https://www.crunchbase.com/organization/figura-analytics-limited,https://www.figura-analytics.co.uk/,,,,SFC Capital,"Figura Analytics uses nanopore technology to quickly identify, recognize, and quantify liquid-borne particles.",Seed,Yes,,180000,GBP,251785,Seed,3,SFC Capital,1,1,"541,618"
Series A - BlueMeteor,https://www.crunchbase.com/funding_round/bluemeteor-series-a--c95aa2ec,"Application Performance Management, Apps, Internet","Chicago, Illinois, United States, North America",Series A,23500000,USD,23500000,2000-04-04,BlueMeteor,https://www.crunchbase.com/organization/bluemeteor,http://www.bluemeteor.com,,,,"Minotaur Capital Management, Wheatley Partners",BlueMeteor is an application service provider and Internet Accelerator.,Early Stage Venture,Yes,,24499998,USD,24499998,,2,Minotaur Capital Management,2,,"541,625"
Series A - Core Security,https://www.crunchbase.com/funding_round/courion-corporation-series-a--55c1af2d,"Enterprise Software, Identity Management, Network Security, Risk Management, Security, Software","Roswell, Georgia, United States, North America",Series A,4100000,USD,4100000,1999-05-11,Core Security,https://www.crunchbase.com/organization/courion-corporation,https://www.coresecurity.com/,7600000,USD,7600000,"Bank of America, JMI Equity, MassVentures, U.S. Trust",Core Security provides risk-driven identity and access management software solutions that focus on managing access risk.,Early Stage Venture,Yes,$10M to $50M,43140000,USD,43140000,M&A,8,JMI Equity,4,,"541,630"
Debt Financing - CranioVation,https://www.crunchbase.com/funding_round/craniovation-debt-financing--6238c343,"Biotechnology, Health Diagnostics, Innovation Management","Minneapolis, Minnesota, United States, North America",Debt Financing,100000,USD,100000,2018-01-25,CranioVation,https://www.crunchbase.com/organization/craniovation,http://www.craniovation.com,,,,,CranioVation is an innovative solution to treat aggressive brain tumors using light delivered via a minimally invasive device.,,No,Less than $1M,1436873,USD,1436873,,5,,,,"541,645"
Debt Financing - Rebel Foods,https://www.crunchbase.com/funding_round/faaso-s-debt-financing--0801505b,"E-Commerce, Food Delivery, Food Processing, Mobile Apps","Mumbai, Maharashtra, India, Asia",Debt Financing,5400000,USD,5400000,2020-01-31,Rebel Foods,https://www.crunchbase.com/organization/faaso-s,https://www.rebelfoods.com,,,,Alteria Capital,Rebel Foods is a cloud kitchen company that operates multiple food brands and delivers food through online platforms.,,No,$10M to $50M,564349099,USD,564349099,Late Stage Venture,23,Alteria Capital,1,1,"541,651"
Angel Round - ISBX,https://www.crunchbase.com/funding_round/isbx-angel--898bc3eb,"Advertising, iOS, Marketing, Mobile, Mobile Apps, SEM, Software","Los Angeles, California, United States, North America",Angel,1000000,USD,1000000,2009-12-01,ISBX,https://www.crunchbase.com/organization/isbx,http://isbx.com,,,,,"ISBX is a digital agency providing creative, technology, marketing, and app development services to Fortune 500 companies.",Seed,Yes,$1M to $10M,1750000,USD,1750000,Seed,2,,,,"541,662"
Funding Round - BRS Holdings,https://www.crunchbase.com/funding_round/brs-holdings-undisclosed--f61304d2,"Business Development, Consulting, Environmental Consulting","Dallas, Texas, United States, North America",Funding Round,100000,USD,100000,2021-03-02,BRS Holdings,https://www.crunchbase.com/organization/brs-holdings,https://www.brsholdings.com/,,,,,BRS Holdings is a business consulting company that provides advice on environmental and other business matters.,,Yes,$1M to $10M,100000,USD,100000,,1,,,,"541,668"
Grant - Norcon Technologies,https://www.crunchbase.com/funding_round/norcon-technologies-grant--f4a9bd26,"Electronics, Hardware","Tucson, Arizona, United States, North America",Grant,280870,USD,280870,2020-05-21,Norcon Technologies,https://www.crunchbase.com/organization/norcon-technologies,https://norcontech.com/,,,,National Science Foundation,"Norcon collaborates with faculty in optics, chemistry, and material science at the University of Arizona.",,No,Less than $1M,1265138,USD,1265138,,2,National Science Foundation,1,,"541,671"
Debt Financing - Zeo,https://www.crunchbase.com/funding_round/zeo-debt-financing--0217c641,"Analytics, Electronics, Manufacturing","Newton, Massachusetts, United States, North America",Debt Financing,1000000,USD,1000000,2010-08-06,Zeo,https://www.crunchbase.com/organization/zeo,http://www.myZeo.com,,,,,Zeo manufactures sleep monitors that record electrical activity along the scalp and monitor the user's brain waves.,,No,,28638500,USD,28638500,Late Stage Venture,7,,,,"541,678"
