Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Spatial Risk Systems,https://www.crunchbase.com/funding_round/woobler-pre-seed--1c812c10,"Analytics, Information Services, Risk Management","Red Bank, New Jersey, United States, North America",Pre-Seed,410000,USD,410000,2019-01-01,Spatial Risk Systems,https://www.crunchbase.com/organization/woobler,https://www.spatialrisksystems.com,2000000,USD,2000000,,"Global Asset Location Data empowering investors and underwriters to understand Physical Risks, GHG Emissions, and Environmental factors",Seed,Yes,,910000,USD,910000,Seed,2,,,,"436,001"
Seed Round - Datumize,https://www.crunchbase.com/funding_round/datumize-seed--d320c86e,,"Castelldefels, Catalonia, Spain, Europe",Seed,,,,2015-01-01,Datumize,https://www.crunchbase.com/organization/datumize,https://www.datumize.com,,,,"Startupbootcamp, Startupbootcamp IoT & Data Tech",Datumize is a software technology company that develops tools for capturing dark data found in enterprises.,Seed,Yes,$1M to $10M,1800000,EUR,2033076,M&A,4,,2,,"436,007"
Venture Round - Onx Enterprise Solutions,https://www.crunchbase.com/funding_round/onx-enterprise-solutions-series-unknown--00f68fac,"Information and Communications Technology (ICT), Information Services, Information Technology, Software","Thornhill, Ontario, Canada, North America",Venture - Series Unknown,,,,1996-01-01,Onx Enterprise Solutions,https://www.crunchbase.com/organization/onx-enterprise-solutions,https://www.onx.com,,,,BEST Funds,Onx is delivering IT Solutions that Transform Businesses.,,Yes,,,USD,,M&A,1,,1,,"436,008"
Series A - BB-Care,https://www.crunchbase.com/funding_round/bb-care-series-a--462cbdf6,"Children, Health Care, Medical","Changning, Shanghai, China, Asia",Series A,10000000,CNY,1543614,2015-12-23,BB-Care,https://www.crunchbase.com/organization/bb-care,http://www.bb-care.com.cn/,,,,Shanghai Science and Technology Investment,BB-Care is a children's health management platform.,Early Stage Venture,Yes,,13000000,CNY,2030963,Early Stage Venture,2,Shanghai Science and Technology Investment,1,,"436,012"
Series B - FirmAuto USA,https://www.crunchbase.com/funding_round/firmauto-usa-series-b--7ae94959,"Automotive, Consumer Lending, Financial Services, Information Technology","Cerritos, California, United States, North America",Series B,8000000,USD,8000000,2021-03-03,FirmAuto USA,https://www.crunchbase.com/organization/firmauto-usa,https://firmautousa.com,500000,USD,500000,,FirmAuto is an auto-finance company that originates automobile credits using BuroFlex® technology.,Early Stage Venture,Yes,,8500000,USD,8500000,Early Stage Venture,2,,,,"436,014"
Series A - 0K619,https://www.crunchbase.com/funding_round/0k619-series-a--aad2bc93,"Analytics, Database, Information Services, Oil and Gas","Shijingshan, Beijing, China, Asia",Series A,7570000,CNY,1244763,2014-01-10,0K619,https://www.crunchbase.com/organization/0k619,http://www.ok619.com/,,,,Ping An Ventures,0K619 provides domestic deep data content for gas stations.,Early Stage Venture,Yes,,7570000,CNY,1244764,Early Stage Venture,1,,1,,"436,018"
Post-IPO Debt - Plato Capital,https://www.crunchbase.com/funding_round/plato-capital-post-ipo-debt--acf76e1e,"Property Development, Real Estate, Real Estate Investment","Damansara, Kuala Lumpur, Malaysia, Asia",Post-IPO Debt,5000000,USD,5000000,2021-07-12,Plato Capital,https://www.crunchbase.com/organization/plato-capital,http://www.platocapital.com,,,,,"Plato Capital is an investment holding company focused on three segments IT solutions, education, hospitality, and travel.",,No,$500M to $1B,5000000,USD,5000000,IPO,1,,,,"436,021"
Series A - Edesa Biotech,https://www.crunchbase.com/funding_round/edesa-biotech-series-a--75006802,"Biotechnology, Life Science","Markham, Ontario, Canada, North America",Series A,7000000,USD,7000000,2017-09-20,Edesa Biotech,https://www.crunchbase.com/organization/edesa-biotech,http://edesabiotech.com/,,,,"Inveready, Lumira Ventures, Pharmascience",Edesa develops treatments for dermatological and anorectal diseases. Edesa merged with Stellar Biotechnologies in 2019.,Early Stage Venture,Yes,$1M to $10M,66422646,USD,66422646,IPO,7,Lumira Ventures,3,1,"436,028"
Series A - AdTheorent,https://www.crunchbase.com/funding_round/adtheorent-series-a--366df2a3,"Ad Network, Advertising, Artificial Intelligence (AI), Machine Learning, SaaS","New York, New York, United States, North America",Series A,4000000,USD,4000000,2013-09-11,AdTheorent,https://www.crunchbase.com/organization/adtheorent,http://www.adtheorent.com,25290000,USD,25290000,"Mogility Capital, OmniCapital Group, Verizon Ventures","AdTheorent’s is a machine learning technology powers predictive targeting, predictive creative, and self-learning insights.",Early Stage Venture,Yes,$50M to $100M,125500000,USD,125500000,IPO,3,Verizon Ventures,3,,"436,036"
Non Equity Assistance - Eco Wave Power,https://www.crunchbase.com/funding_round/eco-wave-power-non-equity-assistance--324dce05,"Energy, Manufacturing, Product Design, Wind Energy","Tel Aviv, Tel Aviv, Israel, Asia",Non-equity Assistance,,,,2020-05-01,Eco Wave Power,https://www.crunchbase.com/organization/eco-wave-power,http://www.ecowavepower.com,,,,maze impact,Eco Wave Power is an Israel-based company that provides EWP energy devices and solutions.,,No,$1M to $10M,6976068,USD,6976068,IPO,7,,1,,"436,038"
