Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - Lyfta,https://www.crunchbase.com/funding_round/lyfta-grant--fa205f44,"Augmented Reality, Digital Media, E-Learning, EdTech, Education, Training, Virtual Reality","Helsinki, Southern Finland, Finland, Europe",Grant,10000,EUR,11852,2020-08-16,Lyfta,https://www.crunchbase.com/organization/lyfta,https://www.lyfta.com/,,,,,"Lyfta is a platform where teachers can find beautiful, engaging, and immersive content to capture the hearts and minds of their students.",,No,Less than $1M,5534326,EUR,6147038,,14,,,,"178,800"
Seed Round - LOYALME,https://www.crunchbase.com/funding_round/loyalme-seed--85578a26,"CRM, Marketing","New York, New York, United States, North America",Seed,120000,USD,120000,2020-02-01,LOYALME,https://www.crunchbase.com/organization/loyalme,http://loyalme.com/,,,,Starta VC,LoyalMe Customer Loyalty Cloud is a modular solution used by brands to automate omni-channel Loyalty Programs.,Seed,Yes,$1M to $10M,470000,USD,470000,Seed,2,Starta VC,1,,"178,801"
Seed Round - Beyond Labs Ltd,https://www.crunchbase.com/funding_round/beyond-labs-ltd-seed--38daab2a,"Information Services, Information Technology","London, England, United Kingdom, Europe",Seed,,,,2016-01-01,Beyond Labs Ltd,https://www.crunchbase.com/organization/beyond-labs-ltd,https://headbeyond.com,,,,"Force Over Mass Capital, Rob Dobson",Beyond Labs transforms how businesses do budgeting - making it real-time and collaborative.,Seed,Yes,$1M to $10M,,USD,,Seed,1,Force Over Mass Capital,2,,"178,802"
Series A - Inse,https://www.crunchbase.com/funding_round/inse-b44e-series-a--e7e60b27,"Electronics, Home Appliances, Manufacturing","Shenzhen, Guangdong, China, Asia",Series A,,,,2021-10-08,Inse,https://www.crunchbase.com/organization/inse-b44e,https://inselife.com,,,,Seas Capital,consumer electronics， cleaning appliances,Early Stage Venture,Yes,,,USD,,Early Stage Venture,1,Seas Capital,1,,"178,803"
Pre Seed Round - Movidesk,https://www.crunchbase.com/funding_round/movidesk-pre-seed--80d81faa,"Computer, Customer Service, Software","Blumenau, Santa Catarina, Brazil, South America",Pre-Seed,150000,BRL,47189,2017-05-06,Movidesk,https://www.crunchbase.com/organization/movidesk,https://www.movidesk.com,850000,BRL,267404,WOW Aceleradora,Movidesk is a software provider that facilitates and streamlines customer service.,Seed,Yes,,10400000,BRL,2762816,M&A,3,WOW Aceleradora,1,,"178,804"
Series B - Blink.com,https://www.crunchbase.com/funding_round/blink-com-series-b--a1c9c89b,"Information Services, Internet, Personalization, Software","New York, New York, United States, North America",Series B,11000000,USD,11000000,2000-03-31,Blink.com,https://www.crunchbase.com/organization/blink-com,https://www.blink.com,,,,"Sandler Capital, Tudor Investments",Blink.com is a venture-supported personal information management service that enables its users to access their favorite web links.,Early Stage Venture,Yes,,11500000,USD,11500000,M&A,2,Sandler Capital,2,,"178,805"
Venture Round - CompanDx,https://www.crunchbase.com/funding_round/compandx-series-unknown--a90cc306,"Biopharma, Biotechnology, Medical","Nottingham, Nottingham, United Kingdom, Europe",Venture - Series Unknown,3900000,GBP,6114175,2012-07-31,CompanDx,https://www.crunchbase.com/organization/compandx,http://compandx.artisteer.net/,,,,,CompanDx unlocks the secrets of personalised medicine. ,,Yes,,3900000,GBP,6114175,,1,,,,"178,806"
Non Equity Assistance - Industrial Phycology,https://www.crunchbase.com/funding_round/industrial-phycology-non-equity-assistance--672c845d,"Biotechnology, Chemical, Psychology","Bristol, Bristol, City of, United Kingdom, Europe",Non-equity Assistance,,,,2014-04-02,Industrial Phycology,https://www.crunchbase.com/organization/industrial-phycology,http://www.i-phyc.com/,,,,Pitch@Palace,Industrial Phycology has designed and patented a system to harness the power of algae to remove nutrients.,,No,,5928195,USD,5928195,,6,,1,,"178,807"
Non Equity Assistance - Design that Matters,https://www.crunchbase.com/funding_round/design-that-matters-non-equity-assistance--af41e24f,,"Salem, Massachusetts, United States, North America",Non-equity Assistance,,,,2002-01-01,Design that Matters,https://www.crunchbase.com/organization/design-that-matters,http://www.designthatmatters.org,,,,MIT Media Lab,Design that Matters works with the best social enterprises and superstar volunteers to design new products and services.,,No,$1M to $10M,,USD,,,1,,1,,"178,808"
Grant - EtiraRx,https://www.crunchbase.com/funding_round/etirarx-grant--88731f12,"Biotechnology, Health Care, Medical","Dallas, Texas, United States, North America",Grant,2000000,USD,2000000,2021-08-30,EtiraRx,https://www.crunchbase.com/organization/etirarx,https://www.etirarx.com,,,,,EtiraRx is a biopharmaceutical research firm that offers treatment for therapy-resistant metastatic breast cancer.,,No,$1M to $10M,9870140,USD,9870140,,3,,,,"178,809"
Series A - Lotour.com,https://www.crunchbase.com/funding_round/lotour-com-series-a--040d132d,"Tourism, Travel","Beijing, Beijing, China, Asia",Series A,30000000,CNY,4546382,2011-01-01,Lotour.com,https://www.crunchbase.com/organization/lotour-com,http://www.lotour.com/,,,,,Lotour.com is an online media and value-added service supplier that is focused on the travel trade.,Early Stage Venture,Yes,$1M to $10M,30000000,CNY,4546382,Early Stage Venture,1,,,,"178,810"
Series B - Chiaro Networks,https://www.crunchbase.com/funding_round/chiaro-networks-series-b--7b182795,"Internet, Manufacturing, Telecommunications","Richardson, Texas, United States, North America",Series B,18000000,USD,18000000,2000-04-26,Chiaro Networks,https://www.crunchbase.com/organization/chiaro-networks,http://www.chiaro.com/,,,,"CenterPoint Venture Partners, Crown Advisors, Intel Capital, InterWest Partners, Rho Management, Sevin Rosen Funds, Star Ventures","Chiaro Networks engages in the design, manufacture, and delivery of Internet protocol/multi protocol label switching.",Early Stage Venture,Yes,$10M to $50M,208000000,USD,208000000,Late Stage Venture,4,Rho Management,7,,"178,811"
Seed Round - Slinky,https://www.crunchbase.com/funding_round/slinky-seed--56f49d77,"Online Portals, Search Engine","Mountain View, California, United States, North America",Seed,250000,USD,250000,2012-07-05,Slinky,https://www.crunchbase.com/organization/slinky,http://slinky.me,3100000,USD,3100000,,Slinky - Find your favorite GIF,Seed,Yes,,250000,USD,250000,M&A,1,,,,"178,812"
Seed Round - Vionic,https://www.crunchbase.com/funding_round/vionic-seed--c2c0e53b,"Apps, E-Commerce, Enterprise Software, Market Research, Retail, Social Media Marketing, Software","San Diego, California, United States, North America",Seed,740000,USD,740000,2014-01-01,Vionic,https://www.crunchbase.com/organization/vionic,http://www.vionic.coM,,,,,"Vionic is a social media deals platform that enables brands to offer exclusive promotions on Facebook, Twitter, and Google+.",Seed,Yes,$100M to $500M,4910000,USD,4910000,Seed,7,,,,"178,813"
Convertible Note - CloudSight Inc.,https://www.crunchbase.com/funding_round/cloudsight-convertible-note--a88c62eb,"Artificial Intelligence (AI), Image Recognition, Mobile Apps, Software, Visual Search","Los Angeles, California, United States, North America",Convertible Note,650000,USD,650000,2014-12-01,CloudSight Inc.,https://www.crunchbase.com/organization/cloudsight,http://CloudSight.ai,,,,,CloudSight's mission is to make AI see.,,No,$1M to $10M,7545000,USD,7545000,,11,,,,"178,814"
