Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - SubHub,https://www.crunchbase.com/funding_round/subhub-series-b--6115b2b3,"Content, Subscription Service, Web Hosting","Cardiff, Cardiff, United Kingdom, Europe",Series B,,,,2011-09-20,SubHub,https://www.crunchbase.com/organization/subhub,http://www.subhub.com,,,,"David Hulston, Mark Stanich, Simon Murdoch",SubHub offers a managed and hosted service for anyone to build and run a money-making content website.,Early Stage Venture,Yes,$1B to $10B,1000000,USD,1000000,M&A,4,,3,,"169,805"
Non Equity Assistance - Patnotes IP,https://www.crunchbase.com/funding_round/patnotes-ip-non-equity-assistance--beebfb1b,"Apps, Finance, Marketing, Software",,Non-equity Assistance,,,,2021-09-30,Patnotes IP,https://www.crunchbase.com/organization/patnotes-ip,https://www.patnoteip.com,,,,Taiwan Startup Stadium,Patnotes IP provides a complete international patent application strategy.,,No,,,USD,,,1,,1,,"169,833"
Seed Round - Jeejen,https://www.crunchbase.com/funding_round/jeejen-seed--5d395169,"Adult, Developer Platform, Mobile","Beijing, Beijing, China, Asia",Seed,,,,2014-01-02,Jeejen,https://www.crunchbase.com/organization/jeejen,http://jeejen.com,,,,ZhenFund,Jeejen is a developer of smartphones for seniors.,Seed,Yes,,,USD,,Seed,1,,1,,"169,839"
Series A - Carnet de Mode,https://www.crunchbase.com/funding_round/carnet-de-mode-series-a--98607e23,"E-Commerce, Fashion, Marketplace, Shopping","Paris, Ile-de-France, France, Europe",Series A,1500000,USD,1500000,2013-05-28,Carnet de Mode,https://www.crunchbase.com/organization/carnet-de-mode,http://www.carnetdemode.com,,,,Elaia,Carnet de Mode is an international marketplace providing a cutting-edge selection of fashion items.,Early Stage Venture,Yes,$1M to $10M,1626272,USD,1626272,Early Stage Venture,2,Elaia,1,,"169,848"
Series A - Fudata.cn,https://www.crunchbase.com/funding_round/fudata-cn-series-a--8c2e4cb5,"Finance, Financial Services, FinTech, Software","Shanghai, Shanghai, China, Asia",Series A,100000000,CNY,14506839,2019-07-29,Fudata.cn,https://www.crunchbase.com/organization/fudata-cn,https://www.fudata.cn,,,,"Delta Capital, Hongyun Venture Fund",Shanghai based Fintech company.,Early Stage Venture,Yes,$1M to $10M,100000000,CNY,14506840,Early Stage Venture,2,Delta Capital,2,,"169,856"
Seed Round - udu,https://www.crunchbase.com/funding_round/udu-seed--d0f0cc16,"Information Services, Information Technology, Software","Raleigh, North Carolina, United States, North America",Seed,,,,2022-10-05,udu,https://www.crunchbase.com/organization/udu,http://www.udu.co/,,,,Triangle Tweener Fund,"Deal Sourcing at Machine Speed and Coverage, with a Human Touch",Seed,Yes,$1M to $10M,300000,USD,300000,Seed,2,,1,1,"169,862"
Series A - Sana Biotechnology,https://www.crunchbase.com/funding_round/sana-biotechnology-series-a--47ccefe5,"Biotechnology, Health Care, Life Science, Product Research","Seattle, Washington, United States, North America",Series A,700000000,USD,700000000,2020-06-23,Sana Biotechnology,https://www.crunchbase.com/organization/sana-biotechnology,http://sana.com/,,,,"Alaska Permanent Fund, Altitude Life Science Ventures, ARCH Venture Partners, Baillie Gifford, Bezos Expeditions, Canada Pension Plan Investment Board, F-Prime Capital, Flagship Pioneering, Google Ventures, Omega Funds, PSP Investments",Sana Biotechnology is a developer of engineered cells intended to be used as medicine for patients.,Early Stage Venture,Yes,,865000000,USD,865000000,IPO,4,,11,,"169,864"
Pre Seed Round - Vairav Technology,https://www.crunchbase.com/funding_round/vairav-technology-pre-seed--f91c32e5,"Consulting, Cyber Security, Information Technology, Network Security, Penetration Testing","Kathmandu, Bagmati, Nepal, Asia",Pre-Seed,664666,USD,664666,2019-03-15,Vairav Technology,https://www.crunchbase.com/organization/vairav-technology,https://vairav.net,,,,,"A Managed Security Sevice Provider based in Kathmandu Nepal, helps organization to fight cyber-crime, protect data and reduce security risk.",Seed,Yes,,664666,USD,664666,Seed,1,,,,"169,866"
Seed Round - Kilter,https://www.crunchbase.com/funding_round/kilter-inc-seed--8ec7194f,"Fitness, Health Care, Human Resources, Wellness","Madison, Wisconsin, United States, North America",Seed,425000,USD,425000,2016-10-07,Kilter,https://www.crunchbase.com/organization/kilter-inc,https://www.kilterrewards.com,1200000,USD,1200000,"Drew Madden, Jay Jensen, Mark Bakken",Kilter is the world’s most inclusive charity supporter engagement platform.,Seed,Yes,$1M to $10M,1075000,USD,1075000,M&A,6,,3,,"169,890"
Series B - ClarVista Medical,https://www.crunchbase.com/funding_round/clarvista-medical-series-b--9f2fa10a,"Health Care, Health Diagnostics, Medical","Aliso Viejo, California, United States, North America",Series B,14520000,USD,14520000,2015-05-20,ClarVista Medical,https://www.crunchbase.com/organization/clarvista-medical,http://clarvistamedical.com,,,,"Cycad Group, New Enterprise Associates, Windham Venture Partners","ClarVista Medical based in Aliso Viejo, California is a leading developer of innovative products to treat challenging ophthalmic conditions.",Early Stage Venture,Yes,$1M to $10M,14520000,USD,14520000,Early Stage Venture,2,"Cycad Group, Windham Venture Partners",3,2,"169,901"
