Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - Magneto,https://www.crunchbase.com/funding_round/magneto-6734-grant--61f5e1eb,Clean Energy,"Delft, Zuid-Holland, The Netherlands, Europe",Grant,,,,2023-06-23,Magneto,https://www.crunchbase.com/organization/magneto-6734,https://magneto.systems,,,,EIC Accelerator,Magneto offers a long-term alternative to cooling and heating systems.,,No,,1000000,EUR,1016947,Seed,2,EIC Accelerator,1,,"52,218"
Grant - Caffe Lena,https://www.crunchbase.com/funding_round/caffe-lena-grant--9e73f708,"Museums and Historical Sites, Music, Musical Instruments, Non Profit","Saratoga Springs, New York, United States, North America",Grant,,,,2023-06-27,Caffe Lena,https://www.crunchbase.com/organization/caffe-lena,https://www.caffelena.org/,,,,Live Music Society,Caffè Lena provides great music in a charming setting recognised for hosting American folk music.,,No,,,USD,,,1,Live Music Society,1,2,"52,206"
Pre Seed Round - Fika.d,https://www.crunchbase.com/funding_round/fika-d-pre-seed--91312633,"E-Commerce, Generative AI, Marketing","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Pre-Seed,200080000,KRW,155258,2023-06-20,Fika.d,https://www.crunchbase.com/organization/fika-d,https://fikad.boo/,,,,Antler,Fika.d analyzes consumer behavior data using product detail pages and provides solutions to optimize marketing conversion rates.,Seed,Yes,,200080000,KRW,155258,Seed,1,,1,,"52,201"
Non Equity Assistance - Podo Labs,https://www.crunchbase.com/funding_round/podo-non-equity-assistance--707096d9,"Audio, Consumer Electronics, Hardware, Mobile, Photo Editing, Photo Sharing, Photography, Product Design, Software, Wireless","San Francisco, California, United States, North America",Non-equity Assistance,,,,2014-03-26,Podo Labs,https://www.crunchbase.com/organization/podo,http://www.podolabs.com,,,,TIPS Program,"We make Podo, Jack, Belle, and a whole lot more to come.",,No,Less than $1M,4498703,USD,4498703,Seed,11,TIPS Program,1,,"52,202"
Grant - Amulet,https://www.crunchbase.com/funding_round/amulet-2fc8-grant--717a7eb4,"Mobile Apps, Sensor","Madison, Wisconsin, United States, North America",Grant,,,,2023-06-23,Amulet,https://www.crunchbase.com/organization/amulet-2fc8,https://www.amulet-inc.com,,,,Small Business Innovation Research,"Amulet is the maker of smallest, fastest, and portable food sensor.",,No,$1M to $10M,4900000,USD,4900000,Seed,4,Small Business Innovation Research,1,,"52,203"
Pre Seed Round - Roamefy,https://www.crunchbase.com/funding_round/roamefy-pre-seed--42298e6e,"Information Services, Logistics, Travel","San Francisco, California, United States, North America",Pre-Seed,175000,USD,175000,2023-08-23,Roamefy,https://www.crunchbase.com/organization/roamefy,https://www.roamefy.com/,,,,Antler,"Roamefy offers reliable insights and logistics information, enabling a community of travelers and experts to facilitate DIY travel.",Seed,Yes,,175000,USD,175000,Seed,1,,1,,"52,209"
Pre Seed Round - Gladys,https://www.crunchbase.com/funding_round/gladys-0466-pre-seed--07082b5d,"Elder Care, Health Care, Home Health Care","Bath, Bath and North East Somerset, United Kingdom, Europe",Pre-Seed,120000,GBP,152226,2023-08-14,Gladys,https://www.crunchbase.com/organization/gladys-0466,https://www.gladys.care/,,,,Antler,Gladys matches the best local talent to help provide care at home for older people.,Seed,Yes,,120000,GBP,152227,Seed,1,,1,,"52,210"
Series B - APEXX,https://www.crunchbase.com/funding_round/apexx-fintech-series-b--f06acdc9,"Finance, FinTech, Payments","London, England, United Kingdom, Europe",Series B,25000000,USD,25000000,2023-03-13,APEXX,https://www.crunchbase.com/organization/apexx-fintech,https://apexx.global,,,,"Alliance VC, Forward Partners, MMC Ventures",APEXX provides payment gateway solution for businesses.,Early Stage Venture,Yes,$50M to $100M,37000000,USD,37000000,Early Stage Venture,4,"Alliance VC, Forward Partners, MMC Ventures",3,3,"52,204"
Grant - ExVal,https://www.crunchbase.com/funding_round/exval-grant--dc196113,"Health Care, Health Diagnostics, Wellness",,Grant,5000,EUR,5478,2023-06-27,ExVal,https://www.crunchbase.com/organization/exval,,,,,NovaUCD,ExVal is committed to tackling the issue of early identification of childhood pneumonia.,,No,,5000,EUR,5479,,1,NovaUCD,1,,"52,205"
Seed Round - Kraftful,https://www.crunchbase.com/funding_round/kraftful-seed--d91c7af5,"Analytics, Apps, Artificial Intelligence (AI), Enterprise Software, Internet, Product Management, Product Research, Software","San Francisco, California, United States, North America",Seed,2000000,USD,2000000,2022-02-08,Kraftful,https://www.crunchbase.com/organization/kraftful,https://www.kraftful.com,,,,"Diverse Angels, Leadout Capital, Precursor Ventures, Samsung NEXT",Kraftful provides business owners with an AI analysis of customer feedback to learn what they need and how to improve the product.,Seed,Yes,$1M to $10M,3150000,USD,3150000,Seed,3,,4,1,"52,212"
Seed Round - Aumni,https://www.crunchbase.com/funding_round/aumni-seed--f14d0395,"Analytics, Asset Management, Document Management, Financial Services, Venture Capital","Salt Lake City, Utah, United States, North America",Seed,,,,2019-01-15,Aumni,https://www.crunchbase.com/organization/aumni,https://www.aumni.fund,,,,Mango Capital,Aumni is an investment analytics platform that offers a solution that VC firms use for a competitive edge and operational efficiency.,Seed,Yes,$50M to $100M,63000000,USD,63000000,M&A,4,,1,,"52,213"
Seed Round - z.Pax,https://www.crunchbase.com/funding_round/z-pax-seed--796c90f9,"Information Technology, SaaS, Software","Manalapan, New Jersey, United States, North America",Seed,50000,USD,50000,2023-11-03,z.Pax,https://www.crunchbase.com/organization/z-pax,,,,,,z.Pax is a technology company.,Seed,Yes,,1325000,USD,1325000,Seed,2,,,,"52,200"
Grant - Meals on Wheels of Rhode Island,https://www.crunchbase.com/funding_round/meals-on-wheels-of-rhode-island-grant--32481c7b,"Family, Food Delivery, Home Services","Providence, Rhode Island, United States, North America",Grant,,,,2023-07-18,Meals on Wheels of Rhode Island,https://www.crunchbase.com/organization/meals-on-wheels-of-rhode-island,https://www.rimeals.org,,,,BankNewport,Meals on Wheels of Rhode Island is a nonprofit home-delivered meal program in the state.,,No,$1M to $10M,82000,USD,82000,,2,BankNewport,1,,"52,278"
Debt Financing - Lacuna Solutions,https://www.crunchbase.com/funding_round/lacuna-solutions-debt-financing--25ee866a,"Information Technology, Professional Services, Risk Management, Small and Medium Businesses","Greenwich, Greenwich, United Kingdom, Europe",Debt Financing,,,,2023-08-30,Lacuna Solutions,https://www.crunchbase.com/organization/lacuna-solutions,https://lacunaclientscope.com,,,,Riverside Acceleration Capital,"Lacuna Solutions provides KYC due diligence, anti money laundering and payment repair data.",,No,,,USD,,,1,,1,,"52,334"
Debt Financing - Taco Bell,https://www.crunchbase.com/funding_round/taco-bell-1ead-debt-financing--dcf4512a,"Education, Food and Beverage, Food Delivery, Food Processing, Food Trucks, Non Profit, Restaurants","Escazú, San Jose, Costa Rica, North America",Debt Financing,,,,2019-07-01,Taco Bell,https://www.crunchbase.com/organization/taco-bell-1ead,https://www.tacobell.co.cr/,,,,Muzinich & Co,Taco Bell is a restaurant.,,No,$500M to $1B,,USD,,,1,,1,,"52,352"
Seed Round - Commonwealth,https://www.crunchbase.com/funding_round/commonwealth-seed--e270b936,"Apps, Finance, Racing","Lexington, Kentucky, United States, North America",Seed,,,,2021-01-01,Commonwealth,https://www.crunchbase.com/organization/commonwealth,https://www.joincommonwealth.com,,,,Eberg Capital,Commonwealth provides apps that allow investing in athletes.,Seed,Yes,,,USD,,Seed,1,,1,,"52,376"
Non Equity Assistance - Canary Drones,https://www.crunchbase.com/funding_round/canary-drones-non-equity-assistance--2334ad30,"Enterprise Software, Software, Sustainability","San Diego, California, United States, North America",Non-equity Assistance,,,,2016-01-01,Canary Drones,https://www.crunchbase.com/organization/canary-drones,http://www.canarydrones.co/,,,,Cleantech Open,Aerial Hyperspectral Imagery and software to detect diseases in agriculture faster than the human eye.,,No,,,USD,,,1,Cleantech Open,1,,"52,387"
Venture Round - Columbia Aluminum Products LLC,https://www.crunchbase.com/funding_round/columbia-aluminum-products-llc-series-unknown--8c8d2bb4,"Home Improvement, Manufacturing","Corona, California, United States, North America",Venture - Series Unknown,,,,2000-08-01,Columbia Aluminum Products LLC,https://www.crunchbase.com/organization/columbia-aluminum-products-llc,https://www.columbiaaluminumproductsllc.com/,,,,Marwit,"Columbia Aluminum Products has been dedicated to developing, manufacturing & distributing weather-strip products to the building industry.",,Yes,$10M to $50M,,USD,,,1,,1,,"52,308"
Grant - International Yacht Restoration School,https://www.crunchbase.com/funding_round/international-yacht-restoration-school-grant--1365dbf3,"Education, Marine Technology, Training","Newport, Rhode Island, United States, North America",Grant,,,,2023-07-18,International Yacht Restoration School,https://www.crunchbase.com/organization/international-yacht-restoration-school,http://www.iyrs.org/,,,,BankNewport,International Yacht Restoration School is a school in Newport.,,No,,,USD,,,1,BankNewport,1,,"52,261"
Grant - Children’s Advocacy Center,https://www.crunchbase.com/funding_round/children-s-advocacy-center-0b92-grant--afd95712,"Advocacy, Child Care, Non Profit, Public Safety, Therapeutics","Naples, Florida, United States, North America",Grant,545520,USD,545520,2023-03-20,Children’s Advocacy Center,https://www.crunchbase.com/organization/children-s-advocacy-center-0b92,https://www.caccollier.org,,,,Naples Children & Education Foundation,Children's Advocacy Center's mission is to make abused Children's lives better.,,No,,545520,USD,545520,,1,Naples Children & Education Foundation,1,,"52,285"
Grant - Local Return,https://www.crunchbase.com/funding_round/local-return-grant--d1b93074,"Non Profit, Social","Providence, Rhode Island, United States, North America",Grant,,,,2023-07-18,Local Return,https://www.crunchbase.com/organization/local-return,https://localreturn.org,,,,BankNewport,"Local Return is to develop community wealth through ownership and investment, particularly in historically underinvested regions.",,No,,,USD,,,1,BankNewport,1,,"52,241"
