Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Emergex Vaccines,https://www.crunchbase.com/funding_round/emergex-vaccines-seed--5c2957f7,"Biopharma, Biotechnology, Health Care","Abingdon, Oxfordshire, United Kingdom, Europe",Seed,,,,2017-07-27,Emergex Vaccines,https://www.crunchbase.com/organization/emergex-vaccines,https://emergexvaccines.com/,,,,Trend Investment Group,Pioneering a new approach to vaccine development and manufacturing using cutting-edge technologies to produce novel synthetic vaccines.,Seed,Yes,$1M to $10M,12994657,USD,12994657,Early Stage Venture,4,,1,,"605,227"
Seed Round - 247tickets,https://www.crunchbase.com/funding_round/247tickets-seed--817bac71,Ticketing,"Shanghai, Shanghai, China, Asia",Seed,,,,2016-08-22,247tickets,https://www.crunchbase.com/organization/247tickets,http://www.247tickets.com/,,,,"Chinaccelerator, Haitao Capital, SOSV","247tickets is a platform for events, experiences, trips & communities.",Seed,Yes,Less than $1M,2500000,USD,2500000,Seed,4,SOSV,3,2,"605,558"
Series A - Securitize,https://www.crunchbase.com/funding_round/securitize-inc-series-a--70b7c468,"Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, Information Technology","San Francisco, California, United States, North America",Series A,,,,2019-11-27,Securitize,https://www.crunchbase.com/organization/securitize-inc,https://securitize.io,,,,SBI Investment,"Securitize enables digital securities, which are easier to own, simpler to manage, and faster to trade.",Early Stage Venture,Yes,$1M to $10M,100200000,USD,100200000,Early Stage Venture,8,,1,,"605,563"
Seed Round - Royalty Exchange,https://www.crunchbase.com/funding_round/the-royalty-exchange-seed--bc5b1eee,"Auctions, Finance, Marketplace, Music","Denver, Colorado, United States, North America",Seed,100000,USD,100000,2012-11-30,Royalty Exchange,https://www.crunchbase.com/organization/the-royalty-exchange,http://www.royaltyexchange.com,,,,,Royalty Exchange operates as a marketplace for buying and selling music royalties.,Seed,Yes,$1M to $10M,13720634,USD,13720634,,6,,,,"605,610"
Venture Round - MyFreightWorld,https://www.crunchbase.com/funding_round/myfreightworld-series-unknown--152bc820,"Consulting, Information Technology, Logistics, Outsourcing, Shipping Broker, Software, Transportation","Overland Park, Kansas, United States, North America",Venture - Series Unknown,1507162,USD,1507162,2010-09-08,MyFreightWorld,https://www.crunchbase.com/organization/myfreightworld,http://myfreightworld.com,,,,,MyFreightWorld supplies technology and expertise to participants in the supply chain management sector.,,Yes,$10M to $50M,1507162,USD,1507162,,1,,,,"605,205"
Post-IPO Equity - Blockchain Intelligence Group,https://www.crunchbase.com/funding_round/blockchain-intelligence-group-post-ipo-equity--a9f5bb47,"Blockchain, Cryptocurrency","Vancouver, British Columbia, Canada, North America",Post-IPO Equity,100000,USD,100000,2016-07-13,Blockchain Intelligence Group,https://www.crunchbase.com/organization/blockchain-intelligence-group,https://blockchaingroup.io/?utm_source=crunchbase&utm_medium=crunchbaseListing&utm_campaign=CrunchbaseCompanyWebsite,,,,,"Our blockchain intelligence ecosystem delivers best-in-class crypto tracking, analytics, risk monitoring, compliance, visualization.",,Yes,$1M to $10M,15447722,USD,15447722,M&A,2,,,,"605,207"
Series A - Intucell,https://www.crunchbase.com/funding_round/intucell-series-a--c883f149,"Mobile, Network Hardware, Software, Telecommunications","Ra'anana, HaMerkaz, Israel, Asia",Series A,6000000,USD,6000000,2011-01-31,Intucell,https://www.crunchbase.com/organization/intucell,http://intucellsystems.com,,,,Bessemer Venture Partners,Intucell offers a self-optimizing network solution that enable radio operators to better utilize their radio access networks.,Early Stage Venture,Yes,$10M to $50M,8500000,USD,8500000,M&A,2,Bessemer Venture Partners,1,1,"605,208"
Seed Round - Blue Seat Media,https://www.crunchbase.com/funding_round/blue-seat-media-seed--e59d23ec,"Digital Entertainment, Mobile, Sports","Cincinnati, Ohio, United States, North America",Seed,20000,USD,20000,2015-01-01,Blue Seat Media,https://www.crunchbase.com/organization/blue-seat-media,http://www.blueseatmedia.com,,,,OCEAN Accelerator,Inspiring the next generation of baseball storytelling,Seed,Yes,Less than $1M,20000,USD,20000,Seed,1,,1,,"605,215"
Funding Round - Wonderful Wonderful,https://www.crunchbase.com/funding_round/wonderful-wonderful-undisclosed--55bbca7e,,"Providence, Rhode Island, United States, North America",Funding Round,1190005,USD,1190005,2019-08-26,Wonderful Wonderful,https://www.crunchbase.com/organization/wonderful-wonderful,,,,,,"Wonderful Wonderful is a company located in Providence, Rhode Island.",,Yes,,2325003,USD,2325003,,2,,,,"605,224"
Pre Seed Round - Insightful,https://www.crunchbase.com/funding_round/insightfulme-pre-seed--8d99f520,"Digital Entertainment, EdTech, Mobile Apps","Berlin, Berlin, Germany, Europe",Pre-Seed,170000,EUR,198683,2021-09-22,Insightful,https://www.crunchbase.com/organization/insightfulme,https://www.insightfulme.com/,,,,Antler,Insightful is an application that provides educational videos.,Seed,Yes,Less than $1M,170000,EUR,198684,Seed,1,Antler,1,3,"605,226"
