Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Eat Me,https://www.crunchbase.com/funding_round/eat-me-seed--cf4ee39c,"Consumer Goods, Food and Beverage, Food Processing, Grocery","Rochester, New York, United States, North America",Seed,50000,USD,50000,2018-11-01,Eat Me,https://www.crunchbase.com/organization/eat-me,http://www.eatmeicecream.com/,,,,Launch NY,Eat Me creates superior dairy and non-dairy ice cream.,Seed,Yes,,420000,USD,420000,Seed,4,Launch NY,1,1,"596,800"
Series A - Kidaptive,https://www.crunchbase.com/funding_round/kidaptive-series-a--9eb2205a,"Big Data, EdTech, Education, Personalization","Mountain View, California, United States, North America",Series A,1350000,USD,1350000,2012-07-02,Kidaptive,https://www.crunchbase.com/organization/kidaptive,https://www.kidaptive.com/,,,,,Kidaptive is a media and technology company creating entertaining and adaptive content that helps children learn.,Early Stage Venture,Yes,$1M to $10M,38673754,USD,38673754,M&A,5,,,,"596,801"
Seed Round - Sanity,https://www.crunchbase.com/funding_round/sanity-seed--c3ed4d23,"CMS, Developer Platform, PaaS, SaaS","San Francisco, California, United States, North America",Seed,2400000,USD,2400000,2019-09-03,Sanity,https://www.crunchbase.com/organization/sanity,https://sanity.io,,,,"Alliance VC, Chris Bach, Edvard Engesæth, Heavybit, Jon Dahl, Matt Billmann Christensen, Ohad Eder-Pressman, Peter Secor",Sanity is a platform for structured content that lets teams build digital experiences.,Seed,Yes,$10M to $50M,50700000,USD,50700000,,4,"Alliance VC, Heavybit",8,3,"596,802"
Grant - SpaceIL,https://www.crunchbase.com/funding_round/spaceil-grant--168afe62,"Non Profit, Public Relations, Space Travel, Travel","Tel Aviv, Tel Aviv, Israel, Asia",Grant,22400000,USD,22400000,2014-04-10,SpaceIL,https://www.crunchbase.com/organization/spaceil,http://spaceil.com,,,,"Adelson Family Foundation, Charles and Lynn Schusterman Family Philanthropies, Kahn Foundation","SpaceIL, a $100M Israeli non-profit that attempted to land the first private interplanetary robotic mission on the Moon on April, 2019",,No,$10M to $50M,161900000,USD,161900000,Seed,7,,3,,"596,803"
Pre Seed Round - Mika,https://www.crunchbase.com/funding_round/mika-9650-pre-seed--14e3127f,"Health Care, mHealth, Therapeutics","Berlin, Berlin, Germany, Europe",Pre-Seed,,,,2018-03-28,Mika,https://www.crunchbase.com/organization/mika-9650,https://www.mikahealth.com/,,,,Mücke Roth & Company,Mika is a digital platform empowering people affected by cancer.,Seed,Yes,$1M to $10M,10000000,EUR,10563321,Early Stage Venture,6,,1,1,"596,805"
Pre Seed Round - Wed.az,https://www.crunchbase.com/funding_round/wed-az-pre-seed--ebcc03cd,"E-Commerce, Marketplace, Media and Entertainment, Wedding","Baku, Baki, Azerbaijan, Asia",Pre-Seed,9000,USD,9000,2019-11-10,Wed.az,https://www.crunchbase.com/organization/wed-az,https://wed.az/,,,,,Wedding Marketplace of Azerbaijan,Seed,Yes,,15000,USD,15000,Seed,2,,,,"596,806"
Angel Round - Smartzer,https://www.crunchbase.com/funding_round/smartzer-angel--edb745fb,"Advertising, E-Commerce, Enterprise Software, Video","London, England, United Kingdom, Europe",Angel,250000,GBP,401811,2014-10-13,Smartzer,https://www.crunchbase.com/organization/smartzer,http://www.smartzer.com,,,,"Aidan Healey, Alan White, Catherine De Marignac, Charles Henri De Marignac, Cherif Louhibi, Damien Harrington, Felicita Eggimann, Greg Michel, Jamie True, Philip Ridley-Smith, Richard Grey, Startup Loans UK, Tom Berry, William Ferguson","Smartzer makes videos and live streams interactive & shoppable on e-commerce, video ads and social.",Seed,Yes,Less than $1M,630000,GBP,894959,Seed,3,,14,,"596,807"
Grant - New Valence Robotics Corporation,https://www.crunchbase.com/funding_round/nvbots-grant--696d95ea,"3D Printing, 3D Technology, Education, Industrial, Manufacturing, Robotics","Boston, Massachusetts, United States, North America",Grant,,,,2013-09-01,New Valence Robotics Corporation,https://www.crunchbase.com/organization/nvbots,http://nvbots.com/,,,,"Creative Destruction Lab (CDL), MIT delta v","NVBOTS creates automated, enterprise 3D printing solutions that fix industry’s toughest problems.",,No,$1M to $10M,5337166,USD,5337166,M&A,4,,2,,"596,808"
Seed Round - Meetings.io,https://www.crunchbase.com/funding_round/meetings-io-seed--f9025c23,"Online Portals, Software, Video, Web Browsers","San Francisco, California, United States, North America",Seed,1600000,USD,1600000,2011-07-10,Meetings.io,https://www.crunchbase.com/organization/meetings-io,http://meetings.io,,,,"Kulveer Taggar, Matt Huang, Paul Buchheit, Raj Sandhu, Skip Stritter, SVA, Y Combinator, Yuri Milner",Meetings.io provides a group video conferencing and hangout service that allows users to meet with anyone by creating a meeting room link.,Seed,Yes,$1M to $10M,1800000,USD,1800000,M&A,2,,8,,"596,809"
Product Crowdfunding - Zikto,https://www.crunchbase.com/funding_round/zikto-product-crowdfunding--d33092a3,"Big Data, Insurance, InsurTech","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Product Crowdfunding,164000,USD,164000,2014-11-11,Zikto,https://www.crunchbase.com/organization/zikto,http://www.zikto.com,,,,,Zikto provides blockchain-based claim management SaaS to insurance companies.,,No,,3326278,USD,3326278,,5,,,,"596,810"
