Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - MoXin,https://www.crunchbase.com/funding_round/moxin-seed--c23010e9,Artificial Intelligence (AI),"Shenzhen, Guangdong, China, Asia",Seed,100000000,CNY,15287013,2021-03-26,MoXin,https://www.crunchbase.com/organization/moxin,,,,,"Creation Venture Partners, Jiangmen Venture Capital, Keytone Ventures, Qianhai Fund of Funds, ZhenFund","MoXin is an AI chip designer, providing terminal and cloud AI chip acceleration solutions.",Seed,Yes,,100000000,CNY,15287014,Seed,2,Jiangmen Venture Capital,5,,"450,452"
Venture Round - crystalsol,https://www.crunchbase.com/funding_round/crystalsol-series-unknown--c5726377,"Renewable Energy, Semiconductor, Solar, Sustainability","Vienna, Wien, Austria, Europe",Venture - Series Unknown,750000,EUR,907459,2014-12-31,crystalsol,https://www.crunchbase.com/organization/crystalsol,http://www.crystalsol.com,,,,Arax Capital Partners,Crystalsol is a technological company that focusses on developing a new type of flexible photovoltaic technology.,,Yes,$1M to $10M,14345000,EUR,18882097,,7,,1,,"450,538"
Grant - COHESION Medical,https://www.crunchbase.com/funding_round/cohesion-medical-grant--41bf3114,"Electronic Health Record (EHR), Health Care, Personal Health, Software","Glasgow, Glasgow City, United Kingdom, Europe",Grant,,,,2018-12-01,COHESION Medical,https://www.crunchbase.com/organization/cohesion-medical,https://www.cohesionmedical.com,,,,Innovate UK,SaaS,,No,,,USD,,,2,Innovate UK,1,,"450,542"
Equity Crowdfunding - RestoLoco,https://www.crunchbase.com/funding_round/restoloco-equity-crowdfunding--32d9f42a,Food Delivery,"Quebec, Quebec, Canada, North America",Equity Crowdfunding,156500,CAD,114104,2022-10-17,RestoLoco,https://www.crunchbase.com/organization/restoloco,https://www.restoloco.com/en,2500000,CAD,1822755,Mirza Canada,Liberating restaurants from the delivery giants.,,Yes,,156500,CAD,114104,,1,,1,1,"450,607"
Venture Round - LiquidSpace,https://www.crunchbase.com/funding_round/liquidspace-series-unknown--d5730471,"Collaborative Consumption, Coworking, Peer to Peer, Real Estate, Real Time","Palo Alto, California, United States, North America",Venture - Series Unknown,,,,2014-01-01,LiquidSpace,https://www.crunchbase.com/organization/liquidspace,http://www.liquidspace.com,,,,Keiretsu Forum,"LiquidSpace supports Work From Anywhere with a platform that makes it easy to discover, transact, and manage your office needs on-demand.",,Yes,Less than $1M,34543019,USD,34543019,,10,,1,,"450,665"
Series A - Cross River Bank,https://www.crunchbase.com/funding_round/cross-river-bank-series-a--44cfd781,"Banking, Financial Services, FinTech","Fort Lee, New Jersey, United States, North America",Series A,28000000,USD,28000000,2016-11-01,Cross River Bank,https://www.crunchbase.com/organization/cross-river-bank,http://crossriver.com,,,,"Andreessen Horowitz, Battery Ventures",Cross River Bank is a financial institution that offers technology and banking services to consumers and businesses.,Early Stage Venture,Yes,,908000000,USD,908000000,Late Stage Venture,6,,2,,"450,667"
Angel Round - Rouchu,https://www.crunchbase.com/funding_round/rouchu-angel--4c8e6025,"Industrial, Industrial Automation, Robotics","Longhua, Guangdong, China, Asia",Angel,10000000,CNY,1511932,2017-12-01,Rouchu,https://www.crunchbase.com/organization/rouchu,https://www.rochu.com/,,,,"FutureCap, Tsing Ventures",Rouchu provides terminal solutions for automation and intelligent manufacturing.,Seed,Yes,,10000000,CNY,1511933,Seed,1,,2,,"450,678"
Series A - Scotty,https://www.crunchbase.com/funding_round/scotty-series-a--988db9c8,"Local, Mobile, Transportation","Beyoglu, Istanbul, Turkey, Europe",Series A,,,,2020-01-01,Scotty,https://www.crunchbase.com/organization/scotty,https://scotty.com.tr,,,,Erdem Gülen,Scotty is a distribution company that provides logistical services.,Early Stage Venture,Yes,Less than $1M,7994997,USD,7994997,Early Stage Venture,5,,1,,"450,744"
Angel Round - AisleBuyer,https://www.crunchbase.com/funding_round/aislebuyer-angel--95683091,"Apps, E-Commerce, iOS, Mobile, Retail, Shopping","Boston, Massachusetts, United States, North America",Angel,,,,2009-09-01,AisleBuyer,https://www.crunchbase.com/organization/aislebuyer,http://www.aislebuyer.com,,,,Boston Harbor Angels,AisleBuyer is a mobile shopping platform that allows users to pay for goods and services via smartphones.,Seed,Yes,,11500000,USD,11500000,M&A,4,,1,,"450,786"
Series C - Backpackr,https://www.crunchbase.com/funding_round/backpackr-series-c--2181e8d6,"Apps, Computer, Travel","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Series C,20000000000,KRW,16127430,2023-01-10,Backpackr,https://www.crunchbase.com/organization/backpackr,http://www.backpac.kr,224100000,USD,224100000,"Altos Ventures, Axiom Asia Private Capital, Stonebridge Capital, Vanderbilt University",Backpackr offers an online app store that enables users to buy a range of smartphone applications.,Late Stage Venture,Yes,$1M to $10M,44556073,USD,44556073,Late Stage Venture,4,Altos Ventures,4,,"450,815"
