Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - SubioMed,https://www.crunchbase.com/funding_round/subiomed-inc-seed--c0a910ad,"Health Care, Medical Device, Service Industry","Bloomington, Minnesota, United States, North America",Seed,1500000,USD,1500000,2020-06-01,SubioMed,https://www.crunchbase.com/organization/subiomed-inc,https://www.subiomed.com/,,,,,SubioMed is a Technology Platform.,Seed,Yes,,2272515,USD,2272515,Seed,2,,,,"609,688"
Seed Round - Exitround,https://www.crunchbase.com/funding_round/exitround-seed--01cea506,"FinTech, Information Technology, Marketplace, Web Hosting","San Francisco, California, United States, North America",Seed,,,,2013-12-13,Exitround,https://www.crunchbase.com/organization/exitround,http://exitround.com,,,,Tom Conrad,Exitround is a private marketplace for founders to discreetly explore strategic acquisition opportunities.,Seed,Yes,Less than $1M,1625000,USD,1625000,M&A,3,,1,,"609,440"
Grant - Orkusmart,https://www.crunchbase.com/funding_round/orkusmart-grant--6ba509c6,"Computer, Information Services, Information Technology, Software","New York, New York, United States, North America",Grant,6958000,ISK,53638,2016-03-01,Orkusmart,https://www.crunchbase.com/organization/orkusmart,http://orkusmart.com,,,,Technology Development Fund,Orkusmart is a software development company.,,No,,6958000,ISK,53639,,1,Technology Development Fund,1,,"609,464"
Venture Round - Insightra Medical,https://www.crunchbase.com/funding_round/insightra-medical-series-unknown--ab242a5f,"Biotechnology, Health Care, Manufacturing, Medical Device","Clarksville, Tennessee, United States, North America",Venture - Series Unknown,2837500,USD,2837500,2015-06-08,Insightra Medical,https://www.crunchbase.com/organization/insightra-medical,http://insightra.com,,,,,Insightra Medical is a medical device company with a strong focus on herina and other surgical therapies.,,Yes,$10M to $50M,19962500,USD,19962500,,5,,,,"609,470"
Venture Round - Framedia Advertising,https://www.crunchbase.com/funding_round/framedia-advertising-series-unknown--d6e0b594,Advertising,"Shanghai, Shanghai, China, Asia",Venture - Series Unknown,,,,2004-11-01,Framedia Advertising,https://www.crunchbase.com/organization/framedia-advertising,http://www.framedia.net,,,,IDG Capital,Framedia is a provider of in-elevator poster advertising services in China.,,Yes,,,USD,,,1,,1,,"609,490"
Seed Round - WhiteCoat Healthcare,https://www.crunchbase.com/funding_round/whitecoat-healthcare-seed--6e5064c6,"Biotechnology, Health Care, Home Health Care, Medical, mHealth, Primary and Urgent Care","Pasadena, California, United States, North America",Seed,,,,2016-06-10,WhiteCoat Healthcare,https://www.crunchbase.com/organization/whitecoat-healthcare,http://www.getwhitecoat.com,,,,Strong Ventures,"WhiteCoat brings quality healthcare to patients in the comfort of their own homes, including urgent care, IV therapy, and lab testing.",Seed,Yes,Less than $1M,675000,USD,675000,Seed,2,,1,,"609,541"
Non Equity Assistance - Slip Robotics,https://www.crunchbase.com/funding_round/slip-robotics-non-equity-assistance--634746e9,"Automotive, Industrial, Industrial Automation, Last Mile Transportation, Logistics, Manufacturing, Robotics","Atlanta, Georgia, United States, North America",Non-equity Assistance,,,,2022-08-18,Slip Robotics,https://www.crunchbase.com/organization/slip-robotics,https://sliprobotics.com/,,,,,Robots-as-a-service to load and unload any truck in 5 minutes.,,No,$1M to $10M,16388243,USD,16388243,,5,,,,"609,590"
Series A - Newplan,https://www.crunchbase.com/funding_round/newplan-2998-series-a--e551c4ac,"Consulting, Industrial Design, Product Design, Supply Chain Management","Shenzhen, Guangdong, China, Asia",Series A,37100000,CNY,5973554,2014-06-16,Newplan,https://www.crunchbase.com/organization/newplan-2998,http://www.newplan.com.cn,,,,"Everbright, Hong Mu",Newplan is a design company that offers strategy consulting and supply chain management services.,Early Stage Venture,Yes,$1M to $10M,67750000,CNY,10770512,IPO,3,,2,,"609,600"
Grant - Viewpoint Molecular Targeting,https://www.crunchbase.com/funding_round/viewpoint-molecular-targeting-grant--bb9c5042,"Biotechnology, Health Care, Pharmaceutical, Precision Medicine, Therapeutics","Coralville, Iowa, United States, North America",Grant,2000000,USD,2000000,2020-09-15,Viewpoint Molecular Targeting,https://www.crunchbase.com/organization/viewpoint-molecular-targeting,http://viewpointmt.com,,,,National Institutes of Health,Viewpoint Molecular Targeting develops radiopharmaceutical therapeutics for cancer and complementary diagnostics for personalized medicine.,,No,$1M to $10M,34256742,USD,34256742,Early Stage Venture,13,,1,,"609,608"
Seed Round - Predictive Trading Systems,https://www.crunchbase.com/funding_round/predictive-trading-systems-seed--8c499597,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Machine Learning, Predictive Analytics","New York, New York, United States, North America",Seed,333089,USD,333089,2021-01-07,Predictive Trading Systems,https://www.crunchbase.com/organization/predictive-trading-systems,https://www.predictivetradingsystems.com/,,,,,"Predictive Trading Systems is an AI-powered, data-driven, and cloud-based decision making for investment management​.",Seed,Yes,,333089,USD,333089,Seed,1,,,,"609,661"
Pre Seed Round - Unitonomy,https://www.crunchbase.com/funding_round/unitonomy-pre-seed--652185c0,"B2B, Human Resources, Information Technology, SaaS, Software","Louisville, Kentucky, United States, North America",Pre-Seed,237500,USD,237500,2021-02-01,Unitonomy,https://www.crunchbase.com/organization/unitonomy,https://www.unitonomy.com,,,,,"B2B, B2C, B2B2C, SaaS",Seed,Yes,$1M to $10M,497210,USD,497210,Seed,5,,,,"609,674"
Pre Seed Round - Humit,https://www.crunchbase.com/funding_round/humit-314e-pre-seed--10804223,"Mobile Apps, Music, Social Media","Bengaluru, Karnataka, India, Asia",Pre-Seed,,,,2021-06-28,Humit,https://www.crunchbase.com/organization/humit-314e,https://www.humit.app,,,,"Alagu Periyannan, Ankit Mathuria, Antler, First Cheque, Gajendra Jangid, Kshitij Khandelwal, Sarath Sura, Shivakumar Ganesan",Humit is a social media platform for bite-sized audio sharing and discovery.,Seed,Yes,$1M to $10M,,USD,,Seed,1,Antler,8,1,"609,775"
Seed Round - Lota.cloud,https://www.crunchbase.com/funding_round/lota-cloud-seed--77a19299,"Cloud Computing, Cloud Data Services, Data Storage, Data Visualization","Lille, Nord-Pas-de-Calais, France, Europe",Seed,,,,2020-01-01,Lota.cloud,https://www.crunchbase.com/organization/lota-cloud,https://lota.cloud/en/,,,,Wesley Clover,Lota.cloud helps reduce cloud expenses by using various multi-cloud service providers and simplifying its services.,Seed,Yes,,700000,EUR,781777,Seed,2,Wesley Clover,1,,"609,782"
Series D - High Street Partners,https://www.crunchbase.com/funding_round/high-street-partners-series-d--aa7fdebf,"Accounting, Business Development, Consulting, Enterprise Software, Human Resources, Information Technology, Legal, Management Consulting, Productivity Tools, Professional Services","Boston, Massachusetts, United States, North America",Series D,8000000,USD,8000000,2013-03-25,High Street Partners,https://www.crunchbase.com/organization/high-street-partners,http://www.hsp.com,,,,"Baird Capital, Sigma Partners, Sigma Prime Ventures",HSP simplifies the management and control of international operations and empowers customers to capitalize on their expansion opportunities.,Late Stage Venture,Yes,Less than $1M,50300018,USD,50300018,Early Stage Venture,7,Baird Capital,3,2,"609,838"
Series B - Zeligsoft,https://www.crunchbase.com/funding_round/zeligsoft-series-b--23d14ce5,"Satellite Communication, Software","Gatineau, Quebec, Canada, North America",Series B,4790000,USD,4790000,2007-07-23,Zeligsoft,https://www.crunchbase.com/organization/zeligsoft,http://www.zeligsoft.com,,,,"BDC Venture Capital, Echo Capital, Export Development Canada, Outaouais Regional Solidarity Fund","Zeligsoft offers embedded software to develop multicore and multiprocessor systems for developers, testers, architects and integrators.",Early Stage Venture,Yes,,6862783,USD,6862783,Early Stage Venture,2,BDC Venture Capital,4,1,"609,862"
Series E - InQuira,https://www.crunchbase.com/funding_round/inquira-series-e--2c6b28c5,"Analytics, Information Technology, Knowledge Management, Software","San Bruno, California, United States, North America",Series E,8064999,USD,8064999,2005-11-18,InQuira,https://www.crunchbase.com/organization/inquira,http://www.inquira.com,,,,Bank of America,"InQuira provides a software platform that includes knowledge base management, natural language search, and analytics.",Late Stage Venture,Yes,,34314999,USD,34314999,M&A,3,Bank of America,1,,"609,864"
Seed Round - Outernets,https://www.crunchbase.com/funding_round/outernets-seed--d42a1361,"Ad Targeting, Advertising Platforms, Human Computer Interaction, Marketing Automation, Retail Technology","New York, New York, United States, North America",Seed,2700000,USD,2700000,2018-08-01,Outernets,https://www.crunchbase.com/organization/outernets,http://outernets.ai,15000000,USD,15000000,,"Redefining Physical Consumer Engagement, creating meaningful, measurable, data-driven, and personalized interactions with consumers OFFLINE.",Seed,Yes,Less than $1M,2950000,USD,2950000,Seed,2,,,,"609,893"
Venture Round - Heartbeat,https://www.crunchbase.com/funding_round/heartbeat-3-series-unknown--d9d3bcbe,"Contests, Marketing, Parenting, Social Media, Social Media Marketing, Women's","Santa Monica, California, United States, North America",Venture - Series Unknown,2745147,USD,2745147,2017-11-06,Heartbeat,https://www.crunchbase.com/organization/heartbeat-3,http://swww.heartbeat.com,,,,"Firebrand Ventures, Graph Ventures, Sinai Capital Partners, Social Capital",Heartbeat is a marketplace that connects creators with brands for creating content on Instagram & TikTok,,Yes,Less than $1M,3695147,USD,3695147,,3,Sinai Capital Partners,4,2,"609,894"
Series A - Valera Health,https://www.crunchbase.com/funding_round/valera-health-series-a--6ca8636b,"Health Care, Mental Health, mHealth, Wellness","Brooklyn, New York, United States, North America",Series A,3400000,USD,3400000,2017-12-15,Valera Health,https://www.crunchbase.com/organization/valera-health,http://www.valerahealth.com/,,,,,Valera Health is a tech-enabled mental health company delivering inclusive and tailored care.,Early Stage Venture,Yes,$1M to $10M,71906666,USD,71906666,,8,,,,"609,703"
Seed Round - VSFT HOLDINGS,https://www.crunchbase.com/funding_round/vsft-holdings-seed--f561ea74,"Security, Software","Lewes, Delaware, United States, North America",Seed,340000,USD,340000,2018-04-13,VSFT HOLDINGS,https://www.crunchbase.com/organization/vsft-holdings,,,,,,VSFT HOLDINGS is a company provides voice biometric security and authentication technology software with mobility. ,Seed,Yes,,16499863,USD,16499863,,5,,,,"609,704"
Series C - Beekeeper,https://www.crunchbase.com/funding_round/beekeeper-series-c--6eeeb0ce,"Enterprise Software, Mobile, SaaS, Software, Unified Communications","Zürich, Zurich, Switzerland, Europe",Series C,50000000,USD,50000000,2021-11-08,Beekeeper,https://www.crunchbase.com/organization/beekeeper,http://www.beekeeper.io,,,,"Alpana Ventures, Edenred Capital Partners, Energize Capital, Ernst Gohner Stiftung, Keen Venture Partners, Kreos Capital, Swisscanto Private Equity, Thayer Ventures, Verve Ventures",Beekeeper is a workplace app that connects the non-desk workforce to operational systems and communication channels.,Late Stage Venture,Yes,$1M to $10M,196511868,USD,196511868,Late Stage Venture,10,,9,6,"609,705"
Venture Round - Sensyn Robotics,https://www.crunchbase.com/funding_round/v-cube-robotics-series-unknown--efc08623,"Drones, Information Technology, Robotics","Tokyo, Tokyo, Japan, Asia",Venture - Series Unknown,1200000000,JPY,10862399,2018-07-06,Sensyn Robotics,https://www.crunchbase.com/organization/v-cube-robotics,https://www.sensyn-robotics.com/,,,,"Drone Fund, Eight Roads Ventures, Globis Capital Partners","Sensyn Robotics provide the robotics service, including drone, with utilizing visual communication technology.",,Yes,$1M to $10M,5700001000,JPY,46627772,,8,,3,3,"609,706"
Seed Round - Catsai,https://www.crunchbase.com/funding_round/catsai-seed--98d30e84,"Artificial Intelligence (AI), Food and Beverage, Information Technology, Local Advertising, Machine Learning, SaaS","London, England, United Kingdom, Europe",Seed,,,,2018-06-01,Catsai,https://www.crunchbase.com/organization/catsai,https://www.catsai.co.uk,,,,,The worlds 1st and only AI Demand Predictions as a Service,Seed,Yes,,,USD,,Seed,1,,,,"609,708"
Series A - Propseller,https://www.crunchbase.com/funding_round/propseller-series-a--d0b1bcb5,"Building Maintenance, Commercial Real Estate, Property Development, Property Management, Real Estate","Singapore, Central Region, Singapore, Asia",Series A,12000000,USD,12000000,2022-08-29,Propseller,https://www.crunchbase.com/organization/propseller,https://propseller.com,,,,"Hustle Fund, ICCP Venture Partners, Iterative, Jani Rautiainen, Marta Higuera, Partech, RAPZO CAPITAL, Redbadge Pacific, Steffen Wicker, Tushar Garg, Vertex Ventures Southeast Asia & India, Vulpes Ventures",Propseller is a real estate agency that offers property owners a way to sell by combining in-house agents with technology.,Early Stage Venture,Yes,,16427371,USD,16427371,Early Stage Venture,6,Vertex Ventures Southeast Asia & India,12,3,"609,709"
Series A - HiveWatch,https://www.crunchbase.com/funding_round/hivewatch-series-a--f0ad75e7,"Enterprise Software, Information Technology, Physical Security, Security, Software","Los Angeles, California, United States, North America",Series A,20000000,USD,20000000,2021-10-26,HiveWatch,https://www.crunchbase.com/organization/hivewatch,https://www.hivewatch.com/,,,,"Adam Bain, Crosscut Ventures, Dick Costolo, Elad Gil, Freestyle Capital, Penny Jar Capital, SaaS Ventures",Enabling intelligent physical security with its Security Fusion Platform (TM),Early Stage Venture,Yes,$1M to $10M,25000000,USD,25000000,Early Stage Venture,2,"Adam Bain, Dick Costolo",7,1,"609,711"
Grant - LoanWell,https://www.crunchbase.com/funding_round/loanable-52b5-grant--91d42d65,"Credit, Financial Services, FinTech, Internet, Online Portals","Durham, North Carolina, United States, North America",Grant,50000,USD,50000,2017-11-01,LoanWell,https://www.crunchbase.com/organization/loanable-52b5,https://loanwell.com/,,,,NC IDEA,LoanWell is a B2B fintech platform modernizing community lending to enable equitable access to affordable capital for all.,,No,$1M to $10M,3125000,USD,3125000,Seed,6,NC IDEA,1,,"609,712"
Pre Seed Round - TrueChoicePack Corp.,https://www.crunchbase.com/funding_round/truechoicepack-corp-pre-seed--2d608f92,"Food and Beverage, Manufacturing, Packaging Services","West Chester, Ohio, United States, North America",Pre-Seed,50000,USD,50000,2013-04-09,TrueChoicePack Corp.,https://www.crunchbase.com/organization/truechoicepack-corp,https://truechoicepack.com,,,,,TrueChoicePack provides packaging and disposable solutions for private label and customized disposable products.,Seed,Yes,$10M to $50M,500000,USD,500000,Seed,2,,,,"609,713"
Post-IPO Equity - Pgg Wrightson,https://www.crunchbase.com/funding_round/pgg-wrightson-post-ipo-equity--66d826d3,"Agriculture, Farming","Christchurch, Canterbury, New Zealand, Oceania",Post-IPO Equity,37100000,NZD,23941739,2022-12-14,Pgg Wrightson,https://www.crunchbase.com/organization/pgg-wrightson,https://www.pggwrightson.co.nz/,291363922,NZD,188025853,,Pgg Wrightson is an agriculture-related company that provides a diverse range of products and services to the agricultural sector.,,Yes,$500M to $1B,37100000,NZD,23941740,IPO,1,,,,"609,714"
Series B - Numerated,https://www.crunchbase.com/funding_round/numerated-series-b--e41414ae,"Banking, Financial Services, FinTech, Lending, Marketing Automation","Boston, Massachusetts, United States, North America",Series B,15000000,USD,15000000,2019-09-10,Numerated,https://www.crunchbase.com/organization/numerated,https://numerated.com/,,,,"FINTOP Capital, FIS, Hyperplane, Patriot Financial Partners, Venrock",Numerated is the fast-growing fintech making business banking easy for financial institutions and their clients.,Early Stage Venture,Yes,$1M to $10M,32000000,USD,32000000,Early Stage Venture,5,Patriot Financial Partners,5,1,"609,715"
Series A - Liangzibao.cn,https://www.crunchbase.com/funding_round/liangzibao-cn-series-a--11693bf2,"Insurance, Internet","Beijing, Beijing, China, Asia",Series A,100000000,CNY,14450867,2018-11-07,Liangzibao.cn,https://www.crunchbase.com/organization/liangzibao-cn,https://liangzibao.cn,,,,"FinVolution Group, Joint Capital, Linear Venture, Titan Ventures, Xidian University",Liangzibao.cn is an online streaming platform that enables users to watch TV shows and movies.,Early Stage Venture,Yes,Less than $1M,100000000,CNY,14450867,Early Stage Venture,2,,5,,"609,718"
Pre Seed Round - Trustline,https://www.crunchbase.com/funding_round/trustline-inc-pre-seed--fe26758a,"Financial Services, Internet","Oakland, California, United States, North America",Pre-Seed,100000,USD,100000,2022-07-15,Trustline,https://www.crunchbase.com/organization/trustline-inc,https://trustline.co,,,,,Trustline is a finance platform built on distributed ledger technology.,Seed,Yes,,300000,USD,300000,M&A,3,,,,"609,719"
Post-IPO Equity - Distinct Infrastructure Group,https://www.crunchbase.com/funding_round/distinct-infrastructure-group-post-ipo-equity--79e96e70,Construction,"Toronto, Ontario, Canada, North America",Post-IPO Equity,11500000,CAD,8720028,2016-12-09,Distinct Infrastructure Group,https://www.crunchbase.com/organization/distinct-infrastructure-group,http://diginc.ca/,,,,,"Distinct Infrastructure Group is a design, engineering, construction, services, and maintenance company in Canada.",,Yes,$50M to $100M,31500000,CAD,23753079,IPO,2,,,,"609,720"
Venture Round - Groupe Canva,https://www.crunchbase.com/funding_round/groupe-canva-series-unknown--f452f2ff,"Customer Service, Information and Communications Technology (ICT), Printing","Quebec, Quebec, Canada, North America",Venture - Series Unknown,,,,2022-11-01,Groupe Canva,https://www.crunchbase.com/organization/groupe-canva,https://groupecanva.com/,,,,"Desjardins Venture Capital, W Investments",Canva Group is a dynamic holding company in the identification and visual communications field.,,Yes,,,USD,,,2,W Investments,2,3,"609,721"
Pre Seed Round - Xternity Games,https://www.crunchbase.com/funding_round/xternity-games-pre-seed--e5073e94,"Blockchain, Cryptocurrency, Gaming","Tel Aviv, Tel Aviv, Israel, Asia",Pre-Seed,,,,2022-11-07,Xternity Games,https://www.crunchbase.com/organization/xternity-games,https://www.xternity.io/,,,,"Flori Ventures, Jibe Ventures, NFX, Secret Chord Ventures, vgames",Xternity Games provides a full stack blockchain framework for mainstream games.,Seed,Yes,,,USD,,Seed,1,"Jibe Ventures, NFX",5,2,"609,722"
Venture Round - Green Hydrogen Systems,https://www.crunchbase.com/funding_round/greenhydrogen-series-unknown--f8e2e00a,Renewable Energy,"Kolding, Syddanmark, Denmark, Europe",Venture - Series Unknown,8000000,EUR,9805435,2020-12-18,Green Hydrogen Systems,https://www.crunchbase.com/organization/greenhydrogen,http://greenhydrogen.dk/,,,,"Nordic Alpha Partners, Norlys",Green Hydrogen Systems believes that electrolysers have a great potential to become a core technology in green and renewable energy.,,Yes,$1M to $10M,28000000,EUR,34319025,IPO,3,Nordic Alpha Partners,2,2,"609,723"
Angel Round - Crowdfind,https://www.crunchbase.com/funding_round/crowdfynd-inc-angel--ff8383d3,"Asset Management, Building Maintenance, Customer Service, Enterprise Software, Mobile, Project Management, Property Management, SaaS, Software","Chicago, Illinois, United States, North America",Angel,500000,USD,500000,2017-04-15,Crowdfind,https://www.crunchbase.com/organization/crowdfynd-inc,http://www.crowdfind.com,,,,,Providing companies the tools they need to create a better customer experience. ,Seed,Yes,Less than $1M,690000,USD,690000,Seed,4,,,,"609,724"
