Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Corporate Round - E.MC,https://www.crunchbase.com/funding_round/e-mc-corporate-round--d9502ecd,"Automotive, Industrial Automation, Manufacturing","Ningbo, Zhejiang, China, Asia",Corporate Round,,,,2024-02-01,E.MC,https://www.crunchbase.com/organization/e-mc,https://www.emc-machinery.cn,,,,BYD Company,"E.MC specializes on technological research and development, product innovation, and industrial automation application practice.",,Yes,,,USD,,,1,BYD Company,1,,"3,000"
Grant - Maxim Biotech,https://www.crunchbase.com/funding_round/maxim-biotech-grant--5781b016,"Biotechnology, Health Care, Professional Services","Rockville, Maryland, United States, North America",Grant,4400000,USD,4400000,2024-02-01,Maxim Biotech,https://www.crunchbase.com/organization/maxim-biotech,https://www.maximbio.com/,,,,National Institutes of Health,Maxim Biotech provides vitro diagnostic testing development and testing solutions.,,No,,53900000,USD,53900000,,2,National Institutes of Health,1,,"3,001"
Equity Crowdfunding - Spoutible,https://www.crunchbase.com/funding_round/spoutible-equity-crowdfunding--ce046f9b,"Mobile Apps, Social Media","New York, New York, United States, North America",Equity Crowdfunding,537505,USD,537505,2024-02-01,Spoutible,https://www.crunchbase.com/organization/spoutible,https://spoutible.com/start,20000000,USD,20000000,,Spoutible is a social media mobile application.,,Yes,,537505,USD,537505,,1,,,,"3,000"
Seed Round - 123 Shared Mobility Holding GmbH,https://www.crunchbase.com/funding_round/123-shared-mobility-holding-gmbh-seed--61d666f7,Car Sharing,"Ternitz, Niederosterreich, Austria, Europe",Seed,,,,2024-01-16,123 Shared Mobility Holding GmbH,https://www.crunchbase.com/organization/123-shared-mobility-holding-gmbh,https://www.123-transporter.at/#,,,,"Alfred Luger, Clemens Hammerl, Constantin Köck, Ferdinand Dietrich, Heinrich Prokop, Peter Steinberger","123 Shared Mobility aims to recreate the rental sector with new, open, and fair approaches.",Seed,Yes,,850000,EUR,1016295,Seed,3,,6,,"3,002"
Grant - Royal Helium,https://www.crunchbase.com/funding_round/royal-helium-grant--150c36b6,Oil and Gas,"Vancouver, British Columbia, Canada, North America",Grant,3000000,CAD,2233888,2024-02-01,Royal Helium,https://www.crunchbase.com/organization/royal-helium,http://www.royalheliumltd.ca,,,,Prairies Economic Development Canada,Royal Helium is an exploration company that focuses on the exploration and development of primary helium.,,No,Less than $1M,53499443,USD,53499443,IPO,8,Prairies Economic Development Canada,1,,"3,006"
Grant - Paul Smiths College of Arts and Science,https://www.crunchbase.com/funding_round/paul-smiths-college-of-arts-and-science-grant--9bb28999,,"Paul Smiths, New York, United States, North America",Grant,1000000,USD,1000000,2024-02-01,Paul Smiths College of Arts and Science,https://www.crunchbase.com/organization/paul-smiths-college-of-arts-and-science,http://www.paulsmiths.edu/,,,,Northern Border Regional Commission,Paul Smiths College of Arts and Science is a school in Paul Smiths.,,No,,1000000,USD,1000000,,1,Northern Border Regional Commission,1,,"3,004"
Debt Financing - Teamshares,https://www.crunchbase.com/funding_round/teamshares-debt-financing--66cd9e55,"Commercial, Financial Services, FinTech, Manufacturing, Retail","Brooklyn, New York, United States, North America",Debt Financing,75000000,USD,75000000,2023-12-01,Teamshares,https://www.crunchbase.com/organization/teamshares,https://www.teamshares.com,,,,Sound Point Capital Management,Teamshares is an employee ownership platform for small business.,,No,$10M to $50M,201749995,USD,201749995,Late Stage Venture,4,Sound Point Capital Management,1,,"3,011"
Post-IPO Equity - Montero Mining & Exploration,https://www.crunchbase.com/funding_round/montero-mining-exploration-post-ipo-equity--70e76717,Mining,"Toronto, Ontario, Canada, North America",Post-IPO Equity,799950,CAD,603212,2023-12-29,Montero Mining & Exploration,https://www.crunchbase.com/organization/montero-mining-exploration,http://www.monteromining.com/,,,,,"Montero Mining and Exploration Ltd. is a mineral exploration and development company engaged in the identification, acquisition, evaluation.",,Yes,,799950,CAD,603212,IPO,1,,,,"3,007"
Post-IPO Equity - Reborn Coffee,https://www.crunchbase.com/funding_round/reborn-coffee-post-ipo-equity--c218a048,"Coffee, Food and Beverage, Food Delivery","Brea, California, United States, North America",Post-IPO Equity,1000000,USD,1000000,2024-01-10,Reborn Coffee,https://www.crunchbase.com/organization/reborn-coffee,https://reborncoffee.com/,,,,Farooq Arjomand,Reborn Coffee is an lifestyle brand with locations worldwide.,,Yes,$1M to $10M,2000000,USD,2000000,IPO,2,,1,,"3,008"
Seed Round - Yuanjie Education,https://www.crunchbase.com/funding_round/yuanjie-education-seed--9add491d,"Education, Vocational Education","Tongzhou, Beijing, China, Asia",Seed,8000000,CNY,1124748,2024-01-09,Yuanjie Education,https://www.crunchbase.com/organization/yuanjie-education,,,,,"Anji Government Industrial Fund, Global Mofy, New Speakers",Yuanjie Education is a visual design vocational education platform.,Seed,Yes,,8000000,CNY,1124749,Seed,1,Anji Government Industrial Fund,3,,"3,046"
Seed Round - Larkai Healthcare,https://www.crunchbase.com/funding_round/larkai-healthcare-seed--61a80800,"Health Care, Health Diagnostics, Medical Device","Bhubaneswar, Orissa, India, Asia",Seed,41600000,INR,499449,2024-01-03,Larkai Healthcare,https://www.crunchbase.com/organization/larkai-healthcare,https://www.larkai.in,,,,"Faad Network, QI Ventures, Real Time Accelerator Fund",Larkai Healthcare is a biomedical company that offers cardiac diagnostic and monitoring products.,Seed,Yes,,41600000,INR,499449,Seed,2,,3,,"3,009"
Grant - CURE Childhood Cancer,https://www.crunchbase.com/funding_round/cure-childhood-cancer-grant--abcea252,"Health Care, Non Profit","Atlanta, Georgia, United States, North America",Grant,5000,USD,5000,2024-01-10,CURE Childhood Cancer,https://www.crunchbase.com/organization/cure-childhood-cancer,https://curechildhoodcancer.org/,,,,Trustees Garden,CURE Childhood Cancer is a non-profit organization dedicated to curing childhood cancer and serving patients.,,No,$50M to $100M,5000,USD,5000,,1,Trustees Garden,1,,"3,010"
Seed Round - Peide Biotech,https://www.crunchbase.com/funding_round/peide-biotech-seed--8d655d07,"Biopharma, Medical, Product Research","Chengdu, Sichuan, China, Asia",Seed,,,,2023-12-28,Peide Biotech,https://www.crunchbase.com/organization/peide-biotech,https://pdbio.com.cn,,,,"Huaxi Securities, Sichuan Development Academician Fund",Peide Biotech is a biopharmaceutical company that specializes in creating large-scale natural active peptide libraries.,Seed,Yes,,,USD,,Seed,1,Sichuan Development Academician Fund,2,,"3,011"
