Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Stitch,https://www.crunchbase.com/funding_round/stitch-5-seed--55feb425,"Analytics, Database, Information Technology, SaaS, Software","Philadelphia, Pennsylvania, United States, North America",Seed,1200000,USD,1200000,2012-01-03,Stitch,https://www.crunchbase.com/organization/stitch-5,https://www.stitchdata.com,,,,"Gabriel Weinberg, Jason Goldberg, Kartik Hosanagar, Lerer Hippeau, SVA, Uncork Capital, Zelkova Ventures",Consolidate your customer and product data in minutes,Seed,Yes,$10M to $50M,7700000,USD,7700000,M&A,3,,7,,"154,203"
Post-IPO Equity - Speed Commerce,https://www.crunchbase.com/funding_round/speed-commerce-corp-post-ipo-equity--eec4488d,"Call Center, Contact Management, E-Commerce, Information Technology, Logistics, Supply Chain Management","Las Vegas, Nevada, United States, North America",Post-IPO Equity,10000000,USD,10000000,2014-06-01,Speed Commerce,https://www.crunchbase.com/organization/speed-commerce-corp,https://www.speedcommerce.com,,,,,"Speed Commerce is a private, vertically integrated, multi-channel platform of e-commerce services.",,Yes,$100M to $500M,175000000,USD,175000000,,2,,,,"154,207"
Private Equity Round - BigChange,https://www.crunchbase.com/funding_round/bigchange-apps-limited-private-equity--e6f0a2a0,"Enterprise Software, Information Technology, Management Information Systems, SaaS, Virtual Workforce","Leeds, Leeds, United Kingdom, Europe",Private Equity,75000000,GBP,102542367,2021-02-04,BigChange,https://www.crunchbase.com/organization/bigchange-apps-limited,https://www.bigchange.com,,,,Great Hill Partners,BigChange is the complete Job Management Platform built to help your business grow stronger.,Private Equity,Yes,$10M to $50M,104192367,USD,104192367,M&A,4,,1,,"154,216"
Seed Round - Wan Net Technology,https://www.crunchbase.com/funding_round/wan-net-technology-seed--2b6edf60,"Information Technology, Internet","Taipei, T'ai-pei, Taiwan, Asia",Seed,95000,USD,95000,2002-02-01,Wan Net Technology,https://www.crunchbase.com/organization/wan-net-technology,,,,,FoodFutureCo,Wan Net Technology,Seed,Yes,,95000,USD,95000,Seed,1,,1,1,"154,235"
Series A - PegBio,https://www.crunchbase.com/funding_round/pegbio-series-a--fd93596b,"Health Care, Pharmaceutical","Suzhou, Jiangsu, China, Asia",Series A,2000000,USD,2000000,2011-01-01,PegBio,https://www.crunchbase.com/organization/pegbio,http://www.pegbio.com,,,,Legend Star,PegBio is a Chinese innovative drug developer.,Early Stage Venture,Yes,$1M to $10M,23102823,USD,23102823,Late Stage Venture,5,,1,,"154,269"
Series C - TrueBinding,https://www.crunchbase.com/funding_round/truebinding-series-c--04359e14,"Biotechnology, Health Care, Medical","Menlo Park, California, United States, North America",Series C,100000000,USD,100000000,2022-07-06,TrueBinding,https://www.crunchbase.com/organization/truebinding,https://www.truebinding.com/,,,,,TrueBinding is an early-stage biotherapeutics development company that focuses on creating new and exciting molecules for applications.,Late Stage Venture,Yes,$1M to $10M,247204804,USD,247204804,,5,,,,"154,297"
Initial Coin Offering - Pigzbe,https://www.crunchbase.com/funding_round/pigzbe-initial-coin-offering--c4dd36d4,"Financial Services, FinTech","London, England, United Kingdom, Europe",Initial Coin Offering,6000000,USD,6000000,2018-06-25,Pigzbe,https://www.crunchbase.com/organization/pigzbe,https://www.pigzbe.com,,,,,"The tangible piggy-wallet for children age 6 and up powered by Wollo, a family-friendly cryptocurrency.",,Yes,Less than $1M,6000000,USD,6000000,,1,,,,"154,324"
Seed Round - Kili Technology,https://www.crunchbase.com/funding_round/kili-technology-seed--2f1fde3e,"Analytics, Artificial Intelligence (AI), Computer, Machine Learning, Software","Paris, Ile-de-France, France, Europe",Seed,5700000,EUR,6933463,2021-01-26,Kili Technology,https://www.crunchbase.com/organization/kili-technology,https://kili-technology.com/,,,,"Financiere Saint James, Gus Robertson, Headline, Olivier Pomel, Serena, Stanislas de Bentzmann","Kili Technology enables large companies to transform their raw data into high-quality annotated data, ready for AI-driven projects.",Seed,Yes,,31933463,USD,31933463,Early Stage Venture,2,Headline,6,2,"154,340"
Seed Round - Variable,https://www.crunchbase.com/funding_round/variable-seed--2a1ab8ed,"Hardware, Manufacturing, Software","Chattanooga, Tennessee, United States, North America",Seed,400000,USD,400000,2012-12-11,Variable,https://www.crunchbase.com/organization/variable,http://www.variableinc.com,,,,,Variable creates portable colorimeters and spectrophotometers that provides the users with an easy way of color scanning.,Seed,Yes,$10M to $50M,6353343,USD,6353343,Early Stage Venture,6,,,,"154,358"
Pre Seed Round - Shotcaller Media,https://www.crunchbase.com/funding_round/the-shotcaller-pre-seed--ce0691c1,"Content, eSports, Marketing, News, Publishing","Berlin, Berlin, Germany, Europe",Pre-Seed,50000,EUR,61173,2018-01-18,Shotcaller Media,https://www.crunchbase.com/organization/the-shotcaller,https://shotcaller.media/,,,,Next Media Accelerator,"The Shotcaller is an online publication that covers trends and news in esports, gaming, and culture.",Seed,Yes,,50000,EUR,61173,Seed,1,,1,,"154,361"
