Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - iCarros,https://www.crunchbase.com/funding_round/icarros-series-a--45c17b27,"Automotive, Classifieds, Internet","São Paulo, Sao Paulo, Brazil, South America",Series A,4000000,USD,4000000,2007-08-31,iCarros,https://www.crunchbase.com/organization/icarros,https://www.icarros.com.br,,,,Banco Itau,"O iCarros (www.icarros.com.br ) é o maior e mais completo portal automotivo do Brasil. O melhor lugar para você comprar, vender.",Early Stage Venture,Yes,,4000000,USD,4000000,Early Stage Venture,1,Banco Itau,1,,"593,805"
Seed Round - Ostendio,https://www.crunchbase.com/funding_round/ostendio-seed--2237771b,"Cloud Computing, Compliance, Cyber Security, Management Information Systems, Risk Management, SaaS, Security","Mclean, Virginia, United States, North America",Seed,575000,USD,575000,2014-11-21,Ostendio,https://www.crunchbase.com/organization/ostendio,http://www.ostendio.com,,,,Virginia Venture Partners,Ostendio is the only integrated security and risk management platform that leverages the strength of your greatest asset. Your people.,Seed,Yes,Less than $1M,957048,USD,957048,Early Stage Venture,3,,1,,"593,812"
"Seed Round - Asa Technologies, Corporation",https://www.crunchbase.com/funding_round/asa-technologies-corporation-seed--06ab7817,"Financial Services, FinTech","Orem, Utah, United States, North America",Seed,1800000,USD,1800000,2021-08-17,"Asa Technologies, Corporation",https://www.crunchbase.com/organization/asa-technologies-corporation,https://asa.financial/,,,,CFV Ventures,ASA is a platform that allows exponential growth in bank/tech partnerships,Seed,Yes,$1M to $10M,1800000,USD,1800000,Seed,2,,1,,"593,819"
Series C - Cymulate,https://www.crunchbase.com/funding_round/cymulate-series-c--8ef270ed,"Computer, Cyber Security, Information Services, Information Technology, Network Security, SaaS","Tel Aviv, Tel Aviv, Israel, Asia",Series C,45000000,USD,45000000,2021-05-05,Cymulate,https://www.crunchbase.com/organization/cymulate,https://www.cymulate.com,,,,"Dell Technologies Capital, One Peak, Susquehanna Growth Equity, Vertex Growth Fund, Vertex Ventures Israel",Cymulate is a breach and attack simulation platform that helps organizations verify their security posture.,Late Stage Venture,Yes,$10M to $50M,141000000,USD,141000000,Late Stage Venture,5,One Peak,5,5,"593,823"
Debt Financing - VHT Studios,https://www.crunchbase.com/funding_round/vht-debt-financing--db7d93b9,"Photography, Real Estate","Rosamond, Illinois, United States, North America",Debt Financing,175000,USD,175000,2009-08-12,VHT Studios,https://www.crunchbase.com/organization/vht,http://www.vht.com,,,,,VHT Studios is the leading full service provider of Visual Marketing Services specially designed for the Real Estate Industry.,,No,$50M to $100M,5425000,USD,5425000,M&A,4,,,,"593,827"
Seed Round - SkyAlert,https://www.crunchbase.com/funding_round/skyalert-seed--17c60796,"Internet of Things, Mobile Apps, Telecommunications","Mexico City, Distrito Federal, Mexico, North America",Seed,100000,USD,100000,2018-01-25,SkyAlert,https://www.crunchbase.com/organization/skyalert,http://www.skyalert.mx,,,,Berkeley SkyDeck Fund,SkyAlert is an early earthquake warning company.,Seed,Yes,,100000,USD,100000,Seed,3,,1,,"593,834"
Seed Round - CheckInOn.Me,https://www.crunchbase.com/funding_round/checkinon-me-seed--7bfc9b8d,"Android, Apps, Health Care, Mobile, Public Safety","San Bruno, California, United States, North America",Seed,20000,USD,20000,2012-04-01,CheckInOn.Me,https://www.crunchbase.com/organization/checkinon-me,http://CheckInOn.Me,,,,Better Ventures,CheckInOn.Me is a proactive automated personal safety system designed for mobile phones.,Seed,Yes,,70000,USD,70000,Seed,2,,1,,"593,836"
Seed Round - Vine Vault,https://www.crunchbase.com/funding_round/vine-vault-seed--a5599f3a,"Brewing, Wine And Spirits, Winery","Atlanta, Georgia, United States, North America",Seed,375000,USD,375000,2022-10-11,Vine Vault,https://www.crunchbase.com/organization/vine-vault,https://www.vinevault.com/,,,,,Vine Vault provides concierge services and humidity-controlled facilities that nurture wines.,Seed,Yes,$1M to $10M,575000,USD,575000,Seed,2,,,,"593,850"
Seed Round - Apetyt Na Miasto,https://www.crunchbase.com/funding_round/apetyt-na-miasto-seed--c72b2fa4,,,Seed,55000,EUR,61472,2015-09-24,Apetyt Na Miasto,https://www.crunchbase.com/organization/apetyt-na-miasto,,,,,,Apetyt Na Miasto,Seed,Yes,,55000,EUR,61473,Seed,1,,,,"593,853"
Seed Round - SimpliDrive,https://www.crunchbase.com/funding_round/simplidrive-seed--cdae083a,,"London, England, United Kingdom, Europe",Seed,30000,GBP,45949,2015-10-07,SimpliDrive,https://www.crunchbase.com/organization/simplidrive,,,,,Northstar Ventures,SimpliDrive,Seed,Yes,,30000,GBP,45949,Seed,1,,1,,"593,856"
