Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - CROSSENT,https://www.crunchbase.com/funding_round/crossent-series-unknown--bc3e1021,"Cloud Computing, Consulting, Information Technology","Seocho, Seoul-t'ukpyolsi, South Korea, Asia",Venture - Series Unknown,,,,2009-01-01,CROSSENT,https://www.crunchbase.com/organization/crossent,http://www.crossent.com/,,,,TS Investment,"CROSSENT provides a cloud development platform, cloud transformation consulting, IT consulting for IT business innovation.",,Yes,$10M to $50M,,USD,,,1,,1,,"61,201"
Series C - Xmov,https://www.crunchbase.com/funding_round/xmov-series-c--1083f6b0,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Robotics","Shanghai, Shanghai, China, Asia",Series C,110000000,USD,110000000,2022-04-06,Xmov,https://www.crunchbase.com/organization/xmov,http://xmov.ai/,,,,"Index Ventures, Jinsha Joint Capital Investment, Northern Light Venture Capital, Qingxin capital, Sequoia Capital China, SoftBank Vision Fund",Xmov is an AI company focusing on computer vision and computer graphics.,Late Stage Venture,Yes,$1M to $10M,147420905,USD,147420905,Late Stage Venture,4,SoftBank Vision Fund,6,1,"61,285"
Post-IPO Debt - MarineMax,https://www.crunchbase.com/funding_round/marinemax-post-ipo-debt--968d40d5,Financial Services,"Clearwater, Florida, United States, North America",Post-IPO Debt,950000000,USD,950000000,2023-07-13,MarineMax,https://www.crunchbase.com/organization/marinemax,http://www.marinemax.com/,,,,,"MarineMax is a new and used boat dealer and yacht broker, and the largest Sea Ray dealer in the world.",,No,$500M to $1B,950000000,USD,950000000,IPO,1,,,,"61,236"
Convertible Note - North,https://www.crunchbase.com/funding_round/north-8daa-convertible-note--b78f23f6,"Consumer Electronics, Consumer Goods, Eyewear, Google Glass, Robotics, Wearables","Kitchener, Ontario, Canada, North America",Convertible Note,40000000,USD,40000000,2019-03-27,North,https://www.crunchbase.com/organization/north-8daa,https://www.bynorth.com/,,,,"Amazon, Fidelity, Initialized Capital, Intel",North builds a technology that is human centric where people and technology can go hand in hand.,,No,$50M to $100M,199632519,USD,199632519,M&A,11,,4,,"61,289"
Grant - Alaska Housing Finance Corporation,https://www.crunchbase.com/funding_round/alaska-housing-finance-corporation-grant--7198cb46,"Financial Services, Government, Non Profit","Anchorage, Alaska, United States, North America",Grant,,,,2023-07-12,Alaska Housing Finance Corporation,https://www.crunchbase.com/organization/alaska-housing-finance-corporation,https://www.ahfc.us/,,,,US Department of Energy,"Alaska Housing Finance Corporation provides statewide financing for multi-family complexes, congregate facilities and single-family homes.",,No,,,USD,,,1,US Department of Energy,1,,"61,254"
Venture Round - H&SHighTech,https://www.crunchbase.com/funding_round/h-shightech-series-unknown--819f8da2,"Lighting, Manufacturing, Semiconductor","Daejeon, Taejon-jikhalsi, South Korea, Asia",Venture - Series Unknown,,,,2008-01-01,H&SHighTech,https://www.crunchbase.com/organization/h-shightech,http://www.hnshightech.com/,,,,TS Investment,H&SHighTech is a manufacturer of semiconductor equipment.,,Yes,,,USD,,,1,,1,,"61,214"
Seed Round - Planet42,https://www.crunchbase.com/funding_round/Planet42-seed--3eac9ae4,"Automotive, Financial Services, Subscription Service","Gauteng, NA - South Africa, South Africa, Africa",Seed,2400000,USD,2400000,2020-06-16,Planet42,https://www.crunchbase.com/organization/Planet42,https://planet42.com,,,,"Change Ventures, Kristjan Vilosius, Marko Virkebau, Martin Villig, Ragnar Sass, Startup Wise Guys",Planet42 is a vehicle rental company offering rent-to-buy services for its clients.,Seed,Yes,$1M to $10M,150711036,USD,150711036,,12,"Change Ventures, Marko Virkebau",6,1,"61,217"
Venture Round - Glovane,https://www.crunchbase.com/funding_round/glovane-series-unknown--5c81a232,"Audio, Automotive, Consumer Electronics, Electronics","Seongnam, Kyonggi-do, South Korea, Asia",Venture - Series Unknown,,,,2015-01-01,Glovane,https://www.crunchbase.com/organization/glovane,http://www.glovane.com/,,,,TS Investment,Glovane is a supplier of highly-integrated and low-power Digital radio receiver SoCs and module.,,Yes,$1M to $10M,,USD,,,1,,1,,"61,245"
Venture Round - iA,https://www.crunchbase.com/funding_round/ia-102c-series-unknown--b4054309,"Automotive, Consumer Electronics, Manufacturing, Semiconductor","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Venture - Series Unknown,,,,2008-01-01,iA,https://www.crunchbase.com/organization/ia-102c,http://www.ia-inc.kr,,,,TS Investment,"iA, Inc engages in the design and manufacture of automotive semiconductors chips, modules and solutions.",,Yes,$1M to $10M,,USD,,,1,,1,,"61,215"
Seed Round - Schoolable,https://www.crunchbase.com/funding_round/schoolable-96d9-seed--4c7d8220,"Education, Finance, Product Design","Lagos, Lagos, Nigeria, Africa",Seed,150000,USD,150000,2019-03-22,Schoolable,https://www.crunchbase.com/organization/schoolable-96d9,https://schoolable.co/,,,,Y Combinator,"Schoolable provides school finance management, business tools, EdTech, and product development services.",Seed,Yes,,290000,USD,290000,Seed,3,Y Combinator,1,,"61,262"
