Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Street League Skateboarding,https://www.crunchbase.com/funding_round/street-league-skateboarding-seed--62154185,"Events, Media and Entertainment, Sports","Studio City, California, United States, North America",Seed,,,,2010-08-28,Street League Skateboarding,https://www.crunchbase.com/organization/street-league-skateboarding,http://streetleague.com,,,,Rob Dyrdek,"Street League Skateboarding (SLS) was created to foster growth, popularity, and acceptance of street skateboarding worldwide. ",Seed,Yes,$10M to $50M,4600008,USD,4600008,,2,,1,,"34,243"
Equity Crowdfunding - Optiat,https://www.crunchbase.com/funding_round/optiat-equity-crowdfunding--70ebe27f,"Beauty, Cosmetics","London, England, United Kingdom, Europe",Equity Crowdfunding,439915,GBP,531087,2022-08-05,Optiat,https://www.crunchbase.com/organization/optiat,https://www.optiat.co.uk,18000000,GBP,21730495,Crowdcube,Optiat is the nature-friendly beauty company.,,Yes,,657415,GBP,833063,,2,,1,,"34,256"
Seed Round - Mister Veg,https://www.crunchbase.com/funding_round/mister-veg-seed--046401ac,"AgTech, Cooking, Manufacturing","Faridabad, Haryana, India, Asia",Seed,,,,2023-03-17,Mister Veg,https://www.crunchbase.com/organization/mister-veg,https://www.misterveg.com,,,,Jubilant Ingrevia,"Mister Veg using specialized technology, produce items with the texture and flavor of the meat without sacrificing their nutritional value.",Seed,Yes,,570000,USD,570000,Seed,2,Jubilant Ingrevia,1,,"34,203"
Seed Round - TapToLearn,https://www.crunchbase.com/funding_round/taptolearn-seed--dee65e8d,"E-Learning, Education, Mobile, Software","Menlo Park, California, United States, North America",Seed,,,,2015-01-01,TapToLearn,https://www.crunchbase.com/organization/taptolearn,http://www.taptolearn.com,,,,reinmkr capital,When we began our first experiments with using Mobile devices a few years ago we were very excited by the possibility of learning in,Seed,Yes,$1M to $10M,,USD,,Seed,4,,1,,"34,253"
Grant - AMB Surgical,https://www.crunchbase.com/funding_round/amb-surgical-da13-grant--bf037d8c,,"Franklin, Ohio, United States, North America",Grant,50000,USD,50000,2019-07-05,AMB Surgical,https://www.crunchbase.com/organization/amb-surgical-da13,http://www.ambsurgical.com/,,,,Consortium For Technology & Innovation in Pediatrics,AMB Surgical is an Intellectual property for complex spine reconstruction.,,No,,50000,USD,50000,,1,Consortium For Technology & Innovation in Pediatrics,1,,"34,237"
Pre Seed Round - CassetteAI,https://www.crunchbase.com/funding_round/cassetteai-pre-seed--b5261a6e,"Artificial Intelligence (AI), Machine Learning, Software","Houston, Texas, United States, North America",Pre-Seed,80000,USD,80000,2023-01-05,CassetteAI,https://www.crunchbase.com/organization/cassetteai,https://cassetteai.com,8000000,USD,8000000,"Belltower Fund Group, O'Shaughnessy Ventures","Music, Artificial Intelligence, Audio, SFX, Consumer",Seed,Yes,,80000,USD,80000,Seed,1,,2,2,"34,252"
Venture Round - Steelhead Composites,https://www.crunchbase.com/funding_round/steelhead-composites-series-unknown--478a2a8e,"Aerospace, Automotive, Clean Energy, CleanTech, Manufacturing","Golden, Colorado, United States, North America",Venture - Series Unknown,1896235,USD,1896235,2023-07-14,Steelhead Composites,https://www.crunchbase.com/organization/steelhead-composites,http://steelheadcomposites.com,,,,Arosa Capital Management,Steelhead Composites is a provider of hydrogen storage solutions used to allow widespread zero-emission fuel cell electrification.,,Yes,$1M to $10M,16394805,USD,16394805,,8,,1,,"34,200"
Series C - Dealicious,https://www.crunchbase.com/funding_round/dealicious-f408-series-c--602df941,"B2B, E-Commerce, E-Commerce Platforms, Fashion, Shopping, Wholesale","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Series C,54000000000,KRW,44990618,2022-01-05,Dealicious,https://www.crunchbase.com/organization/dealicious-f408,https://www.dealicious.kr/,,,,"DSC Investment, KDB Industrial Bank, Smilegate Investment, Stonebridge Capital, Yuanta Investment",Dealicious specializes in the fashion B2B industry.,Late Stage Venture,Yes,,79000000000,KRW,66585086,Late Stage Venture,4,,5,,"34,207"
Equity Crowdfunding - Hoptroff,https://www.crunchbase.com/funding_round/hoptroff-equity-crowdfunding--460d4c73,"Artificial Intelligence (AI), FinTech, Information Services, Information Technology, Internet, Machine Learning, Software","London, England, United Kingdom, Europe",Equity Crowdfunding,1559469,GBP,1795650,2022-09-02,Hoptroff,https://www.crunchbase.com/organization/hoptroff,https://www.hoptroff.com/,15344660,GBP,17668612,Crowdcube,"We develop proprietary UTC time synchronisation solutions, combining AI with resilient and secure network technology.",,Yes,Less than $1M,5494635,GBP,7072525,,5,,1,,"34,220"
Grant - NK:IO,https://www.crunchbase.com/funding_round/nk-io-grant--acd1d222,"Biotechnology, Life Science, Therapeutics","London, England, United Kingdom, Europe",Grant,1600000,GBP,2069440,2023-07-11,NK:IO,https://www.crunchbase.com/organization/nk-io,https://nk-io.com,,,,Innovate UK,NK:IO is a biotech company that develops novel approaches to natural killer cell-mediated immunotherapy.,,No,$1M to $10M,2800000,GBP,3616683,Seed,4,Innovate UK,1,,"34,224"
Venture Round - Drouot,https://www.crunchbase.com/funding_round/drouot-series-unknown--84610f7e,"Art, Business Information Systems, Leisure","Paris, Ile-de-France, France, Europe",Venture - Series Unknown,70000000,EUR,76783011,2023-07-07,Drouot,https://www.crunchbase.com/organization/drouot,http://www.drouot.com,,,,"Groupe Chevrillon, Vesper Investment","Drouot is an online auction site featuring live auctioneers and real-time bidding on decorative arts, antiques, and collectibles.",,Yes,,70000000,EUR,76783011,,1,,2,,"34,206"
Private Equity Round - Top Aces,https://www.crunchbase.com/funding_round/top-aces-private-equity--4be3408c,"Aerospace, Training","Dorval, Quebec, Canada, North America",Private Equity,,,,2023-05-31,Top Aces,https://www.crunchbase.com/organization/top-aces,https://www.topaces.com,,,,"Caisse de Depot et Placement du Quebec, Clairvest Group, Morgan Stanley",Top Aces is an aviation company that provides advanced airborne training to leading air forces around the world.,Private Equity,Yes,$1M to $10M,100000000,USD,100000000,Private Equity,2,"Clairvest Group, Morgan Stanley",3,2,"34,421"
Grant - Save Nature,https://www.crunchbase.com/funding_round/save-nature-grant--e3b24e03,"Education, Environmental Consulting, Sustainability","San Francisco, California, United States, North America",Grant,,,,2023-08-16,Save Nature,https://www.crunchbase.com/organization/save-nature,https://www.savenature.org,,,,NBCUniversal,Save Nature is a non-profit organization dedicated to the conservation of species and ecosystems through education.,,No,,,USD,,,1,NBCUniversal,1,1,"34,413"
Grant - Lillian Davis Foundation,https://www.crunchbase.com/funding_round/lillian-davis-foundation-grant--e9c1a747,Non Profit,"Indianapolis, Indiana, United States, North America",Grant,3000,USD,3000,2023-06-13,Lillian Davis Foundation,https://www.crunchbase.com/organization/lillian-davis-foundation,http://lilliandavisfndn.org,,,,The Mind Trust,Lillian Davis Foundation is a nonprofit organization.,,No,,3000,USD,3000,,1,The Mind Trust,1,1,"34,300"
Grant - Future Decisions,https://www.crunchbase.com/funding_round/future-decisions-grant--74384487,"Artificial Intelligence (AI), Machine Learning","London, England, United Kingdom, Europe",Grant,104651,GBP,132909,2023-08-15,Future Decisions,https://www.crunchbase.com/organization/future-decisions,https://www.futuredecisions.net,,,,Department for Energy Security & Net Zero,Future Decisions is a artificial intelligence platform focuses on developing building control systems.,,No,,104651,GBP,132909,,1,Department for Energy Security & Net Zero,1,,"34,386"
Series B - DaMaoNiu,https://www.crunchbase.com/funding_round/damaoniu-series-b--b39458df,"Advanced Materials, Consulting, Manufacturing","Lishui, Jiangsu, China, Asia",Series B,,,,2023-08-16,DaMaoNiu,https://www.crunchbase.com/organization/damaoniu,https://www.damaoniu.com/,,,,Huiwang Capital,DaMaoNiu is a manufacturer and R&D specialist of ultra-low-density physical foaming novel materials.,Early Stage Venture,Yes,,100000000,CNY,14068061,Early Stage Venture,3,Huiwang Capital,1,,"34,364"
Seed Round - 10Beauty,https://www.crunchbase.com/funding_round/10beauty-seed--de4eb4cc,"Beauty, Cosmetics, Manufacturing, Retail Technology, Robotics","Burlington, Massachusetts, United States, North America",Seed,1079846,USD,1079846,2020-07-23,10Beauty,https://www.crunchbase.com/organization/10beauty,https://www.10beauty.co/,,,,,We're building the definitive Intelligent Beauty company with the world's first full manicure machine.,Seed,Yes,,20974819,USD,20974819,Early Stage Venture,3,,,,"34,280"
Series A - SANDOW,https://www.crunchbase.com/funding_round/sandow-series-a--466e9a81,"Beauty, Finance, Interior Design, Lifestyle, Media and Entertainment, News, Publishing, Subscription Service","New York, New York, United States, North America",Series A,,,,2014-05-22,SANDOW,https://www.crunchbase.com/organization/sandow,http://www.sandow.com,,,,Evolution Media,Integrated media and technology platform for design and luxury industries,Early Stage Venture,Yes,$100M to $500M,13000000,USD,13000000,,2,,1,,"34,463"
Seed Round - Seed,https://www.crunchbase.com/funding_round/seed-01dd-seed--0d9043ae,"Biopharma, Biotechnology, Health Care","Venice, California, United States, North America",Seed,,,,2018-01-01,Seed,https://www.crunchbase.com/organization/seed-01dd,https://seed.com,,,,"Alumni Ventures, Greycroft",Seed develops clinically-studied probiotics to impact human and planetary health.,Seed,Yes,$1M to $10M,,USD,,Seed,1,,2,,"34,429"
Pre Seed Round - Directive Games,https://www.crunchbase.com/funding_round/directive-games-pre-seed--33a10fa8,"Developer Tools, Mobile","Shanghai, Shanghai, China, Asia",Pre-Seed,,,,2015-01-01,Directive Games,https://www.crunchbase.com/organization/directive-games,http://www.directivegames.com/,,,,VIVE X,We are a passionate team of veteran game developers focused on developing amazing mobile games.,Seed,Yes,,3615634,USD,3615634,Early Stage Venture,3,,1,,"34,291"
Seed Round - Sugar Watchers,https://www.crunchbase.com/funding_round/sugar-watchers-seed--17e32969,"Food Processing, Organic Food","Mumbai, Maharashtra, India, Asia",Seed,36000000,INR,440548,2023-05-04,Sugar Watchers,https://www.crunchbase.com/organization/sugar-watchers,https://sugarwatchers.in,,,,"ah! Ventures, Chandigarh Angels Network, Keiretsu Forum, Mumbai Angels, Sanjiv Rangrass, The Chennai Angels",Sugar Watchers is the manufacturers of Low GI (Glycemic Index) foods.,Seed,Yes,,36000000,INR,440548,Seed,2,ah! Ventures,6,2,"34,251"
Venture Round - Meter.io,https://www.crunchbase.com/funding_round/meter-io-series-unknown--b572c9db,"Blockchain, Cryptocurrency, Ethereum, Financial Services, Information Technology","Palo Alto, California, United States, North America",Venture - Series Unknown,,,,2021-06-14,Meter.io,https://www.crunchbase.com/organization/meter-io,https://meter.io,,,,ZMT Capital,Meter.io is a Cryptocurrency Platform to Empower Decentralized Businesses.,,Yes,Less than $1M,,USD,,,2,,1,,"34,272"
Private Equity Round - Vivid Semiconductor,https://www.crunchbase.com/funding_round/vivid-semiconductor-private-equity--60ebcbec,"Electronics, Manufacturing, Semiconductor","Chandler, Arizona, United States, North America",Private Equity,22000000,USD,22000000,1997-09-02,Vivid Semiconductor,https://www.crunchbase.com/organization/vivid-semiconductor,,,,,Behrman Capital,Vivid Semiconductor is a Manufacturing company.,Private Equity,Yes,,22000000,USD,22000000,M&A,2,Behrman Capital,1,,"34,311"
Pre Seed Round - ModernLoop,https://www.crunchbase.com/funding_round/modernloop-pre-seed--00dc3188,"Meeting Software, Productivity Tools, Recruiting, SaaS, Scheduling, Software","San Francisco, California, United States, North America",Pre-Seed,,,,2020-12-01,ModernLoop,https://www.crunchbase.com/organization/modernloop,https://modernloop.io/,,,,Wayfinder Ventures,ModernLoop is a platform to automates and streamlines interview coordination to ensure a great hiring experience,Seed,Yes,,12100000,USD,12100000,Early Stage Venture,4,,1,,"34,267"
Venture Round - Portico Wellness,https://www.crunchbase.com/funding_round/portico-wellness-series-unknown--36e0dade,"Health Care, Personal Health, Wellness","Seattle, Washington, United States, North America",Venture - Series Unknown,,,,2022-11-09,Portico Wellness,https://www.crunchbase.com/organization/portico-wellness,https://porticowellness.com/,,,,être Venture Capital,"Portico Wellness platform helps employees find independent psychologists, social workers, and therapists.",,Yes,,,USD,,,1,être Venture Capital,1,,"34,306"
Post-IPO Equity - Metals Acquisition,https://www.crunchbase.com/funding_round/metals-acquisition-post-ipo-equity--9f1e4cc3,"Business Development, Mining, Trading Platform","Fort Worth, Texas, United States, North America",Post-IPO Equity,20000000,USD,20000000,2023-10-17,Metals Acquisition,https://www.crunchbase.com/organization/metals-acquisition,https://www.metalsacquisition.com,,,,,Metals Acquisition is a mining company that provides green-economy metals and mining services.,,Yes,$1M to $10M,20000000,USD,20000000,IPO,1,,,,"34,308"
Post-IPO Equity - Global Blood Therapeutics,https://www.crunchbase.com/funding_round/global-blood-therapeutics-post-ipo-equity--6e84599b,"Biotechnology, Genetics, Medical, Therapeutics","South San Francisco, California, United States, North America",Post-IPO Equity,112000000,USD,112000000,2016-06-20,Global Blood Therapeutics,https://www.crunchbase.com/organization/global-blood-therapeutics,http://www.gbt.com/,,,,,GBT is a clinical-stage biopharmaceutical company developing a therapy for sickle cell disease.,,Yes,$100M to $500M,769500000,USD,769500000,M&A,6,,,,"34,224"
Series B - Yogabars,https://www.crunchbase.com/funding_round/yoga-health-foods-series-b--bb8832c6,"Fitness, Health Care, Wellness","Bangalore, Karnataka, India, Asia",Series B,1750000000,INR,21412030,2023-05-05,Yogabars,https://www.crunchbase.com/organization/yoga-health-foods,http://www.yogabars.in/,,,,ITC,Yogabars is a food company that sells and manufactures protein and fiber-rich bars.,Early Stage Venture,Yes,Less than $1M,33008938,USD,33008938,Early Stage Venture,6,ITC,1,,"34,211"
Venture Round - Divinia,https://www.crunchbase.com/funding_round/divinia-series-unknown--2da41c5d,"Brand Marketing, E-Commerce, Lead Generation, Natural Language Processing","San Jose, California, United States, North America",Venture - Series Unknown,,,,2023-01-01,Divinia,https://www.crunchbase.com/organization/divinia,https://www.divinia.ai,,,,Yu Galaxy,"Divinia is an e-commerce search destination offers lead generation, contextual targeting, and product promotion for marketers.",,Yes,$1M to $10M,,USD,,,2,,1,,"34,212"
Seed Round - Beam for Music,https://www.crunchbase.com/funding_round/beam-for-music-seed--14023855,"Music, Publishing, Software","Gentilly, Ile-de-France, France, Europe",Seed,250000,USD,250000,2023-10-05,Beam for Music,https://www.crunchbase.com/organization/beam-for-music,http://www.beamformusic.com,2200000,USD,2200000,"Louis Agon, Romain Poncet",Beam for Music develops and operates an online platform that manages musical copyright fees.,Seed,Yes,,250000,USD,250000,Seed,1,,2,,"34,263"
Pre Seed Round - Iconic Moments,https://www.crunchbase.com/funding_round/iconic-moments-pre-seed--e4b2f72c,"Cryptocurrency, Marketplace","Chattanooga, Tennessee, United States, North America",Pre-Seed,2000000,USD,2000000,2023-04-04,Iconic Moments,https://www.crunchbase.com/organization/iconic-moments,https://iconicmoments.co,,,,"Cultivation Capital, Stout Street Capital","Iconic Moments is a NFT Marketplace for the 450,000 Museums and Cultural Institutions around the world.",Seed,Yes,,2000000,USD,2000000,Seed,2,,2,,"34,229"
Seed Round - The Green Snack,https://www.crunchbase.com/funding_round/the-green-snack-seed--635a13a6,"E-Commerce, Food and Beverage, Food Processing, Snack Food","Mumbai, Maharashtra, India, Asia",Seed,10000000,INR,120977,2023-02-08,The Green Snack,https://www.crunchbase.com/organization/the-green-snack,http://thegreensnackco.com,,,,Vineeta Singh,The Green Snack is a food processing company that produces and distributes snacks that are cholesterol-free and low in calories.,Seed,Yes,$1M to $10M,620978,USD,620978,Seed,2,Vineeta Singh,1,,"34,230"
Seed Round - Thrill One Sports & Entertainment,https://www.crunchbase.com/funding_round/thrill-one-sports-entertainment-seed--5653f345,"Media and Entertainment, Sports","Costa Mesa, California, United States, North America",Seed,,,,2022-01-01,Thrill One Sports & Entertainment,https://www.crunchbase.com/organization/thrill-one-sports-entertainment,https://www.thrillone.com/,,,,Dyrdek Machine,Thrill One Sports & Entertainment is a next-generation content company.,Seed,Yes,,,USD,,M&A,1,,1,,"34,231"
Equity Crowdfunding - Pearlstone,https://www.crunchbase.com/funding_round/pearlstone-equity-crowdfunding--0b4d76ba,"Energy, Energy Efficiency, Energy Management","London, England, United Kingdom, Europe",Equity Crowdfunding,41126,GBP,51873,2023-06-29,Pearlstone,https://www.crunchbase.com/organization/pearlstone,https://www.pearlstoneenergy.com/,,,,Crowdcube,Pearlstone is a Demand Response Aggregator that supports the National Grid to balance the supply and demand for energy.,,Yes,$1M to $10M,607627,GBP,835834,,2,,1,,"34,242"
Equity Crowdfunding - Little Birdie,https://www.crunchbase.com/funding_round/little-birdie-3202-equity-crowdfunding--27551bda,"Apps, Finance, Financial Services, FinTech, Payments, Subscription Service","Saint Albans, Hertford, United Kingdom, Europe",Equity Crowdfunding,201739,GBP,242647,2023-03-05,Little Birdie,https://www.crunchbase.com/organization/little-birdie-3202,https://www.littlebirdie.co.uk/,2759910,GBP,3319565,Crowdcube,Little Birdie is an app that helps consumers manage subscriptions and recurring payments.,,Yes,,701739,GBP,836629,,2,,1,,"34,243"
Venture Round - Perle Restaurant,https://www.crunchbase.com/funding_round/perle-restaurant-series-unknown--03bd9e05,"Food and Beverage, Hospitality, Restaurants","Pasadena, California, United States, North America",Venture - Series Unknown,,,,2023-01-01,Perle Restaurant,https://www.crunchbase.com/organization/perle-restaurant,https://www.perlerestaurant.com/,,,,Ying Fund,"Perle Restaurant is a french restaurant that offers a wide variety of food, wines, and beverages services.",,Yes,,,USD,,,1,,1,,"34,244"
Post-IPO Equity - Avinger,https://www.crunchbase.com/funding_round/avinger-post-ipo-equity--9c6ddb0a,"Health Care, Manufacturing, Medical, Medical Device","Redwood City, California, United States, North America",Post-IPO Equity,31700000,USD,31700000,2016-08-11,Avinger,https://www.crunchbase.com/organization/avinger,https://avinger.com/,,,,,Avinger is a medical device company engaged in developing catheter-based technologies and devices for treating vascular diseases.,,Yes,$1M to $10M,308565180,USD,308565180,IPO,15,,,,"34,245"
Series A - Deep Sentinel,https://www.crunchbase.com/funding_round/deep-sentinel-series-a--00fdb0e5,"Home Improvement, Home Services, Security, Software","Pleasanton, California, United States, North America",Series A,,,,2021-06-01,Deep Sentinel,https://www.crunchbase.com/organization/deep-sentinel,https://www.deepsentinel.com,,,,Eudemian Ventures,Deep Sentinel is a home security company that produces cameras powered by deep learning that can evaluate threats on a property.,Early Stage Venture,Yes,$1M to $10M,38400000,USD,38400000,,7,,1,,"34,204"
Post-IPO Equity - SINTX Technologies,https://www.crunchbase.com/funding_round/amedica-post-ipo-equity--ec65aebd,"Biotechnology, Health Care, Medical Device","Salt Lake City, Utah, United States, North America",Post-IPO Equity,13000000,USD,13000000,2014-11-01,SINTX Technologies,https://www.crunchbase.com/organization/amedica,https://www.sintx.com,,,,Crede CapitalGroup,SINTX is a spinal and orthopedic implant company using its silicon nitride ceramic tech to develop spine and total joint implants.,,Yes,Less than $1M,196282826,USD,196282826,IPO,15,Crede CapitalGroup,1,,"34,216"
Private Equity Round - ProService,https://www.crunchbase.com/funding_round/proservice-private-equity--d5a99803,"Business Intelligence, Human Resources","Honolulu, Hawaii, United States, North America",Private Equity,,,,2023-05-17,ProService,https://www.crunchbase.com/organization/proservice,https://www.proservice.com,,,,Silver Lake,ProService is a voluntary organization for HR consultation for business groups.,Private Equity,Yes,$50M to $100M,,USD,,Private Equity,4,Silver Lake,1,1,"34,217"
Equity Crowdfunding - Open Bionics,https://www.crunchbase.com/funding_round/open-bionics-equity-crowdfunding--8679186b,"3D Printing, Hardware, Information Technology, Medical Device, Personal Health, Robotics, Social Impact","Bristol, Bristol, City of, United Kingdom, Europe",Equity Crowdfunding,1525202,GBP,1858970,2022-12-20,Open Bionics,https://www.crunchbase.com/organization/open-bionics,https://openbionics.com,13643068,GBP,16628660,Crowdcube,"Open Bionics is a robotics company creating affordable 3D-printed bionic hands for amputees, researchers and makers.",,Yes,,14963206,USD,14963206,,14,,1,,"34,218"
Equity Crowdfunding - Fox Cycling,https://www.crunchbase.com/funding_round/fox-cycling-equity-crowdfunding--54eee352,"Cycling, Education, Sports","Portishead, North Somerset, United Kingdom, Europe",Equity Crowdfunding,162830,GBP,212060,2022-04-11,Fox Cycling,https://www.crunchbase.com/organization/fox-cycling,https://foxcycling.co.uk/,850000,GBP,1106991,Crowdcube,Fox Cycling is a kids sports coach and entrepreneur.,,Yes,$1M to $10M,162830,GBP,212060,,1,,1,,"34,494"
