Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Non Equity Assistance - Cellestia,https://www.crunchbase.com/funding_round/cellestia-biotech-non-equity-assistance--edb33b4c,"Biopharma, Biotechnology, Health Care, Therapeutics","Basel, Basel-Stadt, Switzerland, Europe",Non-equity Assistance,,,,2023-06-27,Cellestia,https://www.crunchbase.com/organization/cellestia-biotech,https://www.cellestia.com,,,,Swissnex San Francisco,Cellestia is a clinical stage R&D company developing innovative first-in-class therapies to control and modulate pathogenic gene expression.,,No,$1M to $10M,48715850,USD,48715850,,10,Swissnex San Francisco,1,1,"42,005"
Venture Round - KNOREX,https://www.crunchbase.com/funding_round/knorex-series-unknown--2ff97f88,"Advertising, Advertising Platforms, Marketing, Software","Sunnyvale, California, United States, North America",Venture - Series Unknown,,,,2023-07-25,KNOREX,https://www.crunchbase.com/organization/knorex,https://knorex.com,,,,"Ritz Venture Capital, VD Capital","Knorex provides advertising solutions to marketers to connect with audience worldwide across social, search and programmatic channels.",,Yes,,,USD,,,1,,2,,"42,015"
Venture Round - Grin Gaming,https://www.crunchbase.com/funding_round/grin-gaming-series-unknown--813f1d07,"Artificial Intelligence (AI), Fantasy Sports, Gaming, Machine Learning, Video Streaming","Venice, California, United States, North America",Venture - Series Unknown,,,,2023-07-21,Grin Gaming,https://www.crunchbase.com/organization/grin-gaming,http://gringaming.com,,,,SCCG Venture Fund,Grin is a revolutionary technology platform that lets users predict every moment.,,Yes,$1M to $10M,,USD,,,3,SCCG Venture Fund,1,1,"42,011"
Pre Seed Round - Ambana,https://www.crunchbase.com/funding_round/ambana-pre-seed--703327c9,"Crowdfunding, FinTech, Real Estate, Real Estate Investment","Miami, Florida, United States, North America",Pre-Seed,240000,USD,240000,2023-06-15,Ambana,https://www.crunchbase.com/organization/ambana,https://www.ambana.com,,,,"Second Century Ventures, Techstars",Ambana is leading the digital transformation of Real Estate fundraising for real estate developers in Latin America.,Seed,Yes,,240000,USD,240000,Seed,1,Second Century Ventures,2,1,"42,066"
Seed Round - Concr,https://www.crunchbase.com/funding_round/concr-seed--433b3853,"Biopharma, Biotechnology, Machine Learning","London, England, United Kingdom, Europe",Seed,1220000,GBP,1533418,2022-05-01,Concr,https://www.crunchbase.com/organization/concr,https://www.concr.co,,,,"Cambridge Angels group, Parkwalk Advisors, R42 Group, SyndicateRoom, University of Cambridge Enterprise",Solving data to enable precision therapy for all.,Seed,Yes,,2439844,GBP,3134917,Seed,4,"R42 Group, University of Cambridge Enterprise",5,1,"42,074"
Seed Round - Farcana,https://www.crunchbase.com/funding_round/farcana-seed--4b288589,"Blockchain, Information Services, Media and Entertainment, Metaverse, Online Games","Dubai, Dubai, United Arab Emirates, Asia",Seed,,,,2022-12-01,Farcana,https://www.crunchbase.com/organization/farcana,https://www.farcana.com/,,,,Unpopular Ventures,Gaming company building the high-quality third-person team-ability shooter on Unreal Engine 5 for PC,Seed,Yes,$10M to $50M,10000000,USD,10000000,,3,,1,,"42,143"
Pre Seed Round - uIMPACT,https://www.crunchbase.com/funding_round/uimpact-pre-seed--aa7cd9e2,"Consulting, Impact Investing, Information Technology, Marketing, Professional Services, Social Impact, Sustainability","Sofia, Grad Sofiya, Bulgaria, Europe",Pre-Seed,,,,2023-09-01,uIMPACT,https://www.crunchbase.com/organization/uimpact,https://www.u-impact.com/,,,,"Urban Impact Ventures, Vitosha Venture Partners","Platform for ESG screening, SDG/impact alignment assessment, data-driven insights, risk identification and actionable recommendations",Seed,Yes,,,USD,,Seed,1,Vitosha Venture Partners,2,,"42,091"
Seed Round - CENTURY Tech,https://www.crunchbase.com/funding_round/century-seed--2d40be00,"Artificial Intelligence (AI), Big Data, E-Learning, EdTech, Education, Personal Development","London, England, United Kingdom, Europe",Seed,1520000,GBP,2182277,2016-05-15,CENTURY Tech,https://www.crunchbase.com/organization/century,https://www.century.tech/,,,,"Angel Academe, Dot Matrix Group","CENTURY is the award-winning artificial intelligence teaching and learning platform for schools, colleges and universities.",Seed,Yes,$1M to $10M,25819476,USD,25819476,Early Stage Venture,8,,2,,"42,188"
Post-IPO Equity - Volcon,https://www.crunchbase.com/funding_round/volcon-post-ipo-equity--fc54c773,"Autonomous Vehicles, Electric Vehicle","Austin, Texas, United States, North America",Post-IPO Equity,700000,USD,700000,2023-09-15,Volcon,https://www.crunchbase.com/organization/volcon,https://volcon.com,,,,,Volcon is an off-road power sports company that offers electric off-road vehicles.,,Yes,$1M to $10M,47900000,USD,47900000,IPO,3,,,,"42,118"
Equity Crowdfunding - SpechtLab,https://www.crunchbase.com/funding_round/spechtlab-equity-crowdfunding--2afa64ac,"Industrial Engineering, Machinery Manufacturing","Ankara, Ankara, Turkey, Europe",Equity Crowdfunding,10635704,TRY,395013,2023-09-12,SpechtLab,https://www.crunchbase.com/organization/spechtlab,https://spechtlab.com,,,,,SpechtLab is a technology firm that creates quality control solutions for steel factories.,,Yes,,10635704,TRY,395014,,1,,,,"42,104"
