Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Non Equity Assistance - Think Cyber Security,https://www.crunchbase.com/funding_round/think-cyber-security-non-equity-assistance--73284516,Cyber Security,"London, England, United Kingdom, Europe",Non-equity Assistance,,,,2018-04-25,Think Cyber Security,https://www.crunchbase.com/organization/think-cyber-security,https://www.thinkcyber.co.uk,,,,,"Think Cyber Security Ltd, a UK company developing products that reinvent the delivery of end-user security education and awareness training.",,No,,,USD,,,2,,,,"358,016"
Venture Round - Freeli Foods,https://www.crunchbase.com/funding_round/freeli-foods-series-unknown--2616ba20,,"Oakland, California, United States, North America",Venture - Series Unknown,1157992,USD,1157992,2019-07-23,Freeli Foods,https://www.crunchbase.com/organization/freeli-foods,https://www.freelifoods.com/,,,,,Freeli Foods produces a healthy meal that is budget-friendly and comes in a pouch.,,Yes,,1157992,USD,1157992,,1,,,,"358,017"
Grant - Mothive,https://www.crunchbase.com/funding_round/mothive-grant--8e58da7a,"Agriculture, AgTech, Internet of Things","London, England, United Kingdom, Europe",Grant,,,,2018-04-24,Mothive,https://www.crunchbase.com/organization/mothive,http://www.mothive.com,,,,Geovation,"Mothive is an automated agronomy service to help farm managers maximise efficiency, reduce waste and improve the predictability of crops.",,No,,,USD,,Seed,2,,1,,"358,054"
Series C - Elixent,https://www.crunchbase.com/funding_round/elixent-series-c--11039f25,"Electronics, Hardware, Semiconductor","Bristol, Bristol, City of, United Kingdom, Europe",Series C,15000000,USD,15000000,2005-04-06,Elixent,https://www.crunchbase.com/organization/elixent,https://www.elixent.com,,,,"3i Group, Gimv, NIF Ventures, Panasonic Venture Group, Toshiba Corporation",Elixent supplies reconfigurable arithmetic processors which offer reconfigurable semiconductor intellectual property in the U.K.,Late Stage Venture,Yes,,39000000,USD,39000000,Late Stage Venture,3,,5,,"358,070"
Venture Round - Inline,https://www.crunchbase.com/funding_round/inline-3250-series-unknown--ba55451a,"CRM, Hospitality, Information Technology, Software","Taipei, T'ai-pei, Taiwan, Asia",Venture - Series Unknown,,,,2020-07-01,Inline,https://www.crunchbase.com/organization/inline-3250,https://inline.app/,,,,Darwin Venture Management,Inline is a restaurant booking management system.,,Yes,,,USD,,,6,,1,,"358,073"
Series A - Nuanwa Technology,https://www.crunchbase.com/funding_round/nuanwa-technology-series-a--cbcba77b,"Information Technology, Insurance, InsurTech, Medical","Shanghai, Shanghai, China, Asia",Series A,,,,2021-08-01,Nuanwa Technology,https://www.crunchbase.com/organization/nuanwa-technology,https://www.nuanwa.net,,,,"DT Capital Partners, KTB Ventures, Lenovo Capital and Incubator Group (LCIG)",Nuanwa Technology is a tech-driven medical insurance service company.,Early Stage Venture,Yes,,27996781,USD,27996781,Early Stage Venture,3,,3,,"358,074"
Venture Round - Onzo,https://www.crunchbase.com/funding_round/onzo-series-unknown--c047510e,"Big Data, Energy, Power Grid","London, England, United Kingdom, Europe",Venture - Series Unknown,3970000,USD,3970000,2008-03-31,Onzo,https://www.crunchbase.com/organization/onzo,http://www.onzo.com,,,,"Sigma Capital Group, SSE",Onzo creates insights from energy data to capitalise on Smart Meter investment,,Yes,$10M to $50M,13752169,USD,13752169,M&A,6,,2,,"358,077"
Seed Round - Mallzee,https://www.crunchbase.com/funding_round/mallzee-com-seed--c97556d5,"Analytics, Data Visualization, E-Commerce, Fashion, Mobile","Edinburgh, Edinburgh, City of, United Kingdom, Europe",Seed,500000,GBP,843412,2014-05-22,Mallzee,https://www.crunchbase.com/organization/mallzee-com,http://www.mallzee.com,,,,"Andrew Barrie, Gareth Williams, Kenny Fraser, Laurence Marlor, Par Equity, Rob Dobson, Scottish Investment Bank",Mallzee is a B2C clothing retail app and a B2B data suite for clothing retailers to improve margins and make smarter buying decisions,Seed,Yes,$1M to $10M,11791989,USD,11791989,,12,,7,1,"358,079"
Seed Round - Birdnest,https://www.crunchbase.com/funding_round/birdnest-seed--c64c90a3,Coworking,"San Francisco, California, United States, North America",Seed,120000,USD,120000,2018-03-03,Birdnest,https://www.crunchbase.com/organization/birdnest,https://www.thebirdnest.co/,,,,Alchemist Accelerator,Birdnest is creating a new way of doing short-term office rentals.,Seed,Yes,$10M to $50M,120000,USD,120000,Seed,1,,1,,"358,088"
Series F - blinkit,https://www.crunchbase.com/funding_round/grofers-trusted-delivery-partner-series-f--5c8ef90b,"Delivery, E-Commerce, E-Commerce Platforms, Grocery, Retail","Gurgaon, Haryana, India, Asia",Series F,1430000000,INR,20170847,2019-10-29,blinkit,https://www.crunchbase.com/organization/grofers-trusted-delivery-partner,https://blinkit.com,,,,Bennett Coleman and Co Ltd,Blinkit is a low-price online supermarket that provides grocery delivery.,Late Stage Venture,Yes,$100M to $500M,1049098135,USD,1049098135,M&A,19,Bennett Coleman and Co Ltd,1,,"358,106"
