Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - AppMesh,https://www.crunchbase.com/funding_round/appmesh-seed--331f0852,"Enterprise Software, Mobile","San Francisco, California, United States, North America",Seed,900000,USD,900000,2012-06-15,AppMesh,https://www.crunchbase.com/organization/appmesh,http://www.appme.sh,,,,"Dave Kellogg, InterWest Partners, Opus Capital, Paul Albright",AppMesh is a mobile-only app built for the needs of individual sales reps and other customer-facing professionals.,Seed,Yes,Less than $1M,3900000,USD,3900000,Early Stage Venture,2,,4,1,"526,000"
Series A - School of Accelerated Learning,https://www.crunchbase.com/funding_round/school-of-accelerated-learning-series-a--26190b65,"Education, Information Technology, Software","Hyderabad, Andhra Pradesh, India, Asia",Series A,1000000,USD,1000000,2020-09-10,School of Accelerated Learning,https://www.crunchbase.com/organization/school-of-accelerated-learning,http://soal.io,,,,SARA Investments,India's first hybrid bootcamp for emerging technologies and future work-skills. Designed for Industry 4.0.,Early Stage Venture,Yes,,1300000,USD,1300000,Early Stage Venture,2,SARA Investments,1,1,"526,013"
Venture Round - Sunrise Bank,https://www.crunchbase.com/funding_round/sunrise-bank-series-unknown--d0428577,"Accounting, Banking, Customer Service, Financial Services, Professional Services","Cocoa Beach, Florida, United States, North America",Venture - Series Unknown,25000000,USD,25000000,2016-07-07,Sunrise Bank,https://www.crunchbase.com/organization/sunrise-bank,https://www.sunrise.bank/,,,,,Sunrise Bank offers a wide variety of credit products,,Yes,$10M to $50M,25000000,USD,25000000,,1,,,,"526,030"
Funding Round - MeraPashu 360,https://www.crunchbase.com/funding_round/merapashu-360-undisclosed--f0b5272b,"Marketing, Pet","Gurgaon, Haryana, India, Asia",Funding Round,,,,2022-03-30,MeraPashu 360,https://www.crunchbase.com/organization/merapashu-360,https://merapashu360.com,,,,9Unicorns Accelerator Fund,Pashu aur Pashu aahar ki sabse badi dukaan,,Yes,,,USD,,,1,,1,,"526,039"
Seed Round - Jos. A. Magnus & Co.,https://www.crunchbase.com/funding_round/jos-a-magnus-co-seed--b3445a51,"Distillery, Food and Beverage, Wine And Spirits","Washington, District of Columbia, United States, North America",Seed,750000,USD,750000,2014-08-04,Jos. A. Magnus & Co.,https://www.crunchbase.com/organization/jos-a-magnus-co,http://josephmagnus.com,,,,,Jos. A. Magnus & Co. offers libations and pre-prohibition heritage to those valuing the experience of fine spirits.,Seed,Yes,$1M to $10M,3600000,USD,3600000,,2,,,,"526,043"
Venture Round - ODDSworks,https://www.crunchbase.com/funding_round/oddsworks-series-unknown--c19a43f8,"Casino, Casual Games, Gaming","Downers Grove, Illinois, United States, North America",Venture - Series Unknown,2400000,USD,2400000,2020-09-23,ODDSworks,https://www.crunchbase.com/organization/oddsworks,http://oddsworks.com,,,,,ODDSworks provides games to legal and regulated gaming jurisdictions in the United States and Europe.,,Yes,$1M to $10M,2400000,USD,2400000,,1,,,,"526,058"
Series B - Tezign,https://www.crunchbase.com/funding_round/tezign-series-b--500fa0ea,"Animation, Content Marketing, Graphic Design, Marketing, SaaS, Software","Shanghai, Shanghai, China, Asia",Series B,10000000,USD,10000000,2018-04-17,Tezign,https://www.crunchbase.com/organization/tezign,http://www.tezign.com,,,,"Hearst Ventures, Linear Venture, Sequoia Capital China",Tezign is the contech startup in China aiming to build the digital infrastructure of content experience,Early Stage Venture,Yes,$1M to $10M,51100000,USD,51100000,Late Stage Venture,6,Hearst Ventures,3,,"526,068"
Series A - Xiha Baofu Pu,https://www.crunchbase.com/funding_round/xiha-baofu-pu-series-a--de85a8b2,"Comics, Internet, Media and Entertainment","Beijing, Beijing, China, Asia",Series A,10000000,CNY,1617051,2015-05-26,Xiha Baofu Pu,https://www.crunchbase.com/organization/xiha-baofu-pu,http://www.bjxihabaofupu.com/,,,,Qixian Touzi,Xiha Baofu Pu is a comic opera cultural operating company.,Early Stage Venture,Yes,,20000000,CNY,3068705,Early Stage Venture,2,Qixian Touzi,1,,"526,080"
Seed Round - Rentify,https://www.crunchbase.com/funding_round/rentify-seed--d857b7ae,"FinTech, Property Management, PropTech, Real Estate, Software","London, England, United Kingdom, Europe",Seed,350000,GBP,555341,2012-08-31,Rentify,https://www.crunchbase.com/organization/rentify,http://rentify.com,,,,"Ashcombe Advisers, D5 Capital, David Tabizel, Robert Suss, Rupert Ashe",Rentify is an online platform that helps individuals market and manage their properties.,Seed,Yes,$1M to $10M,10497952,USD,10497952,,4,,5,,"526,084"
Seed Round - Fulfil.IO,https://www.crunchbase.com/funding_round/fulfil-io-seed--5b453572,"E-Commerce, Enterprise Resource Planning (ERP), Retail, SaaS","San Francisco, California, United States, North America",Seed,,,,2017-01-01,Fulfil.IO,https://www.crunchbase.com/organization/fulfil-io,https://www.fulfil.io/,,,,Extreme Venture Partners,Fulfil.IO empowers online retailers with tools to unify and automate operations while focusing on providing the best customer experience.,Seed,Yes,$1M to $10M,,USD,,Seed,2,Extreme Venture Partners,1,,"526,090"
