Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Numa,https://www.crunchbase.com/funding_round/cosi-hospitality-pre-seed--c30c0f0a,"Hospitality, Hotel, Rental, Travel, Travel Accommodations","Berlin, Berlin, Germany, Europe",Pre-Seed,,,,2019-08-01,Numa,https://www.crunchbase.com/organization/cosi-hospitality,https://numastays.com,,,,Loric Ventures,NUMA Group is a digital hospitality platform that provides short and mid-term rentals and travel accommodations.,Seed,Yes,Less than $1M,119440000,EUR,133017790,Late Stage Venture,5,,1,,"506,800"
Venture Round - Discera,https://www.crunchbase.com/funding_round/discera-series-unknown--c1e4a882,"Manufacturing, Product Design, Semiconductor","San Jose, California, United States, North America",Venture - Series Unknown,7000000,USD,7000000,2005-09-01,Discera,https://www.crunchbase.com/organization/discera,http://www.discera.com,,,,"3i Group, Ardesta, Partech, Qualcomm Ventures","Discera, a fabless analog semiconductor firm, manufactures and distributes silicon resonators to radio frequency and timing control markets.",,Yes,,59311000,USD,59311000,M&A,5,,4,1,"506,801"
Post-IPO Equity - Baselode Energy,https://www.crunchbase.com/funding_round/baselode-energy-post-ipo-equity--45b1e332,"Mineral, Mining, Precious Metals","Toronto, Ontario, Canada, North America",Post-IPO Equity,10000000,CAD,7346356,2022-10-31,Baselode Energy,https://www.crunchbase.com/organization/baselode-energy,https://baselode.com/,,,,,Baselode Energy is a mining exploration company that is on the hunt for uranium deposits in the Athabasca Basin.,,Yes,,16300000,CAD,12003095,,3,,,,"506,802"
Seed Round - OTO,https://www.crunchbase.com/funding_round/oto-global-seed--42a6cea7,"Delivery Service, E-Commerce, Information Technology, Logistics, Retail Technology, Shipping","Riyadh, Ar Riyad, Saudi Arabia, Asia",Seed,,,,2019-06-01,OTO,https://www.crunchbase.com/organization/oto-global,https://www.tryoto.com/,,,,ChangeLabs,Building the shipping gateway of the internet.,Seed,Yes,,,USD,,Seed,3,,1,,"506,803"
Venture Round - Frontier MEA,https://www.crunchbase.com/funding_round/frontier-mea-2-series-unknown--9bf8dedf,"Business Intelligence, Information Services","London, England, United Kingdom, Europe",Venture - Series Unknown,250000,GBP,379843,2013-06-01,Frontier MEA,https://www.crunchbase.com/organization/frontier-mea-2,http://www.frontiermea.com/,,,,Cass Entrepreneurship Fund,Frontier provides information and research to assist companies and organisations doing business.,,Yes,Less than $1M,250000,GBP,379844,,1,,1,,"506,805"
Funding Round - Tapt,https://www.crunchbase.com/funding_round/tapt-undisclosed--77a0d36c,"Mobile, Private Social Networking, Social Media, Social Network","Long Island City, New York, United States, North America",Funding Round,100000,USD,100000,2015-12-01,Tapt,https://www.crunchbase.com/organization/tapt,http://www.tapt.io,2000000,USD,2000000,,"Tapt is a social networking application that enables students to connect with other students and share statuses, photos and videos.",,Yes,Less than $1M,100000,USD,100000,,1,,,,"506,807"
Angel Round - 8:00 PM,https://www.crunchbase.com/funding_round/8pm-angel--76f72ebd,"Apps, Dating, Social Media","Haidian, Beijing, China, Asia",Angel,3000000,CNY,483882,2014-04-01,8:00 PM,https://www.crunchbase.com/organization/8pm,https://www.8pm.am/,,,,Charles Xue,8PM is a video dating application that helps users in finding a perfect date.,Seed,Yes,,3000000,CNY,483882,Seed,1,,1,,"506,808"
Pre Seed Round - Reelly,https://www.crunchbase.com/funding_round/reelly-pre-seed--17e43087,Real Estate,"Dubai, Dubai, United Arab Emirates, Asia",Pre-Seed,,,,2020-11-27,Reelly,https://www.crunchbase.com/organization/reelly,https://reelly.io,,,,Ukrainian Startup Fund,UBERization of real estate brokers,Seed,Yes,,50000,USD,50000,Seed,2,Ukrainian Startup Fund,1,,"506,809"
Seed Round - COINVERCO,https://www.crunchbase.com/funding_round/coinverco-seed--03e64b83,Financial Services,"Tallinn, Harjumaa, Estonia, Europe",Seed,120000000,USD,120000000,2017-04-04,COINVERCO,https://www.crunchbase.com/organization/coinverco,https://coinverco.io,45000000,USD,45000000,,COINVERCO operates as a crypto investment management and trading company.,Seed,Yes,,120000000,USD,120000000,Seed,1,,,,"506,812"
Private Equity Round - Garena,https://www.crunchbase.com/funding_round/garena-fe35-private-equity--df13c350,"Communications Infrastructure, Gaming, Online Games","Singapore, Central Region, Singapore, Asia",Private Equity,,,,2015-02-01,Garena,https://www.crunchbase.com/organization/garena-fe35,https://www.garena.sg/,,,,Keystone Capital,Garena is an online game developer and publisher of free games.,Private Equity,Yes,,,USD,,Private Equity,1,,1,,"506,813"
