Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - WhereInFair,https://www.crunchbase.com/funding_round/whereinfair-seed--931aeab1,"Internet, Search Engine","London, England, United Kingdom, Europe",Seed,40000,USD,40000,2013-11-21,WhereInFair,https://www.crunchbase.com/organization/whereinfair,http://www.whereinfair.com,,,,Start-Up Chile,"WhereInFair is a web-based platform for users to discover the best exhibitions, trade shows, and conferences worldwide.",Seed,Yes,$1M to $10M,40000,USD,40000,Seed,1,,1,,"426,401"
Debt Financing - Pager,https://www.crunchbase.com/funding_round/pager-debt-financing--857ac493,"Health Care, mHealth, Mobile Apps","New York, New York, United States, North America",Debt Financing,11000000,USD,11000000,2020-03-06,Pager,https://www.crunchbase.com/organization/pager,http://pager.com,,,,Silicon Valley Bank,"Pager is a virtual care technology platform that provides communication, collaboration, navigation, and care coordination solutions.",,No,$1M to $10M,68702937,USD,68702937,,10,Silicon Valley Bank,1,,"426,408"
Series C - Chipidea Microelectrónica,https://www.crunchbase.com/funding_round/chipidea-microelectrnica-series-c--3ef16568,"Semiconductor, Wireless","Porto Salvo, Lisboa, Portugal, Europe",Series C,6600000,USD,6600000,2007-01-03,Chipidea Microelectrónica,https://www.crunchbase.com/organization/chipidea-microelectrnica,,,,,Armilar Venture Partners,"Chipidea Microelectrónica offers analog and mixed semiconductors to wireless communications, digital media, and consumer electronics.",Late Stage Venture,Yes,,27500000,USD,27500000,M&A,3,Armilar Venture Partners,1,1,"426,444"
Seed Round - Esper,https://www.crunchbase.com/funding_round/esper-seed--312b26b8,"Association, Big Data, Enterprise Software, Government, Information Technology, Mobile, Non Profit, Software","Austin, Texas, United States, North America",Seed,,,,2018-05-01,Esper,https://www.crunchbase.com/organization/esper,https://esper.com,,,,8VC,Esper provides a platform for governments to create and manage public policy from a single dahsboard.,Seed,Yes,$10M to $50M,10716406,USD,10716406,Early Stage Venture,5,,1,,"426,457"
Grant - Viewpointsystem GmbH,https://www.crunchbase.com/funding_round/viewpointsystem-grant--ee436008,"Health Care, Information Technology","Vienna, Wien, Austria, Europe",Grant,3299267,EUR,4127654,2018-02-01,Viewpointsystem GmbH,https://www.crunchbase.com/organization/viewpointsystem,https://viewpointsystem.com/en/,,,,EASME - EU Executive Agency for SMEs,"Viewpointsystem produces the most advanced system for recording, presentation and interpretation of human eye movements.",,No,,3299267,EUR,4127654,,1,,1,,"426,518"
Grant - Manta Biofuel,https://www.crunchbase.com/funding_round/manta-biofuel-grant--ec4e694a,"Agriculture, Energy, Oil and Gas, Renewable Energy","Owings Mills, Maryland, United States, North America",Grant,1000000,USD,1000000,2016-08-01,Manta Biofuel,https://www.crunchbase.com/organization/manta-biofuel,https://mantabiofuel.com/,,,,US Department of Energy,Manta Biofuel produces cost-effective renewable fuel oil from algae.,,No,$1M to $10M,4250000,USD,4250000,Seed,7,,1,,"426,568"
Equity Crowdfunding - Offerama,https://www.crunchbase.com/funding_round/offerama-equity-crowdfunding--fec3419f,"E-Commerce, Internet, Marketplace","Naples, Florida, United States, North America",Equity Crowdfunding,,,,2014-07-22,Offerama,https://www.crunchbase.com/organization/offerama,http://www.offerama.com,,,,,Offerama.com is a 3rd party Marketplace where consumers and businesses are able to place items.,,Yes,$1M to $10M,,USD,,,1,,,,"426,593"
Post-IPO Equity - Harte Gold,https://www.crunchbase.com/funding_round/harte-gold-post-ipo-equity--0425177d,"Mineral, Mining, Mining Technology","Toronto, Ontario, Canada, North America",Post-IPO Equity,13895383,CAD,10498031,2018-11-23,Harte Gold,https://www.crunchbase.com/organization/harte-gold,http://www.hartegold.com/,,,,,Harte Gold Corp. is focused on the exploration and development of its 100% owned Sugar Zone property.,,Yes,$10M to $50M,280563833,USD,280563833,IPO,12,,,,"426,601"
Venture Round - INHOUSE,https://www.crunchbase.com/funding_round/inhouse-ccf0-series-unknown--4f4d1e34,"Consulting, Restaurants","New York, New York, United States, North America",Venture - Series Unknown,2000000,USD,2000000,2018-12-06,INHOUSE,https://www.crunchbase.com/organization/inhouse-ccf0,https://www.inhousenewyork.com,,,,,INHOUSE is a membership club for people who care about restaurants.,,Yes,,2000000,USD,2000000,,2,,,,"426,700"
Seed Round - Krablr,https://www.crunchbase.com/funding_round/krablr-2-seed--2fba38d2,"Farming, Mobile Apps, Price Comparison","Powell, Ohio, United States, North America",Seed,3000000,USD,3000000,2013-12-01,Krablr,https://www.crunchbase.com/organization/krablr-2,,,,,"Tuesday Capital, Wobbly-Door Ventures",Krablr offers a crab-pricing-meet-messaging app for millennials.,Seed,Yes,,8000000,USD,8000000,Early Stage Venture,2,,2,,"426,716"
