Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - DaStrong,https://www.crunchbase.com/funding_round/dastrong-seed--d7728032,"Commercial, Electronics, Industrial, Manufacturing","Buffalo, New York, United States, North America",Seed,500000,USD,500000,2014-10-05,DaStrong,https://www.crunchbase.com/organization/dastrong,http://www.dastrong.cn/,,,,43North,DaStrong Corp. stands to revolutionize the electronic cooling industry.,Seed,Yes,,800000,USD,800000,Seed,2,43North,1,,"95,564"
Venture Round - KNOTUS,https://www.crunchbase.com/funding_round/knotus-series-unknown--a3ef1435,"Medical, Pharmaceutical","Incheon, Inch'on-jikhalsi, South Korea, Asia",Venture - Series Unknown,,,,2014-01-01,KNOTUS,https://www.crunchbase.com/organization/knotus,http://www.knotus.co.kr/,,,,Dadam Investment,KNOTUS develops and wholesales drugs.,,Yes,,,USD,,,2,,1,,"95,445"
Equity Crowdfunding - Kokoon Technology,https://www.crunchbase.com/funding_round/kokoon-technology-equity-crowdfunding--c0ea528f,"Consumer Electronics, Health Care, Home Health Care, mHealth, Personal Health, Wellness","London, England, United Kingdom, Europe",Equity Crowdfunding,1649520,GBP,2165889,2017-10-24,Kokoon Technology,https://www.crunchbase.com/organization/kokoon-technology,http://www.kokoon.io,5929699,GBP,7785946,"Breed Reply, SOSV",Kokoon Technology is a digital health platform applying data to provide a personalized path to better sleep,,Yes,,8316216,USD,8316216,,6,Breed Reply,2,1,"95,446"
Seed Round - Flow,https://www.crunchbase.com/funding_round/flow-a65d-seed--319b3ef6,"Blockchain, FinTech, Information Technology",,Seed,3000000,USD,3000000,2023-04-23,Flow,https://www.crunchbase.com/organization/flow-a65d,,,,,Nima Capital,Flow is an NFT ecosystem developer focused on the research and development of an NFT ecosystem centered around Rollup.,Seed,Yes,,3000000,USD,3000000,Seed,1,Nima Capital,1,,"95,461"
Seed Round - D.Throne,https://www.crunchbase.com/funding_round/d-throne-seed--24a80ac8,"Electric Vehicle, Retail, Shipping","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Seed,3000000000,KRW,2606610,2017-02-09,D.Throne,https://www.crunchbase.com/organization/d-throne,https://www.dthrone.com,,,,DSC Investment,D.Throne sells electric cars and electric trains for children.,Seed,Yes,,3000000000,KRW,2606610,,3,,1,,"95,534"
Grant - Homi TV,https://www.crunchbase.com/funding_round/homi-1660-grant--68163cd6,"Media and Entertainment, Video Streaming","Middletown, Delaware, United States, North America",Grant,10000,USD,10000,2023-08-10,Homi TV,https://www.crunchbase.com/organization/homi-1660,https://homitv.com,,,,,Homi streams award-winning African movies and lifestyle shows from over forty (40) countries in Africa.,,No,,580000,USD,580000,Seed,3,,,,"95,436"
Pre Seed Round - Green More Limited,https://www.crunchbase.com/funding_round/green-more-limited-pre-seed--cb1b1f74,,,Pre-Seed,,,,2019-05-30,Green More Limited,https://www.crunchbase.com/organization/green-more-limited,,,,,SBK,Green More is a fintech company specializing in a digital payments ecosystems & the first Shariah Mobile Financial Services platform in BD,Seed,Yes,,,USD,,Seed,1,,1,,"95,467"
Seed Round - Designerex,https://www.crunchbase.com/funding_round/designerex-seed--f7f524ae,E-Commerce,"Sydney, New South Wales, Australia, Oceania",Seed,450000,AUD,306715,2022-07-01,Designerex,https://www.crunchbase.com/organization/designerex,https://designerex.com.au,,,,,World's Largest Peer-to-Peer Dress Renting Platform,Seed,Yes,,1006715,USD,1006715,Seed,3,,,,"95,480"
Seed Round - Recovery Cat,https://www.crunchbase.com/funding_round/recovery-cat-seed--8195f041,"Health Care, Health Diagnostics, Software","Berlin, Berlin, Germany, Europe",Seed,,,,2023-02-01,Recovery Cat,https://www.crunchbase.com/organization/recovery-cat,https://www.recovery.cat/,,,,"Ali Ciger, IBB Ventures, Springboard Health Angels",Recovery Cat develops software as a medical device that facilitates effective psychiatric care for individuals with severe mental illness.,Seed,Yes,,,USD,,Seed,1,,3,1,"95,428"
Seed Round - Atomo Coffee,https://www.crunchbase.com/funding_round/atomo-coffee-seed--d1495d00,"Coffee, Retail, Wholesale","Seattle, Washington, United States, North America",Seed,2600000,USD,2600000,2019-08-14,Atomo Coffee,https://www.crunchbase.com/organization/atomo-coffee,https://atomocoffee.com,,,,Horizons Ventures,Atomo Coffee is a developer of molecular coffee.,Seed,Yes,,53221908,USD,53221908,Early Stage Venture,4,Horizons Ventures,1,1,"95,404"
Seed Round - Rain AI,https://www.crunchbase.com/funding_round/rain-neuromorphics-seed--fed40321,"Artificial Intelligence (AI), Information Technology, IT Management, Machine Learning","San Francisco, California, United States, North America",Seed,,,,2019-04-08,Rain AI,https://www.crunchbase.com/organization/rain-neuromorphics,http://rain.ai,,,,"Asymmetry Ventures, Half Court Ventures",Creating a future with abundant and cheap artificial intelligence.​,Seed,Yes,Less than $1M,32130020,USD,32130020,,8,,2,1,"95,422"
