Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - Wave Computing,https://www.crunchbase.com/funding_round/wave-semiconductor-series-a--7859c09e,"Analytics, Artificial Intelligence (AI), Big Data, Machine Learning","Campbell, California, United States, North America",Series A,8359999,USD,8359999,2009-12-17,Wave Computing,https://www.crunchbase.com/organization/wave-semiconductor,http://wavecomp.ai,,,,,Wave Computing is revolutionizing AI and deep learning with its dataflow-based systems and embedded solutions.,Early Stage Venture,Yes,$10M to $50M,203309999,USD,203309999,M&A,5,,,,"464,218"
Venture Round - Oncoceutics,https://www.crunchbase.com/funding_round/oncoceutics-series-unknown--1998a6e1,"Biotechnology, Clinical Trials, Health Care, Medical, Pharmaceutical","Philadelphia, Pennsylvania, United States, North America",Venture - Series Unknown,,,,2014-09-29,Oncoceutics,https://www.crunchbase.com/organization/oncoceutics,http://oncoceutics.com,,,,"Raymond Wong, Spring Mountain Capital","Oncoceutics, Inc. is a drug discovery and development company targeting the most potent suppressor pathways in human cancer.",,Yes,$10M to $50M,,USD,,M&A,2,Spring Mountain Capital,2,1,"464,223"
Post-IPO Equity - Seabridge Gold,https://www.crunchbase.com/funding_round/seabridge-post-ipo-equity--e73930a3,Precious Metals,"Toronto, Ontario, Canada, North America",Post-IPO Equity,15300000,USD,15300000,2018-05-07,Seabridge Gold,https://www.crunchbase.com/organization/seabridge,http://seabridgegold.net/,,,,,"Seabridge Gold's resource base of gold, copper and silver is one of the world's largest.",,Yes,$1M to $10M,384682497,USD,384682497,IPO,12,,,,"464,265"
Non Equity Assistance - After-Class,https://www.crunchbase.com/funding_round/after-class-non-equity-assistance--26f688e4,"Communities, E-Learning, Education","Sandston, Virginia, United States, North America",Non-equity Assistance,,,,2013-04-10,After-Class,https://www.crunchbase.com/organization/after-class,http://after-class.co.za/,,,,Seed Engine,"After-Class.co.za is a social education network community for students and teachers to share notes, study material and chat online.",,No,,,USD,,,1,,1,,"464,277"
Grant - Saftra Photonics,https://www.crunchbase.com/funding_round/saftra-photonics-grant--f4c86280,"Biotechnology, Medical, Nanotechnology","Kosice, Kosice, Slovakia (Slovak Republic), Europe",Grant,1221735,EUR,1369913,2017-06-01,Saftra Photonics,https://www.crunchbase.com/organization/saftra-photonics,https://saftra-photonics.org,,,,EASME - EU Executive Agency for SMEs,"Saftra Photonics is a Slovak high-tech company established as a spin-off from the P. J. Safarik University, Kosice, Slovakia in 2014.",,No,Less than $1M,1271735,EUR,1423056,,2,EASME - EU Executive Agency for SMEs,1,,"464,318"
Seed Round - Konduto,https://www.crunchbase.com/funding_round/konduto-seed--38bff991,"E-Commerce, Fraud Detection, Information Technology, Payments","São Paulo, Sao Paulo, Brazil, South America",Seed,2500000,BRL,774406,2016-11-01,Konduto,https://www.crunchbase.com/organization/konduto,https://www.konduto.com/,,,,Crescera Investimentos (f/k/a Bozano Investimentos),Konduto is an online service that enables online retailers to reduce fraud in e-commerce by analyzing consumer behavior.,Seed,Yes,Less than $1M,5700000,BRL,1758667,M&A,3,Crescera Investimentos (f/k/a Bozano Investimentos),1,1,"464,333"
Seed Round - Mapistry,https://www.crunchbase.com/funding_round/mapistry-seed--a6176ace,"Pollution Control, SaaS, Sustainability, Water","Berkeley, California, United States, North America",Seed,407000,USD,407000,2015-04-16,Mapistry,https://www.crunchbase.com/organization/mapistry,https://mapistry.com,,,,"Drummond Road Capital, MergeLane",BI for Industrial EHS Teams,Seed,Yes,$1M to $10M,4032000,USD,4032000,Seed,5,"Drummond Road Capital, MergeLane",2,3,"464,344"
Seed Round - Reply.ai,https://www.crunchbase.com/funding_round/reply-ai-seed--dc286833,"Artificial Intelligence (AI), Customer Service, Enterprise Software, SaaS, Software","New York, New York, United States, North America",Seed,2300000,USD,2300000,2018-09-01,Reply.ai,https://www.crunchbase.com/organization/reply-ai,http://reply.ai,,,,"Aflac Global Ventures, All Iron Ventures, Bull Partners, Everywhere Ventures (The Fund), JME Ventures, Seedcamp",We make customer service smarter and faster. Acquired by Kustomer,Seed,Yes,$1M to $10M,3700000,USD,3700000,M&A,4,JME Ventures,6,4,"464,345"
Non Equity Assistance - Snappt,https://www.crunchbase.com/funding_round/snappt-non-equity-assistance--57ea7e7c,"Artificial Intelligence (AI), FinTech, Fraud Detection","Los Angeles, California, United States, North America",Non-equity Assistance,,,,2018-09-07,Snappt,https://www.crunchbase.com/organization/snappt,https://www.snappt.com/,,,,"Dreamit Urbantech, Dreamit Ventures",Snappt is an AI-enabled fraud detection platform that determines the authenticity of financial documents.,,No,$1M to $10M,100000000,USD,100000000,Early Stage Venture,4,Dreamit Ventures,2,,"464,350"
Pre Seed Round - OXFO,https://www.crunchbase.com/funding_round/oxfo-pre-seed--af4cab48,,,Pre-Seed,149999,GBP,200630,2021-11-23,OXFO,https://www.crunchbase.com/organization/oxfo,,,,,SFC Capital,OXFO,Seed,Yes,,149999,GBP,200631,Seed,1,,1,,"464,360"
