Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series C - Availink,https://www.crunchbase.com/funding_round/availink-series-c--6ebb9f5b,"Digital Entertainment, Semiconductor, TV","Germantown, Maryland, United States, North America",Series C,10000000,USD,10000000,2008-12-15,Availink,https://www.crunchbase.com/organization/availink,http://www.availink.com.cn,,,,"BlueRun Ventures, Four Rivers Group, New Enterprise Associates","Availink is focused on designing chips using semiconductors for digital TV and multimedia areas, and developing application systems.",Late Stage Venture,Yes,$10M to $50M,28200000,USD,28200000,Late Stage Venture,3,,3,2,"213,600"
Seed Round - Reko Global Water,https://www.crunchbase.com/funding_round/reko-global-water-seed--5cfcc588,"Food and Beverage, Legal, Water","Santiago De Chuco, La Libertad, Peru, South America",Seed,40000,USD,40000,2012-02-06,Reko Global Water,https://www.crunchbase.com/organization/reko-global-water,http://rekogw.com,,,,Start-Up Chile,"In the environment of growing population and global water shortage, Reko Global Water (RGW) is identifying water assets and developing",Seed,Yes,,40000,USD,40000,Seed,1,,1,,"213,601"
Grant - Neem Tree Agro Solutions,https://www.crunchbase.com/funding_round/neem-tree-agro-solutions-private-limited-grant--5dcb8d12,"Agriculture, AgTech","Delhi, Delhi, India, Asia",Grant,500000,INR,6586,2022-03-31,Neem Tree Agro Solutions,https://www.crunchbase.com/organization/neem-tree-agro-solutions-private-limited,https://neemtreeagrico.in/,,,,NASSCOM Foundation,Neem Tree Agro Solutions is a agritech company focused on delivering economical & adaptable technological solutions for farmers.,,No,,1200000,INR,16184,,2,NASSCOM Foundation,1,,"213,603"
Series C - Domicilios.com,https://www.crunchbase.com/funding_round/clickdelivery-series-c--00249530,"E-Commerce, Food Delivery, Hospitality, Restaurants","Bogotá, Distrito Especial, Colombia, South America",Series C,40000000,USD,40000000,2016-01-01,Domicilios.com,https://www.crunchbase.com/organization/clickdelivery,http://www.domicilios.com/,,,,"Delivery Hero, Latam Capital",Domicilios.com is an online food ordering service that enables its users to order and get food delivered from a range of local restaurants.,Late Stage Venture,Yes,$1M to $10M,47700000,USD,47700000,M&A,4,"Delivery Hero, Latam Capital",2,,"213,605"
Seed Round - Carble,https://www.crunchbase.com/funding_round/carble-seed--c5ce00ec,Coffee,"Noordwijk, Zuid-Holland, The Netherlands, Europe",Seed,300000,EUR,302423,2022-11-08,Carble,https://www.crunchbase.com/organization/carble,https://www.carble.co/,,,,Antler,Carble helps coffee brands reduce their carbon footprint by rewarding coffee farmers.,Seed,Yes,,300000,EUR,302423,Seed,2,Antler,1,1,"213,606"
Debt Financing - ArborMetrix,https://www.crunchbase.com/funding_round/arbormetrix-debt-financing--54fce61c,"Analytics, Cloud Computing, Health Care","Ann Arbor, Michigan, United States, North America",Debt Financing,1437605,USD,1437605,2015-05-21,ArborMetrix,https://www.crunchbase.com/organization/arbormetrix,http://arbormetrix.com,,,,,ArborMetrix is a performance measurement for Acute and Specialty Care.,,No,$1M to $10M,35667250,USD,35667250,,8,,,,"213,607"
Seed Round - Cove,https://www.crunchbase.com/funding_round/cove-6097-seed--cc6a70e6,"Communities, Internet, Property Management, Real Estate, Rental, Rental Property, Residential","Singapore, Central Region, Singapore, Asia",Seed,2100000,USD,2100000,2019-09-24,Cove,https://www.crunchbase.com/organization/cove-6097,https://cove.id,,,,"Aetius Capital, Antler, Found.Ventures, Investigate, Picus Capital, Venturra, Yuj Ventures","#1 tech flexible living platform in SEA, providing the best booking and living experience across all lengths of stay",Seed,Yes,Less than $1M,6800000,USD,6800000,Early Stage Venture,5,"Investigate, Picus Capital, Venturra, Yuj Ventures",7,2,"213,609"
Pre Seed Round - MetaShop,https://www.crunchbase.com/funding_round/metashop-pre-seed--ba17672b,Information Technology,"Pune, Maharashtra, India, Asia",Pre-Seed,12500000,INR,154366,2023-01-21,MetaShop,https://www.crunchbase.com/organization/metashop,https://www.metashopai.com/,,,,100X.VC,MetaShop is a deep tech startup that empowers users to create photorealistic 3D assets at scale using just a video input.,Seed,Yes,,254366,USD,254366,Seed,2,100X.VC,1,1,"213,610"
Secondary Market - PeerBerry,https://www.crunchbase.com/funding_round/peerberry-secondary-market--60e77049,"Credit, Finance, FinTech, Funding Platform","Riga, Riga, Latvia, Europe",Secondary Market,,,,2021-05-03,PeerBerry,https://www.crunchbase.com/organization/peerberry,https://peerberry.com,,,,Igoris Trofimovas,PeerBerry is a P2P investment platform that provides loans.,,No,,,USD,,,3,Igoris Trofimovas,1,,"213,612"
Series C - VanDyne SuperTurbo,https://www.crunchbase.com/funding_round/vandyne-superturbo-series-c--43a3a5c9,"Automotive, Manufacturing, Search Engine","Loveland, Colorado, United States, North America",Series C,15000000,USD,15000000,2014-04-14,VanDyne SuperTurbo,https://www.crunchbase.com/organization/vandyne-superturbo,http://www.vandynesuperturbo.com,,,,Northwater Capital,VanDyne SuperTurbo specializes in the development of a next generation engine efficiency technology known as the SuperTurbocharger.,Late Stage Venture,Yes,$1M to $10M,35502000,USD,35502000,,6,Northwater Capital,1,,"213,614"
