Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - Vertro,https://www.crunchbase.com/funding_round/vertro-series-unknown--05979edb,"Software, Web Design","New York, New York, United States, North America",Venture - Series Unknown,250000,USD,250000,2010-06-28,Vertro,https://www.crunchbase.com/organization/vertro,http://www.vertro.com,,,,,Vertro is a software and technology company that provides web and mobile services.,,Yes,,250000,USD,250000,M&A,1,,,,"610,248"
Venture Round - Afterparty,https://www.crunchbase.com/funding_round/afterparty-series-unknown--f64c7e2d,"Content Creators, Cryptocurrency, Internet, Metaverse, Web3","Los Angeles, California, United States, North America",Venture - Series Unknown,10025663,USD,10025663,2022-11-04,Afterparty,https://www.crunchbase.com/organization/afterparty,https://afterparty.com,,,,,"Afterparty is a technology company that builds web3 platform for artists, musicians, collectors, and creators.",,Yes,$1M to $10M,25825663,USD,25825663,,5,,,,"610,278"
Private Equity Round - VidScale,https://www.crunchbase.com/funding_round/vidscale-private-equity--e0fce787,"Content, Content Discovery","Cambridge, Massachusetts, United States, North America",Private Equity,6000000,USD,6000000,2010-10-01,VidScale,https://www.crunchbase.com/organization/vidscale,https://www.ericsson.com/en,,,,,VidScale is a provider of hardware and cloud-based CDN and transparent caching solutions.,Private Equity,Yes,$1M to $10M,6000000,USD,6000000,M&A,1,,,,"610,290"
Pre Seed Round - DAOventures,https://www.crunchbase.com/funding_round/daoventures-pre-seed--2545ad65,"Decentralized Finance (DeFi), Financial Services, Impact Investing, Information Technology, Metaverse, Web3","Singapore, Central Region, Singapore, Asia",Pre-Seed,120000,USD,120000,2022-04-29,DAOventures,https://www.crunchbase.com/organization/daoventures,https://www.daoventures.co/,,,,Techstars,"DAOventures is a web3 ventures studio that focuses on decentralized finance(DeFi), Metaverse, NFTs and more.",Seed,Yes,,120000,USD,120000,Seed,1,Techstars,1,,"610,309"
Convertible Note - PFITR,https://www.crunchbase.com/funding_round/pfitr--llc-convertible-note--15442f74,"Analytics, Software","Little Rock, Arkansas, United States, North America",Convertible Note,25000,USD,25000,2016-03-15,PFITR,https://www.crunchbase.com/organization/pfitr--llc,https://pfitr.com,2500000,USD,2500000,,The Kelly Blue Book of fixed income securities,,No,,736000,USD,736000,Seed,8,,,,"610,000"
Equity Crowdfunding - High Basin Imaging,https://www.crunchbase.com/funding_round/high-basin-imaging-equity-crowdfunding--21f2265b,Consumer Electronics,"Pinedale, Wyoming, United States, North America",Equity Crowdfunding,,,,2013-12-09,High Basin Imaging,https://www.crunchbase.com/organization/high-basin-imaging,,,,,,The business that I am currently trying to buy is called High Basin Imaging.,,Yes,,,USD,,,1,,,,"610,001"
Grant - Etrel,https://www.crunchbase.com/funding_round/etrel-9ea3-grant--af65e6b1,"Charging Infrastructure, Electronics, Energy Storage, Manufacturing, Software","Grosuplje, Grosuplje Commune, Slovenia, Europe",Grant,50000,EUR,64683,2014-09-09,Etrel,https://www.crunchbase.com/organization/etrel-9ea3,http://www.etrel.com/,,,,EASME - EU Executive Agency for SMEs,Etrel is a manufacturer of charging stations and software for integrated electric vehicle charging systems.,,No,$1M to $10M,936796,EUR,1057153,,2,EASME - EU Executive Agency for SMEs,1,,"610,002"
Grant - Principle Power,https://www.crunchbase.com/funding_round/principle-power-grant--fa895d92,"Energy, Renewable Energy, Water, Wind Energy","Seattle, Washington, United States, North America",Grant,3600000,USD,3600000,2019-09-26,Principle Power,https://www.crunchbase.com/organization/principle-power,https://www.principlepower.com,,,,US Department of Energy,"Principle Power offers wind installations for the deep-water, offshore wind energy market.",,No,$1M to $10M,27900000,USD,27900000,M&A,6,US Department of Energy,1,,"610,003"
Venture Round - Forbes Family Trust,https://www.crunchbase.com/funding_round/forbes-family-trust-series-unknown--5b32c7ef,"Financial Services, Real Estate","New York, New York, United States, North America",Venture - Series Unknown,,,,2017-07-10,Forbes Family Trust,https://www.crunchbase.com/organization/forbes-family-trust,http://forbesfamilytrust.com,,,,Wealth Partners Capital Group,Forbes Family Trust is a private wealth management and family office services company.,,Yes,Less than $1M,,USD,,,1,Wealth Partners Capital Group,1,,"610,004"
Debt Financing - DrinkPrime,https://www.crunchbase.com/funding_round/waterwala-debt-financing--14aa1c8b,"Internet of Things, Manufacturing, Water, Water Purification","Bangalore, Karnataka, India, Asia",Debt Financing,,,,2022-07-20,DrinkPrime,https://www.crunchbase.com/organization/waterwala,https://www.drinkprime.in,,,,"Northern Arc, Unitus Capital",DrinkPrime is a manufacturer of IoT-enabled water purifiers.,,No,$1M to $10M,890000000,INR,11410361,Early Stage Venture,6,,2,1,"610,005"
Seed Round - Abra,https://www.crunchbase.com/funding_round/abra-seed--dfca31ad,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, FinTech","Mountain View, California, United States, North America",Seed,,,,2014-07-18,Abra,https://www.crunchbase.com/organization/abra,https://www.abra.com,,,,"Boost VC, Digital Currency Group, Operative Capital, RRE Ventures","Abra is a digital asset financial platform where consumers and institutions can buy, sell, store, borrow, and generate yield on crypto.",Seed,Yes,$1M to $10M,106577110,USD,106577110,Late Stage Venture,8,,4,2,"610,006"
Seed Round - Scan,https://www.crunchbase.com/funding_round/scan-seed--7f6db305,"Apps, Mobile, Software","Provo, Utah, United States, North America",Seed,1700000,USD,1700000,2012-02-23,Scan,https://www.crunchbase.com/organization/scan,http://scan.me,,,,"AFSquare, Ariel Poler, CRV, Google Ventures, Graph Ventures, James Pallotta, Joe Greenstein, Ludlow Ventures, Menlo Ventures, Naval Ravikant, Social Capital, Start Fund, Transmedia Capital, Troy Carter","Scan develops offline-to-online apps using QR code, beacon, and other mobile technologies.",Seed,Yes,$1M to $10M,15200000,USD,15200000,M&A,3,Menlo Ventures,14,1,"610,007"
Series C - Powervation,https://www.crunchbase.com/funding_round/powervation-series-c--3eef0e8f,"Hardware, Semiconductor, Software","San Jose, California, United States, North America",Series C,5500000,USD,5500000,2014-02-12,Powervation,https://www.crunchbase.com/organization/powervation,http://www.powervation.com,,,,"Braemar Energy Ventures, Intel Capital, Scottish Equity Partners, VentureTech Alliance","Powervation is a leader in digital power IC solutions for Datacenters, Computing & Communications.",Late Stage Venture,Yes,,36505591,USD,36505591,M&A,7,,4,4,"610,008"
Series A - AX Trading Network,https://www.crunchbase.com/funding_round/ax-trading-network-series-a--798605b4,"Finance, Financial Services, Trading Platform","New York, New York, United States, North America",Series A,20000000,USD,20000000,2016-10-26,AX Trading Network,https://www.crunchbase.com/organization/ax-trading-network,http://axtrading.com/,,,,,"The AX Trading Network (“The AX”) is the world’s first Electronic Trading Network (ETN), for institutional traders",Early Stage Venture,Yes,Less than $1M,20000000,USD,20000000,Early Stage Venture,1,,,,"610,009"
Grant - Integrals Power,https://www.crunchbase.com/funding_round/integrals-power-grant--b0039d87,"Advanced Materials, Battery, Chemical, Manufacturing, Nanotechnology, Renewable Energy","Willen, Milton Keynes, United Kingdom, Europe",Grant,423984,GBP,562913,2021-12-01,Integrals Power,https://www.crunchbase.com/organization/integrals-power,http://integralspower.co.uk,,,,Innovate UK,Integrals Power is a battery nanomaterial company.,,No,,2789339,GBP,3495410,Seed,7,,1,,"610,010"
Non Equity Assistance - ESTV,https://www.crunchbase.com/funding_round/estv-non-equity-assistance--1b02e2b1,"Broadcasting, eSports, Media and Entertainment, TV","Los Angeles, California, United States, North America",Non-equity Assistance,,,,2020-12-01,ESTV,https://www.crunchbase.com/organization/estv,https://www.estv.co/,,,,Newchip Accelerator,ESTV is a 24/7 live linear and ad-based video on demand esports channel.,,No,,,USD,,,1,,1,,"610,013"
Venture Round - Sembiosys Genetics,https://www.crunchbase.com/funding_round/sembiosys-genetics-inc-series-unknown--b88b7f79,"Biotechnology, Genetics, Medical","Calgary, Alberta, Canada, North America",Venture - Series Unknown,,,,2020-10-01,Sembiosys Genetics,https://www.crunchbase.com/organization/sembiosys-genetics-inc,http://www.sembiosys.com,,,,Bay City Capital,"SemBioSys Genetics, a canadian biotechnology company, announced today that it has signed a feasibility agreement with dow agro-science",,Yes,,1500000,USD,1500000,,2,,1,,"610,014"
"Series A - Acupera, Inc.",https://www.crunchbase.com/funding_round/acupera-series-a--85ddeda1,"Clinical Trials, Health Care, Medical, Medical Device, Software","San Francisco, California, United States, North America",Series A,2000000,USD,2000000,2013-11-14,"Acupera, Inc.",https://www.crunchbase.com/organization/acupera,http://www.acupera.com,,,,The Whittemore Collection,Acupera offers healthcare provider organizations with digital health solutions to provide a better service for their patients.,Early Stage Venture,Yes,$1M to $10M,10000000,USD,10000000,Early Stage Venture,3,,1,,"610,015"
