Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - Double Cork,https://www.crunchbase.com/funding_round/double-cork-series-unknown--e88e3763,"Consumer Goods, Manufacturing","Arrúbal, La Rioja, Spain, Europe",Venture - Series Unknown,,,,2018-05-17,Double Cork,https://www.crunchbase.com/organization/double-cork,https://www.doublecork.es/,,,,Ricari,Double Cork is born with the aim of producing a specific high quality stopper for closing high-end wines.,,Yes,,,USD,,,1,Ricari,1,,"529,602"
Seed Round - Splango Media,https://www.crunchbase.com/funding_round/splango-media-holdings-seed--953d6032,"Advertising, Email Marketing, Social Media","Seattle, Washington, United States, North America",Seed,300000,USD,300000,2013-07-10,Splango Media,https://www.crunchbase.com/organization/splango-media-holdings,http://www.splango.com/#&panel1-1,,,,,"Splango offers a system enabling SMBs to capture, communicate with and reward their customers through referral marketing and social media.",Seed,Yes,$1M to $10M,300000,USD,300000,Seed,1,,,,"529,618"
Series B - Rainjet,https://www.crunchbase.com/funding_round/rainjet-series-b--0668731b,"Health Care, Manufacturing, Medical, Medical Device","Guangzhou, Guangdong, China, Asia",Series B,20000000,CNY,2896997,2017-04-10,Rainjet,https://www.crunchbase.com/organization/rainjet,http://www.rainjet.net,,,,Puli Investment,Rainjet engages in the R&D and manufacturing of medical equipment.,Early Stage Venture,Yes,,33000000,CNY,4800706,Early Stage Venture,3,,1,,"529,621"
Angel Round - rrzuji.com,https://www.crunchbase.com/funding_round/rrzuji-com-angel--a815e091,"Customer Service, Leasing, Rental","Guangzhou, Guangdong, China, Asia",Angel,8000000,CNY,1166850,2016-11-15,rrzuji.com,https://www.crunchbase.com/organization/rrzuji-com,https://www.rrzuji.com/,,,,,Rrzuji provides leasing services for enterprises and individuals.,Seed,Yes,,28000000,CNY,4057023,Early Stage Venture,2,,,,"529,719"
Convertible Note - Nanomik Biotechnology,https://www.crunchbase.com/funding_round/nanomik-biotechnology-convertible-note--bfc7dba8,"AgTech, Biotechnology, Life Science","Istanbul, Istanbul, Turkey, Europe",Convertible Note,100000,EUR,112475,2020-07-05,Nanomik Biotechnology,https://www.crunchbase.com/organization/nanomik-biotechnology,http://www.nanomik-tech.com,,,,Rockstart,Nanomik Biotechnology produces next generation biofungicides that increase the shelf life of fresh fruits and vegetables.,,No,,3010094,USD,3010094,Seed,17,Rockstart,1,,"529,759"
Grant - Football Beyond Borders (FBB),https://www.crunchbase.com/funding_round/football-beyond-borders-fbb-grant--0a157c56,"Education, Non Profit, Sports","London, England, United Kingdom, Europe",Grant,47913,GBP,63551,2019-02-28,Football Beyond Borders (FBB),https://www.crunchbase.com/organization/football-beyond-borders-fbb,https://footballbeyondborders.org/,,,,Nesta,Football Beyond Borders an education and social inclusion charity that uses young people's passion for football to educate .,,No,,47913,GBP,63551,,1,Nesta,1,,"529,764"
Corporate Round - Medalogix,https://www.crunchbase.com/funding_round/medalogix-corporate-round--911e6a9d,"Analytics, Health Care, Information Services, Information Technology","Nashville, Tennessee, United States, North America",Corporate Round,,,,2019-06-25,Medalogix,https://www.crunchbase.com/organization/medalogix,https://medalogix.com,,,,Encompass Health Corp.,"Medalogix, a health data analytics firm, offers readmission assessment services for patients in home health or skilled nursing facilities.",,Yes,$1M to $10M,5300000,USD,5300000,Private Equity,4,Encompass Health Corp.,1,,"529,768"
Seed Round - FleetOps,https://www.crunchbase.com/funding_round/fleetrover-seed--08066aee,"Artificial Intelligence (AI), Big Data, Marketplace, Transportation","Toronto, Ontario, Canada, North America",Seed,1200000,CAD,911631,2018-09-10,FleetOps,https://www.crunchbase.com/organization/fleetrover,http://fleetops.ai,,,,"BCF Ventures, Hike Ventures, Panache Ventures, Pegasus Tech Ventures, Silicon Balls",FleetOps is a freight marketplace.It works by automating the allocation of loads to truck drivers that can deliver them.,Seed,Yes,$1M to $10M,7430172,USD,7430172,Early Stage Venture,10,,5,3,"529,770"
Series A - NFuzed,https://www.crunchbase.com/funding_round/nfuzed-series-a--0e3b55fb,"Cannabis, Manufacturing","Grover Beach, California, United States, North America",Series A,,,,2019-10-07,NFuzed,https://www.crunchbase.com/organization/nfuzed,https://nfuzed.com,10000000,USD,10000000,,Cannabis manufacturer in Colorado and California,Early Stage Venture,Yes,$1M to $10M,,USD,,Early Stage Venture,1,,,,"529,865"
Private Equity Round - HYD&AU,https://www.crunchbase.com/funding_round/hyd-au-private-equity--3e5da38a,"Industrial, Industrial Automation, Machinery Manufacturing, Manufacturing, Mechanical Engineering","Bordeaux, Aquitaine, France, Europe",Private Equity,,,,2013-05-29,HYD&AU,https://www.crunchbase.com/organization/hyd-au,https://hyd-et-au.com,,,,"Bpifrance, Multicroissance",HYD&AU mission is to provide to its customers across the world with mechatronic solutions covering various fields.,Private Equity,Yes,,,USD,,Private Equity,1,,2,,"529,878"
Venture Round - PointPredictive,https://www.crunchbase.com/funding_round/pointpredictive-series-unknown--2feefb86,"Artificial Intelligence (AI), Computer, Consumer Lending, Machine Learning, Risk Management, Software","San Diego, California, United States, North America",Venture - Series Unknown,,,,2021-10-28,PointPredictive,https://www.crunchbase.com/organization/pointpredictive,https://pointpredictive.com/,,,,"CIBC Innovation Banking, Mosaik Partners, Ten Coves Capital",Risk Management & Artificial Intelligence Solutions.,,Yes,$1M to $10M,,USD,,,4,,3,3,"529,937"
Pre Seed Round - Papermill,https://www.crunchbase.com/funding_round/papermill-pre-seed--1733049c,Software,"Sheffield, Sheffield, United Kingdom, Europe",Pre-Seed,,,,2022-01-12,Papermill,https://www.crunchbase.com/organization/papermill,https://www.papermill.io,,,,TwinklHive,Papermill makes tools for writing and reviewing documents.,Seed,Yes,,,USD,,Seed,1,,1,,"529,976"
Debt Financing - Chili Piper,https://www.crunchbase.com/funding_round/chili-piper-debt-financing--a0769465,"B2B, Enterprise Software, Meeting Software, Productivity Tools, SaaS, Sales, Software","New York, New York, United States, North America",Debt Financing,350000,USD,350000,2018-01-29,Chili Piper,https://www.crunchbase.com/organization/chili-piper,http://www.chilipiper.com,,,,Lighter Capital,Chili Piper is a meeting lifecycle automation platform that helps revenue teams to increase their conversion rates.,,No,$10M to $50M,54350000,USD,54350000,Early Stage Venture,6,,1,,"529,983"
Post-IPO Equity - TRU Precious Metals,https://www.crunchbase.com/funding_round/tru-precious-metals-post-ipo-equity--91f0e000,"Industrial, Mining, Natural Resources","Fredericton, New Brunswick, Canada, North America",Post-IPO Equity,500000,CAD,357900,2020-05-25,TRU Precious Metals,https://www.crunchbase.com/organization/tru-precious-metals,https://www.trupreciousmetals.com/,,,,,TRU Precious Metals seeks value-creation opportunities and is assembling a portfolio of gold exploration properties.,,Yes,,3500000,CAD,2626374,IPO,2,,,,"529,985"
Post-IPO Debt - InsBAnk,https://www.crunchbase.com/funding_round/insbank-post-ipo-debt--1b5a0b87,"Banking, Financial Services, Insurance","Nashville, Tennessee, United States, North America",Post-IPO Debt,10000000,USD,10000000,2021-10-29,InsBAnk,https://www.crunchbase.com/organization/insbank,https://www.insbanktn.com,,,,,"INSBANK, originally named Insurors Bank of Tennessee (IBOT), a target market of independent insurance agents in Tennessee.",,No,$10M to $50M,10000000,USD,10000000,IPO,1,,,,"530,018"
Seed Round - AgoraLV,https://www.crunchbase.com/funding_round/agoralv-seed--49fa7f9b,"Blockchain, Sports","Chicago, Illinois, United States, North America",Seed,12300000,GBP,16251569,2021-12-13,AgoraLV,https://www.crunchbase.com/organization/agoralv,,1250000,USD,1250000,,AgoraLV is a company devoted scientific wellness testing.,Seed,Yes,,12300000,GBP,16251569,Seed,1,,,,"530,035"
Convertible Note - SD3D,https://www.crunchbase.com/funding_round/sd3d-convertible-note--2a776b81,"3D Printing, Industrial Automation, Manufacturing, Plastics and Rubber Manufacturing","San Diego, California, United States, North America",Convertible Note,85000,USD,85000,2015-04-01,SD3D,https://www.crunchbase.com/organization/sd3d,http://www.sd3d.com,,,,,SD3D is an additive manufacturing company that provides automated 3D printing solutions for the commercial and industrial markets.,,No,$1M to $10M,385000,USD,385000,Seed,3,,,,"530,037"
Private Equity Round - MEDNAX,https://www.crunchbase.com/funding_round/mednax-private-equity--70a5cb0f,"Health Care, Medical","Sunrise, Florida, United States, North America",Private Equity,,,,1992-10-27,MEDNAX,https://www.crunchbase.com/organization/mednax,http://www.mednax.com,,,,Summit Partners,MEDNAX is a national medical group that comprises the broad physician services of Pediatrix Medical Group and American Anesthesiology.,Private Equity,Yes,$500M to $1B,1100000000,USD,1100000000,IPO,2,,1,,"530,046"
