Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Post-IPO Equity - FacePhi,https://www.crunchbase.com/funding_round/facephi-post-ipo-equity--cc74444e,"Biometrics, Facial Recognition, Identity Management, Image Recognition, Mobile Apps","Alicante, Comunidad Valenciana, Spain, Europe",Post-IPO Equity,20000000,EUR,24309075,2020-12-15,FacePhi,https://www.crunchbase.com/organization/facephi,http://www.facephi.com,,,,Nice & Green SA,FacePhi is the spanish company in biometric solutions for identity verification.,,Yes,$1M to $10M,42742600,EUR,51158616,IPO,6,Nice & Green SA,1,,"105,619"
Seed Round - Paul-Tech,https://www.crunchbase.com/funding_round/paul-tech-seed--f42468e4,"Agriculture, AgTech, CleanTech, Internet of Things, Sustainability","Saku, Harjumaa, Estonia, Europe",Seed,200000,EUR,215042,2023-03-17,Paul-Tech,https://www.crunchbase.com/organization/paul-tech,http://www.paul-tech.com,,,,EstBAN,Paul-Tech offer real-time fertilizer level and soil workability monitoring system.,Seed,Yes,,1600000,EUR,1699508,Seed,4,EstBAN,1,1,"105,719"
Corporate Round - Capricorn Protocol,https://www.crunchbase.com/funding_round/capricorn-protocol-corporate-round--7282e549,"Blockchain, Finance, Financial Services",,Corporate Round,200000000,USD,200000000,2022-06-07,Capricorn Protocol,https://www.crunchbase.com/organization/capricorn-protocol,https://www.capricorn.fund,,,,MQ Technology,The Capricorn protocol is a multi-asset-backed stablecoin protocol that is supported by multiple assets.,,Yes,,200000000,USD,200000000,,1,MQ Technology,1,,"105,686"
Grant - Gently Soap,https://www.crunchbase.com/funding_round/gently-soap-grant--7f9f467c,"Consumer Goods, Manufacturing, Organic","Athens, Georgia, United States, North America",Grant,10000,USD,10000,2023-03-16,Gently Soap,https://www.crunchbase.com/organization/gently-soap,https://gentlysoap.com/,,,,Startup Runway Foundation,Gently Soap provides herbal bar soaps for those with severely sensitive skin.,,No,,205000,USD,205000,Seed,3,Startup Runway Foundation,1,,"105,711"
Series A - Gameto,https://www.crunchbase.com/funding_round/gameto-series-a--771840f5,"Biopharma, Biotechnology, Genetics","New York, New York, United States, North America",Series A,20000000,USD,20000000,2022-01-10,Gameto,https://www.crunchbase.com/organization/gameto,https://gametogen.com,,,,"Anne Wojcicki, Bold Capital Partners, Future Ventures, Lux Capital, Overwater Ventures, Plum Alley Investments, Robert Nelsen, TA Ventures",Gameto is a biotechnology using cell engineering to develop therapeutics of the female reproductive system.,Early Stage Venture,Yes,$1M to $10M,40000000,USD,40000000,,4,Future Ventures,8,2,"105,699"
Funding Round - Pvotal Technologies Inc.,https://www.crunchbase.com/funding_round/pvotal-technologies-inc-undisclosed--1a975256,"Consulting, Software","Eagle Point, Oregon, United States, North America",Funding Round,5000000,USD,5000000,2023-06-28,Pvotal Technologies Inc.,https://www.crunchbase.com/organization/pvotal-technologies-inc,https://pvotal.tech,,,,,End-to-End Security Software Developer,,Yes,,5000000,USD,5000000,,1,,,,"105,677"
Seed Round - SuperHire,https://www.crunchbase.com/funding_round/superhire-1-seed--32281e6c,"Consulting, Human Resources, Recruiting, SaaS","Kochi, Kerala, India, Asia",Seed,,,,2023-03-10,SuperHire,https://www.crunchbase.com/organization/superhire-1,https://www.superhire.net,,,,"LetsVenture, She Capital, Whiteboard Capital",SuperHire is a HR-tech and SaaS platform.,Seed,Yes,,,USD,,Seed,2,Whiteboard Capital,3,1,"105,681"
Post-IPO Equity - Jcet,https://www.crunchbase.com/funding_round/jcet-post-ipo-equity--63416ae9,"Industrial, Industrial Manufacturing, Manufacturing","Jiangyin, Jiangsu, China, Asia",Post-IPO Equity,5000000000,CNY,777302759,2021-05-07,Jcet,https://www.crunchbase.com/organization/jcet,http://www.cj-elec.com/en/?lang=en&flag=1,,,,"Abu Dhabi Investment Authority, GF Group Holding, JP Morgan Chase, Loyal Valley Capital",JCET Group manufactures semiconductor products.,,Yes,,5000000000,CNY,777302759,IPO,1,,4,,"105,712"
Seed Round - Fuhua Incubator,https://www.crunchbase.com/funding_round/fuhua-incubator-seed--1796ffa5,"Consulting, Enterprise, Incubators, Small and Medium Businesses","Beijing, Beijing, China, Asia",Seed,2280000,CNY,342651,2022-05-24,Fuhua Incubator,https://www.crunchbase.com/organization/fuhua-incubator,http://www.turbox.cn/,,,,Newlink Technology,Turbox is an incubation service provider driven by the technology industry chain.,Seed,Yes,,2280000,CNY,342651,Seed,3,Newlink Technology,1,,"105,648"
Seed Round - Capri Healthcare Ltd,https://www.crunchbase.com/funding_round/capri-healthcare-ltd-seed--d54404f9,"Artificial Intelligence (AI), Health Care, Information Technology, Language Learning, Machine Learning, Natural Language Processing, Software","Birmingham, Birmingham, United Kingdom, Europe",Seed,320000,GBP,384861,2023-03-01,Capri Healthcare Ltd,https://www.crunchbase.com/organization/capri-healthcare-ltd,https://caprihealthcare.co.uk,5000000,USD,5000000,,Turning NHS Digital first strategy into reality by bringing digital innovation AI/ML,Seed,Yes,$10M to $50M,893370,USD,893370,Seed,6,,,,"105,613"
